,id,bot_score
174998,1499320062003462144,0.65
175004,1499320080655654912,0.76
175005,1499320083818156032,0.42
175028,1499320136704081920,0.26
175042,1499320179758702592,0.03
175062,1499320247337246720,0.07
175068,1499320262780727296,0.28
175072,1499320270422634496,0.99
175073,1499320272712839168,0.76
175080,1499320281004969984,0.93
175084,1499320288118460416,0.0
175087,1499320295538233344,0.09
175110,1499320341314871296,0.13
175111,1499320343068131328,0.04
175116,1499320351381245952,0.0
175117,1499320352295452672,0.65
175126,1499320374802190336,0.04
175131,1499320384889446400,0.08
175141,1499320410604994560,0.1
175155,1499320449196609536,0.19
175172,1499320504158720000,0.06
175194,1499320556809637888,0.65
175211,1499320619921461248,0.29
175219,1499320631615057920,0.29
175221,1499320634861506560,0.14
175229,1499320648333729792,0.03
175233,1499320658538696704,0.21
175235,1499320664628645888,0.28
175246,1499320687751843840,0.05
175249,1499320689681182720,0.05
175267,1499320717795639296,0.79
175276,1499320746799075328,0.47000000000000003
175306,1499320844476157952,0.08
175332,1499320907349000192,0.01
175333,1499320908326268928,0.41000000000000003
175347,1499320941473636352,0.2
175371,1499321000558739456,0.16
175377,1499321018468507648,0.07
175385,1499321043193937920,0.30000000000000004
175390,1499321050462826496,0.05
175428,1499321128933810176,0.36
175435,1499321157052506112,0.9400000000000001
175438,1499321164572680192,0.65
175452,1499321195933880320,0.12
175457,1499321209875537920,0.04
175459,1499321210550763520,0.06
175481,1499321274622951424,0.76
175500,1499321328759091200,0.47000000000000003
175522,1499321366159536128,0.03
175524,1499321378788593664,0.29
175540,1499321413530001408,0.24
175550,1499321440193040384,0.65
175570,1499321491401412608,0.93
175571,1499321492684750848,0.37
175574,1499321495625121792,0.17
175575,1499321499836157952,0.05
175582,1499321533533409280,0.09
175587,1499321544513925120,0.03
175599,1499321564906639360,0.26
175603,1499321571982209024,0.96
175604,1499321572905082880,0.18
175607,1499321588910628864,0.06
175616,1499321618010710016,0.0
175622,1499321633260982272,0.65
175649,1499321716950159360,0.02
175656,1499321742300307456,0.04
175677,1499321777574531072,0.25
175707,1499321824982806528,0.15
175729,1499321879731273728,0.37
175742,1499321911767027712,0.05
175752,1499321938405203968,0.06
175765,1499321963189260288,0.26
175785,1499322006877220864,0.01
175786,1499322008303247360,0.17
175816,1499322090880581632,0.06
175825,1499322124170940416,0.17
175827,1499322133901869056,0.22
175847,1499322190822621184,0.26
175850,1499322194110918656,0.2
175853,1499322197718056960,0.04
175855,1499322199806726144,0.0
175859,1499322219729756160,0.11
175863,1499322221533143040,0.25
175872,1499322240428482560,0.61
175878,1499322256610234368,0.18
175888,1499322285689225216,0.31
175902,1499322310020509696,0.21
175920,1499322362340294656,0.08
175933,1499322391549419520,0.08
175937,1499322399719833600,0.05
175962,1499322469744017408,0.41000000000000003
175968,1499322486181273600,0.63
175982,1499322525066481664,0.17
175983,1499322525607952384,0.03
175984,1499322525867642880,0.02
175988,1499322540556275712,0.04
175992,1499322548416581632,0.38
176035,1499322673532665856,0.78
176045,1499322703769124864,0.05
176051,1499322724337917952,0.22
176055,1499322739093553152,0.72
176060,1499322751676518400,0.08
176075,1499322799722156032,0.09
176082,1499322827610091520,0.8
176092,1499322850125262848,0.0
176096,1499322870320795648,0.36
176129,1499322956484333568,0.48
176156,1499323054085873664,0.02
176170,1499323086268555264,0.05
176185,1499323115909828608,0.05
176193,1499323126638731264,0.07
176208,1499323164203134976,0.07
176213,1499323172344446976,0.24
176243,1499323237183934464,0.26
176250,1499323264115617792,0.91
176258,1499323276367175680,0.7000000000000001
176308,1499323399579090944,0.67
176324,1499323439223558144,0.0
176344,1499323477857292288,0.08
176356,1499323513945169920,0.24
176367,1499323537047183360,0.07
176369,1499323540130123776,0.15
176373,1499323549722497024,0.02
176400,1499323615652691968,0.65
176415,1499323677758083072,0.2
176418,1499323686457077760,0.26
176421,1499323691817132032,0.1
176428,1499323707310755840,0.09
176430,1499323713228918784,0.65
176448,1499323755692281856,0.0
176465,1499323797538705408,0.65
176466,1499323797744365568,0.06
176469,1499323800986341376,0.09
176480,1499323817956712448,0.07
176484,1499323826513010688,0.09
176488,1499323840782028800,0.01
176491,1499323844967940096,0.87
176502,1499323874512674816,0.18
176511,1499323891558268928,0.54
176516,1499323911581814784,0.14
176521,1499323917181153280,0.21
176527,1499323931160940544,0.15
176534,1499323948692959232,0.09
176538,1499323952170246144,0.09
176549,1499323978434809856,0.65
176566,1499324023553077248,0.11
176589,1499324075268718592,0.65
176590,1499324078531833856,0.07
176599,1499324099222454272,0.1
176612,1499324118671536128,0.05
176616,1499324124837130240,0.44
176623,1499324136195170304,0.22
176632,1499324155287715840,0.14
176637,1499324166566199296,0.1
176639,1499324169544101888,0.65
176642,1499324173646184448,0.7000000000000001
176645,1499324179727982592,0.22
176652,1499324194433155072,0.03
176676,1499324277501440000,0.08
176677,1499324278134939648,0.22
176678,1499324287043448832,0.08
176683,1499324298233667584,0.65
176687,1499324307004182528,0.7000000000000001
176692,1499324331427770368,0.37
176696,1499324353011408896,0.2
176702,1499324362796773376,0.37
176706,1499324374331293696,0.26
176709,1499324384472928256,0.13
176712,1499324396103942144,0.17
176718,1499324405578674176,0.08
176725,1499324419700760576,0.65
176730,1499324429779808256,0.1
176734,1499324440135585792,0.7000000000000001
176775,1499324540392030208,0.12
176781,1499324545626370048,0.31
176783,1499324553327259648,0.64
176792,1499324576320348160,0.7000000000000001
176801,1499324604984221696,0.64
176825,1499324659380232192,0.03
176835,1499324691181359104,0.7000000000000001
176838,1499324693555286016,0.65
176845,1499324712433954816,0.11
176848,1499324718343548928,0.09
176893,1499324807657177088,0.11
176899,1499324822106431488,0.09
176901,1499324833108267008,0.99
176905,1499324844097224704,0.65
176910,1499324859796623360,0.27
176914,1499324874736943104,0.6000000000000001
176926,1499324907171287040,0.21
176929,1499324914460872704,0.22
176936,1499324929048645632,0.09
176940,1499324946408951808,0.72
176953,1499324981791977472,0.65
176977,1499325050188701696,0.72
176978,1499325054928277504,0.72
176992,1499325098167128064,0.65
177007,1499325139946717184,0.04
177017,1499325167255830528,0.37
177030,1499325204862218240,0.2
177032,1499325206111956992,0.03
177049,1499325237636354048,0.21
177050,1499325240857575424,0.04
177061,1499325265628913664,0.65
177071,1499325297266769920,0.1
177091,1499325345211813888,0.61
177095,1499325347975901184,0.06
177096,1499325349607665664,0.06
177106,1499325380666269696,0.22
177115,1499325404493975552,0.65
177126,1499325433099296768,0.05
177135,1499325462769815552,0.02
177136,1499325472135684096,0.02
177142,1499325479459131392,0.18
177153,1499325498127704064,0.12
177156,1499325513709596672,0.55
177157,1499325517333422080,0.23
177161,1499325530734215168,0.58
177172,1499325566331281408,0.17
177193,1499325613949132800,0.65
177194,1499325615727644672,0.23
177205,1499325652444618752,0.09
177221,1499325677585141760,0.09
177229,1499325687437660160,0.36
177239,1499325707733843968,0.22
177251,1499325743255355392,0.65
177260,1499325760716292096,0.8300000000000001
177261,1499325761005637632,0.09
177263,1499325762691870720,0.01
177264,1499325769918595072,0.24
177267,1499325777023840256,0.03
177302,1499325881944363008,0.78
177307,1499325899413594112,0.01
177312,1499325907911069696,0.65
177316,1499325922637664256,0.38
177329,1499325961170558976,0.2
177334,1499325971643740160,0.48
177350,1499326005747625984,0.97
177354,1499326022734553088,0.29
177366,1499326049636782080,0.37
177371,1499326057639555072,0.18
177372,1499326060181131264,0.03
177379,1499326072412045312,0.47000000000000003
177387,1499326086999461888,0.09
177395,1499326099284639744,0.39
177398,1499326105450422272,0.03
177404,1499326125155045376,0.01
177412,1499326141903089664,0.06
177415,1499326144545497088,0.02
177440,1499326194356867072,0.61
177441,1499326194608754688,0.03
177459,1499326234509127680,0.02
177497,1499326318713835520,0.09
177503,1499326333524090880,0.9500000000000001
177532,1499326410640740352,0.14
177538,1499326418727014400,0.09
177570,1499326500553707520,0.65
177572,1499326504592986112,0.79
177581,1499326528752320512,0.11
177592,1499326551908888576,0.27
177598,1499326568338010112,0.05
177608,1499326599233163264,0.25
177636,1499326668057772032,0.78
177644,1499326690996092928,0.65
177648,1499326698906689536,0.05
177654,1499326708016627712,0.15
177677,1499326738362294272,0.26
177681,1499326745568235520,0.07
177703,1499326794511626240,0.15
177705,1499326798190243840,0.36
177719,1499326829651496960,0.21
177720,1499326830930587648,0.65
177721,1499326832650424320,0.6900000000000001
177735,1499326874677391360,0.06
177769,1499326980474679296,0.25
177783,1499326991014797312,0.68
177798,1499327024908877824,0.25
177808,1499327054357176320,0.13
177816,1499327078713663488,0.13
177838,1499327136150216704,0.01
177860,1499327172569276416,0.37
177861,1499327173798342656,0.19
177862,1499327174209568768,0.26
177875,1499327206568304640,0.65
177887,1499327250432409600,0.1
177895,1499327267201236992,0.04
177913,1499327303553220608,0.65
177922,1499327315746119680,0.91
177940,1499327360910467072,0.08
177949,1499327384193216512,0.45
177954,1499327396654170112,0.65
177977,1499327458058899456,0.06
177981,1499327468771201024,0.30000000000000004
177985,1499327474332618752,0.04
177993,1499327489608503296,0.26
178006,1499327515755569152,0.65
178015,1499327535724777472,0.04
178027,1499327551289937920,0.88
178042,1499327581262430208,0.93
178054,1499327618692251648,0.65
178075,1499327656713547776,0.25
178092,1499327697738244096,0.02
178110,1499327724178997248,0.24
178111,1499327725294735360,0.06
178115,1499327735222525952,0.65
178118,1499327742709583872,0.06
178135,1499327778851901440,0.03
178156,1499327859772383232,0.26
178175,1499327892253204480,0.08
178192,1499327925820272640,0.12
178228,1499328014517030912,0.65
178246,1499328070876295168,0.16
178261,1499328104086781952,0.2
178273,1499328120666476544,0.65
178281,1499328139775909888,0.11
178286,1499328150744014848,0.17
178288,1499328153092775936,0.12
178295,1499328166149881856,0.0
178304,1499328190266945536,0.15
178308,1499328204347088896,0.65
178321,1499328237050204160,0.5
178333,1499328273502793728,0.17
178353,1499328329798889472,0.02
178396,1499328438909427712,0.88
178415,1499328488330858496,0.65
178435,1499328547499958272,0.2
178445,1499328573026357248,0.23
178449,1499328581851361280,0.14
178460,1499328623224016896,0.19
178470,1499328644593950720,0.02
178473,1499328651774423040,0.65
178506,1499328781881790464,0.65
178539,1499328859304767488,0.14
178556,1499328901973221376,0.11
178562,1499328917131431936,0.17
178565,1499328928321839104,0.11
178567,1499328930414616576,0.65
178586,1499328991538425856,0.11
178596,1499329020085043200,0.99
178603,1499329038111805440,0.15
178617,1499329074061201408,0.21
178619,1499329082248552448,0.36
178622,1499329092294000640,0.07
178687,1499329260204572672,0.0
178693,1499329283113635840,0.65
178698,1499329291389177856,0.08
178701,1499329307486916608,0.1
178707,1499329328600911872,0.73
178729,1499329366035247104,0.06
178734,1499329370367922176,0.0
178742,1499329386192924672,0.65
178764,1499329425065791488,0.84
178766,1499329427607539712,0.11
178775,1499329441612410880,0.09
178791,1499329477532397568,0.25
178795,1499329491893694464,0.07
178800,1499329510763728896,0.65
178806,1499329522352676864,0.03
178810,1499329536625758208,0.21
178861,1499329669497167872,0.09
178866,1499329697662083072,0.32
178877,1499329721234071552,0.29
178882,1499329735851134976,0.03
178884,1499329738615279616,0.1
178890,1499329755937710080,0.09
178891,1499329757506260992,0.43
178893,1499329757950853120,0.65
178897,1499329762577293312,0.15
178907,1499329781363617792,0.04
178952,1499329880676311040,0.72
178966,1499329928029822976,0.49
178970,1499329934942212096,0.03
178977,1499329961689329664,0.18
178978,1499329965006852096,0.65
178981,1499329968765116416,0.19
178992,1499329996644823040,0.08
179001,1499330031008448512,0.8
179003,1499330034464694272,0.06
179005,1499330036679290880,0.03
179026,1499330096494104576,0.04
179028,1499330104853352448,0.65
179045,1499330143156076544,0.71
179046,1499330143348830208,0.06
179053,1499330169353515008,0.21
179058,1499330177880449024,0.22
179067,1499330194750025728,0.02
179077,1499330221853458432,0.65
179084,1499330232863510528,0.2
179093,1499330255441510400,0.01
179094,1499330256154796032,0.30000000000000004
179103,1499330276580855808,0.05
179107,1499330284055060480,0.8300000000000001
179110,1499330295664988160,0.08
179133,1499330353206599680,0.08
179144,1499330388736749568,0.42
179155,1499330417824083968,0.18
179172,1499330445896474624,0.09
179188,1499330483338952704,0.65
179191,1499330500137308160,0.11
179193,1499330502503067648,0.86
179210,1499330539643457536,0.14
179280,1499330730434117632,0.1
179284,1499330737555845120,0.07
179326,1499330842790875136,0.26
179359,1499330911267078144,0.03
179369,1499330942925746176,0.37
179382,1499330966367928320,0.37
179385,1499330976266305536,0.03
179399,1499331021506023424,0.08
179400,1499331025595469824,0.0
179417,1499331053965746176,0.04
179421,1499331057543491584,0.14
179432,1499331075507916800,0.89
179434,1499331083535536128,0.13
179463,1499331164892454912,0.13
179468,1499331179006156800,0.21
179482,1499331199847784448,0.0
179503,1499331247193030656,0.7000000000000001
179517,1499331283801055232,0.19
179527,1499331314511937536,0.14
179532,1499331327694290944,0.03
179537,1499331342206652416,0.04
179544,1499331355364282368,0.22
179546,1499331360447938560,0.06
179551,1499331371189555200,0.18
179577,1499331428210855936,0.4
179604,1499331509194727424,0.31
179650,1499331616946147328,0.06
179652,1499331628711088128,0.73
179661,1499331650043662336,0.02
179667,1499331676438073344,0.01
179669,1499331680968003584,0.93
179674,1499331688744243200,0.12
179703,1499331769702789120,0.24
179733,1499331821921869824,0.07
179746,1499331845011427328,0.1
179769,1499331891828346880,0.05
179770,1499331894223282176,0.03
179787,1499331950229733376,0.06
179802,1499331988586700800,0.0
179808,1499332002172047360,0.03
179847,1499332092894711808,0.21
179851,1499332099622457344,0.0
179863,1499332123336925184,0.65
179865,1499332136075153408,0.24
179890,1499332192182415360,0.12
179934,1499332317310906368,0.65
179948,1499332351737933824,0.03
179968,1499332406087716864,0.19
179983,1499332444402692096,0.17
179992,1499332455622393856,0.78
179999,1499332485770928128,0.65
180004,1499332491227938816,0.28
180032,1499332540687134720,0.06
180041,1499332556365471744,0.22
180047,1499332570668019712,0.26
180056,1499332586249900032,0.63
180064,1499332594353287168,0.84
180073,1499332603362504704,0.04
180092,1499332643829293056,0.19
180123,1499332728034058240,0.17
180127,1499332731519610880,0.19
180131,1499332749790007296,0.06
180132,1499332750167650304,0.18
180190,1499332878013853696,0.65
180197,1499332899694329856,0.11
180200,1499332900533293056,0.01
180208,1499332920385114112,0.1
180213,1499332926458183680,0.34
180215,1499332931684294656,0.12
180225,1499332959278669824,0.16
180228,1499332967524622336,0.86
180239,1499332996993888256,0.0
180241,1499332998520795136,0.45
180253,1499333035740864512,0.11
180270,1499333079927767040,0.09
180271,1499333083031556096,0.05
180291,1499333128330039296,0.01
180296,1499333140266901504,0.2
180316,1499333187998302208,0.24
180327,1499333210341142528,0.65
180329,1499333216871895040,0.7000000000000001
180352,1499333278079324160,0.17
180372,1499333337990709248,0.03
180379,1499333362858737664,0.02
180385,1499333373663358976,0.11
180386,1499333374212669440,0.65
180406,1499333435680346112,0.86
180421,1499333481977028608,0.09
180443,1499333545780600832,0.06
180456,1499333584640958464,0.89
180467,1499333609257197568,0.65
180478,1499333643839295488,0.06
180518,1499333727419355136,0.85
180525,1499333754690707456,0.04
180538,1499333784822505472,0.06
180552,1499333819618451456,0.24
180555,1499333824596955136,0.65
180576,1499333869975265280,0.32
180581,1499333878007349248,0.09
180587,1499333901814321152,0.0
180588,1499333904771297280,0.28
180601,1499333928448307200,0.25
180621,1499333971687219200,0.86
180630,1499334001248464896,0.26
180635,1499334017233076224,0.08
180640,1499334034266202112,0.13
180647,1499334048656859136,0.23
180649,1499334051190423552,0.09
180677,1499334101781946368,0.28
180691,1499334135105609728,0.11
180705,1499334156379058176,0.65
180743,1499334267972853760,0.02
180790,1499334378467508224,0.36
180799,1499334408435912704,0.37
180851,1499334585330634752,0.16
180862,1499334603135410176,0.03
180866,1499334609439387648,0.11
180902,1499334680361029632,0.03
180904,1499334686237200384,0.07
180933,1499334744693108736,0.0
180944,1499334772514082816,0.67
180979,1499334856613908480,0.1
180998,1499334915787157504,0.65
181010,1499334949534457856,0.13
181016,1499334956602085376,0.27
181018,1499334960020279296,0.7000000000000001
181023,1499334965477183488,0.24
181029,1499334983110082560,0.14
181037,1499335007600447488,0.02
181042,1499335022444445696,0.42
181058,1499335063707828224,0.07
181070,1499335105227243520,0.09
181096,1499335170939256832,0.17
181100,1499335181462904832,0.05
181104,1499335191772512256,0.64
181106,1499335194821627904,0.37
181119,1499335225041731584,0.08
181131,1499335252313264128,0.38
181160,1499335331572768768,0.86
181163,1499335338124210176,0.37
181164,1499335338975715328,0.06
181209,1499335434471882752,0.27
181215,1499335445360123904,0.18
181233,1499335484652212224,0.65
181235,1499335491233230848,0.14
181242,1499335507209244672,0.07
181252,1499335551253716992,0.28
181255,1499335554411884544,0.05
181271,1499335599718866944,0.38
181288,1499335626751107072,0.0
181294,1499335645415854080,0.03
181328,1499335707063554048,0.65
181365,1499335795253121024,0.21
181370,1499335799036329984,0.86
181375,1499335809828278272,0.15
181402,1499335860554248192,0.19
181416,1499335890367238144,0.65
181419,1499335895643787264,0.19
181455,1499335970545614848,0.03
181470,1499336011381313536,0.65
181485,1499336035116986368,0.09
181509,1499336075730251776,0.25
181523,1499336098467749888,0.66
181530,1499336113336451072,0.65
181541,1499336147012661248,0.05
181542,1499336150602944512,0.93
181561,1499336174468485120,0.74
181566,1499336187349250048,0.01
181622,1499336295063212032,0.27
181629,1499336308308824064,0.37
181646,1499336336741859328,0.65
181651,1499336346690801664,0.02
181667,1499336382015279104,0.34
181682,1499336415431118848,0.75
181693,1499336436436594688,0.42
181716,1499336481671835648,0.65
181717,1499336482502635520,0.38
181734,1499336513531883520,0.17
181739,1499336529444933632,0.47000000000000003
181754,1499336550328385536,0.1
181761,1499336564018663424,0.68
181770,1499336588932771840,0.12
181781,1499336604510351360,0.75
181797,1499336656964489216,0.0
181801,1499336668519665664,0.65
181815,1499336707027922944,0.87
181816,1499336714577453056,0.09
181820,1499336722533867520,0.75
181831,1499336753588621312,0.2
181834,1499336762296000512,0.18
181835,1499336763143188480,0.06
181837,1499336770210910208,0.41000000000000003
181843,1499336776200204288,0.12
181851,1499336801080987648,0.01
181865,1499336824585703424,0.13
181867,1499336827546734592,0.65
181896,1499336885067517952,0.11
181910,1499336905023901696,0.75
181922,1499336926943399936,0.33
181951,1499337008497451008,0.18
181961,1499337052789350400,0.16
181971,1499337073643380736,0.74
182003,1499337150843670528,0.75
182017,1499337180090560512,0.65
182025,1499337202081402880,0.4
182031,1499337217201909760,0.8200000000000001
182034,1499337220011880448,0.27
182038,1499337224994922496,0.1
182039,1499337225045110784,0.75
182050,1499337253872717824,0.08
182062,1499337279244238848,0.66
182070,1499337296381894656,0.66
182085,1499337343265771520,0.75
182089,1499337347770560512,0.07
182097,1499337370281201664,0.65
182124,1499337469371715584,0.75
182129,1499337491748466688,0.1
182146,1499337534450634752,0.04
182154,1499337557158543360,0.28
182155,1499337557670195200,0.65
182165,1499337577849049088,0.02
182172,1499337594986971136,0.04
182173,1499337597876899840,0.75
182176,1499337598980231168,0.9400000000000001
182182,1499337604214706176,0.14
182185,1499337619360079872,0.12
182187,1499337625122996224,0.75
182222,1499337705209184256,0.22
182227,1499337717456515072,0.02
182235,1499337733462016000,0.22
182236,1499337738063007744,0.75
182240,1499337748351963136,0.1
182241,1499337752021647360,0.65
182272,1499337847945383936,0.75
182299,1499337909132009472,0.17
182303,1499337917944193024,0.8
182321,1499337947719553024,0.18
182324,1499337951188238336,0.25
182325,1499337951897128960,0.01
182327,1499337965507649536,0.24
182331,1499337974114312192,0.07
182338,1499337996440592384,0.06
182359,1499338020796915712,0.1
182369,1499338040145240064,0.05
182373,1499338052166209536,0.12
182401,1499338137524338688,0.8200000000000001
182402,1499338137797111808,0.72
182408,1499338151990632448,0.38
182411,1499338160031027200,0.05
182419,1499338171720646656,0.04
182431,1499338198341890048,0.33
182452,1499338256059703296,0.1
182453,1499338264515338240,0.75
182460,1499338276389457920,0.07
182464,1499338285574987776,0.05
182482,1499338316658839552,0.8200000000000001
182495,1499338336321908736,0.33
182510,1499338385789374464,0.08
182515,1499338401560109056,0.06
182552,1499338509726871552,0.1
182568,1499338549497270272,0.89
182569,1499338549589647360,0.16
182588,1499338611484995584,0.25
182600,1499338634700664832,0.09
182614,1499338677016801280,0.06
182623,1499338704971866112,0.15
182639,1499338757744603136,0.72
182658,1499338807505833984,0.96
182660,1499338811083481088,0.99
182661,1499338811800793088,0.8300000000000001
182670,1499338843345936384,0.89
182671,1499338844923215872,0.93
182676,1499338860442095616,0.15
182701,1499338927169163264,0.88
182709,1499338944013557760,0.33
182721,1499338973738528768,0.75
182739,1499339015597838336,0.99
182749,1499339042663583744,0.14
182755,1499339071939829760,0.02
182761,1499339087550947328,0.4
182765,1499339093511225344,0.15
182774,1499339101971132416,0.01
182783,1499339118286753792,0.75
182797,1499339155238576128,0.38
182801,1499339162666811392,0.33
182804,1499339168572485632,0.17
182806,1499339176461938688,0.02
182807,1499339177082687488,0.09
182823,1499339209483587584,0.75
182827,1499339216995631104,0.07
182829,1499339219957067776,0.12
182840,1499339251535605760,0.13
182858,1499339293222916096,0.18
182882,1499339332024422400,0.1
182889,1499339352199020544,0.15
182897,1499339370184294400,0.06
182898,1499339370444181504,0.38
182899,1499339371992043520,0.28
182907,1499339380707758080,0.05
182909,1499339386810519552,0.01
182913,1499339393047449600,0.02
182923,1499339421652439040,0.65
182925,1499339422172692480,0.48
182937,1499339436491874304,0.75
182944,1499339449804668928,0.73
182946,1499339460009676800,0.09
182948,1499339460621836288,0.29
182969,1499339508466212864,0.84
182983,1499339539940519936,0.15
182985,1499339541009682432,0.75
182991,1499339558483537920,0.63
182993,1499339566230163456,0.36
182999,1499339580134330368,0.77
183001,1499339583745576960,0.33
183009,1499339602594713600,0.65
183014,1499339614355664896,0.08
183038,1499339684417261568,0.59
183039,1499339687747469312,0.75
183048,1499339704319238144,0.1
183058,1499339721092259840,0.33
183066,1499339750448443392,0.63
183070,1499339752935329792,0.65
183071,1499339754881572864,0.65
183079,1499339781783924736,0.75
183085,1499339789891428352,0.77
183090,1499339793913851904,0.05
183091,1499339799341248512,0.72
183101,1499339828743360512,0.77
183103,1499339832299978752,0.75
183128,1499339873026965504,0.51
183132,1499339877283991552,0.06
183134,1499339878143832064,0.05
183153,1499339941993586688,0.65
183158,1499339957789417472,0.09
183167,1499339979234832384,0.75
183168,1499339980333895680,0.04
183171,1499339991977181184,0.04
183186,1499340032091598848,0.29
183199,1499340055164469248,0.05
183202,1499340060214370304,0.0
183232,1499340112039088128,0.75
183235,1499340119752384512,0.01
183242,1499340147598495744,0.12
183257,1499340168033181696,0.8300000000000001
183274,1499340234596696064,0.34
183278,1499340247070429184,0.65
183306,1499340303483883520,0.26
183309,1499340311805534208,0.13
183329,1499340356621504512,0.75
183332,1499340362435145728,0.88
183359,1499340426406420480,0.01
183360,1499340430403584000,0.07
183364,1499340445016489984,0.16
183365,1499340448636104704,0.8200000000000001
183366,1499340453409431552,0.75
183374,1499340469989482496,0.04
183379,1499340478768041984,0.65
183399,1499340516873416704,0.15
183400,1499340518223982592,0.18
183418,1499340552956956672,0.67
183419,1499340553426714624,0.09
183420,1499340554315964416,0.8
183422,1499340556211671040,0.75
183431,1499340575564308480,0.29
183434,1499340579963949056,0.8200000000000001
183437,1499340590361755648,0.14
183439,1499340592282808320,0.1
183462,1499340650147418112,0.06
183464,1499340656690757632,0.19
183467,1499340663128825856,0.07
183471,1499340673056661504,0.15
183475,1499340679419506688,0.14
183483,1499340691171729408,0.75
183491,1499340700764147712,0.01
183504,1499340723153522688,0.2
183518,1499340744850558976,0.21
183527,1499340764786081792,0.38
183531,1499340772499464192,0.08
183553,1499340824810713088,0.75
183571,1499340855194357760,0.03
183574,1499340859086671872,0.01
183579,1499340865088675840,0.14
183584,1499340875033452544,0.9400000000000001
183589,1499340887481937920,0.75
183594,1499340898374717440,0.16
183595,1499340898567524352,0.85
183612,1499340929597116416,0.03
183617,1499340946957287424,0.01
183626,1499340974798954496,0.31
183627,1499340975369510912,0.79
183628,1499340977705783296,0.01
183640,1499340990338854912,0.75
183665,1499341055438643200,0.65
183676,1499341081527259136,0.75
183679,1499341082349428736,0.29
183694,1499341122484772864,0.33
183721,1499341180672221184,0.75
183722,1499341185462247424,0.11
183748,1499341243939278848,0.48
183755,1499341262717173760,0.03
183762,1499341274587017216,0.03
183771,1499341292370731008,0.35000000000000003
183773,1499341295130537984,0.65
183777,1499341306702794752,0.17
183778,1499341307579355136,0.1
183797,1499341345433006080,0.17
183811,1499341383009959936,0.06
183840,1499341442103361536,0.01
183860,1499341487083077632,0.29
183896,1499341551444848640,0.17
183908,1499341586764865536,0.92
183913,1499341603747483648,0.75
183914,1499341611003744256,0.67
183916,1499341613662937088,0.1
183934,1499341661478035456,0.07
183947,1499341698434052096,0.16
183950,1499341703295164416,0.92
183959,1499341721733189632,0.27
183960,1499341724035915776,0.11
183980,1499341786417963008,0.92
184003,1499341834459357184,0.65
184004,1499341838993575936,0.92
184011,1499341849575763968,0.01
184013,1499341852587495424,0.85
184038,1499341898875609088,0.19
184042,1499341906697936896,0.92
184052,1499341927359131648,0.02
184068,1499341973341097984,0.21
184069,1499341974637522944,0.39
184085,1499342007587667968,0.8200000000000001
184087,1499342009961754624,0.24
184101,1499342036662685696,0.78
184105,1499342041003745280,0.92
184115,1499342058523402240,0.09
184125,1499342080895860736,0.9
184130,1499342090613911552,0.65
184139,1499342099744845824,0.75
184142,1499342101460439040,0.92
184148,1499342110172094464,0.0
184156,1499342125732876288,0.04
184176,1499342178899927040,0.39
184177,1499342184717623296,0.11
184185,1499342208331173888,0.18
184210,1499342245815848960,0.12
184220,1499342256469590016,0.05
184222,1499342261368156160,0.75
184237,1499342301281226752,0.73
184264,1499342376900431872,0.0
184265,1499342377466531840,0.24
184282,1499342408647065600,0.13
184283,1499342411637608448,0.1
184302,1499342446291218432,0.54
184318,1499342468046807040,0.03
184321,1499342473109245952,0.75
184328,1499342497356689408,0.25
184345,1499342532244873216,0.23
184351,1499342547629473792,0.63
184352,1499342549953441792,0.2
184371,1499342587265789952,0.6900000000000001
184376,1499342594870071296,0.38
184391,1499342632258056192,0.19
184401,1499342647902748672,0.73
184420,1499342715682574336,0.35000000000000003
184425,1499342730094424064,0.0
184426,1499342731360960512,0.18
184429,1499342740290691072,0.04
184431,1499342743843213312,0.08
184471,1499342829528702976,0.12
184475,1499342832489967616,0.33
184480,1499342846482022400,0.03
184484,1499342857831915520,0.15
184498,1499342911409897472,0.92
184501,1499342925045678080,0.2
184514,1499342948693155840,0.15
184515,1499342951943655424,0.11
184523,1499342972193685504,0.75
184530,1499342981987504128,0.13
184544,1499343008604594176,0.92
184547,1499343010957565952,0.32
184555,1499343030561775616,0.64
184570,1499343052325801984,0.65
184578,1499343058818801664,0.07
184584,1499343066540371968,0.75
184588,1499343076111835136,0.03
184596,1499343087881134080,0.07
184614,1499343126439333888,0.37
184629,1499343158064435200,0.37
184643,1499343183989428224,0.37
184646,1499343195011956736,0.33
184656,1499343211495669760,0.19
184659,1499343216604114944,0.05
184661,1499343218781343744,0.92
184681,1499343278080155648,0.01
184696,1499343309168586752,0.2
184709,1499343331372982272,0.0
184722,1499343350125633536,0.65
184725,1499343356173955072,0.28
184746,1499343409298874368,0.19
184775,1499343488386834432,0.24
184797,1499343535501606912,0.92
184798,1499343537724264448,0.65
184809,1499343559014682624,0.19
184821,1499343578199474176,0.33
184830,1499343591696904192,0.4
184832,1499343594439593984,0.32
184850,1499343628254154752,0.18
184868,1499343667374419968,0.65
184872,1499343674597068800,0.26
184874,1499343676174221312,0.26
184887,1499343691688906752,0.92
184889,1499343701469974528,0.64
184901,1499343757304606720,0.92
184904,1499343760009752576,0.75
184934,1499343814368149504,0.34
184940,1499343826518827008,0.65
184960,1499343857527541760,0.2
184961,1499343859440140288,0.92
184962,1499343863303254016,0.01
184967,1499343871372713984,0.32
