,id,bot_score
26189,1498819791045677056,0.79
26198,1498821638325895168,0.11
26214,1498822487945142272,0.49
26231,1498823915279376384,0.0
26249,1498826650053939200,0.64
26258,1498828017166348288,0.25
26264,1498829277525331968,0.09
26271,1498829799460114432,0.21
26274,1498830354949582848,0.11
26310,1498835396779728896,0.21
26315,1498836712155398144,0.21
26316,1498836716131655680,0.07
26323,1498837776124583936,0.09
26328,1498838129691832320,0.31
26329,1498838238869528576,0.2
26330,1498838245106495488,0.09
26349,1498839592954478592,0.09
26352,1498839871850692608,0.11
26355,1498840308183748608,0.2
26358,1498840779845943296,0.75
26361,1498841002727071744,0.38
26366,1498841134768226304,0.68
26369,1498841580543053824,0.68
26381,1498842678884446208,0.18
26383,1498843091184328704,0.31
26387,1498843447037362176,0.48
26390,1498844425488932864,0.07
26395,1498844690367479808,0.48
26401,1498845800524300288,0.31
26403,1498845986894004224,0.29
26418,1498848803402571776,0.48
26435,1498850663232585728,0.2
26437,1498850953193263104,0.2
26440,1498851198430236672,0.19
26443,1498851355296997376,0.24
26444,1498851476319481856,0.31
26448,1498851678048731136,0.13
26460,1498852837257670656,0.31
26468,1498853189013196800,0.13
26479,1498853847392993280,0.09
26484,1498854105023975424,0.13
26499,1498854673553362944,0.74
26511,1498855052198383616,0.86
26512,1498855085375307776,0.07
26520,1498855552243625984,0.07
26524,1498855731663101952,0.19
26535,1498856392006189056,0.53
26550,1498857174495227904,0.17
26564,1498857858590724096,0.4
26567,1498857953587347456,0.13
26576,1498858275441238016,0.65
26578,1498858326532431872,0.08
26582,1498858398967902208,0.13
26586,1498858554589351936,0.4
26599,1498859103346900992,0.04
26600,1498859156249329664,0.1
26603,1498859224696164352,0.64
26607,1498859386734714880,0.13
26629,1498859961375686656,0.18
26664,1498860713494065152,0.33
26675,1498860823598358528,0.1
26681,1498860872759844864,0.06
26697,1498861109222473728,0.53
26698,1498861133465538560,0.33
26705,1498861215887486976,0.5700000000000001
26716,1498861341326852096,0.22
26727,1498861458150785024,0.07
26732,1498861534100918272,0.31
26735,1498861566640689152,0.18
26739,1498861618725154816,0.18
26750,1498861679152545792,0.18
26754,1498861690510725120,0.27
26777,1498861846627237888,0.08
26778,1498861863450583040,0.09
26791,1498861970346614784,0.73
26793,1498861991255220224,0.36
26799,1498862029427204096,0.19
26804,1498862073434238976,0.17
26845,1498862321975787520,0.71
26846,1498862326937649152,0.75
26858,1498862378381094912,0.35000000000000003
26859,1498862381954666496,0.03
26861,1498862388228997120,0.55
26871,1498862418037862400,0.15
26913,1498862600691798016,0.03
26918,1498862627132702720,0.16
26921,1498862639526526976,0.34
26947,1498862783881830400,0.34
26954,1498862813866967040,0.12
26975,1498862914098573312,0.13
26977,1498862928212402176,0.0
26982,1498862955991269376,0.18
26984,1498862966212481024,0.34
26991,1498863003164639232,0.23
26994,1498863021803769856,0.30000000000000004
26995,1498863025813876736,0.05
27005,1498863069732093952,0.75
27011,1498863102678372352,0.26
27017,1498863130923143168,0.11
27018,1498863131866841088,0.19
27031,1498863193057157120,0.34
27066,1498863385768648704,0.34
27067,1498863386955853824,0.64
27068,1498863392454418432,0.78
27092,1498863538458218496,0.64
27114,1498863632683134976,0.32
27139,1498863759892561920,0.31
27142,1498863765709725696,0.78
27160,1498863852284686336,0.36
27161,1498863852964171776,0.62
27165,1498863877081427968,0.49
27166,1498863883163160576,0.12
27174,1498863920056250368,0.15
27179,1498863949290352640,0.64
27192,1498864008924827648,0.68
27196,1498864012854915072,0.05
27197,1498864014885269504,0.15
27211,1498864094077923328,0.17
27231,1498864168459726848,0.02
27238,1498864197471326208,0.8200000000000001
27240,1498864212327632896,0.35000000000000003
27249,1498864246285041664,0.18
27253,1498864274009038848,0.04
27255,1498864282469306368,0.31
27267,1498864347388342272,0.55
27268,1498864356700082176,0.15
27273,1498864392984666112,0.1
27278,1498864417211297792,0.04
27294,1498864514120679424,0.16
27297,1498864516246953984,0.07
27307,1498864555363307520,0.54
27313,1498864590201171968,0.4
27317,1498864603555454976,0.27
27324,1498864629342420992,0.59
27329,1498864639311953920,0.2
27333,1498864650901164032,0.33
27335,1498864655917215744,0.39
27342,1498864676825808896,0.39
27343,1498864679497568256,0.66
27351,1498864729543958528,0.19
27358,1498864746275414016,0.5700000000000001
27380,1498864838667161600,0.25
27383,1498864858066210816,0.16
27394,1498864913842081792,0.0
27423,1498864998306643968,0.35000000000000003
27432,1498865018716053504,0.19
27471,1498865141827641344,0.11
27488,1498865219111895040,0.42
27505,1498865274589974528,0.31
27515,1498865312250626048,0.1
27519,1498865336283963392,0.68
27531,1498865374548295680,0.41000000000000003
27539,1498865407717183488,0.07
27540,1498865413786066944,0.15
27552,1498865470606348288,0.30000000000000004
27560,1498865506568511488,0.16
27562,1498865515191681024,0.18
27587,1498865596158513152,0.18
27623,1498865750206926848,0.64
27625,1498865753197772800,0.68
27633,1498865789096833024,0.5700000000000001
27636,1498865803080335360,0.0
27644,1498865830716907520,0.1
27649,1498865852753448960,0.55
27660,1498865887431970816,0.05
27665,1498865920843780096,0.29
27671,1498865934487867392,0.19
27675,1498865940477661184,0.17
27679,1498865962384199680,0.07
27688,1498866052985409536,0.64
27705,1498866139773947904,0.64
27718,1498866228148019200,0.64
27723,1498866244702785536,0.19
27733,1498866282699300864,0.48
27735,1498866296666333184,0.1
27757,1498866400412442624,0.05
27759,1498866419135516672,0.12
27761,1498866421157474304,0.05
27782,1498866494549151744,0.64
27793,1498866555349651456,0.05
27799,1498866589512658944,0.68
27801,1498866591928569856,0.24
27804,1498866608499953664,0.34
27822,1498866659800809472,0.43
27829,1498866675277787136,0.47000000000000003
27834,1498866689202847744,0.09
27838,1498866705954910208,0.17
27846,1498866732743606272,0.30000000000000004
27848,1498866752507236352,0.06
27850,1498866763424960512,0.22
27860,1498866793452273664,0.23
27873,1498866832622632960,0.64
27879,1498866864197615616,0.6900000000000001
27881,1498866868429332480,0.25
27888,1498866898678665216,0.71
27890,1498866900440608768,0.6900000000000001
27895,1498866911433560064,0.04
27905,1498866937698619392,0.21
27918,1498867009232146432,0.24
27919,1498867013888114688,0.23
27929,1498867036185071616,0.2
27947,1498867097069588480,0.05
27952,1498867123162349568,0.05
27960,1498867154019823616,0.36
27967,1498867169048010752,0.64
27981,1498867209753731072,0.24
27994,1498867273612029952,0.36
27995,1498867274023059456,0.26
28014,1498867338208104448,0.14
28030,1498867397880549376,0.14
28033,1498867410459557888,0.36
28038,1498867438485934080,0.24
28047,1498867458509533184,0.1
28064,1498867491166388224,0.15
28070,1498867508384006144,0.68
28097,1498867572107669504,0.1
28106,1498867611517423616,0.17
28135,1498867716471640064,0.22
28158,1498867826299269120,0.08
28163,1498867840492863488,0.13
28172,1498867873481060352,0.59
28182,1498867900031111168,0.64
28193,1498867927692431360,0.29
28203,1498867949872230400,0.06
28217,1498867989667467264,0.04
28255,1498868111659139072,0.35000000000000003
28318,1498868309781262336,0.28
28338,1498868359374721024,0.30000000000000004
28367,1498868447958417408,0.04
28378,1498868474596458496,0.27
28395,1498868519374495744,0.17
28406,1498868554564780032,0.64
28427,1498868638371123200,0.58
28428,1498868646898061312,0.34
28467,1498868800925704192,0.09
28480,1498868834258010112,0.1
28517,1498868971071684608,0.03
28524,1498868994409119744,0.16
28528,1498869004223791104,0.18
28533,1498869015082860544,0.1
28540,1498869027409649664,0.26
28552,1498869049778126848,0.07
28571,1498869083022163968,0.14
28572,1498869083668123648,0.64
28576,1498869090550640640,0.23
28600,1498869142619062272,0.27
28619,1498869182657867776,0.05
28639,1498869251611914240,0.22
28666,1498869328191524864,0.77
28698,1498869424153313280,0.17
28703,1498869429479878656,0.64
28710,1498869448240877568,0.38
28711,1498869454570418176,0.14
28716,1498869472513638400,0.17
28729,1498869508559482880,0.08
28775,1498869621654712320,0.76
28812,1498869698204942336,0.14
28821,1498869743662546944,0.14
28841,1498869805239386112,0.16
28854,1498869841180069888,0.06
28863,1498869864395534336,0.38
28865,1498869873451040768,0.33
28875,1498869923720097792,0.28
28884,1498869950735581184,0.26
28896,1498869980330278912,0.19
28911,1498870020457189376,0.05
28914,1498870033354690560,0.34
28923,1498870069258260480,0.34
28930,1498870078431195136,0.66
28945,1498870116741959680,0.96
28963,1498870178838622208,0.65
28964,1498870179270643712,0.85
29004,1498870307742167040,0.15
29027,1498870380345233408,0.11
29028,1498870382417555456,0.14
29031,1498870390713556992,0.36
29041,1498870421692698624,0.27
29042,1498870423458435072,0.11
29045,1498870432279277568,0.64
29048,1498870447592521728,0.09
29054,1498870462059024384,0.11
29060,1498870480261955584,0.2
29064,1498870498188738560,0.09
29073,1498870532074520576,0.27
29074,1498870533831933952,0.11
29077,1498870550315544576,0.22
29105,1498870612902952960,0.22
29169,1498870780087930880,0.05
29179,1498870808961294336,0.64
29218,1498870889705730048,0.22
29228,1498870906642661376,0.04
29248,1498870968781086720,0.13
29303,1498871093213335552,0.03
29304,1498871093226270720,0.24
29324,1498871140307304448,0.4
29335,1498871166634639360,0.37
29340,1498871173547180032,0.27
29347,1498871187375460352,0.21
29362,1498871227389456384,0.09
29388,1498871302119366656,0.17
29392,1498871308935135232,0.16
29438,1498871423678386176,0.59
29468,1498871505538920448,0.11
29495,1498871600296632320,0.67
29520,1498871663035035648,0.17
29522,1498871673948602368,0.17
29533,1498871717183123456,0.16
29542,1498871738020827136,0.31
29546,1498871758547402752,0.12
29550,1498871768916062208,0.1
29553,1498871777371504640,0.68
29575,1498871858267000832,0.45
29598,1498871929109086208,0.01
29664,1498872101637296128,0.18
29675,1498872123330203648,0.23
29684,1498872156775538688,0.03
29689,1498872161528082432,0.23
29695,1498872178531463168,0.28
29699,1498872189520531456,0.23
29702,1498872211285090304,0.08
29728,1498872288137019392,0.09
29748,1498872347951960064,0.22
29752,1498872352347615232,0.33
29755,1498872366239469568,0.23
29761,1498872377853476864,0.41000000000000003
29774,1498872439069032448,0.28
29785,1498872466835636224,0.30000000000000004
29786,1498872467678707712,0.25
29797,1498872533931544576,0.21
29809,1498872576193744896,0.16
29811,1498872579976794112,0.68
29820,1498872615967997952,0.2
29824,1498872629112963072,0.11
29826,1498872634620387328,0.24
29841,1498872669000781824,0.18
29844,1498872671974481920,0.21
29854,1498872691805212672,0.28
29858,1498872698147319808,0.1
29879,1498872756938555392,0.33
29884,1498872771643731968,0.16
29885,1498872773409529856,0.21
29895,1498872807161491456,0.2
29906,1498872823204306944,0.22
29969,1498872955040075776,0.2
29980,1498872981451579392,0.29
29989,1498873001466494976,0.58
29996,1498873014686945280,0.22
30006,1498873036002697216,0.08
30010,1498873041761501184,0.1
30019,1498873060576825344,0.35000000000000003
30027,1498873079556374528,0.26
30032,1498873100615647232,0.18
30041,1498873120144621568,0.0
30050,1498873128578998272,0.28
30069,1498873159248150528,0.17
30080,1498873194706771968,0.09
30089,1498873215187566592,0.27
30114,1498873265359507456,0.33
30125,1498873293411020800,0.85
30151,1498873348704862208,0.84
30176,1498873391817789440,0.33
30177,1498873393093160960,0.16
30192,1498873428732182528,0.45
30194,1498873429352927232,0.36
30197,1498873433920516096,0.14
30203,1498873445819424768,0.68
30207,1498873452429656064,0.4
30229,1498873505353703424,0.37
30250,1498873557052719104,0.02
30262,1498873586836455424,0.23
30267,1498873598634721280,0.04
30280,1498873633409843200,0.27
30294,1498873665659682816,0.85
30295,1498873666779504640,0.85
30342,1498873779824431104,0.85
30360,1498873817015341056,0.0
30401,1498873908585328640,0.85
30408,1498873940466634752,0.11
30409,1498873942265970688,0.17
30420,1498873981675655168,0.38
30442,1498874050445451264,0.19
30455,1498874076592435200,0.21
30461,1498874091847426048,0.28
30471,1498874128257875968,0.16
30472,1498874130115952640,0.06
30476,1498874140660744192,0.2
30478,1498874151515594752,0.06
30491,1498874183044198400,0.45
30498,1498874205625937920,0.79
30501,1498874209547665408,0.85
30509,1498874223187488768,0.6000000000000001
30513,1498874237129740288,0.13
30536,1498874292599025664,0.2
30564,1498874375474675712,0.37
30565,1498874377173045248,0.38
30570,1498874386694426624,0.29
30600,1498874452477501440,0.37
30610,1498874468579504128,0.34
30636,1498874512602906624,0.22
30637,1498874514419388416,0.56
30638,1498874514570354688,0.09
30661,1498874575895293952,0.12
30674,1498874604823396352,0.02
30681,1498874618152587264,0.34
30685,1498874639577018368,0.34
30686,1498874642232008704,0.85
30711,1498874693117353984,0.1
30718,1498874707990433792,0.78
30740,1498874748964585472,0.26
30751,1498874768371912704,0.17
30755,1498874775644504064,0.34
30756,1498874776269430784,0.03
30767,1498874807223726080,0.31
30771,1498874812227526656,0.2
30772,1498874812508565504,0.15
30776,1498874818057617408,0.37
30777,1498874818485440512,0.0
30783,1498874833224232960,0.8300000000000001
30785,1498874835232964608,0.64
30789,1498874844137472000,0.76
30791,1498874847044112384,0.34
30803,1498874881710370816,0.15
30814,1498874902052442112,0.49
30822,1498874923129143296,0.49
30834,1498874943475388416,0.05
30837,1498874952061050880,0.17
30864,1498874993073324032,0.74
30875,1498875006578618368,0.28
30883,1498875028171292672,0.81
30884,1498875029383122944,0.64
30890,1498875036161429504,0.03
30899,1498875051516772352,0.21
30901,1498875053701619712,0.28
30904,1498875058634489856,0.15
30909,1498875063487299584,0.78
30933,1498875110429712384,0.35000000000000003
30948,1498875141031608320,0.49
30964,1498875177056096256,0.39
30974,1498875198895845376,0.34
30979,1498875220538818560,0.39
30982,1498875228033802240,0.26
30996,1498875250028986368,0.18
31010,1498875272501743616,0.08
31033,1498875318416789504,0.21
31057,1498875359596781568,0.78
31065,1498875367741743104,0.21
31074,1498875382233059328,0.51
31075,1498875385135566848,0.18
31079,1498875390047125504,0.14
31082,1498875395214835712,0.2
31092,1498875408258768896,0.35000000000000003
31125,1498875474662985728,0.49
31166,1498875577574453248,0.11
31184,1498875610105794560,0.36
31192,1498875621271031808,0.13
31206,1498875657874337792,0.5700000000000001
31209,1498875663574798336,0.30000000000000004
31212,1498875666938449920,0.26
31213,1498875667790057472,0.56
31217,1498875677629911040,0.12
31257,1498875763226935296,0.34
31282,1498875817870258176,0.29
31290,1498875824690593792,0.65
31291,1498875824765763584,0.34
31332,1498875912661598208,0.71
31371,1498875984413483008,0.34
31376,1498875992730791936,0.06
31410,1498876058237476864,0.13
31415,1498876063375847424,0.27
31422,1498876093629349888,0.43
31424,1498876109718364160,0.18
31432,1498876140210900992,0.35000000000000003
31434,1498876147060604928,0.36
31448,1498876175287939072,0.34
31453,1498876199321292800,0.11
31456,1498876207940599808,0.32
31475,1498876255432708096,0.34
31486,1498876283219968000,0.34
31499,1498876311334313984,0.22
31500,1498876311594356736,0.79
31521,1498876357832372224,0.75
31545,1498876408268951552,0.39
31562,1498876459439763456,0.19
31567,1498876470667939840,0.52
31570,1498876478368280576,0.1
31575,1498876489001218048,0.02
31598,1498876542524395520,0.22
31604,1498876549231439872,0.24
31608,1498876554918907904,0.1
31611,1498876557200289792,0.09
31616,1498876562061414400,0.29
31620,1498876574459854848,0.75
31624,1498876579627347968,0.26
31652,1498876653073698816,0.22
31672,1498876700616134656,0.39
31680,1498876711697485824,0.75
31709,1498876762469453824,0.89
31719,1498876778554617856,0.33
31732,1498876800323047424,0.9400000000000001
31766,1498876867444559872,0.22
31792,1498876912621350912,0.0
31801,1498876929385975808,0.71
31813,1498876949942312960,0.1
31824,1498876973321715712,0.36
31832,1498876990933581824,0.28
31838,1498876996650082304,0.64
31867,1498877041688870912,0.72
31874,1498877053600698368,0.15
31898,1498877088103018496,0.12
31900,1498877091680747520,0.14
31911,1498877105295306752,0.68
31915,1498877111339085824,0.89
31946,1498877154444312576,0.63
31965,1498877190254907392,0.77
31975,1498877206084620288,0.77
32005,1498877266121850880,0.37
32006,1498877266193166336,0.09
32011,1498877272258117632,0.05
32015,1498877277962076160,0.46
32033,1498877315975380992,0.14
32038,1498877319729262592,0.05
32054,1498877342458216448,0.63
32112,1498877429582274560,0.37
32127,1498877450708992000,0.04
32149,1498877487383969792,0.16
32156,1498877498591150080,0.89
32162,1498877509936771072,0.18
32176,1498877535752683520,0.48
32177,1498877536566394880,0.1
32184,1498877555109396480,0.36
32192,1498877568837042176,0.11
32221,1498877631105683456,0.30000000000000004
32252,1498877700139716608,0.81
32255,1498877704392699904,0.04
32259,1498877712236044288,0.11
32273,1498877738190397440,0.12
32281,1498877766171000832,0.37
32288,1498877792607694848,0.46
32295,1498877808067891200,0.41000000000000003
32318,1498877857355149312,0.81
32321,1498877864283828224,0.16
32337,1498877906004869120,0.29
32340,1498877912816431104,0.35000000000000003
32348,1498877928469266432,0.9400000000000001
32361,1498877964783845376,0.1
32369,1498877980193726464,0.15
32374,1498877999067762688,0.29
32376,1498878003010433024,0.04
32381,1498878023692480512,0.22
32383,1498878024565288960,0.66
32390,1498878046212091904,0.46
32391,1498878047247908864,0.77
32431,1498878159629869056,0.14
32434,1498878168463474688,0.12
32446,1498878199702310912,0.19
32459,1498878234003263488,0.12
32469,1498878262386524160,0.37
32473,1498878266672881664,0.27
32476,1498878274830692352,0.75
32499,1498878351397699584,0.12
32501,1498878353285140480,0.23
32522,1498878414539091968,0.24
32526,1498878423137419264,0.47000000000000003
32527,1498878428405112832,0.24
32529,1498878431651512320,0.27
32530,1498878435607072768,0.36
32532,1498878441311010816,0.25
32536,1498878451733831680,0.22
32548,1498878485900652544,0.21
32551,1498878490288222208,0.05
32561,1498878514430283776,0.34
32562,1498878520214188032,0.72
32585,1498878563218427904,0.32
32591,1498878570759786496,0.19
32609,1498878608168734720,0.59
32610,1498878612854157312,0.26
32615,1498878621246984192,0.11
32619,1498878627961737216,0.22
32627,1498878640263630848,0.33
32630,1498878643774185472,0.14
32643,1498878671477948416,0.42
32653,1498878692528852992,0.05
32657,1498878700271460352,0.02
32675,1498878736682582016,0.05
32677,1498878738691682304,0.01
32691,1498878760808230912,0.26
32708,1498878805674315776,0.12
32743,1498878866152058880,0.05
32776,1498878926591987712,0.24
32788,1498878959265615872,0.81
32811,1498879013728972800,0.72
32815,1498879021710397440,0.1
32818,1498879023765929984,0.27
32844,1498879081911259136,0.8
32858,1498879114308374528,0.8200000000000001
32861,1498879124097552384,0.05
32897,1498879183644086272,0.47000000000000003
32901,1498879188031672320,0.21
32907,1498879192813178880,0.36
32921,1498879211280691200,0.14
32931,1498879228229472256,0.45
32944,1498879249729863680,0.16
32965,1498879280142376960,0.37
32983,1498879315756617728,0.52
33036,1498879429279244288,0.05
33045,1498879444462804992,0.12
33051,1498879458068951040,0.1
33083,1498879517397422080,0.29
33111,1498879579330547712,0.44
33143,1498879652428857344,0.30000000000000004
33144,1498879656228839424,0.47000000000000003
33149,1498879661660532736,0.11
33216,1498879814735831040,0.45
33234,1498879850010263552,0.11
33235,1498879850072793088,0.22
33261,1498879889130225664,0.09
33262,1498879890799869952,0.1
33273,1498879902585847808,0.91
33278,1498879906817933312,0.13
33299,1498879950761644032,0.79
33302,1498879954947166208,0.39
33351,1498880032533483520,0.47000000000000003
33352,1498880033049366528,0.14
33371,1498880069309108224,0.16
33374,1498880080021684224,0.12
33376,1498880089840578560,0.06
33408,1498880215010799616,0.31
33409,1498880216479186944,0.51
33412,1498880222262743040,0.34
33415,1498880224242835456,0.23
33430,1498880257826308096,0.38
33443,1498880292526108672,0.14
33446,1498880294878736384,0.16
33448,1498880298158735360,0.47000000000000003
33455,1498880312495210496,0.08
33458,1498880320225308672,0.11
33464,1498880333718032384,0.59
33465,1498880336431759360,0.24
33508,1498880444305403904,0.02
33526,1498880488659849216,0.24
33537,1498880512827346944,0.41000000000000003
33547,1498880530233757696,0.59
33557,1498880549133635584,0.91
33560,1498880554556862464,0.45
33618,1498880689571201024,0.31
33626,1498880708999188480,0.63
33638,1498880732923838464,0.41000000000000003
33642,1498880735146512384,0.16
33644,1498880738258665472,0.32
33657,1498880777140203520,0.32
33661,1498880785067417600,0.16
33666,1498880805636276224,0.22
33684,1498880843821219840,0.28
33691,1498880857146531840,0.32
33723,1498880920522088448,0.16
33724,1498880920576692224,0.23
33730,1498880935495823360,0.59
33745,1498880958552240128,0.54
33764,1498880988977713152,0.16
33774,1498881012939456512,0.31
33782,1498881036616626176,0.27
33784,1498881038566653952,0.59
33800,1498881068283592704,0.68
33804,1498881074021437440,0.45
33814,1498881091692036096,0.36
33831,1498881115527864320,0.48
33839,1498881135752798208,0.91
33869,1498881209644253184,0.45
33871,1498881214685454336,0.12
33888,1498881255374393344,0.59
33893,1498881258054914048,0.12
33900,1498881278376132608,0.28
33915,1498881298227556352,0.32
33918,1498881303827324928,0.45
33925,1498881320922976256,0.18
33931,1498881335569563648,0.07
33934,1498881336442253312,0.13
33938,1498881339659268096,0.15
33941,1498881343379611648,0.17
33942,1498881344361078784,0.21
33948,1498881360374943744,0.45
33964,1498881415152566272,0.32
33979,1498881443073871872,0.08
34017,1498881524338360320,0.16
34021,1498881527156908032,0.9500000000000001
34030,1498881556651601920,0.43
34044,1498881581498630144,0.19
34051,1498881594240954368,0.63
34058,1498881604105564160,0.18
34070,1498881631381504000,0.45
34081,1498881651555725312,0.16
34083,1498881653682610176,0.21
34093,1498881674343432192,0.31
34102,1498881689074147328,0.04
34107,1498881699215994880,0.30000000000000004
34111,1498881705108725760,0.37
34124,1498881732854300672,0.45
34129,1498881744224735232,0.28
34130,1498881745323950080,0.15
34131,1498881749442605056,0.28
34133,1498881755818127360,0.02
34139,1498881773190598656,0.27
34156,1498881799778627584,0.32
34159,1498881810755112960,0.34
34165,1498881831097466880,0.22
34168,1498881834985594880,0.59
34185,1498881865096204288,0.23
34189,1498881870821347328,0.1
34192,1498881879835299840,0.45
34201,1498881897589460992,0.33
34202,1498881898709504000,0.27
34225,1498881955756384256,0.35000000000000003
34233,1498881970088321024,0.27
34284,1498882099641683968,0.62
34286,1498882103681122304,0.72
34297,1498882121167163392,0.03
34300,1498882126582009856,0.11
34308,1498882145854451712,0.21
34310,1498882147385745408,0.33
34333,1498882215371247616,0.11
34350,1498882252951867392,0.65
34360,1498882275303329792,0.31
34362,1498882276935233536,0.2
34369,1498882290562531328,0.25
34371,1498882295759093760,0.87
34387,1498882328495804416,0.34
34388,1498882328705515520,0.04
34391,1498882337182199808,0.91
34400,1498882361161052160,0.14
34409,1498882380831936512,0.45
34429,1498882425186762752,0.17
34451,1498882461714960384,0.11
34454,1498882469109518336,0.03
34474,1498882509135704064,0.1
34478,1498882517058813952,0.29
34484,1498882535191097344,0.14
34486,1498882542044430336,0.36
34507,1498882604220641280,0.14
34512,1498882611397099520,0.08
34520,1498882622084509696,0.06
34523,1498882631538122752,0.9500000000000001
34538,1498882649506873344,0.67
34563,1498882727793537024,0.91
34573,1498882751331586048,0.31
34586,1498882789604618240,0.8
34592,1498882805954138112,0.36
34604,1498882836421804032,0.28
34611,1498882844659425280,0.13
34612,1498882846949216256,0.03
34617,1498882866469810176,0.32
34644,1498882923163881472,0.07
34653,1498882947382145024,0.25
34673,1498882989270642688,0.1
34674,1498882990566371328,0.29
34694,1498883046128324608,0.8200000000000001
34700,1498883064692285440,0.13
34702,1498883071768424448,0.11
34711,1498883087853228032,0.08
34730,1498883123802959872,0.54
34738,1498883143813967872,0.18
34773,1498883226600837120,0.24
34795,1498883277586776064,0.09
34835,1498883350928687104,0.17
34872,1498883440963645440,0.15
34877,1498883444147105792,0.54
34883,1498883460131278848,0.17
34891,1498883477634416640,0.06
34894,1498883481098948608,0.4
34904,1498883502439211008,0.43
34920,1498883536832831488,0.31
34930,1498883559376883712,0.37
34947,1498883588594429952,0.28
34949,1498883590343790592,0.21
34967,1498883608471236608,0.08
34971,1498883610262134784,0.14
34981,1498883619016044544,0.11
34988,1498883623327387648,0.34
35018,1498883659717222400,0.12
35021,1498883661931810816,0.04
35062,1498883736599134208,0.30000000000000004
35063,1498883736808558592,0.30000000000000004
35064,1498883736838230016,0.27
35067,1498883745562066944,0.16
35076,1498883760787501056,0.14
35084,1498883767024250880,0.06
35085,1498883767171047424,0.03
35096,1498883793779757056,0.05
35116,1498883842547281920,0.28
35125,1498883860599545856,0.21
35134,1498883877070585856,0.06
35135,1498883877258944512,0.12
35159,1498883932988735488,0.88
35182,1498883961954926592,0.18
35190,1498883972985929728,0.75
35195,1498883983001616384,0.04
35200,1498883990702690304,0.32
35213,1498884013620330496,0.11
35218,1498884021794705408,0.34
35253,1498884088660631552,0.29
35258,1498884103810449408,0.74
35263,1498884114350493696,0.75
35270,1498884137083543552,0.11
35303,1498884217261887488,0.03
35316,1498884237348335616,0.06
35319,1498884238828994560,0.03
35348,1498884298728181760,0.18
35359,1498884326989074432,0.13
35377,1498884376696061952,0.35000000000000003
35379,1498884379388514304,0.33
35384,1498884391212580864,0.6900000000000001
35399,1498884431179706368,0.22
35401,1498884431792459776,0.65
35402,1498884436171300864,0.05
35410,1498884448099569664,0.24
35411,1498884448930058240,0.16
35416,1498884465028112384,0.37
35420,1498884470849806336,0.12
35431,1498884499052154880,0.18
35446,1498884533080686592,0.31
35457,1498884561555521536,0.17
35490,1498884637891829760,0.72
35506,1498884669604913152,0.1
35507,1498884671035219968,0.15
35527,1498884701662355456,0.29
35528,1498884706514788352,0.13
35529,1498884707907682304,0.28
35544,1498884739045937152,0.33
35548,1498884745014689792,0.14
35553,1498884753499430912,0.05
35558,1498884769307709440,0.55
35569,1498884788614500352,0.36
35570,1498884795136634880,0.2
35596,1498884843345625088,0.15
35622,1498884888338255872,0.84
35629,1498884900266463232,0.42
35648,1498884936719159296,0.34
35652,1498884942037942272,0.17
35681,1498884997444296704,0.29
35700,1498885049462132736,0.34
35715,1498885070756904960,0.30000000000000004
35728,1498885087873560576,0.06
35733,1498885094815465472,0.11
35748,1498885116642611200,0.19
35775,1498885158501781504,0.47000000000000003
35787,1498885181276524544,0.86
35789,1498885182631284736,0.2
35794,1498885192836026368,0.34
35803,1498885210108141568,0.76
35811,1498885234125053952,0.55
35813,1498885235052003328,0.26
35816,1498885242165202944,0.39
35842,1498885297303482368,0.19
35847,1498885307907047424,0.25
35848,1498885307965779968,0.13
35863,1498885341654118400,0.75
35880,1498885388735512576,0.55
35888,1498885404401225728,0.24
35903,1498885433522290688,0.32
35908,1498885443655716864,0.05
35919,1498885472646737920,0.27
35930,1498885488643801088,0.17
35982,1498885578561310720,0.25
36000,1498885612140597248,0.18
36017,1498885640032690176,0.24
36029,1498885663504044032,0.32
36042,1498885695204921344,0.31
36045,1498885699545698304,0.28
36047,1498885700615565312,0.19
36073,1498885762800316416,0.17
36076,1498885767560503296,0.4
36080,1498885775089229824,0.0
36101,1498885812242771968,0.25
36118,1498885844954148864,0.17
36145,1498885910716321792,0.47000000000000003
36156,1498885924041936896,0.68
36157,1498885927619334144,0.32
36165,1498885943834529792,0.15
36169,1498885952759943168,0.27
36172,1498885958653333504,0.08
36177,1498885961778085888,0.31
36185,1498885978932477952,0.12
36202,1498886001191624704,0.29
36212,1498886027997548544,0.19
36223,1498886045852528640,0.16
36226,1498886052852879360,0.11
36230,1498886056606720000,0.04
36232,1498886058225725440,0.25
36238,1498886071148417024,0.21
36243,1498886074608717824,0.03
36244,1498886078467493888,0.79
36247,1498886092476813312,0.62
36257,1498886107102003200,0.29
36281,1498886148256518144,0.18
36305,1498886181177626624,0.23
36344,1498886280066732032,0.27
36349,1498886287469678592,0.27
36356,1498886302594260992,0.2
36359,1498886308642816000,0.1
36372,1498886338107478016,0.16
36392,1498886370718203904,0.15
36393,1498886372069093376,0.66
36395,1498886374623039488,0.15
36418,1498886417451143168,0.31
36426,1498886440863764480,0.25
36429,1498886447750811648,0.14
36435,1498886458135826432,0.93
36438,1498886466293825536,0.39
36449,1498886482895212544,0.16
36542,1498886641171443712,0.12
36543,1498886645889716224,0.16
36568,1498886688890040320,0.11
36583,1498886722410582016,0.37
36593,1498886738189508608,0.4
36624,1498886822138892288,0.12
36627,1498886824839639040,0.76
