bot,fear,anger,trust,surprise,sadness,disgust,joy
Human,23.30637982608158,15.19188434432028,26.440063778555718,5.959891816211214,11.42922261162815,8.090859733904448,9.581697889298598
Bot,22.75608897059481,15.20636998360555,30.678376709779837,5.068944948228887,10.177817435897252,5.664660916210598,10.447741035683066
