,tweet_type,bot,like_count,reply_count,retweet_count
146019,original,1.0,0,0,0
146024,original,1.0,4,2,0
146036,original,0.0,2,1,0
146050,original,0.0,2,0,0
146053,original,0.0,3,2,0
146062,original,1.0,1,0,0
146074,original,0.0,6,0,1
146103,original,0.0,2,1,1
146105,original,0.0,0,0,0
146116,original,0.0,1,0,0
146125,original,0.0,2,1,0
146138,original,0.0,16,0,3
146145,original,0.0,6,2,1
146189,original,1.0,0,1,1
146190,original,0.0,4,0,0
146203,original,0.0,1,1,0
146214,original,0.0,3,1,0
146233,original,0.0,6,0,0
146239,original,0.0,8,4,0
146258,original,0.0,2,2,1
146260,original,0.0,3,1,0
146268,original,0.0,1,0,0
146275,original,0.0,1,0,0
146311,original,0.0,6,6,0
146314,original,0.0,3,0,1
146320,original,1.0,0,0,0
146325,original,0.0,1,1,0
146330,original,0.0,0,0,0
146377,original,0.0,1,0,0
146395,original,0.0,0,0,0
146403,original,0.0,2,0,0
146411,original,0.0,2,1,0
146414,original,0.0,1,0,0
146426,original,0.0,0,1,0
146433,original,0.0,3,1,0
146445,original,0.0,0,0,0
146452,original,0.0,0,0,0
146458,original,0.0,3,0,0
146459,original,0.0,0,1,0
146481,original,0.0,0,0,0
146485,original,1.0,4,0,0
146507,original,0.0,2,0,0
146511,original,0.0,1,0,0
146539,original,0.0,9,2,1
146558,original,0.0,15,2,4
146566,original,0.0,2,0,0
146587,original,0.0,3,0,0
146602,original,0.0,1,0,0
146610,original,0.0,8,0,0
146611,original,0.0,0,0,0
146633,original,0.0,0,0,0
146647,original,0.0,0,0,0
146662,original,1.0,1,0,0
146696,original,0.0,1,0,0
146705,original,0.0,6,0,1
146709,original,0.0,17,10,2
146718,original,0.0,2,0,0
146781,original,0.0,1,0,0
146793,original,0.0,1,0,0
146797,original,0.0,37,3,3
146815,original,0.0,1,0,1
146830,original,0.0,1,0,0
146834,original,0.0,106,2,7
146842,original,0.0,0,1,0
146878,original,0.0,0,0,0
146893,original,0.0,2,1,1
146897,original,0.0,2,1,0
146918,original,1.0,1,0,0
146928,original,0.0,2,0,1
146939,original,0.0,1,0,0
146959,original,0.0,2,0,0
146996,original,0.0,3,0,3
147006,original,0.0,28,7,6
147009,original,0.0,0,0,0
147011,original,0.0,0,0,0
147023,original,0.0,0,0,0
147029,original,0.0,0,1,0
147039,original,0.0,2838,425,538
147040,original,0.0,0,0,0
147049,original,0.0,1,0,1
147055,original,0.0,2,1,0
147097,original,0.0,227,13,37
147113,original,0.0,0,0,0
147123,original,0.0,12,0,4
147140,original,0.0,0,1,0
147153,original,0.0,9,11,0
147173,original,0.0,1,1,0
147186,original,0.0,0,1,0
147187,original,0.0,0,0,0
147191,original,0.0,1,0,0
147227,original,0.0,1,3,0
147236,original,0.0,0,2,0
147254,original,0.0,0,0,0
147267,original,0.0,9,2,3
147292,original,0.0,2,0,1
147310,original,0.0,0,0,0
147314,original,0.0,0,0,1
147315,original,0.0,3,1,2
147331,original,0.0,1,0,0
147362,original,1.0,1,1,1
147386,original,1.0,3,1,0
147408,original,0.0,0,2,0
147410,original,1.0,0,0,0
147441,original,0.0,1,0,0
147448,original,0.0,0,0,0
147460,original,0.0,3,1,1
147466,original,0.0,3,1,1
147486,original,0.0,2,0,0
147498,original,0.0,0,0,0
147504,original,0.0,0,0,0
147511,original,0.0,0,0,0
147529,original,0.0,71,16,4
147540,original,0.0,0,0,1
147556,original,0.0,53,6,7
147557,original,0.0,1,0,0
147558,original,0.0,4,0,4
147576,original,0.0,0,0,0
147612,original,1.0,1,1,0
147614,original,0.0,1,0,0
147635,original,1.0,0,0,0
147638,original,0.0,1,0,0
147652,original,0.0,0,0,0
147654,original,1.0,0,0,0
147674,original,0.0,2,1,0
147676,original,0.0,3,0,0
147682,original,0.0,6,0,0
147685,original,0.0,6,0,0
147699,original,0.0,2,0,0
147706,original,0.0,0,1,0
147720,original,0.0,0,0,0
147721,original,0.0,0,0,0
147723,original,0.0,0,0,0
147754,original,0.0,1,0,0
147758,original,0.0,5,0,0
147769,original,0.0,16,0,1
147770,original,0.0,1,0,0
147772,original,1.0,0,0,0
147776,original,1.0,0,0,0
147778,original,0.0,4,0,0
147782,original,0.0,4,1,3
147793,original,0.0,2,0,1
147796,original,0.0,1,0,0
147798,original,1.0,1,0,0
147806,original,0.0,0,1,0
147813,original,0.0,2,0,0
147829,original,1.0,0,0,0
147835,original,0.0,2105,208,573
147870,original,0.0,1,0,1
147872,original,1.0,2,0,0
147891,original,0.0,2,0,0
147921,original,0.0,0,0,0
147926,original,0.0,3,0,1
147927,original,0.0,2,0,0
147962,original,0.0,0,0,0
147990,original,0.0,0,0,0
147991,original,0.0,0,0,0
148001,original,0.0,1,0,0
148029,original,0.0,0,0,1
148030,original,0.0,5,0,1
148033,original,0.0,1,0,0
148051,original,0.0,133,20,23
148057,original,0.0,2,0,0
148065,original,0.0,1,0,0
148079,original,0.0,2,1,1
148082,original,0.0,3,3,1
148101,original,0.0,1,0,2
148120,original,1.0,7,1,3
148129,original,0.0,1,0,0
148131,original,0.0,0,0,0
148147,original,0.0,1,1,0
148148,original,0.0,1,0,0
148184,original,0.0,0,1,0
148190,original,0.0,1,0,0
148191,original,0.0,0,0,0
148193,original,0.0,0,0,0
148214,original,0.0,2,1,0
148215,original,0.0,1,0,0
148221,original,1.0,2,0,0
148227,original,0.0,2,0,0
148242,original,0.0,0,1,0
148277,original,1.0,0,0,0
148300,original,0.0,0,0,0
148304,original,0.0,0,0,0
148308,original,0.0,1,0,0
148309,original,0.0,5,1,1
148331,original,0.0,1,0,0
148347,original,0.0,0,1,0
148362,original,0.0,1,0,0
148367,original,0.0,1,2,1
148372,original,0.0,0,0,0
148407,original,0.0,0,1,0
148411,original,0.0,0,0,0
148426,original,1.0,2,0,0
148441,original,1.0,21219,1658,3967
148445,original,0.0,3,0,0
148450,original,0.0,0,1,0
148451,original,0.0,0,1,0
148457,original,0.0,0,2,0
148460,original,0.0,0,0,0
148469,original,0.0,0,0,0
148474,original,0.0,0,0,0
148483,original,1.0,0,0,0
148515,original,0.0,4,0,1
148528,original,0.0,0,0,0
148566,original,0.0,10,1,5
148581,original,1.0,4,1,0
148586,original,0.0,0,0,0
148598,original,0.0,0,0,0
148602,original,1.0,1,1,1
148623,original,0.0,5,1,0
148628,original,0.0,0,0,0
148630,original,0.0,0,1,0
148647,original,1.0,5788,414,1845
148667,original,0.0,0,0,0
148688,original,0.0,5,6,2
148692,original,0.0,4,0,2
148707,original,0.0,1,0,0
148712,original,0.0,1,0,0
148733,original,0.0,0,0,0
148747,original,0.0,7,2,0
148749,original,0.0,3,0,0
148763,original,0.0,0,0,0
148778,original,1.0,1,2,0
148791,original,0.0,1,0,0
148807,original,0.0,0,0,0
148841,original,0.0,1,0,0
148866,original,0.0,0,0,0
148875,original,0.0,2,2,0
148877,original,0.0,1,0,1
148885,original,0.0,0,0,0
148891,original,0.0,1,4,0
148893,original,1.0,0,0,0
148904,original,0.0,2,0,1
148907,original,0.0,12,2,0
148935,original,0.0,0,1,0
148940,original,0.0,0,0,0
148941,original,0.0,1,0,0
148943,original,1.0,2,1,0
148948,original,0.0,0,0,0
148953,original,0.0,1,0,0
148973,original,0.0,5,2,1
148983,original,0.0,2,0,0
149001,original,0.0,3,3,2
149003,original,1.0,2,1,0
149023,original,0.0,3,3,2
149031,original,0.0,1,1,0
149044,original,0.0,2,1,0
149064,original,0.0,0,2,0
149074,original,0.0,3,0,0
149108,original,0.0,7,3,3
149122,original,0.0,11,0,0
149127,original,0.0,2,1,0
149133,original,0.0,1,1,0
149141,original,0.0,3,1,1
149158,original,0.0,6,1,0
149187,original,0.0,2,0,1
149188,original,0.0,0,0,0
149192,original,0.0,2,0,0
149204,original,0.0,4,0,0
149206,original,0.0,2,0,0
149216,original,0.0,2,0,0
149238,original,0.0,3,0,0
149253,original,0.0,2,0,0
149265,original,0.0,0,0,0
149271,original,0.0,2,0,0
149281,original,0.0,1,2,0
149285,original,1.0,2,0,2
149287,original,0.0,1,1,0
149326,original,1.0,1,0,2
149329,original,0.0,0,0,0
149353,original,0.0,3,0,0
149360,original,0.0,1,2,0
149366,original,0.0,6,2,0
149381,original,0.0,1,0,0
149382,original,1.0,0,0,0
149385,original,0.0,2,0,1
149387,original,0.0,7,1,0
149395,original,0.0,4,0,1
149399,original,0.0,0,0,0
149404,original,0.0,3,0,0
149409,original,0.0,0,0,0
149415,original,0.0,1,0,1
149428,original,0.0,2,1,0
149438,original,0.0,0,1,0
149449,original,0.0,2,0,0
149452,original,0.0,1,1,0
149469,original,0.0,2,0,0
149508,original,0.0,0,0,0
149513,original,0.0,6,1,3
149516,original,0.0,0,0,0
149540,original,0.0,0,0,0
149552,original,0.0,0,0,0
149562,original,0.0,0,1,0
149567,original,0.0,0,0,0
149578,original,0.0,0,0,0
149592,original,0.0,1,0,0
149621,original,0.0,5,0,2
149624,original,1.0,1,0,0
149630,original,0.0,0,0,0
149632,original,0.0,0,2,0
149636,original,0.0,3,0,0
149639,original,0.0,0,0,0
149646,original,0.0,1744,131,465
149652,original,0.0,11,0,2
149685,original,0.0,5,0,3
149689,original,0.0,66,5,0
149703,original,0.0,1,0,0
149721,original,1.0,3,1,0
149743,original,0.0,0,0,0
149757,original,0.0,3,0,1
149762,original,0.0,1,0,0
149775,original,0.0,0,0,0
149778,original,1.0,0,0,0
149782,original,0.0,7,5,3
149792,original,0.0,1,0,0
149796,original,0.0,0,0,0
149815,original,0.0,3,0,0
149837,original,1.0,1,0,0
149853,original,0.0,2,0,0
149866,original,0.0,1,0,0
149867,original,0.0,3,3,0
149869,original,0.0,0,1,0
149880,original,0.0,3,0,1
149897,original,0.0,24,3,1
149910,original,0.0,0,0,0
149932,original,0.0,0,0,0
149942,original,0.0,2,1,0
149996,original,0.0,0,0,0
150000,original,1.0,3,2,0
150012,original,0.0,0,0,0
150014,original,0.0,1,0,0
150022,original,0.0,1,0,0
150045,original,0.0,5,1,0
150061,original,0.0,3,0,0
150067,original,1.0,7,1,1
150102,original,0.0,17,0,4
150106,original,0.0,0,0,0
150115,original,0.0,1,0,0
150125,original,0.0,4,3,4
150157,original,0.0,21,4,16
150169,original,1.0,4,1,0
150198,original,0.0,75,6,38
150199,original,0.0,1,0,0
150211,original,0.0,0,0,0
150215,original,0.0,2,0,0
150216,original,0.0,2,0,0
150233,original,1.0,2,0,1
150244,original,1.0,2,0,1
150257,original,0.0,2,0,1
150297,original,0.0,0,0,0
150300,original,0.0,0,0,0
150302,original,0.0,2,1,0
150315,original,0.0,13,1,2
150316,original,1.0,0,0,0
150319,original,1.0,7,0,0
150324,original,0.0,2,0,0
150334,original,0.0,5,2,0
150351,original,0.0,5,1,1
150352,original,1.0,5,0,0
150356,original,0.0,5,0,1
150366,original,0.0,0,1,0
150381,original,0.0,0,0,0
150403,original,0.0,7,0,4
150409,original,0.0,1,0,0
150421,original,0.0,0,0,0
150424,original,0.0,19,2,2
150429,original,1.0,7,2,1
150441,original,0.0,4,0,1
150451,original,0.0,0,0,0
150466,original,1.0,4,0,0
150469,original,0.0,0,0,0
150476,original,0.0,1,0,0
150478,original,0.0,4,2,0
150502,original,0.0,1,0,0
150503,original,0.0,2,2,0
150517,original,0.0,1,0,0
150524,original,1.0,0,0,0
150535,original,0.0,1,0,0
150546,original,0.0,0,1,0
150549,original,0.0,7,1,0
150552,original,0.0,0,0,0
150568,original,0.0,0,0,0
150570,original,0.0,2,0,0
150578,original,0.0,3,2,1
150584,original,0.0,7,1,1
150604,original,0.0,2,0,0
150657,original,0.0,0,0,0
150663,original,0.0,2,0,0
150679,original,1.0,2,0,1
150683,original,0.0,0,0,0
150719,original,0.0,0,0,0
150744,original,1.0,4,0,1
150747,original,0.0,2,1,0
150756,original,0.0,7,2,2
150781,original,0.0,10,3,5
150788,original,0.0,0,0,1
150795,original,1.0,74,11,15
150816,original,0.0,1,0,1
150817,original,0.0,1,2,2
150819,original,0.0,0,0,0
150837,original,1.0,3,1,0
150838,original,0.0,0,1,0
150849,original,0.0,1,0,1
150893,original,0.0,4,1,0
150908,original,1.0,0,0,1
150949,original,0.0,0,0,0
150972,original,0.0,2,0,1
150993,original,0.0,0,1,0
150998,original,0.0,0,0,0
151011,original,0.0,1,1,0
151013,original,0.0,5,1,0
151033,original,0.0,0,0,0
151037,original,0.0,10,0,4
151048,original,0.0,6,0,2
151055,original,0.0,2133,170,297
151057,original,0.0,1,1,0
151060,original,0.0,0,0,0
151077,original,0.0,1,0,0
151092,original,1.0,3,0,0
151096,original,0.0,0,0,0
151099,original,0.0,1,0,0
151105,original,1.0,3,0,1
151123,original,0.0,0,0,0
151124,original,0.0,10,5,4
151126,original,1.0,3,0,0
151136,original,0.0,4,2,1
151142,original,1.0,3,1,1
151145,original,0.0,2,0,0
151155,original,0.0,409,36,72
151171,original,0.0,4,2,0
151203,original,0.0,2,0,0
151206,original,0.0,2,0,0
151208,original,0.0,1760,149,646
151214,original,0.0,4,0,1
151217,original,0.0,1,0,0
151219,original,1.0,0,0,0
151239,original,0.0,0,1,0
151246,original,0.0,11,0,1
151253,original,0.0,0,0,0
151274,original,0.0,20,5,5
151277,original,0.0,7,4,1
151279,original,0.0,1,0,0
151281,original,0.0,1,0,0
151283,original,0.0,2,0,0
151305,original,0.0,2,0,1
151306,original,0.0,4,0,2
151326,original,0.0,0,0,0
151335,original,0.0,20,5,7
151337,original,0.0,127,18,113
151341,original,0.0,2,3,0
151347,original,0.0,1539,152,574
151356,original,0.0,0,0,0
151430,original,0.0,18,3,0
151443,original,0.0,1,1,0
151458,original,0.0,0,1,0
151510,original,0.0,5,0,3
151524,original,0.0,0,2,0
151535,original,1.0,0,0,0
151577,original,0.0,0,0,0
151579,original,0.0,0,0,0
151604,original,0.0,0,0,0
151609,original,0.0,0,1,0
151612,original,0.0,0,0,0
151622,original,0.0,0,0,0
151639,original,0.0,2,0,0
151642,original,0.0,0,0,0
151649,original,1.0,0,0,0
151676,original,1.0,0,0,0
151680,original,0.0,0,0,0
151688,original,0.0,1,2,0
151691,original,0.0,0,0,0
151692,original,0.0,1,0,0
151740,original,1.0,0,0,0
151743,original,0.0,1,1,0
151747,original,0.0,1,1,0
151749,original,0.0,6,1,1
151757,original,0.0,1,0,0
151759,original,0.0,1,0,0
151774,original,0.0,4,0,2
151788,original,0.0,0,0,0
151800,original,1.0,0,0,0
151848,original,0.0,0,1,0
151850,original,0.0,9,2,0
151852,original,0.0,1,0,0
151865,original,1.0,0,0,0
151870,original,0.0,0,0,0
151872,original,0.0,0,0,0
151882,original,1.0,6,0,1
151905,original,0.0,0,0,0
151916,original,1.0,1,0,0
151919,original,0.0,0,0,0
151923,original,0.0,1,0,0
151924,original,0.0,0,0,0
151932,original,1.0,0,0,0
151943,original,0.0,36,8,11
151956,original,0.0,2,0,0
151960,original,0.0,0,0,0
151962,original,1.0,3,1,0
151971,original,0.0,0,0,0
151977,original,0.0,0,0,0
151988,original,0.0,1,0,0
151989,original,0.0,2,0,2
151994,original,0.0,1,0,0
152000,original,1.0,10,0,2
152001,original,0.0,2,0,0
152013,original,1.0,0,0,0
152056,original,1.0,0,0,0
152073,original,1.0,1046,108,545
152086,original,0.0,0,1,0
152089,original,0.0,12,3,4
152107,original,0.0,7,1,3
152115,original,1.0,0,0,0
152150,original,0.0,2,1,0
152155,original,1.0,0,0,0
152161,original,0.0,7,1,0
152181,original,0.0,0,2,0
152184,original,0.0,2,0,1
152189,original,0.0,1,1,0
152215,original,0.0,5,0,0
152249,original,1.0,0,0,0
152271,original,0.0,2,0,0
152296,original,0.0,1,0,0
152299,original,0.0,5,0,1
152319,original,0.0,0,0,0
152329,original,0.0,10,5,1
152343,original,0.0,2,0,0
152346,original,1.0,0,0,0
152352,original,1.0,0,0,0
152359,original,0.0,2,0,0
152366,original,0.0,1,0,0
152378,original,0.0,2,0,0
152385,original,0.0,2,0,0
152409,original,0.0,0,1,0
152413,original,0.0,1,0,0
152414,original,0.0,6,1,2
152418,original,0.0,0,0,0
152434,original,0.0,3,2,0
152440,original,1.0,0,0,0
152443,original,0.0,1,4,0
152445,original,1.0,1,1,0
152477,original,0.0,1,0,0
152496,original,0.0,3,2,3
152501,original,1.0,0,0,0
152503,original,1.0,0,0,0
152515,original,0.0,3,1,0
152522,original,0.0,20,1,3
152532,original,0.0,3,0,0
152551,original,0.0,1,0,0
152563,original,0.0,2,0,1
152576,original,1.0,0,0,0
152592,original,1.0,1,2,0
152596,original,0.0,7,1,0
152606,original,0.0,0,0,0
152619,original,1.0,0,0,0
152635,original,0.0,0,0,0
152637,original,0.0,1,0,0
152659,original,0.0,17,1,16
152662,original,0.0,0,2,0
152674,original,0.0,14,0,2
152693,original,0.0,2,0,1
152703,original,0.0,0,1,0
152704,original,0.0,3,0,0
152729,original,0.0,17,8,4
152737,original,0.0,0,0,0
152761,original,0.0,1,0,1
152762,original,0.0,2,0,0
152775,original,0.0,0,0,0
152776,original,0.0,1,0,0
152783,original,1.0,7,0,0
152792,original,0.0,6,0,0
152796,original,0.0,1,0,1
152799,original,0.0,3,0,1
152809,original,1.0,0,0,0
152810,original,0.0,0,0,0
152811,original,0.0,0,0,0
152812,original,1.0,0,0,0
152815,original,0.0,1,0,0
152829,original,0.0,9,2,3
152838,original,0.0,0,0,0
152844,original,0.0,0,0,0
152848,original,0.0,1,1,0
152851,original,0.0,2,0,0
152858,original,1.0,1,0,0
152866,original,0.0,0,0,0
152872,original,1.0,338,37,78
152892,original,0.0,19,0,4
152895,original,0.0,1,0,0
152919,original,0.0,0,0,0
152946,original,0.0,6,2,0
152956,original,0.0,168,36,62
152957,original,0.0,1,1,0
152968,original,0.0,1,0,0
152988,original,0.0,0,0,0
153020,original,0.0,3,3,0
153028,original,0.0,1,0,1
153045,original,0.0,1,0,0
153046,original,0.0,25,8,2
153052,original,0.0,2,0,1
153056,original,0.0,7,0,0
153087,original,1.0,2,0,0
153088,original,0.0,0,0,0
153103,original,0.0,0,0,0
153153,original,0.0,5,1,0
153159,original,0.0,1,0,2
153162,original,1.0,1,1,0
153184,original,0.0,3,0,1
153198,original,1.0,2,0,0
153234,original,0.0,14,2,7
153252,original,0.0,3,1,0
153278,original,1.0,1,0,5
153287,original,0.0,1,1,0
153313,original,0.0,0,0,0
153314,original,0.0,100,10,29
153321,original,1.0,0,0,0
153342,original,0.0,3,0,0
153349,original,0.0,10,0,1
153352,original,0.0,2,0,0
153375,original,0.0,3,0,0
153377,original,0.0,3,0,1
153389,original,0.0,2,0,0
153391,original,0.0,1,0,0
153405,original,0.0,1,1,0
153419,original,0.0,6,2,2
153428,original,0.0,6,2,0
153435,original,0.0,1,0,0
153441,original,1.0,0,0,0
153471,original,0.0,3,2,0
153486,original,0.0,0,0,0
153488,original,0.0,0,0,0
153515,original,0.0,0,0,0
153517,original,0.0,0,0,0
153521,original,0.0,1,0,0
153534,original,0.0,0,0,0
153568,original,1.0,2,0,0
153581,original,0.0,3,0,0
153585,original,0.0,3,0,0
153606,original,0.0,2,0,1
153609,original,0.0,0,0,0
153611,original,0.0,1,1,0
153615,original,0.0,4,2,1
153642,original,0.0,16,4,3
153680,original,1.0,2,0,0
153698,original,0.0,1,0,0
153700,original,0.0,2,1,0
153706,original,0.0,13,2,5
153724,original,0.0,1,0,0
153730,original,1.0,0,0,0
153745,original,1.0,0,0,0
153748,original,0.0,15,0,4
153773,original,0.0,1,1,0
153783,original,1.0,4,2,1
153787,original,0.0,0,0,0
153798,original,0.0,1,0,0
153800,original,1.0,0,0,0
153807,original,0.0,0,0,0
153827,original,0.0,2,2,0
153845,original,0.0,0,0,0
153853,original,0.0,0,0,0
153864,original,0.0,2,1,0
153876,original,0.0,3,0,1
153925,original,1.0,0,0,0
153931,original,0.0,0,1,0
153932,original,0.0,11,1,4
153942,original,1.0,2,1,0
153956,original,1.0,0,0,0
153968,original,1.0,3,0,0
153982,original,0.0,0,0,0
153988,original,0.0,3,0,0
154008,original,0.0,1,1,0
154014,original,0.0,3,0,0
154023,original,0.0,5,0,2
154053,original,0.0,6,2,0
154067,original,0.0,7,3,0
154087,original,1.0,0,0,0
154092,original,0.0,0,0,0
154104,original,0.0,2,1,1
154116,original,0.0,1,0,0
154118,original,0.0,0,0,0
154166,original,0.0,6,2,1
154183,original,0.0,2,1,1
154209,original,0.0,4,1,0
154231,original,0.0,3,1,0
154241,original,0.0,5,2,0
154261,original,0.0,0,1,0
154274,original,1.0,3,0,0
154278,original,1.0,0,0,0
154302,original,0.0,0,1,0
154317,original,1.0,367,49,113
154325,original,1.0,0,0,0
154360,original,0.0,6,2,3
154389,original,0.0,1,1,0
154397,original,0.0,0,0,0
154405,original,1.0,30,21,4
154411,original,0.0,0,1,0
154412,original,0.0,1,0,0
154413,original,0.0,0,0,0
154416,original,0.0,3,1,0
154429,original,0.0,1,1,0
154448,original,1.0,1,1,0
154460,original,0.0,1,0,2
154507,original,1.0,1,0,0
154509,original,0.0,0,0,0
154526,original,0.0,6,2,2
154547,original,0.0,0,0,0
154582,original,0.0,68,15,18
154586,original,0.0,2,1,0
154602,original,0.0,1,1,1
154611,original,0.0,1,0,1
154622,original,0.0,0,0,0
154626,original,0.0,60,1,33
154628,original,0.0,1,0,0
154629,original,0.0,0,0,0
154630,original,0.0,15,4,0
154660,original,0.0,1,1,0
154690,original,0.0,0,1,0
154693,original,0.0,0,0,0
154702,original,0.0,1,0,1
154708,original,0.0,0,0,0
154720,original,0.0,317,33,72
154723,original,0.0,0,0,0
154743,original,0.0,1,0,1
154750,original,0.0,0,0,0
154753,original,0.0,5,0,0
154760,original,0.0,4,0,2
154772,original,0.0,1,0,0
154780,original,0.0,0,0,0
154781,original,0.0,0,0,0
154825,original,0.0,2,1,1
154831,original,1.0,1,0,0
154851,original,0.0,0,0,0
154862,original,0.0,3,0,3
154871,original,0.0,2,0,0
154874,original,0.0,0,0,0
154876,original,0.0,1,0,0
154901,original,0.0,2,0,0
154922,original,0.0,1,0,0
154926,original,0.0,5,0,0
154929,original,1.0,1,0,0
154949,original,0.0,15,2,5
154980,original,0.0,3,0,0
154984,original,1.0,4,0,1
155007,original,1.0,4,0,0
155012,original,0.0,5,0,1
155036,original,0.0,0,0,0
155044,original,0.0,2,4,0
155052,original,0.0,0,0,0
155065,original,0.0,0,0,0
155080,original,0.0,0,0,0
155085,original,0.0,0,0,0
155086,original,0.0,1,0,0
155091,original,0.0,0,1,0
155098,original,0.0,4026,307,1508
155105,original,0.0,0,0,0
155180,original,0.0,2,0,0
155191,original,0.0,0,0,0
155212,original,1.0,2,0,0
155223,original,0.0,0,0,1
155253,original,0.0,14,3,5
155255,original,0.0,0,0,0
155264,original,0.0,0,0,0
155265,original,1.0,89,8,47
155349,original,0.0,3,0,0
155355,original,0.0,0,1,0
155365,original,0.0,6,0,1
155398,original,0.0,1,1,1
155404,original,0.0,0,0,0
155406,original,0.0,0,0,0
155415,original,0.0,1,0,0
155434,original,1.0,3,0,1
155462,original,1.0,2,0,0
155481,original,0.0,2,1,0
155489,original,0.0,2,0,0
155498,original,0.0,1,0,0
155517,original,0.0,3,0,1
155560,original,0.0,2,0,1
155568,original,0.0,0,0,0
155575,original,0.0,2,0,0
155593,original,0.0,2,1,1
155597,original,0.0,5,3,0
155637,original,0.0,21,12,1
155639,original,0.0,0,0,0
155651,original,0.0,18,3,1
155659,original,0.0,4,1,2
155663,original,0.0,1,0,0
155666,original,0.0,0,3,0
155690,original,0.0,0,1,0
155721,original,0.0,1,0,0
155798,original,0.0,1,0,0
155805,original,1.0,2,0,1
155817,original,0.0,0,0,0
155841,original,0.0,2,0,0
155842,original,0.0,0,0,0
155848,original,0.0,1,0,0
155849,original,0.0,0,0,0
155875,original,0.0,2,0,3
155882,original,0.0,9,1,5
155900,original,0.0,0,0,0
155915,original,0.0,1,0,1
155923,original,0.0,4,0,2
155932,original,0.0,1,0,0
155933,original,0.0,3,0,1
155942,original,1.0,2,0,1
155946,original,0.0,1,0,1
155953,original,1.0,2,0,0
155960,original,0.0,1,0,0
155967,original,1.0,2,0,0
155976,original,1.0,2,1,0
155981,original,0.0,0,0,0
155985,original,0.0,2,0,1
156003,original,0.0,1,0,0
156026,original,0.0,0,0,0
156035,original,0.0,0,1,1
156036,original,0.0,6,0,2
156044,original,0.0,0,0,0
156045,original,0.0,0,0,0
156059,original,0.0,0,0,1
156088,original,0.0,1,0,1
156091,original,0.0,1,0,1
156093,original,0.0,0,0,0
156106,original,0.0,2,0,0
156107,original,0.0,0,1,0
156112,original,0.0,5,1,2
156129,original,0.0,5,0,2
156133,original,1.0,14,0,1
156137,original,1.0,2,0,0
156181,original,0.0,3,2,0
156188,original,0.0,0,0,0
156190,original,0.0,8,0,1
156194,original,0.0,1,0,0
156225,original,0.0,1,0,0
156231,original,0.0,1,1,0
156302,original,0.0,5,1,1
156307,original,0.0,3,1,1
156319,original,1.0,2,0,0
156329,original,1.0,3,1,0
156332,original,0.0,0,0,0
156334,original,0.0,4,1,2
156339,original,0.0,7,0,3
156346,original,0.0,1,0,1
156354,original,0.0,4,1,0
156363,original,0.0,14,3,4
156372,original,1.0,0,0,1
156384,original,0.0,83,21,39
156385,original,0.0,0,0,0
156397,original,0.0,0,0,0
156403,original,0.0,4,0,1
156428,original,0.0,7,1,4
156429,original,0.0,3,0,3
156431,original,0.0,3,1,0
156475,original,0.0,0,0,0
156486,original,0.0,0,0,0
156487,original,1.0,1,0,0
156500,original,0.0,0,0,0
156506,original,0.0,3,2,0
156511,original,1.0,1,0,0
156512,original,0.0,10,0,0
156519,original,0.0,2,0,2
156557,original,0.0,15,1,3
156574,original,0.0,2,0,2
156579,original,0.0,2,0,0
156586,original,0.0,0,1,0
156592,original,0.0,3,2,0
156594,original,0.0,0,0,0
156598,original,0.0,1,0,1
156606,original,0.0,0,0,0
156609,original,0.0,2,0,0
156620,original,0.0,5,0,2
156628,original,0.0,0,0,0
156652,original,0.0,3,1,2
156663,original,0.0,12,2,4
156677,original,1.0,2,0,0
156694,original,0.0,2,0,0
156698,original,1.0,1,0,0
156711,original,0.0,8,3,1
156712,original,0.0,4,2,1
156722,original,0.0,926,140,152
156744,original,0.0,2,0,0
156763,original,1.0,1,0,0
156784,original,0.0,7,0,0
156823,original,0.0,0,0,0
156850,original,0.0,0,0,0
156854,original,0.0,0,0,0
156877,original,0.0,6,0,1
156886,original,0.0,0,0,0
156895,original,0.0,3,0,0
156902,original,0.0,35,3,11
156903,original,0.0,1,0,0
156911,original,0.0,13,3,6
156930,original,0.0,0,0,0
156939,original,0.0,6,1,1
156949,original,0.0,5,1,1
156966,original,0.0,2,0,0
156986,original,1.0,50,7,33
157018,original,0.0,5,1,1
157022,original,0.0,6,1,2
157029,original,1.0,2,0,0
157030,original,0.0,3,0,1
157046,original,0.0,3,1,1
157048,original,0.0,1,1,0
157051,original,0.0,4,0,2
157090,original,1.0,6,0,2
157091,original,0.0,2,0,0
157097,original,0.0,0,0,0
157126,original,1.0,0,0,0
157133,original,0.0,0,0,0
157145,original,0.0,0,0,0
157166,original,0.0,3,0,2
157174,original,0.0,4,0,1
157184,original,0.0,1,3,0
157216,original,0.0,0,0,0
157233,original,0.0,0,0,0
157244,original,1.0,0,0,0
157252,original,0.0,1,0,0
157260,original,0.0,3,0,0
157271,original,0.0,2,0,0
157274,original,1.0,0,0,0
157291,original,0.0,11,1,1
157312,original,0.0,1,0,0
157349,original,0.0,13,1,3
157354,original,0.0,14,0,5
157368,original,0.0,0,0,0
157369,original,0.0,2,0,0
157375,original,0.0,63,13,13
157380,original,0.0,0,1,0
157425,original,0.0,3,0,1
157432,original,1.0,0,0,0
157439,original,0.0,0,0,0
157443,original,0.0,2,0,1
157456,original,0.0,5,8,0
157468,original,0.0,3,0,2
