,tweet_type,bot,like_count,reply_count,retweet_count
91775,original,0.0,1,0,0
91776,original,0.0,0,0,0
91805,original,0.0,1,0,0
91816,original,0.0,0,0,0
91837,original,1.0,52,12,14
91838,original,0.0,0,0,0
91849,original,0.0,0,0,0
91851,original,0.0,1,0,0
91868,original,0.0,2,1,0
91882,original,0.0,0,0,0
91920,original,1.0,0,1,0
91940,original,0.0,0,0,0
91942,original,0.0,1,0,0
91973,original,0.0,0,0,0
92008,original,0.0,0,0,3
92015,original,0.0,0,0,0
92019,original,0.0,1,0,0
92035,original,0.0,0,0,0
92062,original,0.0,3,0,1
92078,original,0.0,0,0,0
92108,original,1.0,1,0,0
92116,original,0.0,0,0,0
92117,original,0.0,0,0,0
92153,original,1.0,0,0,0
92163,original,0.0,0,0,0
92169,original,0.0,0,0,0
92185,original,0.0,2,2,0
92197,original,0.0,0,0,0
92217,original,0.0,0,0,0
92224,original,0.0,21,0,9
92228,original,0.0,0,0,0
92233,original,1.0,1,0,0
92235,original,0.0,2,0,0
92246,original,0.0,2,1,1
92249,original,1.0,0,0,0
92294,original,0.0,8,0,5
92354,original,0.0,4,1,2
92358,original,1.0,25,3,8
92361,original,0.0,0,0,0
92364,original,0.0,1,0,0
92372,original,0.0,0,0,0
92374,original,0.0,3,0,2
92378,original,1.0,0,0,0
92382,original,1.0,1,0,0
92419,original,0.0,3,1,1
92434,original,0.0,4,0,0
92461,original,0.0,3,0,0
92469,original,0.0,1,0,0
92470,original,1.0,1,0,0
92483,original,1.0,63,1,21
92523,original,0.0,0,0,0
92526,original,0.0,1,0,0
92544,original,0.0,3,0,0
92562,original,0.0,0,0,0
92564,original,0.0,0,1,0
92626,original,0.0,5,0,2
92633,original,0.0,6,0,5
92634,original,0.0,8,2,6
92644,original,0.0,7,3,7
92677,original,0.0,7,1,3
92693,original,1.0,5,0,0
92708,original,0.0,0,0,0
92733,original,0.0,2,0,0
92749,original,1.0,1,0,0
92766,original,0.0,0,0,0
92782,original,0.0,1,0,0
92784,original,0.0,3,0,0
92802,original,0.0,0,0,0
92808,original,0.0,2,0,0
92874,original,0.0,0,0,0
92875,original,1.0,1,1,1
92918,original,1.0,0,0,0
92919,original,0.0,0,0,0
92932,original,0.0,0,1,1
92956,original,0.0,0,0,0
92976,original,0.0,0,0,0
92979,original,0.0,16,1,3
92999,original,0.0,0,0,0
93011,original,0.0,3,0,1
93019,original,1.0,0,0,0
93035,original,0.0,5,0,0
93036,original,0.0,3,0,0
93037,original,0.0,0,0,0
93038,original,0.0,23,0,5
93051,original,0.0,0,0,0
93061,original,0.0,2,0,0
93074,original,0.0,6,0,2
93089,original,1.0,5,0,1
93102,original,0.0,3,0,0
93113,original,0.0,0,0,0
93128,original,1.0,3,0,1
93148,original,0.0,928,84,368
93196,original,0.0,0,0,0
93237,original,0.0,1,0,0
93249,original,0.0,6,1,0
93288,original,0.0,3,0,1
93313,original,0.0,2,0,0
93328,original,0.0,0,0,0
93334,original,0.0,59,2,23
93338,original,0.0,3,0,0
93391,original,0.0,15,0,6
93403,original,0.0,2,0,1
93404,original,0.0,1,0,0
93421,original,0.0,0,0,0
93423,original,1.0,23,4,14
93425,original,0.0,2,0,3
93445,original,0.0,4,0,4
93448,original,0.0,1,0,0
93454,original,0.0,3,0,2
93462,original,0.0,1,1,0
93504,original,1.0,1,0,1
93508,original,0.0,1,0,2
93511,original,0.0,0,0,0
93520,original,1.0,0,0,0
93521,original,0.0,1,0,1
93540,original,1.0,0,0,0
93597,original,0.0,2,2,2
93620,original,0.0,2,1,0
93624,original,0.0,0,0,0
93630,original,0.0,1,0,0
93642,original,0.0,1,0,1
93650,original,0.0,0,0,0
93666,original,0.0,4,1,2
93669,original,0.0,3,0,2
93709,original,0.0,2,0,1
93724,original,0.0,1,0,0
93728,original,0.0,2,0,0
93737,original,1.0,0,0,0
93751,original,1.0,1,0,0
93772,original,0.0,3,0,0
93797,original,0.0,16,0,0
93831,original,0.0,4,1,1
93833,original,0.0,8,0,2
93851,original,0.0,2,0,0
93878,original,0.0,2,0,1
93885,original,0.0,8,0,2
93887,original,0.0,10,3,4
93896,original,0.0,5,0,1
93920,original,0.0,0,0,0
93923,original,0.0,3,0,1
93925,original,0.0,0,0,0
93935,original,0.0,1,0,0
93941,original,0.0,1,0,0
93960,original,0.0,1,1,0
93971,original,0.0,1,0,0
94007,original,0.0,3,0,0
94008,original,0.0,3,2,0
94013,original,0.0,17,1,0
94021,original,0.0,23,3,6
94023,original,0.0,6,0,0
94029,original,1.0,1,1,1
94054,original,0.0,1,0,0
94056,original,1.0,0,0,0
94067,original,0.0,3,0,0
94073,original,0.0,0,0,0
94083,original,0.0,9,3,3
94087,original,1.0,4,1,1
94090,original,0.0,3,1,1
94107,original,0.0,0,0,1
94118,original,0.0,3,0,0
94121,original,0.0,0,0,0
94122,original,0.0,5,1,1
94127,original,0.0,4,0,0
94133,original,0.0,1,0,0
94144,original,0.0,2,0,0
94154,original,0.0,6,0,1
94177,original,0.0,2,1,0
94182,original,0.0,28,1,1
94189,original,1.0,1,0,0
94217,original,0.0,1,0,0
94233,original,0.0,1,0,0
94240,original,0.0,5,0,0
94299,original,0.0,6,0,0
94306,original,0.0,11,2,3
94318,original,0.0,3,0,0
94334,original,0.0,2,1,0
94337,original,0.0,12,3,3
94339,original,1.0,4,0,0
94340,original,0.0,2,0,0
94342,original,0.0,0,0,0
94351,original,0.0,4,0,0
94367,original,1.0,4,0,0
94368,original,0.0,0,0,0
94373,original,0.0,2,0,1
94377,original,1.0,3,2,1
94383,original,0.0,6,0,0
94386,original,0.0,1,0,0
94387,original,0.0,37,11,7
94399,original,0.0,4,0,2
94413,original,0.0,1,1,0
94415,original,1.0,1,0,0
94417,original,0.0,17,1,3
94426,original,1.0,0,0,0
94428,original,0.0,0,0,0
94456,original,0.0,0,1,1
94469,original,0.0,0,0,0
94472,original,0.0,0,0,0
94474,original,0.0,0,0,0
94483,original,0.0,8,0,0
94484,original,0.0,2,1,3
94510,original,0.0,0,0,0
94513,original,0.0,85,4,5
94515,original,1.0,16,6,6
94536,original,0.0,113,10,32
94574,original,0.0,4,0,1
94583,original,0.0,0,0,0
94587,original,0.0,0,0,0
94600,original,0.0,0,0,0
94609,original,0.0,1,0,0
94616,original,0.0,0,0,0
94617,original,0.0,2,0,0
94623,original,1.0,8,1,2
94628,original,0.0,1,0,1
94650,original,0.0,16,1,6
94654,original,1.0,8,0,6
94662,original,0.0,2,0,1
94668,original,0.0,7,1,2
94687,original,1.0,0,0,1
94700,original,1.0,0,0,0
94705,original,1.0,0,0,0
94732,original,0.0,1,1,0
94741,original,0.0,8,0,0
94748,original,0.0,0,0,1
94757,original,1.0,0,0,0
94763,original,1.0,1,0,0
94766,original,0.0,0,0,0
94783,original,0.0,1,0,0
94798,original,0.0,0,0,1
94827,original,0.0,1,0,0
94868,original,0.0,1,0,0
94878,original,1.0,0,0,0
94885,original,1.0,1,0,1
94888,original,0.0,9,1,5
94889,original,0.0,0,0,0
94891,original,0.0,1,0,1
94915,original,0.0,0,0,0
94948,original,1.0,2,0,1
94968,original,0.0,4,0,2
94994,original,0.0,5,0,2
95012,original,0.0,0,0,0
95027,original,0.0,2,0,1
95067,original,0.0,0,0,0
95076,original,0.0,1,0,0
95096,original,0.0,16,0,0
95097,original,0.0,9,0,0
95119,original,1.0,11,2,2
95167,original,1.0,1662,79,904
95207,original,1.0,0,0,0
95214,original,0.0,1,0,0
95222,original,0.0,4,0,1
95228,original,0.0,0,0,0
95236,original,0.0,1,0,0
95250,original,0.0,0,0,0
95262,original,0.0,2,0,0
95266,original,0.0,1,0,0
95286,original,1.0,168,24,26
95295,original,1.0,2,0,0
95329,original,0.0,0,0,0
95351,original,0.0,2,1,0
95354,original,1.0,0,0,0
95360,original,1.0,1,0,1
95362,original,0.0,0,1,0
95407,original,0.0,3,0,0
95429,original,0.0,2,0,1
95458,original,0.0,3,0,2
95459,original,0.0,0,0,0
95482,original,0.0,8,0,0
95495,original,0.0,37,1,11
95512,original,0.0,0,0,0
95519,original,0.0,3,1,1
95537,original,0.0,1,0,0
95554,original,0.0,2,0,0
95585,original,0.0,0,0,0
95622,original,0.0,0,0,0
95629,original,0.0,1,0,4
95631,original,1.0,3,0,3
95632,original,0.0,0,0,1
95645,original,1.0,2,0,0
95649,original,0.0,0,0,0
95650,original,0.0,1,0,0
95689,original,0.0,1,0,0
95698,original,0.0,3,0,3
95702,original,0.0,2,0,1
95712,original,0.0,7,1,3
95719,original,0.0,1,0,0
95729,original,0.0,0,0,2
95732,original,0.0,1,0,2
95747,original,0.0,1,0,0
95758,original,0.0,1,0,0
95780,original,0.0,0,0,0
95781,original,1.0,1,0,0
95794,original,0.0,1,0,0
95816,original,0.0,2,0,1
95819,original,0.0,10,0,3
95824,original,0.0,0,0,0
95875,original,0.0,1,2,1
95898,original,0.0,4,1,2
95916,original,0.0,1,0,2
95917,original,0.0,1,0,0
95945,original,0.0,1,0,0
95946,original,1.0,1,0,1
95948,original,1.0,0,0,0
95958,original,1.0,0,0,0
95964,original,0.0,3,3,1
95981,original,0.0,1,0,0
96023,original,0.0,0,0,0
96033,original,1.0,2,0,1
96034,original,0.0,0,1,0
96035,original,0.0,0,0,0
96044,original,0.0,1,0,0
96047,original,0.0,1,0,1
96049,original,0.0,0,2,1
96054,original,1.0,0,1,0
96057,original,0.0,3,0,1
96060,original,0.0,1,0,1
96072,original,0.0,2,0,1
96074,original,1.0,0,0,1
96083,original,1.0,764,18,368
96142,original,0.0,0,0,0
96164,original,0.0,0,0,0
96186,original,0.0,0,0,0
96252,original,0.0,7,0,1
96324,original,0.0,1,0,0
96329,original,0.0,0,0,0
96382,original,1.0,3,0,0
96393,original,1.0,0,0,0
96405,original,0.0,3,0,2
96416,original,0.0,2,0,1
96427,original,0.0,1,0,0
96444,original,0.0,1,1,0
96472,original,0.0,0,0,0
96508,original,0.0,2,0,0
96518,original,0.0,1,0,1
96530,original,0.0,3,0,2
96532,original,0.0,2,0,2
96554,original,0.0,0,0,0
96555,original,0.0,0,0,0
96567,original,0.0,2,0,0
96582,original,0.0,3,0,1
96591,original,0.0,1,0,0
96618,original,0.0,0,0,0
96713,original,0.0,1,0,1
96727,original,0.0,5,1,2
96775,original,0.0,51,12,8
96778,original,0.0,8,2,4
96781,original,0.0,2,0,0
96785,original,0.0,0,0,0
96788,original,1.0,0,0,1
96795,original,0.0,1,0,0
96805,original,0.0,1,3,0
96829,original,1.0,1,0,0
96830,original,0.0,0,0,0
96846,original,0.0,2,0,0
96868,original,0.0,5,0,0
96870,original,0.0,1,0,0
96873,original,1.0,0,0,0
96892,original,0.0,1,0,0
96901,original,0.0,0,0,0
96903,original,0.0,0,0,2
96904,original,0.0,5,0,0
96928,original,0.0,1,0,2
96956,original,1.0,0,0,0
96975,original,0.0,4,0,2
96980,original,1.0,0,0,0
97008,original,0.0,6,0,1
97030,original,0.0,1,2,0
97037,original,0.0,1,1,1
97038,original,0.0,0,0,0
97044,original,0.0,6,1,1
97054,original,0.0,2,0,0
97056,original,0.0,9,1,1
97066,original,0.0,2,0,0
97086,original,0.0,0,0,0
97092,original,0.0,13,5,5
97094,original,0.0,0,0,0
97101,original,1.0,6,0,1
97102,original,0.0,0,0,0
97112,original,0.0,1,0,0
97147,original,0.0,0,0,0
97149,original,0.0,0,0,0
97160,original,0.0,0,0,0
97162,original,0.0,7,2,2
97163,original,0.0,1,0,0
97169,original,0.0,1,0,0
97177,original,0.0,9,0,1
97229,original,0.0,36,7,13
97235,original,1.0,0,0,0
97267,original,1.0,1,0,0
97269,original,0.0,1,0,1
97281,original,1.0,0,0,0
97299,original,1.0,3,0,1
97307,original,0.0,0,1,0
97312,original,0.0,0,0,0
97326,original,0.0,0,0,0
97331,original,0.0,3,0,1
97332,original,0.0,3,3,0
97340,original,1.0,0,0,0
97342,original,0.0,0,0,0
97355,original,0.0,0,0,0
97356,original,0.0,0,0,0
97358,original,0.0,1,0,0
97377,original,0.0,1,0,0
97409,original,1.0,0,0,0
97438,original,0.0,3,1,2
97439,original,0.0,0,0,0
97455,original,0.0,3,0,0
97471,original,0.0,2,1,0
97506,original,0.0,0,0,0
97508,original,0.0,7,0,2
97518,original,0.0,0,0,0
97532,original,1.0,4,1,0
97542,original,0.0,0,0,0
97550,original,0.0,0,0,0
97558,original,0.0,1,0,0
97565,original,1.0,1,0,0
97575,original,0.0,2,0,0
97593,original,0.0,0,1,0
97601,original,0.0,0,1,0
97603,original,1.0,0,0,0
97617,original,0.0,2,0,0
97630,original,0.0,1,0,1
97673,original,0.0,0,0,0
97681,original,0.0,0,0,0
97700,original,0.0,1,0,0
97710,original,0.0,3,2,2
97722,original,0.0,0,0,0
97725,original,0.0,1,0,0
97727,original,0.0,0,0,0
97747,original,1.0,0,0,0
97751,original,1.0,0,0,0
97772,original,0.0,7,1,1
97774,original,0.0,3,0,0
97780,original,0.0,1,0,0
97793,original,0.0,3,0,1
97802,original,0.0,3,0,0
97807,original,0.0,6,0,1
97810,original,0.0,10,1,1
97814,original,0.0,0,1,0
97815,original,0.0,3,0,0
97818,original,0.0,2,0,0
97834,original,0.0,13,0,4
97859,original,0.0,2,0,0
97862,original,0.0,12,3,2
97892,original,0.0,4,0,2
97906,original,0.0,9,0,3
97908,original,0.0,22,2,6
97919,original,1.0,8,0,4
97926,original,0.0,5,2,1
97977,original,0.0,5,0,2
98001,original,0.0,1,0,1
98005,original,0.0,1,0,0
98032,original,0.0,1,0,0
98036,original,0.0,1,0,0
98038,original,1.0,2,0,0
98039,original,0.0,5,1,3
98074,original,1.0,1,0,0
98075,original,0.0,2,0,1
98096,original,0.0,3,0,1
98120,original,0.0,5,0,1
98123,original,0.0,4,0,1
98124,original,1.0,2,0,0
98144,original,0.0,8,1,2
98146,original,0.0,1,0,1
98174,original,0.0,2,0,1
98180,original,0.0,2,0,1
98183,original,0.0,3,0,0
98185,original,0.0,4092,183,1242
98195,original,1.0,0,0,0
98199,original,0.0,2,0,1
98212,original,0.0,0,0,0
98230,original,0.0,2,1,0
98236,original,0.0,4,0,0
98253,original,1.0,7,1,4
98265,original,0.0,4,0,1
98291,original,0.0,2,0,1
98341,original,0.0,2,0,0
98350,original,0.0,2,0,0
98357,original,0.0,5,0,1
98386,original,0.0,46,3,7
98394,original,0.0,1,0,0
98406,original,0.0,2,0,0
98407,original,0.0,14,2,2
98433,original,0.0,13,1,6
98435,original,0.0,1,0,0
98439,original,0.0,3,1,0
98474,original,0.0,0,0,0
98483,original,0.0,5,1,1
98500,original,0.0,231,19,67
98507,original,0.0,0,0,0
98522,original,0.0,0,0,0
98523,original,0.0,2,1,0
98531,original,0.0,3,0,0
98552,original,0.0,1,0,0
98563,original,0.0,2,0,0
98591,original,0.0,2,0,0
98598,original,0.0,1,0,0
98600,original,0.0,2,0,0
98608,original,0.0,0,0,0
98612,original,0.0,1,0,0
98613,original,0.0,1,0,0
98653,original,0.0,3,1,2
98654,original,0.0,4,0,0
98657,original,0.0,6,0,1
98687,original,0.0,0,1,0
98706,original,0.0,0,0,0
98725,original,0.0,1,0,1
98728,original,1.0,1,0,0
98732,original,0.0,30,2,11
98746,original,1.0,3,0,1
98749,original,0.0,0,0,0
98783,original,0.0,2,0,0
98785,original,0.0,3,0,2
98791,original,1.0,10,0,2
98805,original,0.0,5,0,3
98818,original,0.0,0,0,0
98842,original,0.0,5,1,1
98846,original,0.0,0,1,1
98851,original,0.0,1,0,0
98878,original,0.0,2,0,0
98880,original,0.0,0,0,0
98887,original,0.0,0,0,0
98921,original,0.0,1,0,1
98925,original,0.0,2,0,1
98927,original,1.0,2,0,0
98929,original,0.0,0,0,0
98936,original,0.0,1,0,1
98938,original,0.0,0,0,0
98939,original,0.0,3,0,0
98962,original,0.0,6,1,3
98966,original,1.0,1,0,0
98987,original,1.0,0,0,0
99019,original,0.0,16,2,4
99041,original,0.0,0,0,0
99042,original,0.0,2,0,0
99060,original,0.0,10,2,3
99078,original,0.0,2,0,3
99099,original,0.0,1,1,1
99123,original,0.0,1,0,2
99127,original,0.0,1,0,0
99132,original,0.0,0,1,0
99135,original,0.0,1,0,0
99137,original,0.0,0,0,0
99147,original,0.0,3,0,0
99154,original,0.0,0,0,0
99162,original,0.0,2,0,0
99172,original,0.0,1,0,0
99177,original,0.0,7,2,4
99181,original,1.0,1,1,2
99186,original,1.0,17,0,0
99191,original,0.0,0,0,0
99219,original,0.0,3,0,2
99225,original,0.0,6,0,2
99244,original,0.0,0,0,0
99246,original,0.0,99,7,41
99258,original,1.0,3,0,3
99273,original,1.0,4,0,1
99276,original,1.0,0,0,1
99306,original,1.0,10,0,0
99314,original,0.0,0,1,0
99328,original,0.0,3,0,0
99404,original,1.0,7,0,0
99406,original,0.0,9,4,7
99409,original,0.0,1,1,0
99416,original,0.0,1,1,2
99417,original,0.0,4,0,1
99456,original,0.0,0,0,0
99479,original,0.0,2,0,2
99485,original,0.0,2,0,2
99487,original,0.0,3,0,3
99488,original,0.0,0,0,0
99495,original,1.0,3,0,0
99503,original,0.0,1,1,0
99516,original,0.0,8,0,4
99536,original,1.0,14,1,0
99543,original,0.0,1,0,1
99544,original,0.0,2,0,1
99571,original,0.0,2,0,2
99593,original,0.0,0,0,0
99594,original,0.0,0,0,0
99596,original,0.0,1,0,0
99602,original,0.0,7,1,0
99615,original,0.0,24,0,12
99620,original,0.0,10,1,3
99644,original,0.0,0,0,0
99656,original,0.0,1,0,0
99661,original,1.0,1,0,0
99676,original,0.0,22,0,4
99683,original,0.0,0,0,0
99692,original,1.0,0,0,0
99699,original,1.0,9,0,0
99714,original,1.0,7,0,2
99715,original,0.0,0,0,0
99738,original,0.0,12,4,1
99780,original,0.0,1,0,1
99784,original,1.0,6,0,0
99787,original,0.0,0,0,1
99793,original,0.0,0,0,0
99817,original,0.0,0,0,0
99826,original,0.0,5,0,0
99838,original,0.0,1,0,0
99854,original,0.0,1,0,1
99877,original,0.0,2,2,0
99907,original,0.0,0,0,0
99919,original,0.0,3,0,0
99933,original,1.0,0,0,0
99936,original,0.0,0,0,0
99942,original,0.0,1,0,0
99957,original,1.0,9,0,0
99982,original,0.0,0,0,0
99983,original,0.0,0,0,0
99985,original,0.0,0,0,0
99992,original,0.0,0,0,0
99993,original,0.0,1,0,0
100018,original,0.0,5,0,1
100078,original,0.0,3,0,0
100096,original,1.0,2,0,0
100103,original,0.0,1,0,0
100117,original,0.0,0,0,0
100118,original,0.0,1,0,0
100129,original,1.0,1,0,0
100132,original,0.0,4,0,1
100160,original,0.0,1,0,0
100178,original,1.0,0,0,0
100183,original,0.0,1,0,0
100184,original,0.0,2,0,0
100185,original,1.0,1,1,0
100200,original,1.0,3,1,0
100243,original,0.0,1,0,0
100245,original,1.0,8,0,0
100268,original,0.0,2,0,1
100278,original,0.0,5,1,2
100295,original,0.0,0,1,0
100301,original,0.0,1,0,0
100309,original,0.0,9,3,1
100317,original,0.0,0,0,0
100320,original,0.0,10,0,1
100322,original,0.0,1,0,0
100324,original,0.0,4,0,0
100326,original,0.0,2,0,2
100361,original,0.0,1,0,0
100373,original,0.0,4,0,3
100398,original,0.0,0,0,0
100399,original,0.0,27,40,28
100404,original,0.0,0,1,1
100410,original,0.0,0,0,1
100411,original,1.0,5,0,3
100444,original,0.0,1,0,0
100462,original,0.0,1,0,0
100480,original,0.0,1,1,0
100514,original,0.0,0,0,0
100553,original,0.0,16,0,0
100559,original,0.0,0,0,0
100563,original,0.0,0,0,0
100606,original,1.0,1,0,0
100614,original,0.0,2,0,1
100618,original,0.0,0,3,1
100625,original,1.0,0,0,0
100653,original,0.0,0,0,1
100663,original,1.0,16,0,3
100689,original,0.0,1,0,0
100690,original,0.0,2,0,0
100697,original,0.0,1,0,0
100698,original,0.0,0,0,0
100703,original,0.0,3,0,0
100705,original,0.0,0,0,0
100730,original,0.0,0,0,0
100751,original,0.0,0,0,0
100757,original,0.0,1,1,0
100774,original,0.0,4,0,0
100787,original,0.0,1,0,0
100788,original,0.0,2,0,0
100794,original,0.0,6,0,3
100796,original,0.0,0,0,0
100813,original,0.0,9,1,6
100840,original,0.0,0,0,0
100845,original,0.0,0,0,0
100850,original,0.0,0,2,0
100861,original,1.0,0,0,0
100874,original,0.0,6,1,3
100896,original,0.0,2,0,0
100909,original,0.0,1,0,0
100910,original,0.0,4,0,1
100913,original,0.0,0,0,0
100935,original,1.0,0,0,0
100950,original,0.0,1,0,0
100957,original,0.0,0,0,1
100958,original,0.0,2,0,1
100962,original,0.0,1,0,0
100971,original,0.0,0,0,0
100973,original,0.0,1,0,0
101000,original,0.0,2,0,1
101005,original,0.0,3,0,3
101025,original,0.0,1,0,0
101047,original,0.0,1,1,0
101056,original,0.0,18,3,3
101094,original,0.0,1,0,2
101105,original,0.0,1,0,0
101110,original,0.0,3,0,0
101111,original,0.0,0,0,0
101112,original,0.0,0,0,0
101115,original,0.0,1,0,0
101121,original,0.0,0,0,0
101136,original,0.0,0,0,0
101161,original,1.0,2,0,1
101181,original,0.0,7,0,2
101190,original,0.0,0,0,0
101193,original,0.0,3,0,1
101195,original,0.0,1,0,1
101206,original,0.0,0,0,0
101223,original,0.0,8,0,1
101227,original,0.0,2,0,1
101229,original,0.0,1,0,1
101310,original,0.0,11,0,2
101320,original,0.0,3,0,1
101323,original,0.0,2,0,1
101330,original,0.0,1,0,1
101344,original,0.0,0,0,0
101360,original,0.0,1,0,1
101386,original,0.0,2,1,2
101442,original,0.0,71,14,51
101453,original,0.0,0,0,0
101461,original,0.0,2,0,0
101464,original,0.0,2,0,1
101484,original,1.0,1,0,2
101500,original,0.0,1,0,1
101504,original,0.0,4,0,3
101529,original,0.0,0,0,0
101534,original,0.0,2,0,2
101535,original,0.0,1,0,0
101547,original,0.0,4,0,2
101557,original,0.0,0,0,0
101583,original,0.0,1,1,0
101585,original,0.0,1,0,0
101590,original,0.0,2,0,2
101598,original,0.0,2,0,0
101600,original,0.0,1,0,0
101628,original,0.0,3,0,0
101636,original,1.0,1,0,0
101638,original,1.0,0,0,0
101645,original,1.0,4,0,4
101650,original,0.0,2,0,0
101693,original,0.0,3,0,0
101738,original,0.0,0,0,0
101759,original,0.0,0,0,0
101778,original,0.0,2,0,0
101786,original,0.0,0,0,0
101788,original,0.0,1,0,0
101791,original,0.0,0,0,0
101824,original,0.0,2,1,1
101838,original,0.0,1,0,0
101842,original,0.0,2,0,1
101847,original,0.0,0,0,0
101855,original,0.0,0,0,0
101923,original,0.0,1,0,0
101927,original,1.0,1,0,0
101950,original,0.0,155,40,102
101967,original,0.0,0,0,1
101981,original,1.0,4,0,1
102002,original,0.0,2,0,1
102027,original,0.0,1,0,1
102030,original,1.0,7,0,0
102036,original,0.0,2,0,0
102037,original,0.0,2,1,0
102050,original,0.0,0,0,0
102052,original,0.0,2,0,0
102064,original,0.0,15,0,6
102066,original,0.0,1,0,0
102068,original,0.0,1,0,0
102080,original,0.0,0,0,0
102089,original,0.0,1,0,0
102095,original,0.0,9,0,4
102134,original,0.0,9,1,3
102159,original,0.0,40,13,19
102162,original,0.0,7,0,0
102163,original,0.0,3,0,0
102166,original,0.0,0,0,0
102202,original,0.0,15,1,5
102209,original,0.0,22,1,5
102230,original,1.0,1,0,0
102238,original,0.0,0,0,0
102269,original,1.0,11,2,1
102277,original,0.0,2,0,1
102293,original,1.0,3,0,0
102297,original,0.0,139,26,31
102318,original,0.0,1,0,0
102323,original,1.0,1,0,0
102338,original,0.0,2,0,0
102346,original,0.0,3,0,0
102353,original,0.0,6,0,0
102357,original,1.0,0,0,0
102358,original,0.0,0,0,0
102407,original,0.0,3,0,0
102412,original,0.0,1,0,0
102418,original,0.0,1,0,0
102433,original,0.0,0,0,0
102446,original,0.0,3,0,0
102460,original,1.0,15,0,1
102482,original,1.0,4,0,0
102519,original,0.0,4,0,1
102541,original,0.0,0,0,0
102582,original,1.0,2,0,0
102624,original,0.0,6,0,1
102626,original,0.0,0,0,0
102628,original,0.0,10,0,5
102672,original,0.0,2,0,1
102680,original,0.0,2,0,0
102691,original,0.0,1,1,0
102695,original,0.0,4,0,0
102712,original,0.0,1,0,0
102744,original,0.0,1,0,0
102757,original,0.0,1,1,0
102762,original,1.0,8,1,0
102763,original,0.0,2,0,0
102772,original,0.0,0,0,0
102774,original,0.0,1,0,1
102777,original,1.0,0,0,0
102816,original,0.0,0,1,0
102838,original,0.0,0,0,0
102852,original,0.0,4,2,0
102860,original,0.0,0,0,0
102879,original,0.0,6,0,2
102881,original,0.0,6,1,1
102884,original,0.0,38,0,71
102893,original,1.0,0,0,0
102913,original,0.0,11,0,2
102915,original,0.0,3,0,0
102925,original,0.0,2,0,0
102926,original,0.0,1,0,0
102945,original,0.0,4,0,1
102946,original,0.0,0,0,0
102969,original,0.0,0,0,0
102993,original,0.0,2,1,1
103005,original,1.0,4,0,3
103023,original,0.0,3,0,0
103025,original,0.0,0,0,0
103028,original,0.0,35,5,8
103029,original,0.0,0,0,0
103032,original,1.0,0,0,0
103066,original,1.0,0,0,0
103082,original,0.0,1,0,0
103083,original,0.0,1,0,0
103084,original,0.0,0,0,0
103098,original,0.0,0,1,0
103103,original,1.0,3,0,0
103108,original,0.0,0,0,0
103117,original,0.0,0,0,0
103124,original,0.0,0,0,0
103146,original,0.0,1,1,0
103177,original,0.0,0,0,0
103181,original,1.0,0,0,0
103182,original,0.0,93,6,9
103189,original,0.0,0,1,0
103206,original,0.0,0,0,0
103207,original,0.0,1,0,0
103218,original,1.0,1,0,1
103223,original,0.0,1,0,1
103226,original,0.0,0,0,0
103231,original,0.0,2,0,1
103245,original,0.0,0,0,0
103261,original,0.0,1,0,1
103284,original,1.0,0,0,0
103313,original,0.0,1,0,1
103324,original,0.0,0,0,0
103334,original,0.0,6,1,1
103337,original,0.0,2,0,0
103356,original,1.0,1,0,0
103361,original,0.0,0,0,0
103374,original,0.0,0,0,0
103378,original,1.0,0,0,0
103393,original,0.0,0,0,0
103402,original,0.0,0,0,0
103409,original,0.0,2,0,0
103410,original,0.0,0,0,0
103415,original,0.0,0,0,0
103431,original,0.0,1,0,0
103445,original,0.0,0,0,0
103465,original,0.0,0,0,0
103478,original,1.0,1,0,0
103504,original,0.0,1,0,0
103506,original,0.0,0,0,0
103539,original,0.0,5,1,4
103558,original,0.0,1,0,0
103566,original,0.0,10,0,3
103570,original,0.0,0,0,0
103591,original,1.0,1,0,0
103593,original,0.0,0,0,0
103613,original,0.0,0,0,0
103628,original,0.0,1,0,0
103638,original,0.0,0,0,0
103642,original,1.0,0,0,0
103648,original,0.0,0,0,0
103659,original,0.0,0,0,0
103661,original,1.0,0,1,0
103676,original,1.0,198,16,68
103684,original,0.0,1,1,0
103715,original,0.0,0,0,0
103717,original,0.0,0,1,0
103718,original,0.0,2,0,1
103722,original,0.0,1,0,0
103730,original,0.0,5,1,0
103735,original,0.0,2,0,1
103739,original,0.0,1,1,0
103744,original,1.0,0,0,0
103753,original,0.0,2,1,0
103757,original,0.0,2,0,0
103772,original,0.0,3,0,0
103790,original,0.0,4,1,1
103816,original,0.0,1,0,0
103828,original,0.0,2,0,0
103851,original,0.0,3,0,1
103854,original,0.0,0,0,0
103861,original,0.0,0,0,1
103888,original,0.0,17,9,4
103892,original,0.0,0,0,0
103894,original,0.0,0,0,0
103903,original,0.0,5,0,0
103907,original,0.0,1,0,0
103916,original,0.0,0,0,0
103924,original,0.0,3,0,0
103925,original,0.0,1,0,1
103935,original,0.0,0,0,0
103997,original,0.0,1,0,0
104004,original,0.0,0,0,0
104010,original,1.0,0,0,0
104022,original,1.0,2,1,1
104032,original,0.0,0,0,0
104043,original,0.0,2,0,0
104046,original,0.0,3,0,2
104090,original,1.0,0,0,0
104133,original,0.0,0,0,0
104151,original,1.0,0,0,0
