,norigins,nretweets,nquotes,nreplies,ntotal
3574,0,2,0,0,2
3575,1,1,0,0,2
3576,0,2,0,0,2
3577,0,2,0,0,2
3578,0,2,0,0,2
3579,0,2,0,0,2
3580,0,2,0,0,2
3581,1,1,0,0,2
3582,0,2,0,0,2
3583,0,2,0,0,2
3584,0,2,0,0,2
3585,0,2,0,0,2
3586,0,2,0,0,2
3587,0,2,0,0,2
3588,2,0,0,0,2
3589,0,2,0,0,2
3590,0,2,0,0,2
3591,0,2,0,0,2
3592,0,2,0,0,2
3593,0,2,0,0,2
3594,0,2,0,0,2
3595,0,2,0,0,2
3596,0,2,0,0,2
3597,0,2,0,0,2
3598,0,2,0,0,2
3599,2,0,0,0,2
3600,1,1,0,0,2
3601,0,2,0,0,2
3602,0,2,0,0,2
3603,0,2,0,0,2
3604,1,1,0,0,2
3605,0,2,0,0,2
3606,0,2,0,0,2
3607,0,2,0,0,2
3608,0,2,0,0,2
3609,2,0,0,0,2
3610,0,2,0,0,2
3611,0,2,0,0,2
3612,0,2,0,0,2
3613,0,2,0,0,2
3614,0,2,0,0,2
3615,0,2,0,0,2
3616,0,2,0,0,2
3617,0,2,0,0,2
3618,1,0,0,1,2
3619,0,2,0,0,2
3620,1,1,0,0,2
3621,0,2,0,0,2
3622,1,0,0,1,2
3623,0,2,0,0,2
3624,0,2,0,0,2
3625,0,1,1,0,2
3626,2,0,0,0,2
3627,0,2,0,0,2
3628,0,2,0,0,2
3629,0,2,0,0,2
3630,0,2,0,0,2
3631,0,2,0,0,2
3632,0,2,0,0,2
3633,0,2,0,0,2
3634,0,2,0,0,2
3635,0,2,0,0,2
3636,0,2,0,0,2
3637,2,0,0,0,2
3638,0,2,0,0,2
3639,2,0,0,0,2
3640,0,2,0,0,2
3641,0,2,0,0,2
3642,0,1,1,0,2
3643,0,1,0,1,2
3644,2,0,0,0,2
3645,0,2,0,0,2
3646,0,2,0,0,2
3647,0,2,0,0,2
3648,0,2,0,0,2
3649,2,0,0,0,2
3650,0,2,0,0,2
3651,0,2,0,0,2
3652,0,2,0,0,2
3653,1,0,1,0,2
3654,0,2,0,0,2
3655,0,2,0,0,2
3656,0,2,0,0,2
3657,0,2,0,0,2
3658,0,2,0,0,2
3659,0,2,0,0,2
3660,0,2,0,0,2
3661,2,0,0,0,2
3662,0,2,0,0,2
3663,0,2,0,0,2
3664,0,2,0,0,2
3665,0,2,0,0,2
3666,0,2,0,0,2
3667,0,2,0,0,2
3668,0,2,0,0,2
3669,0,2,0,0,2
3670,2,0,0,0,2
3671,0,2,0,0,2
3672,0,2,0,0,2
3673,0,2,0,0,2
3674,0,2,0,0,2
3675,0,2,0,0,2
3676,0,2,0,0,2
3677,0,2,0,0,2
3678,1,1,0,0,2
3679,1,1,0,0,2
3680,0,2,0,0,2
3681,0,2,0,0,2
3682,0,2,0,0,2
3683,0,2,0,0,2
3684,1,1,0,0,2
3685,0,2,0,0,2
3686,0,2,0,0,2
3687,0,2,0,0,2
3688,0,2,0,0,2
3689,0,0,0,2,2
3690,0,2,0,0,2
3691,0,2,0,0,2
3692,0,2,0,0,2
3693,0,2,0,0,2
3694,0,2,0,0,2
3695,0,2,0,0,2
3696,0,2,0,0,2
3697,0,2,0,0,2
3698,0,2,0,0,2
3699,0,2,0,0,2
3700,0,2,0,0,2
3701,0,1,0,1,2
3702,0,2,0,0,2
3703,0,2,0,0,2
3704,0,2,0,0,2
3705,0,2,0,0,2
3706,0,2,0,0,2
3707,1,1,0,0,2
3708,0,2,0,0,2
3709,0,2,0,0,2
3710,0,2,0,0,2
3711,0,2,0,0,2
3712,0,2,0,0,2
3713,0,2,0,0,2
3714,0,2,0,0,2
3715,0,2,0,0,2
3716,0,2,0,0,2
3717,2,0,0,0,2
3718,0,2,0,0,2
3719,0,2,0,0,2
3720,0,2,0,0,2
3721,1,1,0,0,2
3722,0,2,0,0,2
3723,0,2,0,0,2
3724,0,2,0,0,2
3725,0,2,0,0,2
3726,0,2,0,0,2
3727,0,2,0,0,2
3728,0,2,0,0,2
3729,0,2,0,0,2
3730,0,2,0,0,2
3731,2,0,0,0,2
3732,0,2,0,0,2
3733,2,0,0,0,2
3734,0,2,0,0,2
3735,0,2,0,0,2
3736,0,2,0,0,2
3737,1,0,0,1,2
3738,1,1,0,0,2
3739,0,2,0,0,2
3740,0,2,0,0,2
3741,0,2,0,0,2
3742,0,2,0,0,2
3743,0,2,0,0,2
3744,0,2,0,0,2
3745,0,2,0,0,2
3746,0,2,0,0,2
3747,0,2,0,0,2
3748,0,2,0,0,2
3749,0,2,0,0,2
3750,0,2,0,0,2
3751,0,2,0,0,2
3752,0,2,0,0,2
3753,0,2,0,0,2
3754,0,2,0,0,2
3755,2,0,0,0,2
3756,0,2,0,0,2
3757,0,2,0,0,2
3758,0,2,0,0,2
3759,0,2,0,0,2
3760,0,2,0,0,2
3761,0,2,0,0,2
3762,0,2,0,0,2
3763,0,2,0,0,2
3764,0,2,0,0,2
3765,2,0,0,0,2
3766,0,2,0,0,2
3767,0,2,0,0,2
3768,0,2,0,0,2
3769,0,2,0,0,2
3770,1,1,0,0,2
3771,0,2,0,0,2
3772,2,0,0,0,2
3773,0,2,0,0,2
3774,0,2,0,0,2
3775,0,2,0,0,2
3776,2,0,0,0,2
3777,0,2,0,0,2
3778,0,2,0,0,2
3779,0,2,0,0,2
3780,0,2,0,0,2
3781,0,2,0,0,2
3782,0,2,0,0,2
3783,2,0,0,0,2
3784,0,2,0,0,2
3785,0,2,0,0,2
3786,0,2,0,0,2
3787,1,0,0,1,2
3788,0,2,0,0,2
3789,1,1,0,0,2
3790,0,2,0,0,2
3791,0,2,0,0,2
3792,0,2,0,0,2
3793,0,2,0,0,2
3794,0,2,0,0,2
3795,0,2,0,0,2
3796,0,1,1,0,2
3797,0,2,0,0,2
3798,0,2,0,0,2
3799,0,2,0,0,2
3800,2,0,0,0,2
3801,0,2,0,0,2
3802,0,2,0,0,2
3803,0,2,0,0,2
3804,0,2,0,0,2
3805,1,1,0,0,2
3806,0,2,0,0,2
3807,0,2,0,0,2
3808,0,2,0,0,2
3809,0,2,0,0,2
3810,1,1,0,0,2
3811,0,2,0,0,2
3812,0,2,0,0,2
3813,0,2,0,0,2
3814,0,2,0,0,2
3815,0,2,0,0,2
3816,0,2,0,0,2
3817,2,0,0,0,2
3818,0,1,1,0,2
3819,0,2,0,0,2
3820,1,1,0,0,2
3821,0,0,2,0,2
3822,1,1,0,0,2
3823,0,2,0,0,2
3824,0,2,0,0,2
3825,0,2,0,0,2
3826,0,2,0,0,2
3827,0,2,0,0,2
3828,0,2,0,0,2
3829,0,2,0,0,2
3830,0,2,0,0,2
3831,1,0,1,0,2
3832,0,2,0,0,2
3833,1,1,0,0,2
3834,0,2,0,0,2
3835,0,2,0,0,2
3836,0,2,0,0,2
3837,0,2,0,0,2
3838,0,2,0,0,2
3839,2,0,0,0,2
3840,0,2,0,0,2
3841,0,2,0,0,2
3842,0,2,0,0,2
3843,0,2,0,0,2
3844,0,2,0,0,2
3845,0,2,0,0,2
3846,0,2,0,0,2
3847,0,2,0,0,2
3848,2,0,0,0,2
3849,0,2,0,0,2
3850,1,1,0,0,2
3851,0,2,0,0,2
3852,0,2,0,0,2
3853,0,2,0,0,2
3854,0,2,0,0,2
3855,0,2,0,0,2
3856,2,0,0,0,2
3857,0,2,0,0,2
3858,0,2,0,0,2
3859,0,2,0,0,2
3860,0,2,0,0,2
3861,0,2,0,0,2
3862,2,0,0,0,2
3863,2,0,0,0,2
3864,0,2,0,0,2
3865,0,2,0,0,2
3866,2,0,0,0,2
3867,0,2,0,0,2
3868,1,0,1,0,2
3869,1,0,0,1,2
3870,0,2,0,0,2
3871,0,2,0,0,2
3872,2,0,0,0,2
3873,0,2,0,0,2
3874,2,0,0,0,2
3875,1,0,0,1,2
3876,2,0,0,0,2
3877,2,0,0,0,2
3878,0,2,0,0,2
3879,0,2,0,0,2
3880,0,2,0,0,2
3881,0,2,0,0,2
3882,0,2,0,0,2
3883,0,2,0,0,2
3884,2,0,0,0,2
3885,0,2,0,0,2
3886,0,2,0,0,2
3887,0,2,0,0,2
3888,0,2,0,0,2
3889,0,2,0,0,2
3890,0,2,0,0,2
3891,0,2,0,0,2
3892,0,2,0,0,2
3893,0,2,0,0,2
3894,0,2,0,0,2
3895,0,2,0,0,2
3896,0,2,0,0,2
3897,2,0,0,0,2
3898,0,2,0,0,2
3899,0,2,0,0,2
3900,0,2,0,0,2
3901,0,2,0,0,2
3902,0,2,0,0,2
3903,0,2,0,0,2
3904,0,2,0,0,2
3905,0,2,0,0,2
3906,0,2,0,0,2
3907,0,2,0,0,2
3908,0,2,0,0,2
3909,0,2,0,0,2
3910,0,2,0,0,2
3911,2,0,0,0,2
3912,0,0,2,0,2
3913,0,2,0,0,2
3914,2,0,0,0,2
3915,0,2,0,0,2
3916,0,2,0,0,2
3917,0,2,0,0,2
3918,0,2,0,0,2
3919,0,2,0,0,2
3920,0,2,0,0,2
3921,2,0,0,0,2
3922,0,2,0,0,2
3923,0,2,0,0,2
3924,0,2,0,0,2
3925,0,2,0,0,2
3926,1,0,0,1,2
3927,0,2,0,0,2
3928,1,1,0,0,2
3929,0,2,0,0,2
3930,2,0,0,0,2
3931,0,2,0,0,2
3932,0,2,0,0,2
3933,0,2,0,0,2
3934,0,2,0,0,2
3935,0,2,0,0,2
3936,2,0,0,0,2
3937,1,1,0,0,2
3938,0,2,0,0,2
3939,0,2,0,0,2
3940,0,2,0,0,2
3941,2,0,0,0,2
3942,0,2,0,0,2
3943,0,2,0,0,2
3944,0,2,0,0,2
3945,0,2,0,0,2
3946,0,2,0,0,2
3947,0,2,0,0,2
3948,0,2,0,0,2
3949,1,0,0,1,2
3950,0,2,0,0,2
3951,2,0,0,0,2
3952,1,1,0,0,2
3953,0,2,0,0,2
3954,0,2,0,0,2
3955,2,0,0,0,2
3956,0,2,0,0,2
3957,0,2,0,0,2
3958,1,0,0,1,2
3959,0,2,0,0,2
3960,0,2,0,0,2
3961,0,2,0,0,2
3962,0,2,0,0,2
3963,0,2,0,0,2
3964,0,2,0,0,2
3965,0,2,0,0,2
3966,2,0,0,0,2
3967,0,2,0,0,2
3968,0,2,0,0,2
3969,0,2,0,0,2
3970,0,2,0,0,2
3971,0,2,0,0,2
3972,0,2,0,0,2
3973,0,2,0,0,2
3974,0,2,0,0,2
3975,0,2,0,0,2
3976,0,2,0,0,2
3977,0,2,0,0,2
3978,0,2,0,0,2
3979,0,2,0,0,2
3980,0,2,0,0,2
3981,0,2,0,0,2
3982,0,2,0,0,2
3983,0,2,0,0,2
3984,0,2,0,0,2
3985,0,2,0,0,2
3986,0,2,0,0,2
3987,0,2,0,0,2
3988,0,2,0,0,2
3989,2,0,0,0,2
3990,2,0,0,0,2
3991,1,0,1,0,2
3992,1,1,0,0,2
3993,0,2,0,0,2
3994,0,2,0,0,2
3995,0,2,0,0,2
3996,0,2,0,0,2
3997,0,2,0,0,2
3998,1,1,0,0,2
3999,0,2,0,0,2
4000,0,2,0,0,2
4001,0,2,0,0,2
4002,0,2,0,0,2
4003,0,0,0,2,2
4004,1,0,0,1,2
4005,0,2,0,0,2
4006,0,2,0,0,2
4007,0,2,0,0,2
4008,0,2,0,0,2
4009,0,2,0,0,2
4010,0,2,0,0,2
4011,1,1,0,0,2
4012,0,2,0,0,2
4013,1,1,0,0,2
4014,0,2,0,0,2
4015,2,0,0,0,2
4016,2,0,0,0,2
4017,0,2,0,0,2
4018,0,2,0,0,2
4019,2,0,0,0,2
4020,0,2,0,0,2
4021,0,2,0,0,2
4022,0,2,0,0,2
4023,0,2,0,0,2
4024,0,2,0,0,2
4025,0,2,0,0,2
4026,0,2,0,0,2
4027,0,2,0,0,2
4028,0,2,0,0,2
4029,2,0,0,0,2
4030,0,2,0,0,2
4031,0,2,0,0,2
4032,0,2,0,0,2
4033,0,2,0,0,2
4034,0,2,0,0,2
4035,0,2,0,0,2
4036,1,1,0,0,2
4037,0,2,0,0,2
4038,0,2,0,0,2
4039,2,0,0,0,2
4040,0,2,0,0,2
4041,0,2,0,0,2
4042,0,2,0,0,2
4043,0,2,0,0,2
4044,0,2,0,0,2
4045,0,2,0,0,2
4046,0,2,0,0,2
4047,0,2,0,0,2
4048,0,2,0,0,2
4049,0,2,0,0,2
4050,0,2,0,0,2
4051,0,2,0,0,2
4052,0,2,0,0,2
4053,0,2,0,0,2
4054,2,0,0,0,2
4055,0,2,0,0,2
4056,0,2,0,0,2
4057,0,2,0,0,2
4058,0,2,0,0,2
4059,0,2,0,0,2
4060,0,2,0,0,2
4061,0,2,0,0,2
4062,0,2,0,0,2
4063,0,2,0,0,2
4064,0,2,0,0,2
4065,0,2,0,0,2
4066,0,2,0,0,2
4067,0,1,1,0,2
4068,0,2,0,0,2
4069,0,2,0,0,2
4070,0,2,0,0,2
4071,0,2,0,0,2
4072,1,0,0,1,2
4073,2,0,0,0,2
4074,1,0,0,1,2
4075,0,2,0,0,2
4076,0,2,0,0,2
4077,1,1,0,0,2
4078,0,2,0,0,2
4079,0,2,0,0,2
4080,0,2,0,0,2
4081,1,1,0,0,2
4082,0,2,0,0,2
4083,0,2,0,0,2
4084,0,2,0,0,2
4085,0,2,0,0,2
4086,1,1,0,0,2
4087,0,2,0,0,2
4088,0,2,0,0,2
4089,0,2,0,0,2
4090,2,0,0,0,2
4091,0,2,0,0,2
4092,0,2,0,0,2
4093,0,2,0,0,2
4094,1,1,0,0,2
4095,0,2,0,0,2
4096,0,2,0,0,2
4097,0,2,0,0,2
4098,0,2,0,0,2
4099,0,2,0,0,2
4100,2,0,0,0,2
4101,2,0,0,0,2
4102,0,2,0,0,2
4103,0,2,0,0,2
4104,0,1,0,1,2
4105,0,2,0,0,2
4106,0,2,0,0,2
4107,0,2,0,0,2
4108,0,2,0,0,2
4109,0,2,0,0,2
4110,2,0,0,0,2
4111,0,2,0,0,2
4112,0,2,0,0,2
4113,1,1,0,0,2
4114,1,1,0,0,2
4115,0,2,0,0,2
4116,1,1,0,0,2
4117,0,2,0,0,2
4118,0,2,0,0,2
4119,0,2,0,0,2
4120,2,0,0,0,2
4121,0,2,0,0,2
4122,0,1,1,0,2
4123,0,2,0,0,2
4124,0,2,0,0,2
4125,0,2,0,0,2
4126,0,2,0,0,2
4127,0,2,0,0,2
4128,0,2,0,0,2
4129,0,2,0,0,2
4130,0,2,0,0,2
4131,0,2,0,0,2
4132,0,2,0,0,2
4133,0,2,0,0,2
4134,0,2,0,0,2
4135,0,2,0,0,2
4136,0,2,0,0,2
4137,2,0,0,0,2
4138,0,2,0,0,2
4139,0,2,0,0,2
4140,0,2,0,0,2
4141,0,2,0,0,2
4142,0,2,0,0,2
4143,0,2,0,0,2
4144,2,0,0,0,2
4145,0,1,1,0,2
4146,0,2,0,0,2
4147,0,2,0,0,2
4148,1,1,0,0,2
4149,0,2,0,0,2
4150,0,2,0,0,2
4151,1,1,0,0,2
4152,0,2,0,0,2
4153,0,2,0,0,2
4154,0,2,0,0,2
4155,0,2,0,0,2
4156,0,2,0,0,2
4157,0,2,0,0,2
4158,0,1,0,1,2
4159,0,2,0,0,2
4160,1,1,0,0,2
4161,1,1,0,0,2
4162,0,2,0,0,2
4163,0,2,0,0,2
4164,0,2,0,0,2
4165,0,2,0,0,2
4166,0,2,0,0,2
4167,0,2,0,0,2
4168,0,2,0,0,2
4169,0,2,0,0,2
4170,0,2,0,0,2
4171,0,2,0,0,2
4172,0,2,0,0,2
4173,0,2,0,0,2
4174,2,0,0,0,2
4175,0,2,0,0,2
4176,0,2,0,0,2
4177,0,2,0,0,2
4178,1,1,0,0,2
4179,0,2,0,0,2
4180,0,2,0,0,2
4181,2,0,0,0,2
4182,2,0,0,0,2
4183,0,2,0,0,2
4184,0,2,0,0,2
4185,0,2,0,0,2
4186,2,0,0,0,2
4187,0,2,0,0,2
4188,0,2,0,0,2
4189,1,1,0,0,2
4190,0,2,0,0,2
4191,0,2,0,0,2
4192,0,2,0,0,2
4193,2,0,0,0,2
4194,1,1,0,0,2
4195,2,0,0,0,2
4196,0,2,0,0,2
4197,0,2,0,0,2
4198,0,2,0,0,2
4199,1,1,0,0,2
4200,0,2,0,0,2
4201,0,2,0,0,2
4202,0,2,0,0,2
4203,0,0,0,2,2
4204,2,0,0,0,2
4205,0,2,0,0,2
4206,1,1,0,0,2
4207,0,2,0,0,2
4208,0,2,0,0,2
4209,0,2,0,0,2
4210,0,2,0,0,2
4211,0,2,0,0,2
4212,0,2,0,0,2
4213,0,2,0,0,2
4214,0,2,0,0,2
4215,0,2,0,0,2
4216,0,2,0,0,2
4217,0,2,0,0,2
4218,2,0,0,0,2
4219,0,2,0,0,2
4220,0,2,0,0,2
4221,0,2,0,0,2
4222,0,2,0,0,2
4223,0,2,0,0,2
4224,0,2,0,0,2
4225,0,2,0,0,2
4226,0,2,0,0,2
4227,0,2,0,0,2
4228,0,0,0,2,2
4229,1,0,0,1,2
4230,2,0,0,0,2
4231,2,0,0,0,2
4232,0,2,0,0,2
4233,2,0,0,0,2
4234,2,0,0,0,2
4235,0,2,0,0,2
4236,0,2,0,0,2
4237,0,2,0,0,2
4238,2,0,0,0,2
4239,0,2,0,0,2
4240,0,2,0,0,2
4241,0,2,0,0,2
4242,0,1,1,0,2
4243,1,1,0,0,2
4244,0,2,0,0,2
4245,0,2,0,0,2
4246,0,2,0,0,2
4247,0,2,0,0,2
4248,0,2,0,0,2
4249,0,2,0,0,2
4250,0,2,0,0,2
4251,0,2,0,0,2
4252,0,2,0,0,2
4253,0,2,0,0,2
4254,0,2,0,0,2
4255,2,0,0,0,2
4256,0,2,0,0,2
4257,0,2,0,0,2
4258,0,2,0,0,2
4259,0,2,0,0,2
4260,0,2,0,0,2
4261,0,2,0,0,2
4262,0,1,0,1,2
4263,1,0,0,1,2
4264,0,2,0,0,2
4265,0,2,0,0,2
4266,0,2,0,0,2
4267,0,2,0,0,2
4268,0,2,0,0,2
4269,1,1,0,0,2
4270,0,2,0,0,2
4271,0,2,0,0,2
4272,0,2,0,0,2
4273,0,2,0,0,2
4274,1,0,1,0,2
4275,0,2,0,0,2
4276,1,0,0,1,2
4277,2,0,0,0,2
4278,0,2,0,0,2
4279,0,2,0,0,2
4280,0,2,0,0,2
4281,0,2,0,0,2
4282,0,2,0,0,2
4283,0,2,0,0,2
4284,0,2,0,0,2
4285,0,2,0,0,2
4286,0,2,0,0,2
4287,0,2,0,0,2
4288,1,1,0,0,2
4289,0,2,0,0,2
4290,0,2,0,0,2
4291,0,2,0,0,2
4292,0,2,0,0,2
4293,0,2,0,0,2
4294,0,2,0,0,2
4295,1,1,0,0,2
4296,0,2,0,0,2
4297,0,2,0,0,2
4298,2,0,0,0,2
4299,1,1,0,0,2
4300,0,0,0,2,2
4301,0,2,0,0,2
4302,0,2,0,0,2
4303,0,2,0,0,2
4304,0,2,0,0,2
4305,0,2,0,0,2
4306,2,0,0,0,2
4307,2,0,0,0,2
4308,0,2,0,0,2
4309,2,0,0,0,2
4310,0,2,0,0,2
4311,1,0,0,1,2
4312,0,2,0,0,2
4313,0,2,0,0,2
4314,0,2,0,0,2
4315,0,2,0,0,2
4316,0,2,0,0,2
4317,1,1,0,0,2
4318,0,2,0,0,2
4319,0,2,0,0,2
4320,0,2,0,0,2
4321,0,2,0,0,2
4322,1,1,0,0,2
4323,0,2,0,0,2
4324,0,2,0,0,2
4325,0,2,0,0,2
4326,0,2,0,0,2
4327,0,2,0,0,2
4328,1,0,0,1,2
4329,0,2,0,0,2
4330,0,2,0,0,2
4331,0,2,0,0,2
4332,0,2,0,0,2
4333,1,1,0,0,2
4334,0,2,0,0,2
4335,1,0,0,1,2
4336,0,2,0,0,2
4337,0,2,0,0,2
4338,0,2,0,0,2
4339,1,0,0,1,2
4340,0,2,0,0,2
4341,1,1,0,0,2
4342,0,0,0,2,2
4343,0,2,0,0,2
4344,0,0,0,2,2
4345,0,2,0,0,2
4346,0,2,0,0,2
4347,0,2,0,0,2
4348,0,2,0,0,2
4349,0,2,0,0,2
4350,0,2,0,0,2
4351,0,2,0,0,2
4352,0,1,0,1,2
4353,1,0,1,0,2
4354,0,2,0,0,2
4355,0,2,0,0,2
4356,0,1,1,0,2
4357,0,2,0,0,2
4358,2,0,0,0,2
4359,1,1,0,0,2
4360,0,2,0,0,2
4361,0,2,0,0,2
4362,0,2,0,0,2
4363,0,2,0,0,2
4364,0,2,0,0,2
4365,0,2,0,0,2
4366,0,2,0,0,2
4367,0,2,0,0,2
4368,0,2,0,0,2
4369,0,2,0,0,2
4370,0,1,1,0,2
4371,2,0,0,0,2
4372,0,2,0,0,2
4373,0,2,0,0,2
4374,0,2,0,0,2
4375,0,2,0,0,2
4376,0,2,0,0,2
4377,0,2,0,0,2
4378,2,0,0,0,2
4379,2,0,0,0,2
4380,0,2,0,0,2
4381,0,2,0,0,2
4382,1,1,0,0,2
4383,1,1,0,0,2
4384,0,2,0,0,2
4385,1,1,0,0,2
4386,0,1,0,1,2
4387,0,2,0,0,2
4388,0,2,0,0,2
4389,2,0,0,0,2
4390,2,0,0,0,2
4391,2,0,0,0,2
4392,0,2,0,0,2
4393,0,2,0,0,2
4394,0,2,0,0,2
4395,0,2,0,0,2
4396,0,2,0,0,2
4397,0,2,0,0,2
4398,2,0,0,0,2
4399,0,2,0,0,2
4400,1,1,0,0,2
4401,0,2,0,0,2
4402,0,2,0,0,2
4403,1,1,0,0,2
4404,0,2,0,0,2
4405,0,2,0,0,2
4406,0,2,0,0,2
4407,0,2,0,0,2
4408,2,0,0,0,2
4409,0,2,0,0,2
4410,0,2,0,0,2
4411,0,2,0,0,2
4412,1,1,0,0,2
4413,1,1,0,0,2
4414,0,0,0,2,2
4415,2,0,0,0,2
4416,0,2,0,0,2
4417,0,2,0,0,2
4418,2,0,0,0,2
4419,0,2,0,0,2
4420,0,1,0,1,2
4421,0,2,0,0,2
4422,0,2,0,0,2
4423,0,2,0,0,2
4424,0,2,0,0,2
4425,0,2,0,0,2
4426,2,0,0,0,2
4427,0,2,0,0,2
4428,0,2,0,0,2
4429,0,2,0,0,2
4430,0,2,0,0,2
4431,2,0,0,0,2
4432,2,0,0,0,2
4433,0,2,0,0,2
4434,0,2,0,0,2
4435,0,2,0,0,2
4436,0,2,0,0,2
4437,0,2,0,0,2
4438,2,0,0,0,2
4439,2,0,0,0,2
4440,0,2,0,0,2
4441,0,2,0,0,2
4442,1,1,0,0,2
4443,0,2,0,0,2
4444,0,0,0,2,2
4445,0,2,0,0,2
4446,0,2,0,0,2
4447,0,2,0,0,2
4448,0,2,0,0,2
4449,1,1,0,0,2
4450,2,0,0,0,2
4451,0,2,0,0,2
4452,2,0,0,0,2
4453,0,2,0,0,2
4454,0,2,0,0,2
4455,1,1,0,0,2
4456,2,0,0,0,2
4457,0,2,0,0,2
4458,1,0,0,1,2
4459,2,0,0,0,2
4460,2,0,0,0,2
4461,0,2,0,0,2
4462,2,0,0,0,2
4463,2,0,0,0,2
4464,0,2,0,0,2
4465,1,1,0,0,2
4466,0,2,0,0,2
4467,0,2,0,0,2
4468,0,2,0,0,2
4469,0,2,0,0,2
4470,0,2,0,0,2
4471,0,2,0,0,2
4472,0,2,0,0,2
4473,0,2,0,0,2
4474,0,2,0,0,2
4475,0,2,0,0,2
4476,0,2,0,0,2
4477,0,2,0,0,2
4478,0,2,0,0,2
4479,2,0,0,0,2
4480,0,2,0,0,2
4481,0,2,0,0,2
4482,0,2,0,0,2
4483,2,0,0,0,2
4484,1,1,0,0,2
4485,2,0,0,0,2
4486,1,1,0,0,2
4487,0,2,0,0,2
4488,0,2,0,0,2
4489,2,0,0,0,2
4490,0,2,0,0,2
4491,0,2,0,0,2
4492,0,2,0,0,2
4493,2,0,0,0,2
4494,2,0,0,0,2
4495,0,2,0,0,2
4496,2,0,0,0,2
4497,0,2,0,0,2
4498,0,0,0,2,2
4499,0,2,0,0,2
4500,0,2,0,0,2
4501,0,2,0,0,2
4502,0,2,0,0,2
4503,0,2,0,0,2
4504,0,2,0,0,2
4505,1,1,0,0,2
4506,0,0,2,0,2
4507,0,2,0,0,2
4508,0,2,0,0,2
4509,1,1,0,0,2
4510,0,2,0,0,2
4511,0,2,0,0,2
4512,0,2,0,0,2
4513,0,2,0,0,2
4514,0,2,0,0,2
4515,0,2,0,0,2
4516,0,2,0,0,2
4517,0,2,0,0,2
4518,0,2,0,0,2
4519,0,2,0,0,2
4520,2,0,0,0,2
4521,0,2,0,0,2
4522,0,2,0,0,2
4523,0,2,0,0,2
4524,2,0,0,0,2
4525,0,2,0,0,2
4526,0,2,0,0,2
4527,2,0,0,0,2
4528,0,2,0,0,2
4529,0,2,0,0,2
4530,2,0,0,0,2
4531,2,0,0,0,2
4532,2,0,0,0,2
4533,0,2,0,0,2
4534,0,2,0,0,2
4535,0,2,0,0,2
4536,0,2,0,0,2
4537,0,2,0,0,2
4538,2,0,0,0,2
4539,2,0,0,0,2
4540,1,0,0,1,2
4541,0,2,0,0,2
4542,0,2,0,0,2
4543,2,0,0,0,2
4544,0,2,0,0,2
4545,0,2,0,0,2
4546,0,2,0,0,2
4547,2,0,0,0,2
4548,0,2,0,0,2
4549,0,2,0,0,2
4550,0,2,0,0,2
4551,0,2,0,0,2
4552,0,2,0,0,2
4553,1,1,0,0,2
4554,0,2,0,0,2
4555,0,2,0,0,2
4556,0,2,0,0,2
4557,0,2,0,0,2
4558,1,1,0,0,2
4559,1,1,0,0,2
4560,0,2,0,0,2
4561,0,2,0,0,2
4562,0,2,0,0,2
4563,1,0,0,1,2
4564,0,2,0,0,2
4565,0,2,0,0,2
4566,0,2,0,0,2
4567,0,2,0,0,2
4568,0,2,0,0,2
4569,2,0,0,0,2
4570,0,2,0,0,2
4571,0,2,0,0,2
4572,0,2,0,0,2
4573,0,2,0,0,2
4574,0,2,0,0,2
4575,0,2,0,0,2
4576,2,0,0,0,2
4577,0,2,0,0,2
4578,0,2,0,0,2
4579,1,1,0,0,2
4580,0,2,0,0,2
4581,0,2,0,0,2
4582,0,2,0,0,2
4583,0,2,0,0,2
4584,0,2,0,0,2
4585,0,2,0,0,2
4586,1,1,0,0,2
4587,0,2,0,0,2
4588,0,2,0,0,2
4589,0,2,0,0,2
4590,0,0,0,2,2
4591,0,2,0,0,2
4592,0,2,0,0,2
4593,1,0,1,0,2
4594,0,2,0,0,2
4595,2,0,0,0,2
4596,0,2,0,0,2
4597,0,2,0,0,2
4598,0,2,0,0,2
4599,1,1,0,0,2
4600,0,1,1,0,2
4601,0,2,0,0,2
4602,0,2,0,0,2
4603,0,2,0,0,2
4604,0,2,0,0,2
4605,0,2,0,0,2
4606,0,2,0,0,2
4607,0,2,0,0,2
4608,0,2,0,0,2
4609,1,0,1,0,2
4610,0,2,0,0,2
4611,2,0,0,0,2
4612,0,2,0,0,2
4613,0,2,0,0,2
4614,0,2,0,0,2
4615,0,2,0,0,2
4616,2,0,0,0,2
4617,0,2,0,0,2
4618,0,2,0,0,2
4619,2,0,0,0,2
4620,0,2,0,0,2
4621,0,2,0,0,2
4622,0,2,0,0,2
4623,0,2,0,0,2
4624,0,2,0,0,2
4625,0,2,0,0,2
4626,0,2,0,0,2
4627,0,2,0,0,2
4628,0,2,0,0,2
4629,2,0,0,0,2
4630,0,2,0,0,2
4631,0,2,0,0,2
4632,0,2,0,0,2
4633,0,2,0,0,2
4634,0,2,0,0,2
4635,0,2,0,0,2
4636,0,2,0,0,2
4637,0,2,0,0,2
4638,0,2,0,0,2
4639,0,2,0,0,2
4640,0,2,0,0,2
4641,2,0,0,0,2
4642,0,2,0,0,2
4643,2,0,0,0,2
4644,2,0,0,0,2
4645,0,2,0,0,2
4646,0,2,0,0,2
4647,0,2,0,0,2
4648,0,2,0,0,2
