,bot,followers_count
24073,0.0,295
24074,0.0,57
24075,0.0,4300
24076,1.0,743
24077,0.0,392
24078,0.0,1117
24079,0.0,5215
24080,0.0,1833
24081,1.0,2257
24082,0.0,709
24083,0.0,4415
24084,0.0,254
24085,1.0,1
24086,0.0,682
24087,1.0,543
24088,0.0,1597
24089,1.0,112
24090,0.0,527
24091,0.0,1680
24092,0.0,1515
24093,1.0,718
24094,0.0,262
24095,0.0,3074
24096,0.0,433
24097,0.0,297
24098,0.0,82
24099,0.0,140259
24100,0.0,424
24101,0.0,529
24102,0.0,32
24103,0.0,414
24104,0.0,368
24105,0.0,895
24106,0.0,136
24107,0.0,277
24108,0.0,366
24109,0.0,5833
24110,0.0,390
24111,0.0,106
24112,1.0,506
24113,0.0,37
24114,0.0,1107
24115,0.0,1337
24116,0.0,260
24117,0.0,13223
24119,1.0,22
24120,0.0,422
24121,0.0,1740
24122,0.0,205
24123,0.0,267
24124,0.0,268
24125,0.0,338
24126,1.0,33
24127,0.0,428
24128,0.0,1650
24129,0.0,54
24130,0.0,44
24131,0.0,486
24132,0.0,119
24133,0.0,635
24134,0.0,1837
24135,0.0,115
24136,0.0,683
24137,1.0,1
24138,0.0,629
24139,0.0,2763
24140,1.0,6442
24141,1.0,164
24142,0.0,3150
24143,1.0,5382
24144,0.0,644
24145,1.0,1934
24146,0.0,509
24147,0.0,2981
24148,0.0,7
24149,0.0,61
24150,0.0,2213
24151,0.0,94
24152,0.0,142
24153,0.0,526
24154,0.0,41
24155,0.0,223
24156,0.0,531
24157,0.0,428
24158,0.0,211
24159,0.0,696
24160,1.0,7
24161,0.0,94
24162,0.0,90
24164,1.0,326
24165,0.0,281
24166,0.0,943
24167,0.0,158
24168,0.0,122
24169,1.0,5044
24170,0.0,510
24171,0.0,2141
24172,0.0,1155
24173,0.0,49
24174,1.0,17015
24175,0.0,73
24176,0.0,46
24177,0.0,434
24178,0.0,329
24179,0.0,434
24180,0.0,6061
24181,0.0,113
24182,0.0,43
24183,1.0,0
24184,0.0,718
24185,0.0,4439
24186,0.0,2270
24187,1.0,2421
24188,0.0,799
24189,0.0,22
24190,1.0,4152
24191,0.0,1146
24192,0.0,93
24193,0.0,1546
24194,0.0,3560
24195,0.0,682
24196,0.0,491
24197,0.0,1261
24198,0.0,167
24199,0.0,3176
24200,1.0,239
24201,1.0,1545
24202,0.0,1504
24203,0.0,1417
24204,0.0,580
24205,0.0,577
24206,0.0,278
24207,0.0,351
24208,0.0,239
24209,0.0,1806
24210,0.0,1502
24211,0.0,4004
24212,1.0,5092
24213,0.0,1862
24214,0.0,534
24215,0.0,1347
24216,0.0,198
24217,0.0,745
24218,0.0,298
24219,0.0,999
24220,0.0,447
24221,0.0,463
24222,0.0,181
24224,0.0,21
24225,1.0,260
24226,0.0,1266
24227,0.0,53
24228,0.0,2802
24229,0.0,17309
24230,1.0,3982
24231,0.0,766
24232,0.0,49
24233,0.0,588
24234,0.0,1600
24235,0.0,287
24236,0.0,177
24237,0.0,154
24238,0.0,781
24239,0.0,2687
24240,1.0,12113
24241,0.0,52
24242,0.0,150
24243,0.0,658
24244,0.0,1189
24245,0.0,72
24246,0.0,168
24247,0.0,259
24248,1.0,0
24249,0.0,904
24250,0.0,510
24251,0.0,179
24252,0.0,15
24253,1.0,433
24254,0.0,2196
24255,0.0,208
24256,0.0,88
24257,0.0,423
24258,0.0,93
24259,0.0,492
24260,1.0,26
24261,0.0,169
24262,1.0,8
24263,1.0,1597
24264,0.0,373
24265,0.0,1621
24266,0.0,449
24267,0.0,919
24268,0.0,424
24269,0.0,81
24270,0.0,535
24271,0.0,2645
24272,0.0,4442
24273,0.0,437
24274,0.0,322
24275,0.0,18313
24276,0.0,417
24277,0.0,21
24278,1.0,1875
24279,1.0,3920
24280,0.0,606
24281,0.0,1643
24282,0.0,1070
24283,0.0,102
24284,0.0,33
24285,0.0,672
24286,0.0,967
24287,0.0,1234
24288,0.0,2620
24289,1.0,7761
24290,0.0,4
24291,1.0,3523
24292,0.0,207
24293,0.0,238
24294,0.0,5454
24295,0.0,256
24296,0.0,280
24297,1.0,8
24298,0.0,135
24299,0.0,1107
24300,0.0,3873
24301,1.0,1197
24302,0.0,16
24303,0.0,599
24304,0.0,83
24305,1.0,3498
24306,0.0,348
24307,0.0,759
24308,0.0,141
24309,1.0,5499
24310,0.0,563
24311,0.0,297
24312,0.0,8030
24313,0.0,1703
24314,0.0,7
24315,0.0,765
24316,0.0,24
24317,0.0,1001
24318,0.0,242
24319,0.0,197
24320,0.0,215
24321,0.0,39
24322,1.0,49241
24323,1.0,3269
24324,1.0,2132
24325,0.0,53
24326,0.0,848
24327,0.0,1430
24328,0.0,292
24329,0.0,206
24330,0.0,1912
24331,0.0,3393
24332,0.0,860
24333,0.0,933
24334,0.0,548
24335,0.0,785
24336,0.0,182
24337,0.0,423
24338,0.0,16
24339,0.0,112
24340,0.0,1042
24341,0.0,533
24342,0.0,1419
24343,0.0,4178
24344,0.0,692
24345,0.0,1114
24346,0.0,373
24347,0.0,1399
24348,0.0,79
24349,0.0,242
24350,1.0,168
24351,0.0,776
24352,1.0,2378
24353,0.0,969
24354,1.0,67
24355,0.0,272
24356,0.0,349
24357,0.0,1450
24358,0.0,422
24359,0.0,184
24360,0.0,566
24361,0.0,732
24362,0.0,337
24363,0.0,243
24364,0.0,470
24365,0.0,388
24366,0.0,187
24367,0.0,15242
24368,0.0,2680
24369,0.0,19
24370,0.0,995
24371,0.0,71
24372,0.0,14
24373,0.0,240
24374,0.0,1822
24375,0.0,14
24376,1.0,668
24377,0.0,55
24378,0.0,868
24379,0.0,373
24380,0.0,297
24381,0.0,8912
24382,1.0,2054
24383,0.0,86
24384,0.0,70
24385,0.0,27
24386,0.0,86
24387,0.0,87
24388,0.0,54
24389,0.0,1309
24390,0.0,734
24391,0.0,413
24392,0.0,79
24393,0.0,1425
24394,0.0,156
24395,0.0,92
24396,0.0,38
24397,0.0,34
24398,1.0,814
24399,0.0,352
24400,0.0,1826
24401,0.0,6
24402,0.0,4883
24403,0.0,529
24404,0.0,11563
24405,0.0,3424
24406,0.0,106
24407,0.0,1512
24408,0.0,1875
24409,0.0,581
24410,0.0,239
24411,0.0,557
24412,0.0,297
24413,0.0,213
24414,0.0,2820
24415,0.0,359
24416,0.0,3562
24417,0.0,2236
24418,0.0,157
24419,0.0,171
24420,0.0,11203
24421,0.0,9
24422,0.0,28
24423,0.0,184
24424,0.0,1721
24425,0.0,2213
24426,0.0,2259
24427,1.0,112
24428,0.0,192
24429,0.0,240
24430,0.0,804
24431,0.0,12534
24432,0.0,476
24433,0.0,1442
24434,0.0,1249
24435,0.0,158
24436,1.0,7
24437,0.0,179
24438,0.0,378
24439,0.0,147
24440,1.0,113
24441,0.0,172
24442,0.0,145
24443,0.0,629
24444,1.0,8383
24445,0.0,6319
24446,0.0,10
24447,0.0,114
24448,0.0,1558
24449,0.0,462
24450,0.0,519
24451,0.0,28
24452,0.0,443
24453,1.0,59
24454,1.0,2579
24455,0.0,1326
24456,0.0,18
24457,0.0,1252
24458,1.0,7457
24459,0.0,2806
24460,1.0,170
24461,0.0,51
24462,0.0,5274
24463,0.0,349
24464,0.0,171
24465,0.0,2175
24466,0.0,116
24467,0.0,129
24468,0.0,251
24469,1.0,2961
24470,1.0,8
24472,0.0,1692
24473,0.0,241
24474,0.0,6064
24475,0.0,561
24476,1.0,29759
24477,0.0,34
24478,0.0,102
24479,0.0,485
24480,1.0,66
24481,0.0,10673
24482,0.0,257
24483,0.0,252
24484,0.0,175
24485,1.0,2638
24486,0.0,1678
24487,0.0,6396
24488,0.0,482
24489,1.0,486
24490,1.0,161
24491,0.0,358
24492,0.0,1235
24493,0.0,19
24494,1.0,10277
24495,1.0,59
24496,0.0,144
24497,0.0,816
24498,0.0,1446
24499,0.0,123
24500,0.0,482
24501,0.0,339
24502,0.0,3161
24503,0.0,622
24504,0.0,746
24505,0.0,2143
24506,0.0,750
24507,0.0,9173
24508,1.0,9
24509,0.0,357
24510,0.0,50
24511,0.0,290
24512,0.0,5029
24513,0.0,982
24514,0.0,330
24515,0.0,192
24516,0.0,285
24517,0.0,2325
24518,1.0,30973
24519,0.0,897
24520,0.0,9856
24521,0.0,42
24522,0.0,2345
24523,0.0,237
24524,0.0,1087
24525,0.0,642
24526,1.0,79
24527,0.0,32
24528,0.0,139
24529,1.0,974
24530,0.0,3
24531,0.0,101
24532,0.0,163
24533,0.0,283
24534,0.0,140
24535,0.0,790
24536,0.0,443414
24537,0.0,1748
24538,1.0,11352
24539,0.0,2096
24540,0.0,178
24541,0.0,46
24542,0.0,1303
24543,0.0,18
24544,0.0,429
24545,0.0,176
24546,1.0,18427
24547,0.0,1215
24548,1.0,7
24549,0.0,2276
24550,1.0,20703
24551,0.0,918
24552,0.0,413
24553,0.0,11
24554,1.0,2373
24555,0.0,6
24556,0.0,1590
24557,0.0,1047
24558,0.0,317
24559,0.0,173
24560,0.0,2509
24561,0.0,122
24562,0.0,221
24563,0.0,1395
24564,0.0,102
24565,1.0,175
24566,0.0,31
24567,0.0,44
24568,0.0,2178
24569,0.0,760
24570,1.0,16
24571,0.0,1109
24572,0.0,2916
24573,0.0,147
24574,0.0,605
24575,0.0,3997
24576,0.0,615
24577,0.0,7795
24578,0.0,267
24579,0.0,98
24580,0.0,39
24581,0.0,10
24582,0.0,217
24583,0.0,20
24584,0.0,1422
24585,0.0,917
24586,0.0,402
24587,0.0,162
24588,1.0,70
24589,1.0,1482
24590,0.0,336
24591,0.0,40
24592,0.0,550
24593,0.0,62
24594,0.0,180
24595,0.0,124
24596,1.0,55
24597,0.0,11500
24598,1.0,222
24599,0.0,484
24600,0.0,722
24601,0.0,48
24602,0.0,252
24603,0.0,290
24604,0.0,886
24605,1.0,334
24606,0.0,474
24607,0.0,133
24608,0.0,980
24609,0.0,115
24610,0.0,94
24611,0.0,221
24612,1.0,2343
24613,0.0,79
24614,0.0,1603
24615,0.0,2753
24616,0.0,1099
24617,0.0,279
24618,0.0,39
24619,0.0,960
24620,0.0,1150
24621,0.0,1251
24622,0.0,1431
24623,0.0,24
24624,0.0,38429
24625,0.0,520
24626,0.0,837
24627,1.0,1643
24628,0.0,2078
24629,0.0,2589
24630,0.0,3266
24631,0.0,860
24632,0.0,532
24633,0.0,243
24634,1.0,4259
24635,0.0,89
24636,0.0,550
24637,0.0,106
24638,0.0,5732
24639,0.0,1358
24640,0.0,1309
24641,0.0,776
24642,0.0,245
24643,0.0,1008
24644,0.0,1848
24645,0.0,2034
24646,0.0,89
24647,0.0,11337
24648,1.0,261
24649,0.0,62
24650,0.0,134
24651,0.0,580
24652,0.0,1734
24653,0.0,37
24654,0.0,412
24655,0.0,24
24656,0.0,707
24657,1.0,1429
24658,0.0,508
24659,1.0,12014
24660,0.0,220
24661,0.0,394
24662,0.0,2220
24663,1.0,11
24664,0.0,870
24665,0.0,282
24666,0.0,1330
24667,0.0,978
24668,0.0,785
24669,0.0,993
24670,0.0,1476
24671,0.0,559
24672,0.0,1098
24673,0.0,3857
24674,0.0,64
24675,0.0,572
24676,0.0,2943
24677,0.0,270
24678,0.0,939
24679,0.0,3847
24680,1.0,27
24681,1.0,1255
24682,0.0,590
24683,1.0,2962
24684,0.0,114
24685,0.0,2337
24686,0.0,55
24687,0.0,324
24688,1.0,5
24689,0.0,394
24690,1.0,17
24691,0.0,505
24692,0.0,2208
24693,1.0,3665
24694,0.0,34
24695,0.0,67
24696,0.0,217
24697,0.0,46
24698,0.0,310
24699,1.0,215
24700,1.0,5226
24701,1.0,27
24702,0.0,247
24703,0.0,1429
24704,0.0,1309
24705,0.0,3441
24706,0.0,640
24707,0.0,293
24708,0.0,507
24709,0.0,34
24710,1.0,5010
24711,0.0,52
24712,0.0,1249
24713,0.0,884
24714,0.0,32
24716,0.0,13
24717,0.0,140
24718,0.0,1862
24719,0.0,735
24720,0.0,63
24721,0.0,517
24722,0.0,12
24723,0.0,37
24724,1.0,14490
24725,0.0,923
24726,0.0,1174
24727,0.0,503
24728,0.0,231
24729,0.0,339
24730,0.0,64
24731,1.0,242
24732,0.0,781
24733,0.0,25306
24734,0.0,7484
24735,0.0,1640
24736,0.0,67
24737,0.0,656
24738,0.0,4796
24739,0.0,452
24740,0.0,122
24741,1.0,441
24742,0.0,7486
24743,1.0,14
24744,0.0,49
24745,0.0,471
24746,0.0,388
24747,0.0,19
24748,0.0,235
24749,0.0,1813
24750,0.0,1123
24751,0.0,4255
24752,0.0,468
24753,0.0,874
24754,1.0,110
24755,0.0,86
24756,0.0,1074
24757,0.0,2266
24758,0.0,106
24759,0.0,66
24760,0.0,12
24761,0.0,309
24762,0.0,362
24763,0.0,212
24764,0.0,1088
24765,0.0,859
24766,0.0,1549
24767,0.0,73
24768,0.0,32
24769,0.0,1702
24770,0.0,330
24771,0.0,281
24772,0.0,185
24773,1.0,1388
24774,0.0,640
24775,0.0,215
24776,0.0,496
24777,0.0,434
24778,0.0,944
24779,0.0,969
24780,0.0,1621
24781,1.0,2240
24782,1.0,3921
24783,0.0,603
24784,1.0,5036
24785,1.0,4469
24786,0.0,721
24787,0.0,70
24788,0.0,104
24789,0.0,955
24790,0.0,2617
24791,0.0,204
24792,0.0,5423
24793,0.0,6993
24794,1.0,55
24795,0.0,229
24796,0.0,7
24797,0.0,2233
24798,0.0,239
24799,0.0,523
24800,1.0,10
24801,0.0,298
24802,1.0,208
24803,0.0,1011
24804,0.0,1298
24805,1.0,14740
24806,0.0,58
24807,0.0,12
24808,1.0,5893
24809,0.0,816
24810,1.0,56
24811,1.0,18317
24812,0.0,948
24813,0.0,1827
24814,0.0,17
24815,0.0,8
24816,0.0,32
24817,0.0,72
24818,0.0,74
24819,0.0,345
24820,1.0,48
24821,1.0,38
24822,0.0,359
24823,0.0,5681
24824,1.0,625
24825,0.0,137
24826,0.0,708
24827,0.0,601
24828,0.0,74
24829,1.0,4670
24830,0.0,12669
24831,0.0,8
24832,1.0,117
24834,0.0,3246
24835,0.0,1700
24836,0.0,2585
24837,0.0,86
24838,0.0,167
24839,0.0,2974
24840,1.0,0
24841,0.0,883
24842,0.0,19
24843,0.0,3715
24844,0.0,244
24845,0.0,73
24846,0.0,553
24847,0.0,1497
24848,0.0,271
24849,0.0,23
24850,0.0,3158
24851,0.0,122
24852,0.0,81
24853,0.0,82
24854,0.0,186
24855,0.0,294
24856,0.0,93
24857,0.0,231
24858,0.0,151
24859,1.0,8
24860,0.0,3243
24861,0.0,1118
24862,0.0,3505
24863,0.0,6526
24864,0.0,217
24865,1.0,4
24866,1.0,0
24867,0.0,2215
24868,0.0,1514
24869,0.0,6388
24870,1.0,575
24871,0.0,1549
24872,0.0,6248
24873,0.0,159
24874,0.0,70
24875,0.0,516
24876,0.0,2494
24877,0.0,320
24878,0.0,8
24879,0.0,1965
24880,0.0,2084
24881,0.0,141
24882,0.0,847
24883,0.0,995
24884,0.0,1294
24885,0.0,452
24886,0.0,35
24887,0.0,1650
24888,0.0,1269
24889,1.0,73
24890,0.0,282
24891,1.0,55
24892,1.0,11899
24893,0.0,1362
24894,0.0,176
24895,0.0,567
24896,0.0,1422
24897,0.0,441
24898,0.0,19
24899,0.0,89
24900,0.0,2217
24901,0.0,1305
24902,0.0,54
24903,0.0,27
24904,0.0,193
24905,0.0,1285
24906,1.0,2061
24907,0.0,99
24908,0.0,118
24909,0.0,2953
24910,0.0,53
24911,0.0,1038
24912,0.0,1424
24913,0.0,2404
24914,0.0,664
24915,0.0,798
24916,0.0,416
24917,0.0,2741
24918,0.0,478
24919,0.0,16
24920,0.0,22
24921,1.0,357
24922,0.0,3343
24923,0.0,17
24924,0.0,7612
24925,0.0,2297
24926,0.0,157
24927,0.0,854
24928,0.0,657
24929,0.0,571
24930,0.0,1140
24932,0.0,333
24933,0.0,94
24934,0.0,126
24935,0.0,101
24936,0.0,1656
24937,0.0,276
24938,0.0,408
24939,0.0,379
24940,0.0,1362
24941,0.0,190
24942,0.0,680
24943,0.0,179
24944,0.0,1680
24946,0.0,1551
24947,0.0,106
24948,0.0,1660
24949,0.0,29
24950,0.0,728
24951,0.0,206
24952,0.0,214
24953,1.0,361
24954,0.0,94
24955,1.0,12520
24956,0.0,99
24957,0.0,1543
24958,0.0,98
24959,0.0,67866
24960,1.0,14308
24961,0.0,296
24962,1.0,327
24963,0.0,264
24964,1.0,91
24965,0.0,206
24966,1.0,7
24967,0.0,284
24968,1.0,1
24969,0.0,1553
24970,0.0,3465
24971,0.0,61
24972,0.0,1198
24973,0.0,779
24974,0.0,1938
24975,0.0,725
24976,0.0,7251
24977,0.0,149
24978,0.0,418
24979,0.0,9189
24980,0.0,1698
24981,0.0,68
24982,0.0,2327
24983,0.0,94
24984,0.0,973
24985,1.0,1915
24986,0.0,6645
24987,1.0,21886
24988,0.0,627
24989,0.0,1734
24990,0.0,184
24991,0.0,2349
24992,0.0,79
24993,0.0,104
24994,0.0,90
24995,0.0,430
24996,0.0,63
24997,0.0,98
24998,1.0,6909
24999,0.0,604
25000,0.0,65
25001,0.0,6140
25002,1.0,65
25003,0.0,14105
25004,0.0,1778
25005,0.0,1438
25006,0.0,309
25007,0.0,1335
25008,0.0,13
25009,0.0,20
25010,0.0,7800
25011,0.0,66
25012,0.0,771
25013,0.0,34
25014,0.0,148
25015,0.0,398
25016,0.0,118
25017,0.0,1513
25018,0.0,1010
25019,0.0,2916
25020,0.0,118
25021,0.0,1232
25022,0.0,622
25023,0.0,1713
25024,0.0,283
25025,0.0,4019
25026,1.0,93
25027,0.0,2735
25028,0.0,678
25029,1.0,4152
25030,1.0,10860
25032,0.0,1986
25033,0.0,1289
25034,0.0,139
25035,0.0,516
25036,0.0,1094
25037,0.0,3032
25038,0.0,4045
25039,0.0,335
25040,1.0,407
25041,0.0,2432
25042,0.0,13846
25043,0.0,2152
25044,0.0,18
25045,0.0,6
25046,0.0,526
25047,0.0,99
25048,1.0,3229
25049,1.0,4
25050,1.0,31211
25051,1.0,2489
25052,0.0,434
25053,0.0,373
25054,0.0,16
25055,0.0,28
25056,0.0,63
25057,0.0,1482
25058,0.0,234
25059,0.0,25
25060,0.0,1079
25061,0.0,150
25062,0.0,1226
25063,0.0,517
25064,1.0,6594
25065,1.0,1498
25066,0.0,1325
25067,0.0,498
25068,1.0,3630
25069,0.0,127
25070,0.0,107
25071,0.0,280
25072,0.0,477
25073,0.0,147
25074,0.0,1759
25075,0.0,923
25076,0.0,309
25077,1.0,15470
25078,0.0,397
25079,0.0,1712
25080,1.0,4973
25081,0.0,249
25082,0.0,669
25083,0.0,22
25084,0.0,69
25085,0.0,5031
25086,0.0,86
25087,0.0,191
25088,0.0,939
25089,0.0,406
25090,0.0,286
25091,0.0,39
25092,0.0,98
25093,0.0,244
25094,0.0,2006
25095,0.0,297
25096,0.0,51
25097,0.0,472
25098,0.0,413
25099,0.0,524
25100,0.0,3347
25101,0.0,108
25102,0.0,456
25103,0.0,165
25104,0.0,607
25105,1.0,18521
25106,0.0,158
25107,0.0,1144
25108,1.0,414
25109,0.0,794
25110,1.0,4626
25111,0.0,2090
25112,0.0,96
25113,0.0,474
25114,0.0,53
25115,0.0,54
25116,0.0,205
25117,0.0,1029
25118,0.0,2170
25119,1.0,1570
25120,0.0,322
25121,0.0,63
25122,1.0,15
25123,0.0,387
25124,0.0,31
25125,1.0,140
25126,0.0,199
25127,0.0,331
25128,0.0,171
25129,0.0,13999
25130,0.0,140
25131,0.0,3326
25132,0.0,67
25133,0.0,30
25134,0.0,13
25135,0.0,233
25136,0.0,1261
25137,0.0,30
25138,0.0,646
25139,0.0,238
25140,1.0,2
25141,0.0,4147
25142,0.0,606
25143,0.0,663
25144,0.0,9
25145,0.0,157
25146,0.0,252
25147,0.0,273
25148,0.0,675
25149,0.0,1149
25150,0.0,456
25151,0.0,99
25152,0.0,3820
25153,0.0,300
25154,0.0,1235
25155,0.0,55
25156,0.0,904
25157,0.0,3
25158,0.0,97
25159,1.0,5579
25160,0.0,1800
25161,0.0,375
25162,0.0,449
25163,1.0,2552
25164,1.0,27457
25165,0.0,28
25166,0.0,262
25167,0.0,467
25168,0.0,44
25169,0.0,568
25170,1.0,2336
25171,0.0,3388
25172,1.0,6930
25173,0.0,215
25174,0.0,14592
25175,0.0,318
25176,0.0,484
25177,0.0,374
25178,0.0,725
25179,0.0,7413
25180,0.0,802
25181,0.0,1657
25182,0.0,1119
25183,0.0,5230
25184,0.0,65
25185,1.0,20
25186,0.0,142
25187,0.0,1053
25188,0.0,31349
25189,0.0,463
25190,0.0,4
25191,1.0,7884
25192,0.0,3431
25193,0.0,171
25194,0.0,24
25195,0.0,208
25196,1.0,50000
25197,0.0,331
25198,0.0,336
25199,1.0,6
25200,1.0,2853
25201,0.0,78
25202,0.0,9225
25203,0.0,62
25204,0.0,216
25205,1.0,279
25206,0.0,65
25207,0.0,174
25208,0.0,392
25209,0.0,1022
25210,1.0,2333
25211,1.0,688
25212,0.0,641
25213,0.0,3185
25214,0.0,359
25215,0.0,1372
25216,0.0,13319
25217,0.0,2230
25218,0.0,1205
25219,1.0,24
25220,0.0,19
25221,0.0,1920
25222,0.0,2567
25223,0.0,325
25224,0.0,2454
25225,0.0,39
25226,1.0,27
25227,0.0,79
25228,0.0,243
25229,1.0,16
25230,0.0,28
25231,0.0,1423
25232,0.0,137
25233,0.0,3482
25234,0.0,124
25235,0.0,530
25236,0.0,188
25237,1.0,210
25238,0.0,6629
25239,0.0,87
25240,0.0,243
25241,0.0,225
25242,0.0,1217
25243,0.0,692
25244,0.0,1667
25245,0.0,250
25247,0.0,3700
25248,0.0,439
25249,0.0,892
25250,0.0,525
25251,0.0,392
25252,0.0,7136
25253,0.0,42
25254,0.0,1797
25255,0.0,6279
25256,0.0,4088
25257,0.0,18
25258,0.0,98
25259,0.0,510
25260,0.0,13856
25261,0.0,126
25262,0.0,146
25263,0.0,822
25264,1.0,5200
25265,0.0,163
25266,0.0,1060
25267,0.0,846
25268,0.0,2094
25269,0.0,75
25270,0.0,151
25271,0.0,147
25272,1.0,1845
25273,1.0,243
25274,1.0,141
25275,0.0,230
25276,0.0,5786
25277,0.0,5641
25278,1.0,149
25279,0.0,3195
25280,0.0,118
25281,0.0,76
25282,0.0,447
25283,0.0,4617
25284,0.0,2978
25285,1.0,5668
25286,0.0,1290
25287,1.0,5556
25288,0.0,471
25289,0.0,119
25290,0.0,16
25291,0.0,254
25292,0.0,85
25293,0.0,765
25294,0.0,215
25295,0.0,1107
25296,0.0,669
25297,0.0,59
25298,0.0,62
25299,1.0,63
25300,0.0,120
25301,0.0,1771
25302,0.0,425
25303,0.0,8
25304,0.0,187
25305,0.0,301
25306,0.0,1099
25307,1.0,67
25308,0.0,981
25309,0.0,1461
25310,0.0,300
25311,0.0,349
25312,0.0,19
25313,0.0,277
25314,1.0,98
25315,0.0,560
25316,0.0,621
25317,1.0,6
25318,0.0,568
25319,0.0,8
25320,0.0,637
25321,0.0,97
25322,0.0,406
25323,0.0,237
25324,0.0,43
25325,0.0,45
25326,1.0,402
25327,0.0,616
25328,0.0,523
25329,0.0,6805
25330,0.0,3523
25331,0.0,8020
25332,0.0,125
25333,1.0,425
25334,0.0,826
25335,0.0,409
25336,1.0,19833
25337,1.0,35
25338,1.0,10
25339,0.0,2855
25340,0.0,91
25341,0.0,226
25342,1.0,4229
25343,0.0,140
25344,0.0,197
25345,0.0,2723
25346,0.0,2623
25347,0.0,324
25348,0.0,1412
25349,0.0,1
25350,0.0,179
25351,0.0,244
25352,0.0,24
25353,0.0,196
25354,0.0,30
25355,0.0,5341
25356,0.0,75
25357,1.0,0
25358,0.0,3555
25359,0.0,36
25360,0.0,488
25361,1.0,100
25362,0.0,1653
25363,0.0,473
25364,0.0,580
25365,0.0,64
25366,0.0,3745
25367,0.0,5338
25368,0.0,220
25369,0.0,32
25370,0.0,466
25371,0.0,74
25372,1.0,6996
25373,0.0,9603
25374,0.0,2586
25375,0.0,290
25376,0.0,721
25377,0.0,138
25378,0.0,6881
25379,1.0,2992
25380,0.0,67
25381,0.0,20
25382,0.0,57607
25383,0.0,297
25384,0.0,998
25385,0.0,463
25386,0.0,581
25387,0.0,305
25388,0.0,1285
25389,0.0,1155
25390,0.0,368
25391,0.0,430
25392,0.0,754
25393,0.0,3412
25394,0.0,621
25395,0.0,603
25396,0.0,20
25397,0.0,109
25398,0.0,17
25399,0.0,1266
25400,1.0,10
25401,0.0,338
25402,0.0,274
25403,0.0,26
25404,0.0,335
25405,0.0,12
25406,0.0,2128
25407,0.0,23
25408,0.0,55
25409,0.0,5
25410,0.0,1320
25411,0.0,4124
25412,0.0,1868
25413,0.0,225
25414,0.0,65
25415,0.0,2099
25416,0.0,366
25417,0.0,172
25418,0.0,643
25419,0.0,6016
25420,0.0,1133
25421,0.0,1302
25422,0.0,769
25423,0.0,16
25424,0.0,19
25425,0.0,499
25426,0.0,283
25427,1.0,5
25428,0.0,1485
25429,0.0,2876
25430,1.0,736
25431,0.0,4358
25432,0.0,847
25433,0.0,737
25434,0.0,132
25435,0.0,216
25436,0.0,5638
25437,1.0,321
25438,0.0,372
25439,0.0,275
25440,0.0,155
25441,0.0,259
25442,0.0,1429
25443,0.0,624
25444,1.0,22503
25445,0.0,117
25446,0.0,783
25447,0.0,152
25448,0.0,138
25449,0.0,7196
25450,1.0,5264
25451,0.0,781
25452,0.0,22
25453,0.0,379
25454,0.0,158
25455,1.0,2703
25456,0.0,338
25457,0.0,32
25458,0.0,2897
25459,0.0,357
25460,0.0,227
25461,0.0,3581
25462,0.0,574
25463,0.0,874
25464,0.0,374
25465,0.0,1767
25466,0.0,2469
25467,0.0,17
25468,0.0,682
25469,0.0,2445
25470,0.0,429
25471,0.0,100
25472,0.0,312
25473,0.0,1041
25474,0.0,31
25475,0.0,1580
25476,0.0,586
25477,0.0,219
25478,0.0,1985
25479,0.0,581
25480,0.0,4075
25481,0.0,1502
25482,0.0,461
25483,1.0,243
25484,1.0,152
25485,0.0,634
25486,0.0,18
25487,1.0,266
25488,1.0,1408
25489,0.0,624
25490,0.0,3294
25491,0.0,1691
25492,0.0,44
25493,0.0,378
25494,1.0,14
25495,0.0,606
25496,0.0,183
25497,0.0,668
25498,0.0,349
25499,0.0,1244
25500,0.0,5
25501,0.0,230
25502,0.0,99
25503,0.0,3031
25504,1.0,7
25505,0.0,2509
25506,0.0,1543
25507,0.0,5149
25508,0.0,393
25509,0.0,216
25510,0.0,103
25511,0.0,31
25512,0.0,143
25513,0.0,973
25514,0.0,537
25515,0.0,315
25516,0.0,383
25517,0.0,367
25518,0.0,3797
25519,0.0,350
25520,0.0,20
25521,0.0,1475
25522,0.0,735
25523,0.0,904
25524,0.0,257
25525,0.0,206
25526,0.0,1099
25527,1.0,50
25528,0.0,176
25529,0.0,86
25530,0.0,647
25531,0.0,31
25532,0.0,1821
25533,1.0,3655
25534,0.0,3420
25535,0.0,54
25536,0.0,638
25537,0.0,610
25538,1.0,4131
25539,0.0,7
25540,0.0,351
25541,0.0,560
25542,0.0,1008
25543,0.0,191
25544,0.0,457
25545,0.0,55
25546,0.0,489
25547,0.0,82
25548,0.0,9706
25549,0.0,157
25550,0.0,200
25551,0.0,275
25552,0.0,9
25553,0.0,2585
25554,0.0,1079
25555,0.0,1359
25556,0.0,53
25557,0.0,46
25558,0.0,5749
25559,1.0,526
25560,0.0,81
25561,0.0,112
25562,0.0,117
25563,0.0,1116
25564,0.0,19
25565,0.0,207
25566,0.0,443
25567,0.0,175
25568,0.0,416
25569,0.0,56
25570,0.0,9264
25571,0.0,189
25572,0.0,2663
25573,0.0,129
25574,0.0,396
25575,0.0,188
25576,0.0,33
25577,0.0,899
25578,0.0,1252
25579,0.0,7014
25580,1.0,54
25581,0.0,63
