,bot,followers_count
47798,0.0,268
47799,0.0,350
47800,0.0,887
47801,0.0,55
47802,0.0,170
47803,0.0,37
47804,1.0,0
47805,0.0,23
47806,1.0,1
47807,0.0,752
47808,1.0,728
47809,1.0,391
47810,0.0,72956
47811,0.0,300
47812,0.0,13
47813,0.0,7
47814,0.0,219
47815,0.0,85
47816,1.0,7
47817,1.0,321
47818,0.0,16629
47819,0.0,452
47820,0.0,239
47821,0.0,139
47822,0.0,260
47823,0.0,916
47825,0.0,3352
47826,0.0,108
47827,0.0,442
47828,0.0,202
47829,0.0,288
47830,0.0,967
47831,1.0,3593
47832,0.0,112
47833,0.0,12
47834,1.0,19
47835,1.0,91
47836,0.0,752
47837,0.0,563
47838,1.0,3324
47839,0.0,827
47840,0.0,8101
47841,1.0,701
47842,0.0,179
47843,0.0,1713
47844,1.0,187
47845,0.0,375
47846,0.0,717
47847,0.0,1643
47848,0.0,21
47849,0.0,1713
47850,1.0,0
47851,0.0,503
47852,1.0,44
47853,0.0,330
47854,1.0,17515
47855,0.0,457
47856,0.0,39
47857,0.0,67
47858,0.0,1109
47859,0.0,151
47860,0.0,954
47861,0.0,71517
47862,0.0,707
47863,0.0,1849
47864,0.0,1954
47865,0.0,744
47866,0.0,242
47867,0.0,302
47868,0.0,162
47869,0.0,19
47870,0.0,834
47871,0.0,748
47872,0.0,645
47873,0.0,42
47874,0.0,230
47875,0.0,6
47876,0.0,240
47877,0.0,91
47878,0.0,942
47879,0.0,315
47880,0.0,5786
47881,1.0,44
47882,0.0,1673
47883,0.0,217
47884,0.0,55
47885,0.0,32
47886,0.0,1854
47887,0.0,69
47888,0.0,1586
47889,0.0,80
47890,1.0,815
47891,0.0,158
47892,0.0,2263
47893,0.0,557
47894,0.0,85
47895,0.0,754
47896,0.0,178
47897,0.0,7
47898,0.0,3105
47899,0.0,9
47900,1.0,1134
47901,1.0,437
47902,0.0,153
47903,0.0,38
47904,0.0,3
47905,0.0,3671
47906,1.0,11
47907,0.0,23
47908,0.0,1318
47909,0.0,41
47910,0.0,0
47911,0.0,10496
47912,0.0,100
47913,0.0,578
47914,0.0,4195
47915,0.0,2176
47916,0.0,35
47917,0.0,32
47918,0.0,110
47919,0.0,66
47920,0.0,897
47921,0.0,143
47922,0.0,284
47923,0.0,3053
47924,0.0,67
47925,0.0,65
47926,1.0,14728
47927,0.0,302
47928,0.0,343
47929,0.0,32
47930,0.0,177
47931,0.0,7534
47932,0.0,3246
47933,0.0,708
47934,0.0,21
47935,0.0,32
47936,0.0,220
47937,1.0,21
47938,0.0,53
47939,0.0,240
47940,0.0,27
47941,0.0,1793
47942,0.0,682
47943,0.0,2357
47944,0.0,225
47945,0.0,167
47946,0.0,1097
47947,0.0,108
47948,0.0,21
47949,1.0,23
47950,0.0,1215
47951,1.0,165
47952,0.0,0
47953,0.0,19
47954,0.0,44
47955,0.0,146
47956,0.0,129
47957,0.0,47
47958,0.0,8
47959,0.0,510
47960,0.0,146
47961,0.0,438
47962,0.0,3180
47963,0.0,188
47964,0.0,740
47965,0.0,559
47966,1.0,1077
47967,0.0,655
47968,0.0,53
47969,0.0,22
47971,0.0,29
47972,0.0,5081
47973,1.0,134458
47974,0.0,1859
47975,1.0,2
47976,1.0,48
47977,0.0,437
47978,0.0,1839
47979,0.0,2261
47980,0.0,431
47981,0.0,21
47982,0.0,176
47983,0.0,1304
47984,0.0,2721
47985,0.0,662
47986,1.0,30
47987,0.0,901
47988,1.0,1
47989,0.0,156
47990,0.0,153
47991,0.0,1203
47992,0.0,21
47993,1.0,191
47994,0.0,563
47995,0.0,606
47996,0.0,331
47997,0.0,1
47998,0.0,454
47999,1.0,4375
48000,0.0,380
48001,0.0,17
48003,0.0,30062
48004,0.0,80
48006,0.0,474
48007,0.0,7542
48008,0.0,541
48009,0.0,24
48010,0.0,2570
48012,0.0,563
48013,0.0,71
48014,0.0,5668
48016,0.0,492
48018,0.0,193
48019,0.0,13
48020,0.0,52
48022,0.0,1015
48023,0.0,32
48024,1.0,0
48025,0.0,4040
48026,0.0,3752
48027,0.0,61
48028,0.0,389
48029,0.0,766
48030,0.0,369
48031,0.0,26
48032,0.0,5241
48033,0.0,26
48035,1.0,40
48036,0.0,657
48037,0.0,1946
48038,0.0,2600
48039,0.0,238
48040,0.0,2262
48041,0.0,228
48042,0.0,388
48043,0.0,4
48044,0.0,82
48047,0.0,311
48049,0.0,723
48051,0.0,339
48052,0.0,139
48053,0.0,42
48054,0.0,368
48056,0.0,1857
48057,0.0,184
48058,0.0,285
48059,0.0,10
48060,0.0,1133
48061,0.0,423
48062,0.0,296
48064,0.0,11
48066,0.0,182
48067,0.0,91
48071,0.0,193
48074,0.0,144
48075,0.0,101
48076,0.0,496
48077,0.0,744
48078,0.0,1872
48079,0.0,32
48082,0.0,2421
48084,0.0,11643
48086,0.0,164
48087,0.0,3112
48089,0.0,268
48091,0.0,1700
48092,0.0,7396
48094,1.0,3
48095,0.0,71
48097,0.0,1765
48098,0.0,1342
48099,0.0,1477
48101,0.0,35
48102,0.0,114
48103,0.0,36
48104,0.0,1746
48105,0.0,195
48110,0.0,736
48113,0.0,2718
48114,1.0,4259
48118,0.0,387
48119,1.0,2155
48120,0.0,432
48121,0.0,4819
48122,0.0,570
48123,0.0,82
48127,0.0,793
48129,1.0,18
48131,0.0,613
48133,0.0,122
48137,1.0,836
48139,0.0,1225
48141,0.0,12
48144,0.0,2843
48147,0.0,138
48148,0.0,15
48149,0.0,238
48150,1.0,0
48151,0.0,58
48153,1.0,38147
48154,0.0,1642
48155,0.0,65
48156,0.0,144
48157,0.0,3286
48159,0.0,46
48160,0.0,416
48161,0.0,716
48162,0.0,124
48163,0.0,68
48164,0.0,821
48167,1.0,5
48168,0.0,809
48169,0.0,4959
48170,1.0,0
48173,0.0,58
48176,0.0,1025
48177,1.0,146
48178,0.0,61
48179,0.0,417
48181,0.0,692
48182,0.0,496
48185,0.0,52
48186,0.0,123
48187,0.0,299
48188,0.0,715
48189,0.0,1934
48191,0.0,139
48194,0.0,106
48195,0.0,64
48197,0.0,14669
48198,0.0,570
48200,0.0,91
48201,0.0,284
48202,0.0,206
48203,0.0,10074
48206,0.0,520
48207,1.0,7
48208,0.0,703
48210,0.0,89
48211,0.0,9
48212,0.0,7799
48213,0.0,1781
48214,0.0,85
48215,0.0,1510
48220,0.0,1367
48221,0.0,30
48222,0.0,12
48225,1.0,1867
48227,0.0,28
48228,0.0,683
48229,0.0,752
48231,0.0,13
48232,0.0,2290
48233,1.0,5021
48234,0.0,511
48236,0.0,662
48237,0.0,2963
48238,1.0,14156
48239,0.0,4261
48240,0.0,76
48241,0.0,430
48242,0.0,109
48244,1.0,1
48247,1.0,291
48248,0.0,418
48249,0.0,134
48250,0.0,214
48252,0.0,9
48254,0.0,287
48256,0.0,20
48257,1.0,4148
48263,0.0,20
48264,1.0,52
48265,0.0,26
48266,0.0,1529
48267,0.0,30
48270,1.0,1115
48272,0.0,88
48273,0.0,731
48274,0.0,1076
48275,1.0,1799
48276,0.0,2602
48277,0.0,747
48279,0.0,19
48280,0.0,1623
48281,0.0,424
48282,1.0,194
48283,0.0,9
48284,1.0,18
48285,0.0,1783
48286,0.0,293
48287,0.0,196
48288,1.0,2814
48289,0.0,93
48290,0.0,1101
48291,0.0,18
48293,0.0,183
48294,0.0,116
48295,0.0,1315
48297,0.0,569
48298,0.0,565
48299,0.0,79
48300,1.0,3624
48303,0.0,4585
48304,0.0,418
48305,0.0,159
48310,0.0,42
48311,0.0,858
48312,0.0,32
48316,0.0,87
48318,0.0,1330
48319,0.0,184
48320,0.0,956
48321,0.0,5
48322,0.0,962
48323,0.0,512
48324,1.0,4041
48326,0.0,342
48328,0.0,148
48329,0.0,781
48330,0.0,148
48331,0.0,59
48332,0.0,26
48333,0.0,174
48335,0.0,1752
48338,0.0,148
48339,1.0,338
48341,0.0,24
48343,0.0,187
48345,0.0,59
48348,0.0,38
48349,0.0,83
48350,0.0,196
48351,0.0,105
48352,0.0,154
48354,0.0,409
48355,1.0,9421
48357,0.0,6
48359,0.0,7335
48360,0.0,84
48361,0.0,121
48362,1.0,5302
48363,0.0,301
48364,1.0,1
48365,1.0,36
48366,0.0,1088
48368,0.0,947
48369,1.0,93
48371,0.0,630
48372,0.0,918
48373,0.0,64
48374,0.0,9589
48376,0.0,3754
48377,0.0,878
48378,1.0,5491
48380,0.0,1445
48383,0.0,1782
48384,0.0,33
48385,0.0,142
48387,1.0,136
48388,0.0,470
48389,0.0,99
48390,0.0,18
48391,0.0,407
48392,0.0,9076
48393,0.0,30
48394,1.0,414
48395,0.0,851
48396,0.0,102
48399,0.0,80
48400,1.0,14
48401,1.0,51
48402,0.0,22
48404,0.0,181
48405,0.0,12
48408,0.0,3776
48410,0.0,24
48411,0.0,125
48412,0.0,666
48413,0.0,279
48414,0.0,26
48415,0.0,1181
48417,1.0,169
48420,0.0,115
48423,0.0,72
48424,0.0,78
48425,0.0,5357
48427,0.0,536
48428,0.0,37
48429,0.0,232
48431,0.0,705
48433,0.0,67
48434,0.0,56
48435,1.0,10
48436,0.0,6783
48437,0.0,0
48438,0.0,1461
48444,0.0,47
48445,0.0,5382
48446,0.0,620
48447,1.0,18
48448,1.0,692
48451,0.0,119
48452,0.0,102
48453,0.0,473
48454,0.0,1151
48455,0.0,4367
48456,1.0,2237
48458,0.0,3144
48459,0.0,209
48460,0.0,293
48462,0.0,51
48465,1.0,1
48466,1.0,1190
48467,1.0,410
48468,1.0,6147
48469,1.0,9
48471,0.0,1
48472,0.0,1748
48473,0.0,59
48474,0.0,897
48480,0.0,31907
48481,0.0,26
48482,0.0,90
48483,0.0,63
48484,0.0,336
48486,0.0,87
48489,1.0,16
48490,1.0,41
48491,0.0,1610
48492,0.0,65
48494,0.0,3090
48495,0.0,117
48496,0.0,595
48497,0.0,4772
48498,0.0,25
48500,1.0,1481
48502,0.0,63
48503,0.0,12
48509,1.0,9161
48510,0.0,163
48513,1.0,30
48514,1.0,0
48515,0.0,45
48516,0.0,78
48517,1.0,559
48518,0.0,3360
48519,0.0,827
48523,0.0,17
48527,0.0,107
48528,0.0,223
48530,1.0,4955
48533,0.0,654
48534,0.0,1282
48535,0.0,640
48538,0.0,375
48539,0.0,1341
48540,0.0,11
48541,0.0,59
48542,0.0,74
48543,0.0,1276
48544,0.0,630
48545,0.0,92
48546,0.0,53
48547,0.0,401
48549,0.0,3424
48550,0.0,272
48552,0.0,2472
48553,0.0,2244
48554,0.0,3432
48556,0.0,3474
48557,0.0,26
48558,0.0,5523
48559,0.0,38
48560,1.0,64
48561,0.0,17
48562,0.0,6
48564,0.0,59262
48565,0.0,666
48566,0.0,375
48567,0.0,152
48568,0.0,145
48569,0.0,3031
48571,0.0,65
48572,0.0,1144
48573,0.0,212
48574,0.0,33
48575,0.0,1100
48576,0.0,1520
48577,0.0,1140
48578,0.0,30
48579,0.0,2187
48580,0.0,9962
48581,0.0,166
48584,1.0,5693
48585,0.0,1463
48586,0.0,1456
48588,0.0,7807
48589,0.0,193
48591,0.0,260
48593,1.0,22
48594,0.0,227
48595,0.0,3400
48597,1.0,2789
48598,0.0,359
48599,0.0,41
48600,0.0,4
48602,0.0,167
48603,0.0,3607
48604,0.0,14
48607,1.0,4
48609,1.0,2237
48610,0.0,98
48611,1.0,39
48612,0.0,151
48613,0.0,210
48614,1.0,250
48615,0.0,350
48616,1.0,22745
48617,0.0,2101
48619,0.0,151
48622,0.0,212
48624,0.0,1446
48625,1.0,6
48626,0.0,358
48627,1.0,6
48629,0.0,32
48630,1.0,101
48631,0.0,21
48633,0.0,359
48634,0.0,499
48635,0.0,14
48636,0.0,535
48637,0.0,13
48639,0.0,74
48640,0.0,27
48642,0.0,4
48644,1.0,108
48645,0.0,15361
48646,0.0,16
48648,0.0,5174
48649,0.0,582
48650,0.0,387
48653,0.0,427
48659,0.0,3110
48660,0.0,284
48661,0.0,234
48662,0.0,126
48663,0.0,3462
48664,0.0,764
48665,0.0,3699
48669,0.0,249
48670,0.0,278
48671,0.0,203
48672,0.0,37
48673,0.0,956
48674,0.0,4625
48676,0.0,358
48679,0.0,34
48682,0.0,26
48683,0.0,753
48685,0.0,2216
48686,0.0,63996
48687,0.0,514
48689,0.0,3924
48691,1.0,833
48692,1.0,1
48693,0.0,3362
48694,1.0,6673
48695,0.0,13252
48696,1.0,603
48697,0.0,20
48700,1.0,11
48701,0.0,142
48702,1.0,30
48703,0.0,21
48704,0.0,22
48705,1.0,224
48710,0.0,681
48711,0.0,601
48713,1.0,8946
48714,0.0,68
48716,0.0,8
48718,1.0,902
48719,1.0,1
48721,0.0,132
48726,1.0,6
48727,0.0,2734
48728,0.0,5258
48730,0.0,21
48731,0.0,885
48732,0.0,102
48734,0.0,21289
48736,0.0,6
48737,1.0,10
48740,0.0,92
48742,1.0,21
48743,0.0,411
48745,0.0,77
48747,0.0,476
48748,0.0,306
48749,0.0,463
48752,0.0,249
48754,0.0,450
48756,1.0,35
48758,1.0,16
48761,0.0,1039
48762,1.0,3988
48763,0.0,848
48765,0.0,33178
48768,0.0,1725
48769,0.0,45
48770,1.0,26
48771,0.0,245
48774,0.0,154
48776,0.0,8
48778,0.0,541
48781,0.0,307
48782,0.0,151
48785,0.0,252
48788,0.0,70
48789,0.0,581
48790,0.0,266
48791,0.0,184
48792,0.0,3024
48795,1.0,1
48796,1.0,20
48797,0.0,32
48798,0.0,22
48799,0.0,1841
48800,0.0,910
48802,0.0,75836
48803,0.0,423
48805,0.0,158
48806,0.0,112
48807,0.0,1860
48808,0.0,2895
48809,0.0,250
48811,0.0,24
48814,0.0,399
48816,1.0,4688
48818,1.0,4571
48820,1.0,1
48821,0.0,46
48822,0.0,76
48823,0.0,2876
48824,0.0,10
48826,0.0,130
48827,1.0,505
48828,1.0,1825
48829,1.0,7574
48830,0.0,1142
48831,0.0,1489
48832,0.0,206
48833,0.0,548
48834,0.0,43
48836,0.0,42
48838,0.0,110
48840,0.0,12
48841,1.0,10
48843,0.0,655
48846,0.0,147
48847,0.0,652
48848,0.0,53
48850,0.0,379
48852,0.0,593
48854,0.0,431
48855,0.0,469
48856,0.0,36
48859,0.0,612
48860,0.0,393
48862,0.0,1303
48863,1.0,46
48864,0.0,3104
48866,0.0,95
48867,1.0,20
48869,1.0,660
48870,0.0,1296
48871,0.0,31
48872,0.0,897
48873,0.0,234
48875,1.0,25
48877,0.0,5680
48878,0.0,11
48879,0.0,12809
48882,0.0,112
48883,0.0,88
48884,0.0,7516
48885,0.0,930
48886,1.0,49
48887,1.0,35
48888,0.0,206
48890,0.0,3174
48892,0.0,1047
48893,0.0,1024
48894,0.0,26
48895,0.0,321
48897,0.0,1682
48898,0.0,41
48899,1.0,453
48900,0.0,3592
48901,0.0,3316
48903,0.0,100
48904,1.0,3291
48906,1.0,77
48907,1.0,25
48908,0.0,33
48909,0.0,46
48912,0.0,1712
48915,0.0,1380
48916,0.0,505
48917,1.0,5995
48918,0.0,5077
48919,0.0,2549
48920,0.0,962
48921,0.0,244
48922,1.0,0
48924,0.0,106
48926,0.0,565
48928,0.0,65
48929,0.0,1220
48930,0.0,349
48931,1.0,7931
48932,0.0,181
48933,0.0,9
48935,0.0,3
48938,0.0,489
48939,0.0,7
48940,0.0,1068
48941,0.0,183
48942,0.0,3248
48944,0.0,34
48945,0.0,5
48946,0.0,5004
48948,1.0,13695
48950,0.0,58
48951,0.0,1935
48952,0.0,1186
48954,0.0,60
48955,0.0,68
48956,0.0,63
48957,1.0,27
48958,0.0,23
48959,1.0,101
48960,0.0,379
48961,0.0,206
48963,1.0,94
48965,1.0,73
48966,0.0,8025
48967,0.0,38
48968,0.0,53
48969,1.0,388
48971,0.0,35
48974,0.0,294
48975,0.0,37
48976,0.0,1178
48977,0.0,11
48978,0.0,979
48979,0.0,1577
48980,0.0,245
48981,1.0,2
48983,1.0,140
48984,0.0,56
48985,0.0,2101
48986,0.0,637
48988,0.0,6153
48989,1.0,95
48990,1.0,7477
48991,0.0,678
48992,1.0,963
48993,1.0,0
48994,0.0,1607
48996,0.0,178
48997,0.0,58
48998,1.0,25
48999,0.0,230
49000,0.0,380
49002,0.0,15
49003,0.0,366
49004,0.0,351
49006,0.0,19
49007,0.0,1297
49009,1.0,39
49010,0.0,18
49011,0.0,921
49013,0.0,466
49016,0.0,730
49018,0.0,46
49019,0.0,799
49024,0.0,649
49025,0.0,123
49026,1.0,17
49027,0.0,164
49028,0.0,208
49030,0.0,319
49033,1.0,2
49036,0.0,1716
49037,0.0,381
49038,1.0,7917
49039,1.0,12
49040,0.0,131
49041,0.0,227
49042,0.0,101
49044,1.0,3
49046,0.0,49
49047,0.0,35
49048,0.0,125
49049,1.0,105
49051,0.0,30
49052,0.0,250
49053,0.0,659
49055,0.0,351
49057,0.0,88
49059,0.0,873
49060,0.0,41
49062,1.0,196
49064,1.0,1298
49065,0.0,107
49067,0.0,544
49068,0.0,3303
49069,0.0,3013
49071,0.0,177
49074,0.0,745
49075,0.0,9961
49076,0.0,944
49077,0.0,84
49079,0.0,87
49080,0.0,303
49084,1.0,6625
49085,1.0,9368
49086,0.0,88
49090,0.0,189
49091,0.0,127
49092,1.0,41
49094,0.0,45
49095,0.0,6
49096,0.0,856
49098,0.0,270
49099,0.0,953
49100,0.0,62
49102,0.0,145
49103,0.0,541
49104,0.0,41
49105,0.0,139
49106,1.0,526
49107,0.0,537
49108,0.0,18
49109,0.0,3177
49110,0.0,95
49111,0.0,1445
49112,0.0,2948
49114,0.0,142
49115,0.0,11252
49116,0.0,142
49117,0.0,538
49120,0.0,317
49121,0.0,57
49122,0.0,221
49123,0.0,5206
49124,0.0,213
49126,0.0,62
49128,0.0,59
49132,1.0,479
49133,0.0,767
49134,1.0,469
49135,0.0,117
49136,0.0,4243
49138,0.0,27
49139,0.0,899
49141,0.0,646
49142,0.0,2364
49143,0.0,14
49147,0.0,107
49149,0.0,512
49150,0.0,41
49151,0.0,4249
49153,1.0,923
49155,0.0,92
49158,0.0,18
49159,0.0,556
49160,0.0,1089
49162,1.0,446
49165,0.0,45
49167,0.0,53557
49168,1.0,0
49169,1.0,2712
49170,0.0,70
49172,0.0,838
49173,0.0,29965
49174,0.0,45
49175,0.0,613
49176,1.0,1754
49177,0.0,4152
49178,1.0,33
49179,0.0,564
49180,0.0,2520
49181,1.0,209
49182,1.0,804
49183,0.0,1358
49185,0.0,25
49187,0.0,314
49188,0.0,16
49189,0.0,40
49191,1.0,56
49192,0.0,132
49194,0.0,1169
49195,1.0,6110
49196,0.0,377
49197,0.0,67
49198,0.0,28
49200,1.0,50
49201,0.0,2
49202,0.0,2573
49204,0.0,235
49205,0.0,10
49206,0.0,15
49207,0.0,102
49209,0.0,506
49210,0.0,2046
49211,0.0,3396
49212,0.0,94
49213,0.0,111
49215,0.0,50
49216,1.0,169
49217,0.0,1063
49220,0.0,709
49221,1.0,1750
49222,0.0,4
49224,0.0,1486
49225,0.0,641
49226,1.0,1883
49228,0.0,71
49229,1.0,470
49230,0.0,31
49231,0.0,30
49232,1.0,1217
49233,0.0,1522
49234,1.0,80
49235,0.0,452
49236,0.0,811
49237,0.0,3
49239,1.0,8
49240,0.0,9
49241,0.0,499
49242,0.0,361
49244,1.0,37
49246,0.0,4020
49247,0.0,627
49248,1.0,2
49250,0.0,46898
49252,0.0,291
49253,1.0,229
49254,0.0,1225
49255,0.0,1286
49256,0.0,8
49257,0.0,14
49258,1.0,71
49259,0.0,1865
49260,0.0,234
49261,0.0,1140
49262,0.0,25
49263,0.0,169
49264,0.0,26
49268,1.0,26
49271,1.0,3097
49272,0.0,143
49274,1.0,1139
49275,0.0,3655
49277,1.0,48955
49278,0.0,36
49279,0.0,132
49280,0.0,11
49282,0.0,34
49283,0.0,936
49284,0.0,71
49285,1.0,41
49286,0.0,204
49287,0.0,5772
49288,0.0,65
49291,0.0,3203
49293,0.0,310
49295,0.0,909
49296,1.0,1484
49297,0.0,1822
49300,0.0,145
49302,0.0,79
49303,1.0,972
49304,0.0,119
49305,0.0,2938
49307,0.0,88
49309,0.0,3666
49311,0.0,3024
49312,0.0,5
49313,0.0,563
49314,0.0,2232
49315,0.0,33
49317,0.0,40
49318,0.0,3454
49320,0.0,39
49321,0.0,452
49322,0.0,23
49323,0.0,33
49325,1.0,9042
49326,1.0,1270
49328,0.0,5
49329,0.0,23957
49330,1.0,15
49332,0.0,2073
49337,0.0,718
49339,0.0,380
49342,0.0,2017
49343,0.0,5
49344,0.0,59
49346,0.0,22606
49347,0.0,83
49348,0.0,281
49349,0.0,504
49350,1.0,42
49351,0.0,531
49352,1.0,4697
49353,0.0,2025
49354,0.0,1630
49355,0.0,1
49356,0.0,576
49357,0.0,47
49358,1.0,12
49359,0.0,36
49360,0.0,85
49361,0.0,237
49362,0.0,101
49363,0.0,2436
49364,0.0,3485
49367,0.0,1210
49368,0.0,50
49370,0.0,62
49372,0.0,83
49373,1.0,10970
49374,0.0,1300
49376,0.0,58
49378,0.0,578
49379,0.0,123
49381,0.0,25
49382,1.0,338
49383,0.0,322
49384,0.0,335
49386,0.0,32
49387,0.0,35
49388,1.0,48
49389,0.0,744
49393,0.0,130
49394,0.0,120
49396,0.0,35
49398,0.0,282
49400,0.0,1292
49401,0.0,44
49402,0.0,1740
49403,0.0,98
49404,0.0,1034
49406,1.0,53
49407,0.0,131
49408,0.0,1118
49409,0.0,110
49411,0.0,81
49412,1.0,859
49413,0.0,884
49414,0.0,873
49415,0.0,93
49416,0.0,3254
49417,0.0,22
49421,1.0,90
49423,0.0,4
49424,1.0,1875
49425,0.0,92
49426,0.0,162
49427,0.0,235
49431,1.0,1827
49432,0.0,44
49434,0.0,75
49435,0.0,392
49436,1.0,10180
49437,1.0,19708
49438,0.0,322
49439,0.0,32
49440,1.0,475
49441,0.0,121
49442,1.0,6
49445,0.0,9
49446,0.0,74
49447,0.0,522
49448,0.0,4886
49449,0.0,1083
49450,0.0,1181
49451,1.0,251
49454,1.0,13256
49455,0.0,107
49456,0.0,268
49458,0.0,1869
49459,0.0,29
49460,0.0,55
49461,0.0,284
49462,0.0,531
49463,0.0,99
49465,0.0,443
49466,0.0,95
49467,0.0,1
49468,0.0,399
49469,1.0,13
49470,1.0,2
49474,0.0,573
49475,0.0,326
49476,0.0,396
49477,0.0,137
49478,1.0,1229
49479,0.0,2114
49480,0.0,6965
49481,0.0,2649
49483,0.0,2170
49484,0.0,1642
49485,0.0,136
49486,0.0,75
49489,0.0,1998
49490,1.0,22850
49491,0.0,1559
49492,1.0,8
49493,0.0,653
49494,1.0,1
49495,0.0,12
49496,0.0,809
49497,0.0,2488
49499,0.0,1
49500,0.0,33
49501,0.0,243
49504,0.0,59
49505,0.0,2289
49506,0.0,911
49508,0.0,396
49509,0.0,482
49511,1.0,194
49513,1.0,10
49515,0.0,110
49517,1.0,172
49519,0.0,40
49522,0.0,657
49523,0.0,610
49524,0.0,347
49525,0.0,2104
49526,0.0,1152
49527,0.0,81
49528,0.0,9
49529,0.0,93
49531,1.0,4288
49534,1.0,21
49536,0.0,34
49537,0.0,92
49539,0.0,302
49541,0.0,1093
49543,0.0,386
49547,0.0,19
49548,0.0,307
49549,0.0,21
49550,0.0,988
49552,0.0,71
49553,0.0,1000
49554,0.0,318
49556,0.0,57
49561,0.0,1017
49562,0.0,14672
49563,0.0,739
49567,0.0,88
49569,0.0,38
49572,1.0,2375
49573,0.0,1168
49579,0.0,44
49580,1.0,45
49582,0.0,230
49583,0.0,16
49584,0.0,1000
49586,1.0,1
49587,0.0,1716
49589,0.0,2309
49590,0.0,110
49591,0.0,109
49593,0.0,112
49596,0.0,1320
49598,1.0,707
49599,0.0,417
49601,0.0,2344
49602,0.0,82
49604,1.0,281
49605,0.0,236
49606,0.0,407
49608,1.0,3
49609,0.0,1187
49611,1.0,144
49612,1.0,6
49614,1.0,6963
49615,0.0,13
49616,0.0,1871
49617,0.0,81
49618,0.0,2093
49619,0.0,2171
49621,0.0,110
49622,0.0,44430
49624,0.0,140
49626,1.0,20902
49627,1.0,486
49628,0.0,3
49629,0.0,1895
49630,0.0,216
49631,1.0,98501
49632,1.0,12200
49633,0.0,851
49639,0.0,703
49640,0.0,3248
49643,0.0,31
49644,0.0,184
49646,0.0,45
49647,0.0,17136
49648,0.0,165
49649,0.0,545
49650,0.0,66
49651,0.0,36
49653,0.0,6
49655,0.0,1800
49656,0.0,2
49660,0.0,246
49662,0.0,162
49663,0.0,790
49664,0.0,87
49665,0.0,101
49666,0.0,64
49668,0.0,425
49669,0.0,712
49671,1.0,51
49672,0.0,1875
49673,0.0,2
49675,1.0,4
49676,0.0,294
49677,0.0,97
49680,0.0,2
49681,0.0,1543
49682,0.0,1753
49683,1.0,60
49684,1.0,880
49686,0.0,149
49687,0.0,96
49688,0.0,5390
49692,0.0,602
49693,1.0,293
49694,0.0,71
49695,0.0,13
49696,0.0,985
49698,0.0,332
49699,0.0,1108
49700,0.0,280
49702,0.0,1089
49703,0.0,196
49708,0.0,500
49709,0.0,2693
49710,0.0,1328
49712,0.0,12
49713,0.0,385
49714,1.0,1
49715,0.0,268
49716,0.0,1277
49718,1.0,50
49720,0.0,658
49721,1.0,1
49722,0.0,71
49723,0.0,187
49724,0.0,395
49725,0.0,72
49726,0.0,855
49728,0.0,122
49729,1.0,82
49731,1.0,566
49733,0.0,49
49734,0.0,151
49736,0.0,17506
49737,0.0,60
49739,0.0,2684
49740,0.0,1855
49741,1.0,1621
49743,1.0,508
49744,0.0,268
49745,0.0,95
49746,1.0,10
49747,0.0,3498
49748,0.0,2
49749,1.0,1207
49750,0.0,461
49751,0.0,181
49753,0.0,5
49756,0.0,29
49758,1.0,2751
49760,0.0,369
49761,0.0,1498
49764,0.0,759
49765,0.0,589
49766,0.0,26
49769,0.0,716
49770,0.0,129
49771,0.0,452
49772,0.0,98
49773,0.0,39
49774,1.0,1672
49777,0.0,18
49778,1.0,1
49780,0.0,687
49781,0.0,590
49782,0.0,2326
49784,0.0,227
49785,0.0,24
49786,0.0,22
49789,0.0,0
49791,0.0,35
49792,1.0,12
49794,0.0,263
49795,0.0,14
49796,0.0,1044
49797,0.0,140
49798,0.0,94
49802,0.0,585
49805,0.0,480
49808,1.0,397
49809,0.0,7000
49814,0.0,2934
49815,1.0,1
49816,0.0,2976
49817,0.0,14
49818,0.0,3513
49819,0.0,1456
49821,0.0,19325
49822,0.0,5
49825,0.0,103
49826,0.0,252
49829,0.0,10
49830,0.0,32
49831,0.0,423
49835,0.0,42
49836,1.0,51
49839,1.0,23848
49840,0.0,254
49841,0.0,31
49842,0.0,1709
49843,0.0,607
49844,0.0,20
49845,0.0,214
49846,0.0,122
49847,1.0,16474
49849,0.0,1972
49850,1.0,19
49851,0.0,70
49853,0.0,376
49854,0.0,76
49855,0.0,36
49856,0.0,167
49857,1.0,6271
49859,0.0,17
49860,0.0,181
49861,1.0,5778
49862,0.0,561
49863,0.0,251
49865,0.0,14347
49866,1.0,5492
49867,0.0,77962
49868,0.0,37
49869,0.0,1080
49870,1.0,2776
49871,0.0,255
49873,0.0,1638
49878,0.0,49
49879,0.0,52203
49881,0.0,157
49882,1.0,45
49885,0.0,22
49888,0.0,120
49889,1.0,5873
49892,0.0,409
49894,0.0,212
49895,0.0,1151
49896,0.0,18
49897,0.0,52
49901,0.0,842
49902,0.0,33
49903,0.0,381
49904,1.0,205
49905,0.0,57
49906,0.0,704
49908,1.0,234
49909,0.0,290
49910,1.0,8797
49911,0.0,252
49912,0.0,885
49913,0.0,1199
49914,0.0,115
49915,0.0,414
49916,0.0,2944
49917,0.0,739
49919,0.0,374
49920,0.0,208
49921,0.0,586
49922,0.0,36
49923,0.0,10099
49926,0.0,143
49928,1.0,2784
49930,0.0,1734
49931,0.0,100
49932,0.0,436
