,norigins,nretweets,nquotes,nreplies,ntotal
19362,0,2,0,0,2
19363,1,1,0,0,2
19364,0,2,0,0,2
19365,0,2,0,0,2
19366,0,2,0,0,2
19367,0,2,0,0,2
19368,2,0,0,0,2
19369,0,2,0,0,2
19370,0,2,0,0,2
19371,0,2,0,0,2
19372,2,0,0,0,2
19373,1,1,0,0,2
19374,0,2,0,0,2
19375,0,2,0,0,2
19376,0,2,0,0,2
19377,1,1,0,0,2
19378,1,1,0,0,2
19379,0,2,0,0,2
19380,2,0,0,0,2
19381,1,1,0,0,2
19382,1,1,0,0,2
19383,0,2,0,0,2
19384,0,2,0,0,2
19385,0,2,0,0,2
19386,0,2,0,0,2
19387,0,2,0,0,2
19388,0,2,0,0,2
19389,0,2,0,0,2
19390,0,2,0,0,2
19391,0,2,0,0,2
19392,0,2,0,0,2
19393,0,2,0,0,2
19394,0,2,0,0,2
19395,0,2,0,0,2
19396,0,2,0,0,2
19397,0,2,0,0,2
19398,2,0,0,0,2
19399,0,2,0,0,2
19400,0,2,0,0,2
19401,0,2,0,0,2
19402,0,2,0,0,2
19403,2,0,0,0,2
19404,0,2,0,0,2
19405,0,2,0,0,2
19406,0,2,0,0,2
19407,0,1,0,1,2
19408,0,2,0,0,2
19409,1,0,0,1,2
19410,1,1,0,0,2
19411,0,2,0,0,2
19412,1,0,0,1,2
19413,0,2,0,0,2
19414,0,2,0,0,2
19415,0,2,0,0,2
19416,0,2,0,0,2
19417,2,0,0,0,2
19418,2,0,0,0,2
19419,1,1,0,0,2
19420,0,2,0,0,2
19421,0,2,0,0,2
19422,0,2,0,0,2
19423,1,1,0,0,2
19424,2,0,0,0,2
19425,0,2,0,0,2
19426,0,0,0,2,2
19427,1,0,1,0,2
19428,0,1,1,0,2
19429,0,2,0,0,2
19430,0,2,0,0,2
19431,0,2,0,0,2
19432,0,1,0,1,2
19433,0,2,0,0,2
19434,0,2,0,0,2
19435,0,2,0,0,2
19436,0,0,2,0,2
19437,0,2,0,0,2
19438,1,1,0,0,2
19439,0,2,0,0,2
19440,0,1,0,1,2
19441,2,0,0,0,2
19442,0,2,0,0,2
19443,0,2,0,0,2
19444,0,2,0,0,2
19445,0,2,0,0,2
19446,0,2,0,0,2
19447,2,0,0,0,2
19448,2,0,0,0,2
19449,0,2,0,0,2
19450,1,1,0,0,2
19451,0,2,0,0,2
19452,1,0,0,1,2
19453,0,2,0,0,2
19454,0,2,0,0,2
19455,0,2,0,0,2
19456,0,2,0,0,2
19457,1,1,0,0,2
19458,0,0,1,1,2
19459,1,1,0,0,2
19460,0,2,0,0,2
19461,0,2,0,0,2
19462,0,2,0,0,2
19463,0,2,0,0,2
19464,0,2,0,0,2
19465,0,2,0,0,2
19466,0,2,0,0,2
19467,0,2,0,0,2
19468,0,2,0,0,2
19469,1,1,0,0,2
19470,0,2,0,0,2
19471,1,1,0,0,2
19472,0,2,0,0,2
19473,0,1,1,0,2
19474,0,0,0,2,2
19475,0,2,0,0,2
19476,0,0,1,1,2
19477,0,2,0,0,2
19478,0,2,0,0,2
19479,0,2,0,0,2
19480,0,2,0,0,2
19481,0,2,0,0,2
19482,0,2,0,0,2
19483,0,2,0,0,2
19484,0,2,0,0,2
19485,0,2,0,0,2
19486,1,0,1,0,2
19487,1,1,0,0,2
19488,0,2,0,0,2
19489,0,2,0,0,2
19490,0,2,0,0,2
19491,0,1,1,0,2
19492,0,2,0,0,2
19493,0,2,0,0,2
19494,1,1,0,0,2
19495,0,2,0,0,2
19496,1,0,1,0,2
19497,1,1,0,0,2
19498,0,2,0,0,2
19499,0,2,0,0,2
19500,0,2,0,0,2
19501,0,2,0,0,2
19502,0,2,0,0,2
19503,0,2,0,0,2
19504,1,0,0,1,2
19505,0,2,0,0,2
19506,1,1,0,0,2
19507,0,2,0,0,2
19508,0,2,0,0,2
19509,0,2,0,0,2
19510,1,1,0,0,2
19511,0,1,0,1,2
19512,0,2,0,0,2
19513,0,2,0,0,2
19514,0,2,0,0,2
19515,1,0,0,1,2
19516,0,2,0,0,2
19517,1,1,0,0,2
19518,0,2,0,0,2
19519,0,2,0,0,2
19520,0,2,0,0,2
19521,0,2,0,0,2
19522,0,2,0,0,2
19523,0,2,0,0,2
19524,0,2,0,0,2
19525,0,2,0,0,2
19526,0,2,0,0,2
19527,1,1,0,0,2
19528,0,2,0,0,2
19529,0,2,0,0,2
19530,1,0,0,1,2
19531,0,2,0,0,2
19532,2,0,0,0,2
19533,0,2,0,0,2
19534,1,0,1,0,2
19535,1,1,0,0,2
19536,0,2,0,0,2
19537,0,2,0,0,2
19538,1,1,0,0,2
19539,1,1,0,0,2
19540,0,2,0,0,2
19541,0,2,0,0,2
19542,0,2,0,0,2
19543,2,0,0,0,2
19544,0,1,0,1,2
19545,0,2,0,0,2
19546,0,0,1,1,2
19547,0,2,0,0,2
19548,0,2,0,0,2
19549,1,1,0,0,2
19550,0,2,0,0,2
19551,0,2,0,0,2
19552,2,0,0,0,2
19553,0,2,0,0,2
19554,1,0,0,1,2
19555,0,2,0,0,2
19556,0,2,0,0,2
19557,0,2,0,0,2
19558,2,0,0,0,2
19559,0,2,0,0,2
19560,2,0,0,0,2
19561,0,2,0,0,2
19562,2,0,0,0,2
19563,0,2,0,0,2
19564,0,2,0,0,2
19565,0,2,0,0,2
19566,0,2,0,0,2
19567,0,2,0,0,2
19568,0,2,0,0,2
19569,0,2,0,0,2
19570,0,2,0,0,2
19571,0,2,0,0,2
19572,0,2,0,0,2
19573,0,2,0,0,2
19574,0,2,0,0,2
19575,0,2,0,0,2
19576,0,2,0,0,2
19577,0,2,0,0,2
19578,0,2,0,0,2
19579,1,1,0,0,2
19580,0,2,0,0,2
19581,0,2,0,0,2
19582,0,2,0,0,2
19583,1,0,1,0,2
19584,0,2,0,0,2
19585,0,2,0,0,2
19586,0,2,0,0,2
19587,0,2,0,0,2
19588,0,2,0,0,2
19589,0,2,0,0,2
19590,0,2,0,0,2
19591,0,2,0,0,2
19592,0,2,0,0,2
19593,0,2,0,0,2
19594,0,2,0,0,2
19595,0,2,0,0,2
19596,1,0,1,0,2
19597,2,0,0,0,2
19598,1,1,0,0,2
19599,0,2,0,0,2
19600,0,2,0,0,2
19601,0,2,0,0,2
19602,0,2,0,0,2
19603,0,2,0,0,2
19604,0,2,0,0,2
19605,0,2,0,0,2
19606,0,2,0,0,2
19607,2,0,0,0,2
19608,0,2,0,0,2
19609,1,1,0,0,2
19610,0,2,0,0,2
19611,0,2,0,0,2
19612,0,0,0,2,2
19613,2,0,0,0,2
19614,0,2,0,0,2
19615,0,2,0,0,2
19616,2,0,0,0,2
19617,0,2,0,0,2
19618,0,2,0,0,2
19619,0,2,0,0,2
19620,0,2,0,0,2
19621,0,2,0,0,2
19622,0,2,0,0,2
19623,0,2,0,0,2
19624,0,2,0,0,2
19625,0,2,0,0,2
19626,0,2,0,0,2
19627,0,2,0,0,2
19628,0,2,0,0,2
19629,0,2,0,0,2
19630,0,2,0,0,2
19631,0,2,0,0,2
19632,2,0,0,0,2
19633,0,1,1,0,2
19634,0,2,0,0,2
19635,1,1,0,0,2
19636,0,1,0,1,2
19637,0,2,0,0,2
19638,0,2,0,0,2
19639,0,2,0,0,2
19640,1,0,0,1,2
19641,1,0,0,1,2
19642,0,2,0,0,2
19643,0,0,0,2,2
19644,0,2,0,0,2
19645,0,2,0,0,2
19646,2,0,0,0,2
19647,0,2,0,0,2
19648,0,2,0,0,2
19649,0,2,0,0,2
19650,0,2,0,0,2
19651,0,2,0,0,2
19652,0,2,0,0,2
19653,0,2,0,0,2
19654,0,2,0,0,2
19655,2,0,0,0,2
19656,0,2,0,0,2
19657,0,1,1,0,2
19658,0,0,0,2,2
19659,0,2,0,0,2
19660,2,0,0,0,2
19661,1,1,0,0,2
19662,1,0,1,0,2
19663,0,2,0,0,2
19664,0,2,0,0,2
19665,0,2,0,0,2
19666,0,2,0,0,2
19667,0,2,0,0,2
19668,2,0,0,0,2
19669,2,0,0,0,2
19670,1,0,0,1,2
19671,1,0,0,1,2
19672,0,2,0,0,2
19673,1,1,0,0,2
19674,1,1,0,0,2
19675,0,2,0,0,2
19676,2,0,0,0,2
19677,0,2,0,0,2
19678,1,1,0,0,2
19679,0,2,0,0,2
19680,2,0,0,0,2
19681,0,2,0,0,2
19682,0,2,0,0,2
19683,0,2,0,0,2
19684,0,2,0,0,2
19685,0,2,0,0,2
19686,2,0,0,0,2
19687,1,0,0,1,2
19688,0,2,0,0,2
19689,0,2,0,0,2
19690,2,0,0,0,2
19691,0,2,0,0,2
19692,1,0,0,1,2
19693,0,1,0,1,2
19694,0,2,0,0,2
19695,1,1,0,0,2
19696,0,1,0,1,2
19697,0,2,0,0,2
19698,0,0,0,2,2
19699,0,2,0,0,2
19700,0,2,0,0,2
19701,0,2,0,0,2
19702,0,2,0,0,2
19703,0,2,0,0,2
19704,0,2,0,0,2
19705,0,2,0,0,2
19706,0,2,0,0,2
19707,0,2,0,0,2
19708,0,2,0,0,2
19709,0,2,0,0,2
19710,0,2,0,0,2
19711,0,2,0,0,2
19712,0,2,0,0,2
19713,0,2,0,0,2
19714,1,1,0,0,2
19715,0,2,0,0,2
19716,0,2,0,0,2
19717,0,2,0,0,2
19718,0,2,0,0,2
19719,0,2,0,0,2
19720,2,0,0,0,2
19721,0,2,0,0,2
19722,0,2,0,0,2
19723,0,2,0,0,2
19724,2,0,0,0,2
19725,0,2,0,0,2
19726,0,2,0,0,2
19727,1,1,0,0,2
19728,0,2,0,0,2
19729,0,2,0,0,2
19730,2,0,0,0,2
19731,1,0,0,1,2
19732,0,0,0,2,2
19733,0,2,0,0,2
19734,0,2,0,0,2
19735,1,1,0,0,2
19736,0,2,0,0,2
19737,2,0,0,0,2
19738,1,1,0,0,2
19739,0,2,0,0,2
19740,0,2,0,0,2
19741,0,2,0,0,2
19742,0,2,0,0,2
19743,0,2,0,0,2
19744,0,2,0,0,2
19745,1,1,0,0,2
19746,0,2,0,0,2
19747,1,1,0,0,2
19748,0,2,0,0,2
19749,1,0,0,1,2
19750,0,2,0,0,2
19751,0,2,0,0,2
19752,0,2,0,0,2
19753,1,1,0,0,2
19754,0,0,2,0,2
19755,2,0,0,0,2
19756,1,1,0,0,2
19757,0,0,1,1,2
19758,0,2,0,0,2
19759,0,0,0,2,2
19760,0,2,0,0,2
19761,0,1,0,1,2
19762,0,2,0,0,2
19763,0,2,0,0,2
19764,0,2,0,0,2
19765,0,2,0,0,2
19766,1,1,0,0,2
19767,0,2,0,0,2
19768,0,2,0,0,2
19769,0,2,0,0,2
19770,0,2,0,0,2
19771,0,2,0,0,2
19772,0,2,0,0,2
19773,0,2,0,0,2
19774,0,2,0,0,2
19775,0,2,0,0,2
19776,0,2,0,0,2
19777,0,2,0,0,2
19778,0,2,0,0,2
19779,0,2,0,0,2
19780,0,2,0,0,2
19781,2,0,0,0,2
19782,0,2,0,0,2
19783,0,2,0,0,2
19784,0,2,0,0,2
19785,2,0,0,0,2
19786,0,2,0,0,2
19787,1,1,0,0,2
19788,0,2,0,0,2
19789,0,2,0,0,2
19790,0,2,0,0,2
19791,0,2,0,0,2
19792,0,2,0,0,2
19793,0,2,0,0,2
19794,1,1,0,0,2
19795,0,2,0,0,2
19796,0,2,0,0,2
19797,0,2,0,0,2
19798,0,2,0,0,2
19799,0,2,0,0,2
19800,0,2,0,0,2
19801,0,2,0,0,2
19802,0,2,0,0,2
19803,0,2,0,0,2
19804,0,2,0,0,2
19805,2,0,0,0,2
19806,0,2,0,0,2
19807,0,2,0,0,2
19808,2,0,0,0,2
19809,0,2,0,0,2
19810,2,0,0,0,2
19811,0,2,0,0,2
19812,0,2,0,0,2
19813,2,0,0,0,2
19814,0,2,0,0,2
19815,2,0,0,0,2
19816,0,2,0,0,2
19817,1,1,0,0,2
19818,2,0,0,0,2
19819,0,2,0,0,2
19820,0,2,0,0,2
19821,1,0,0,1,2
19822,0,1,0,1,2
19823,1,0,0,1,2
19824,1,1,0,0,2
19825,0,2,0,0,2
19826,0,2,0,0,2
19827,0,2,0,0,2
19828,0,2,0,0,2
19829,0,0,0,2,2
19830,0,2,0,0,2
19831,1,1,0,0,2
19832,2,0,0,0,2
19833,0,2,0,0,2
19834,1,1,0,0,2
19835,0,2,0,0,2
19836,0,2,0,0,2
19837,0,0,0,2,2
19838,0,2,0,0,2
19839,1,1,0,0,2
19840,0,1,1,0,2
19841,0,2,0,0,2
19842,0,2,0,0,2
19843,0,2,0,0,2
19844,0,2,0,0,2
19845,0,2,0,0,2
19846,0,2,0,0,2
19847,0,2,0,0,2
19848,0,2,0,0,2
19849,0,2,0,0,2
19850,0,2,0,0,2
19851,0,2,0,0,2
19852,0,2,0,0,2
19853,0,2,0,0,2
19854,0,2,0,0,2
19855,0,2,0,0,2
19856,2,0,0,0,2
19857,1,0,1,0,2
19858,0,2,0,0,2
19859,0,2,0,0,2
19860,2,0,0,0,2
19861,0,2,0,0,2
19862,1,0,0,1,2
19863,0,2,0,0,2
19864,0,2,0,0,2
19865,0,2,0,0,2
19866,1,1,0,0,2
19867,0,2,0,0,2
19868,0,2,0,0,2
19869,2,0,0,0,2
19870,0,0,1,1,2
19871,0,2,0,0,2
19872,0,2,0,0,2
19873,0,1,1,0,2
19874,0,2,0,0,2
19875,2,0,0,0,2
19876,0,2,0,0,2
19877,2,0,0,0,2
19878,2,0,0,0,2
19879,1,1,0,0,2
19880,0,2,0,0,2
19881,0,2,0,0,2
19882,0,2,0,0,2
19883,0,2,0,0,2
19884,0,2,0,0,2
19885,0,1,1,0,2
19886,0,2,0,0,2
19887,0,2,0,0,2
19888,0,2,0,0,2
19889,0,2,0,0,2
19890,0,2,0,0,2
19891,0,2,0,0,2
19892,2,0,0,0,2
19893,2,0,0,0,2
19894,0,2,0,0,2
19895,0,2,0,0,2
19896,0,2,0,0,2
19897,2,0,0,0,2
19898,0,2,0,0,2
19899,1,0,1,0,2
19900,0,0,1,1,2
19901,0,2,0,0,2
19902,0,0,2,0,2
19903,0,2,0,0,2
19904,0,1,1,0,2
19905,0,2,0,0,2
19906,0,2,0,0,2
19907,2,0,0,0,2
19908,0,2,0,0,2
19909,0,2,0,0,2
19910,0,2,0,0,2
19911,0,2,0,0,2
19912,0,2,0,0,2
19913,0,2,0,0,2
19914,0,2,0,0,2
19915,0,2,0,0,2
19916,0,2,0,0,2
19917,0,2,0,0,2
19918,1,1,0,0,2
19919,0,2,0,0,2
19920,1,1,0,0,2
19921,0,2,0,0,2
19922,0,2,0,0,2
19923,0,2,0,0,2
19924,2,0,0,0,2
19925,0,2,0,0,2
19926,2,0,0,0,2
19927,0,2,0,0,2
19928,2,0,0,0,2
19929,0,2,0,0,2
19930,1,1,0,0,2
19931,0,2,0,0,2
19932,1,1,0,0,2
19933,2,0,0,0,2
19934,0,2,0,0,2
19935,1,1,0,0,2
19936,0,2,0,0,2
19937,1,1,0,0,2
19938,0,2,0,0,2
19939,0,2,0,0,2
19940,0,2,0,0,2
19941,0,2,0,0,2
19942,0,2,0,0,2
19943,0,2,0,0,2
19944,0,2,0,0,2
19945,0,2,0,0,2
19946,1,1,0,0,2
19947,0,2,0,0,2
19948,1,1,0,0,2
19949,0,0,0,2,2
19950,0,2,0,0,2
19951,2,0,0,0,2
19952,2,0,0,0,2
19953,0,2,0,0,2
19954,1,1,0,0,2
19955,0,2,0,0,2
19956,0,2,0,0,2
19957,1,1,0,0,2
19958,1,1,0,0,2
19959,0,2,0,0,2
19960,1,0,0,1,2
19961,1,1,0,0,2
19962,0,2,0,0,2
19963,0,1,1,0,2
19964,0,2,0,0,2
19965,0,1,1,0,2
19966,0,2,0,0,2
19967,0,1,0,1,2
19968,0,2,0,0,2
19969,0,2,0,0,2
19970,0,2,0,0,2
19971,0,2,0,0,2
19972,0,2,0,0,2
19973,0,2,0,0,2
19974,0,0,2,0,2
19975,0,2,0,0,2
19976,2,0,0,0,2
19977,2,0,0,0,2
19978,0,0,0,2,2
19979,0,2,0,0,2
19980,0,2,0,0,2
19981,0,2,0,0,2
19982,2,0,0,0,2
19983,0,2,0,0,2
19984,0,2,0,0,2
19985,0,2,0,0,2
19986,2,0,0,0,2
19987,1,1,0,0,2
19988,0,2,0,0,2
19989,0,2,0,0,2
19990,0,2,0,0,2
19991,0,2,0,0,2
19992,0,2,0,0,2
19993,0,2,0,0,2
19994,0,2,0,0,2
19995,0,2,0,0,2
19996,1,1,0,0,2
19997,0,2,0,0,2
19998,0,2,0,0,2
19999,0,0,1,1,2
20000,0,2,0,0,2
20001,0,1,0,1,2
20002,0,2,0,0,2
20003,1,1,0,0,2
20004,2,0,0,0,2
20005,1,1,0,0,2
20006,0,2,0,0,2
20007,0,2,0,0,2
20008,0,2,0,0,2
20009,1,1,0,0,2
20010,0,1,0,1,2
20011,0,2,0,0,2
20012,1,1,0,0,2
20013,0,2,0,0,2
20014,0,2,0,0,2
20015,0,0,0,2,2
20016,1,1,0,0,2
20017,0,2,0,0,2
20018,0,2,0,0,2
20019,2,0,0,0,2
20020,0,2,0,0,2
20021,0,2,0,0,2
20022,0,2,0,0,2
20023,0,2,0,0,2
20024,0,2,0,0,2
20025,1,1,0,0,2
20026,0,2,0,0,2
20027,0,2,0,0,2
20028,0,2,0,0,2
20029,0,2,0,0,2
20030,0,2,0,0,2
20031,0,2,0,0,2
20032,0,1,1,0,2
20033,1,0,1,0,2
20034,0,1,0,1,2
20035,1,0,1,0,2
20036,0,1,0,1,2
20037,0,0,1,1,2
20038,0,2,0,0,2
20039,0,2,0,0,2
20040,0,2,0,0,2
20041,0,0,0,2,2
20042,0,2,0,0,2
20043,1,1,0,0,2
20044,0,2,0,0,2
20045,1,1,0,0,2
20046,0,2,0,0,2
20047,0,2,0,0,2
20048,0,2,0,0,2
20049,0,2,0,0,2
20050,0,2,0,0,2
20051,0,2,0,0,2
20052,2,0,0,0,2
20053,0,2,0,0,2
20054,0,0,1,1,2
20055,0,2,0,0,2
20056,2,0,0,0,2
20057,0,1,0,1,2
20058,0,1,0,1,2
20059,0,2,0,0,2
20060,0,2,0,0,2
20061,0,2,0,0,2
20062,0,2,0,0,2
20063,0,2,0,0,2
20064,0,2,0,0,2
20065,0,2,0,0,2
20066,0,2,0,0,2
20067,0,2,0,0,2
20068,0,2,0,0,2
20069,0,2,0,0,2
20070,0,2,0,0,2
20071,1,1,0,0,2
20072,0,2,0,0,2
20073,1,1,0,0,2
20074,0,2,0,0,2
20075,2,0,0,0,2
20076,1,1,0,0,2
20077,0,2,0,0,2
20078,0,2,0,0,2
20079,0,2,0,0,2
20080,1,1,0,0,2
20081,0,2,0,0,2
20082,1,1,0,0,2
20083,0,2,0,0,2
20084,0,2,0,0,2
20085,1,1,0,0,2
20086,0,2,0,0,2
20087,0,2,0,0,2
20088,0,2,0,0,2
20089,0,2,0,0,2
20090,1,1,0,0,2
20091,0,2,0,0,2
20092,0,1,1,0,2
20093,0,2,0,0,2
20094,0,2,0,0,2
20095,0,0,0,2,2
20096,0,2,0,0,2
20097,1,0,0,1,2
20098,0,0,2,0,2
20099,0,2,0,0,2
20100,0,1,0,1,2
20101,1,1,0,0,2
20102,0,2,0,0,2
20103,0,2,0,0,2
20104,0,2,0,0,2
20105,0,2,0,0,2
20106,0,2,0,0,2
20107,0,2,0,0,2
20108,0,2,0,0,2
20109,2,0,0,0,2
20110,0,2,0,0,2
20111,1,1,0,0,2
20112,1,0,1,0,2
20113,0,2,0,0,2
20114,0,2,0,0,2
20115,0,0,0,2,2
20116,2,0,0,0,2
20117,2,0,0,0,2
20118,0,2,0,0,2
20119,0,1,0,1,2
20120,0,2,0,0,2
20121,0,2,0,0,2
20122,0,2,0,0,2
20123,2,0,0,0,2
20124,0,2,0,0,2
20125,0,2,0,0,2
20126,0,2,0,0,2
20127,0,2,0,0,2
20128,1,1,0,0,2
20129,0,2,0,0,2
20130,0,2,0,0,2
20131,0,2,0,0,2
20132,2,0,0,0,2
20133,1,1,0,0,2
20134,0,2,0,0,2
20135,0,2,0,0,2
20136,1,1,0,0,2
20137,0,2,0,0,2
20138,0,2,0,0,2
20139,2,0,0,0,2
20140,0,2,0,0,2
20141,0,2,0,0,2
20142,0,2,0,0,2
20143,0,0,0,2,2
20144,2,0,0,0,2
20145,1,0,0,1,2
20146,0,2,0,0,2
20147,2,0,0,0,2
20148,2,0,0,0,2
20149,0,2,0,0,2
20150,2,0,0,0,2
20151,0,2,0,0,2
20152,0,2,0,0,2
20153,1,1,0,0,2
20154,0,2,0,0,2
20155,0,2,0,0,2
20156,0,2,0,0,2
20157,0,2,0,0,2
20158,2,0,0,0,2
20159,0,2,0,0,2
20160,0,2,0,0,2
20161,0,2,0,0,2
20162,0,2,0,0,2
20163,0,0,0,2,2
20164,2,0,0,0,2
20165,1,1,0,0,2
20166,1,0,0,1,2
20167,1,1,0,0,2
20168,0,2,0,0,2
20169,0,2,0,0,2
20170,0,2,0,0,2
20171,0,2,0,0,2
20172,0,0,0,2,2
20173,2,0,0,0,2
20174,0,2,0,0,2
20175,1,0,0,1,2
20176,0,2,0,0,2
20177,0,2,0,0,2
20178,1,0,0,1,2
20179,0,2,0,0,2
20180,2,0,0,0,2
20181,0,2,0,0,2
20182,0,2,0,0,2
20183,1,0,1,0,2
20184,0,2,0,0,2
20185,1,1,0,0,2
20186,0,2,0,0,2
20187,0,2,0,0,2
20188,0,0,0,2,2
20189,2,0,0,0,2
20190,0,2,0,0,2
20191,0,2,0,0,2
20192,0,0,0,2,2
20193,0,2,0,0,2
20194,0,2,0,0,2
20195,0,2,0,0,2
20196,0,2,0,0,2
20197,1,0,0,1,2
20198,0,1,0,1,2
20199,0,2,0,0,2
20200,0,2,0,0,2
20201,0,2,0,0,2
20202,2,0,0,0,2
20203,0,2,0,0,2
20204,0,2,0,0,2
20205,1,1,0,0,2
20206,0,2,0,0,2
20207,1,1,0,0,2
20208,0,2,0,0,2
20209,0,2,0,0,2
20210,0,2,0,0,2
20211,0,2,0,0,2
20212,0,2,0,0,2
20213,0,2,0,0,2
20214,0,2,0,0,2
20215,0,2,0,0,2
20216,0,2,0,0,2
20217,0,2,0,0,2
20218,0,2,0,0,2
20219,2,0,0,0,2
20220,0,2,0,0,2
20221,0,0,2,0,2
20222,0,2,0,0,2
20223,0,2,0,0,2
20224,0,2,0,0,2
20225,0,2,0,0,2
20226,0,2,0,0,2
20227,0,2,0,0,2
20228,0,2,0,0,2
20229,0,2,0,0,2
20230,0,2,0,0,2
20231,1,1,0,0,2
20232,0,2,0,0,2
20233,0,0,0,2,2
20234,2,0,0,0,2
20235,0,2,0,0,2
20236,0,2,0,0,2
20237,2,0,0,0,2
20238,0,2,0,0,2
20239,0,2,0,0,2
20240,0,2,0,0,2
20241,0,2,0,0,2
20242,0,2,0,0,2
20243,0,2,0,0,2
20244,0,2,0,0,2
20245,0,2,0,0,2
20246,0,2,0,0,2
20247,0,1,1,0,2
20248,2,0,0,0,2
20249,0,2,0,0,2
20250,2,0,0,0,2
20251,0,2,0,0,2
20252,0,2,0,0,2
20253,0,2,0,0,2
20254,1,1,0,0,2
20255,0,2,0,0,2
20256,0,2,0,0,2
20257,1,1,0,0,2
20258,0,2,0,0,2
20259,0,2,0,0,2
20260,1,1,0,0,2
20261,0,1,1,0,2
20262,0,2,0,0,2
20263,0,2,0,0,2
20264,0,2,0,0,2
20265,0,2,0,0,2
20266,0,2,0,0,2
20267,0,2,0,0,2
20268,0,2,0,0,2
20269,0,2,0,0,2
20270,0,2,0,0,2
20271,2,0,0,0,2
20272,0,2,0,0,2
20273,0,2,0,0,2
20274,1,1,0,0,2
20275,0,2,0,0,2
20276,2,0,0,0,2
20277,0,2,0,0,2
20278,0,2,0,0,2
20279,1,0,0,1,2
20280,0,2,0,0,2
20281,0,2,0,0,2
20282,2,0,0,0,2
20283,0,2,0,0,2
20284,0,2,0,0,2
20285,0,1,1,0,2
20286,0,1,0,1,2
20287,0,2,0,0,2
20288,0,2,0,0,2
20289,0,2,0,0,2
20290,0,2,0,0,2
20291,0,2,0,0,2
20292,1,1,0,0,2
20293,2,0,0,0,2
20294,0,2,0,0,2
20295,0,2,0,0,2
20296,0,2,0,0,2
20297,0,2,0,0,2
20298,0,2,0,0,2
20299,0,2,0,0,2
20300,0,2,0,0,2
20301,0,2,0,0,2
20302,0,2,0,0,2
20303,0,2,0,0,2
20304,1,0,1,0,2
20305,0,2,0,0,2
20306,0,2,0,0,2
20307,2,0,0,0,2
20308,0,2,0,0,2
20309,0,2,0,0,2
20310,0,2,0,0,2
20311,0,1,1,0,2
20312,0,2,0,0,2
20313,0,2,0,0,2
20314,0,2,0,0,2
20315,0,2,0,0,2
20316,0,1,1,0,2
20317,1,1,0,0,2
20318,0,2,0,0,2
20319,0,2,0,0,2
20320,0,2,0,0,2
20321,0,2,0,0,2
20322,0,2,0,0,2
20323,1,1,0,0,2
20324,1,1,0,0,2
20325,0,2,0,0,2
20326,2,0,0,0,2
20327,0,2,0,0,2
20328,0,2,0,0,2
20329,1,0,1,0,2
20330,1,0,0,1,2
20331,1,1,0,0,2
20332,2,0,0,0,2
20333,0,2,0,0,2
20334,0,2,0,0,2
20335,0,2,0,0,2
20336,2,0,0,0,2
20337,0,2,0,0,2
20338,0,2,0,0,2
20339,0,2,0,0,2
20340,0,2,0,0,2
20341,0,2,0,0,2
20342,0,2,0,0,2
20343,0,1,0,1,2
20344,0,2,0,0,2
20345,0,2,0,0,2
20346,1,1,0,0,2
20347,2,0,0,0,2
20348,0,0,1,1,2
20349,0,2,0,0,2
20350,0,2,0,0,2
20351,0,2,0,0,2
20352,0,2,0,0,2
20353,0,2,0,0,2
20354,0,2,0,0,2
20355,0,2,0,0,2
20356,0,2,0,0,2
20357,0,2,0,0,2
20358,0,2,0,0,2
20359,0,2,0,0,2
20360,0,2,0,0,2
20361,0,2,0,0,2
20362,0,2,0,0,2
20363,0,2,0,0,2
20364,0,2,0,0,2
20365,0,2,0,0,2
20366,0,2,0,0,2
20367,2,0,0,0,2
20368,0,2,0,0,2
20369,1,1,0,0,2
20370,0,2,0,0,2
20371,1,1,0,0,2
20372,0,2,0,0,2
20373,0,2,0,0,2
20374,1,1,0,0,2
20375,2,0,0,0,2
20376,0,2,0,0,2
20377,0,2,0,0,2
20378,0,2,0,0,2
20379,0,2,0,0,2
20380,0,2,0,0,2
20381,0,2,0,0,2
20382,1,0,0,0,1
20383,1,0,0,0,1
20384,0,0,1,0,1
20385,0,1,0,0,1
20386,0,1,0,0,1
20387,0,1,0,0,1
20388,0,1,0,0,1
20389,0,1,0,0,1
20390,0,1,0,0,1
20391,0,1,0,0,1
20392,0,1,0,0,1
20393,0,1,0,0,1
20394,0,1,0,0,1
20395,0,1,0,0,1
20396,0,1,0,0,1
20397,0,1,0,0,1
20398,0,1,0,0,1
20399,0,1,0,0,1
20400,1,0,0,0,1
20401,1,0,0,0,1
20402,0,1,0,0,1
20403,0,1,0,0,1
20404,0,1,0,0,1
20405,0,0,0,1,1
20406,1,0,0,0,1
20407,0,1,0,0,1
20408,1,0,0,0,1
20409,1,0,0,0,1
20410,0,1,0,0,1
20411,0,0,0,1,1
20412,0,1,0,0,1
20413,0,1,0,0,1
20414,0,1,0,0,1
20415,0,1,0,0,1
20416,0,1,0,0,1
20417,0,1,0,0,1
20418,0,1,0,0,1
20419,0,1,0,0,1
20420,0,1,0,0,1
20421,0,1,0,0,1
20422,1,0,0,0,1
20423,0,1,0,0,1
20424,0,1,0,0,1
20425,0,1,0,0,1
20426,1,0,0,0,1
20427,0,1,0,0,1
20428,0,1,0,0,1
20429,0,1,0,0,1
20430,0,1,0,0,1
20431,0,1,0,0,1
20432,0,1,0,0,1
20433,0,1,0,0,1
20434,0,1,0,0,1
20435,0,0,1,0,1
20436,0,1,0,0,1
