,norigins,nretweets,nquotes,nreplies,ntotal
36510,0,1,0,0,1
36511,0,1,0,0,1
36512,0,1,0,0,1
36513,0,1,0,0,1
36514,1,0,0,0,1
36515,0,1,0,0,1
36516,0,1,0,0,1
36517,0,1,0,0,1
36518,0,1,0,0,1
36519,0,1,0,0,1
36520,0,1,0,0,1
36521,0,1,0,0,1
36522,0,1,0,0,1
36523,0,1,0,0,1
36524,0,1,0,0,1
36525,0,0,1,0,1
36526,1,0,0,0,1
36527,0,1,0,0,1
36528,0,1,0,0,1
36529,0,1,0,0,1
36530,1,0,0,0,1
36531,0,1,0,0,1
36532,1,0,0,0,1
36533,0,1,0,0,1
36534,0,1,0,0,1
36535,1,0,0,0,1
36536,1,0,0,0,1
36537,1,0,0,0,1
36538,0,1,0,0,1
36539,0,1,0,0,1
36540,0,1,0,0,1
36541,0,1,0,0,1
36542,0,1,0,0,1
36543,0,1,0,0,1
36544,0,0,0,1,1
36545,1,0,0,0,1
36546,0,1,0,0,1
36547,0,0,0,1,1
36548,0,1,0,0,1
36549,1,0,0,0,1
36550,0,1,0,0,1
36551,0,1,0,0,1
36552,0,1,0,0,1
36553,1,0,0,0,1
36554,0,1,0,0,1
36555,0,1,0,0,1
36556,0,1,0,0,1
36557,0,1,0,0,1
36558,0,1,0,0,1
36559,0,1,0,0,1
36560,1,0,0,0,1
36561,0,1,0,0,1
36562,0,1,0,0,1
36563,0,1,0,0,1
36564,0,1,0,0,1
36565,0,1,0,0,1
36566,0,0,1,0,1
36567,1,0,0,0,1
36568,0,0,1,0,1
36569,0,1,0,0,1
36570,1,0,0,0,1
36571,0,1,0,0,1
36572,0,1,0,0,1
36573,0,1,0,0,1
36574,0,1,0,0,1
36575,0,1,0,0,1
36576,0,0,0,1,1
36577,0,1,0,0,1
36578,0,1,0,0,1
36579,0,0,0,1,1
36580,1,0,0,0,1
36581,0,1,0,0,1
36582,0,1,0,0,1
36583,0,1,0,0,1
36584,0,1,0,0,1
36585,0,1,0,0,1
36586,0,1,0,0,1
36587,0,1,0,0,1
36588,0,1,0,0,1
36589,0,1,0,0,1
36590,1,0,0,0,1
36591,0,1,0,0,1
36592,0,1,0,0,1
36593,1,0,0,0,1
36594,0,1,0,0,1
36595,0,1,0,0,1
36596,0,1,0,0,1
36597,0,1,0,0,1
36598,0,1,0,0,1
36599,0,1,0,0,1
36600,0,1,0,0,1
36601,0,1,0,0,1
36602,0,1,0,0,1
36603,0,1,0,0,1
36604,0,1,0,0,1
36605,0,1,0,0,1
36606,0,0,1,0,1
36607,1,0,0,0,1
36608,1,0,0,0,1
36609,0,1,0,0,1
36610,0,0,1,0,1
36611,1,0,0,0,1
36612,0,1,0,0,1
36613,0,1,0,0,1
36614,0,1,0,0,1
36615,0,1,0,0,1
36616,0,1,0,0,1
36617,0,1,0,0,1
36618,0,1,0,0,1
36619,0,1,0,0,1
36620,0,1,0,0,1
36621,0,1,0,0,1
36622,0,1,0,0,1
36623,0,1,0,0,1
36624,0,1,0,0,1
36625,0,1,0,0,1
36626,0,0,1,0,1
36627,0,1,0,0,1
36628,0,1,0,0,1
36629,0,1,0,0,1
36630,0,0,1,0,1
36631,0,1,0,0,1
36632,0,1,0,0,1
36633,0,1,0,0,1
36634,0,1,0,0,1
36635,0,1,0,0,1
36636,0,1,0,0,1
36637,0,1,0,0,1
36638,0,1,0,0,1
36639,0,1,0,0,1
36640,0,1,0,0,1
36641,0,1,0,0,1
36642,0,1,0,0,1
36643,1,0,0,0,1
36644,0,1,0,0,1
36645,0,1,0,0,1
36646,0,1,0,0,1
36647,1,0,0,0,1
36648,0,1,0,0,1
36649,0,1,0,0,1
36650,0,1,0,0,1
36651,0,1,0,0,1
36652,0,1,0,0,1
36653,0,1,0,0,1
36654,0,1,0,0,1
36655,0,1,0,0,1
36656,0,1,0,0,1
36657,0,1,0,0,1
36658,1,0,0,0,1
36659,0,0,1,0,1
36660,1,0,0,0,1
36661,0,1,0,0,1
36662,1,0,0,0,1
36663,0,1,0,0,1
36664,0,1,0,0,1
36665,0,1,0,0,1
36666,0,1,0,0,1
36667,0,1,0,0,1
36668,0,1,0,0,1
36669,0,1,0,0,1
36670,0,1,0,0,1
36671,0,1,0,0,1
36672,0,1,0,0,1
36673,0,1,0,0,1
36674,1,0,0,0,1
36675,0,1,0,0,1
36676,0,1,0,0,1
36677,0,1,0,0,1
36678,1,0,0,0,1
36679,0,1,0,0,1
36680,0,1,0,0,1
36681,0,1,0,0,1
36682,0,1,0,0,1
36683,0,1,0,0,1
36684,0,1,0,0,1
36685,0,1,0,0,1
36686,1,0,0,0,1
36687,0,1,0,0,1
36688,0,1,0,0,1
36689,0,1,0,0,1
36690,0,1,0,0,1
36691,0,1,0,0,1
36692,0,1,0,0,1
36693,0,1,0,0,1
36694,0,1,0,0,1
36695,1,0,0,0,1
36696,0,1,0,0,1
36697,1,0,0,0,1
36698,0,1,0,0,1
36699,0,0,1,0,1
36700,0,1,0,0,1
36701,0,1,0,0,1
36702,0,1,0,0,1
36703,1,0,0,0,1
36704,0,1,0,0,1
36705,0,1,0,0,1
36706,0,1,0,0,1
36707,0,1,0,0,1
36708,0,1,0,0,1
36709,0,1,0,0,1
36710,0,0,1,0,1
36711,0,1,0,0,1
36712,0,1,0,0,1
36713,0,1,0,0,1
36714,1,0,0,0,1
36715,0,1,0,0,1
36716,0,1,0,0,1
36717,0,1,0,0,1
36718,0,1,0,0,1
36719,0,1,0,0,1
36720,0,1,0,0,1
36721,0,1,0,0,1
36722,0,1,0,0,1
36723,0,1,0,0,1
36724,0,1,0,0,1
36725,1,0,0,0,1
36726,1,0,0,0,1
36727,0,1,0,0,1
36728,0,1,0,0,1
36729,0,1,0,0,1
36730,0,1,0,0,1
36731,0,1,0,0,1
36732,0,1,0,0,1
36733,0,1,0,0,1
36734,0,1,0,0,1
36735,0,1,0,0,1
36736,0,1,0,0,1
36737,0,1,0,0,1
36738,0,1,0,0,1
36739,0,1,0,0,1
36740,0,1,0,0,1
36741,0,0,1,0,1
36742,1,0,0,0,1
36743,0,1,0,0,1
36744,1,0,0,0,1
36745,0,1,0,0,1
36746,0,1,0,0,1
36747,0,1,0,0,1
36748,0,1,0,0,1
36749,0,1,0,0,1
36750,0,1,0,0,1
36751,0,1,0,0,1
36752,0,1,0,0,1
36753,0,0,0,1,1
36754,1,0,0,0,1
36755,0,1,0,0,1
36756,0,0,0,1,1
36757,0,1,0,0,1
36758,0,1,0,0,1
36759,1,0,0,0,1
36760,0,1,0,0,1
36761,1,0,0,0,1
36762,0,1,0,0,1
36763,0,1,0,0,1
36764,0,1,0,0,1
36765,0,1,0,0,1
36766,1,0,0,0,1
36767,0,1,0,0,1
36768,1,0,0,0,1
36769,0,1,0,0,1
36770,0,1,0,0,1
36771,0,1,0,0,1
36772,1,0,0,0,1
36773,0,1,0,0,1
36774,0,1,0,0,1
36775,0,1,0,0,1
36776,0,0,1,0,1
36777,0,1,0,0,1
36778,0,1,0,0,1
36779,1,0,0,0,1
36780,1,0,0,0,1
36781,0,1,0,0,1
36782,0,1,0,0,1
36783,0,1,0,0,1
36784,0,1,0,0,1
36785,0,1,0,0,1
36786,1,0,0,0,1
36787,0,1,0,0,1
36788,0,1,0,0,1
36789,1,0,0,0,1
36790,0,1,0,0,1
36791,0,1,0,0,1
36792,1,0,0,0,1
36793,0,1,0,0,1
36794,0,1,0,0,1
36795,0,1,0,0,1
36796,0,1,0,0,1
36797,0,1,0,0,1
36798,0,1,0,0,1
36799,1,0,0,0,1
36800,0,1,0,0,1
36801,0,1,0,0,1
36802,0,1,0,0,1
36803,0,1,0,0,1
36804,0,1,0,0,1
36805,1,0,0,0,1
36806,0,1,0,0,1
36807,1,0,0,0,1
36808,0,1,0,0,1
36809,0,1,0,0,1
36810,0,1,0,0,1
36811,0,0,0,1,1
36812,0,1,0,0,1
36813,0,1,0,0,1
36814,0,1,0,0,1
36815,0,1,0,0,1
36816,1,0,0,0,1
36817,0,1,0,0,1
36818,0,1,0,0,1
36819,0,1,0,0,1
36820,0,1,0,0,1
36821,0,1,0,0,1
36822,0,1,0,0,1
36823,0,1,0,0,1
36824,0,1,0,0,1
36825,0,1,0,0,1
36826,0,0,0,1,1
36827,0,1,0,0,1
36828,0,1,0,0,1
36829,0,1,0,0,1
36830,0,0,0,1,1
36831,0,0,0,1,1
36832,1,0,0,0,1
36833,1,0,0,0,1
36834,0,1,0,0,1
36835,0,1,0,0,1
36836,0,1,0,0,1
36837,0,1,0,0,1
36838,1,0,0,0,1
36839,0,1,0,0,1
36840,1,0,0,0,1
36841,0,1,0,0,1
36842,0,1,0,0,1
36843,0,1,0,0,1
36844,0,1,0,0,1
36845,0,1,0,0,1
36846,0,1,0,0,1
36847,1,0,0,0,1
36848,1,0,0,0,1
36849,0,1,0,0,1
36850,0,1,0,0,1
36851,0,1,0,0,1
36852,0,1,0,0,1
36853,0,1,0,0,1
36854,0,1,0,0,1
36855,1,0,0,0,1
36856,0,1,0,0,1
36857,0,1,0,0,1
36858,0,1,0,0,1
36859,0,1,0,0,1
36860,1,0,0,0,1
36861,0,1,0,0,1
36862,1,0,0,0,1
36863,0,1,0,0,1
36864,0,0,0,1,1
36865,0,1,0,0,1
36866,0,1,0,0,1
36867,0,1,0,0,1
36868,0,1,0,0,1
36869,0,1,0,0,1
36870,0,1,0,0,1
36871,0,1,0,0,1
36872,0,1,0,0,1
36873,0,1,0,0,1
36874,0,1,0,0,1
36875,0,1,0,0,1
36876,0,1,0,0,1
36877,0,1,0,0,1
36878,0,1,0,0,1
36879,0,1,0,0,1
36880,0,1,0,0,1
36881,0,1,0,0,1
36882,0,1,0,0,1
36883,0,0,0,1,1
36884,0,1,0,0,1
36885,0,1,0,0,1
36886,0,1,0,0,1
36887,0,0,1,0,1
36888,0,1,0,0,1
36889,1,0,0,0,1
36890,0,1,0,0,1
36891,1,0,0,0,1
36892,0,1,0,0,1
36893,0,1,0,0,1
36894,0,1,0,0,1
36895,0,1,0,0,1
36896,0,1,0,0,1
36897,1,0,0,0,1
36898,0,1,0,0,1
36899,0,1,0,0,1
36900,0,1,0,0,1
36901,0,0,1,0,1
36902,0,1,0,0,1
36903,0,1,0,0,1
36904,0,0,0,1,1
36905,0,1,0,0,1
36906,1,0,0,0,1
36907,0,0,0,1,1
36908,0,1,0,0,1
36909,0,1,0,0,1
36910,1,0,0,0,1
36911,0,1,0,0,1
36912,0,1,0,0,1
36913,0,1,0,0,1
36914,0,1,0,0,1
36915,1,0,0,0,1
36916,0,1,0,0,1
36917,1,0,0,0,1
36918,0,1,0,0,1
36919,0,1,0,0,1
36920,0,1,0,0,1
36921,0,1,0,0,1
36922,0,1,0,0,1
36923,1,0,0,0,1
36924,0,0,0,1,1
36925,0,1,0,0,1
36926,0,0,0,1,1
36927,1,0,0,0,1
36928,0,1,0,0,1
36929,0,1,0,0,1
36930,0,0,1,0,1
36931,0,1,0,0,1
36932,0,1,0,0,1
36933,0,1,0,0,1
36934,0,1,0,0,1
36935,0,1,0,0,1
36936,0,0,0,1,1
36937,0,1,0,0,1
36938,1,0,0,0,1
36939,0,1,0,0,1
36940,0,1,0,0,1
36941,0,1,0,0,1
36942,0,1,0,0,1
36943,0,1,0,0,1
36944,0,1,0,0,1
36945,0,0,0,1,1
36946,0,1,0,0,1
36947,1,0,0,0,1
36948,0,0,1,0,1
36949,0,0,0,1,1
36950,0,1,0,0,1
36951,0,0,1,0,1
36952,0,1,0,0,1
36953,0,1,0,0,1
36954,0,1,0,0,1
36955,0,1,0,0,1
36956,0,1,0,0,1
36957,0,1,0,0,1
36958,0,1,0,0,1
36959,0,1,0,0,1
36960,0,1,0,0,1
36961,0,1,0,0,1
36962,1,0,0,0,1
36963,1,0,0,0,1
36964,0,1,0,0,1
36965,1,0,0,0,1
36966,0,1,0,0,1
36967,0,1,0,0,1
36968,1,0,0,0,1
36969,0,1,0,0,1
36970,1,0,0,0,1
36971,1,0,0,0,1
36972,0,1,0,0,1
36973,0,1,0,0,1
36974,0,1,0,0,1
36975,0,1,0,0,1
36976,0,1,0,0,1
36977,0,1,0,0,1
36978,0,1,0,0,1
36979,0,1,0,0,1
36980,1,0,0,0,1
36981,0,1,0,0,1
36982,1,0,0,0,1
36983,0,1,0,0,1
36984,0,1,0,0,1
36985,0,1,0,0,1
36986,0,0,1,0,1
36987,0,1,0,0,1
36988,0,1,0,0,1
36989,1,0,0,0,1
36990,0,1,0,0,1
36991,0,1,0,0,1
36992,0,1,0,0,1
36993,0,1,0,0,1
36994,0,1,0,0,1
36995,1,0,0,0,1
36996,0,1,0,0,1
36997,0,1,0,0,1
36998,0,1,0,0,1
36999,0,1,0,0,1
37000,1,0,0,0,1
37001,0,1,0,0,1
37002,0,0,0,1,1
37003,0,0,0,1,1
37004,0,1,0,0,1
37005,1,0,0,0,1
37006,0,1,0,0,1
37007,0,1,0,0,1
37008,0,1,0,0,1
37009,0,1,0,0,1
37010,0,1,0,0,1
37011,0,1,0,0,1
37012,0,1,0,0,1
37013,0,1,0,0,1
37014,0,1,0,0,1
37015,0,0,1,0,1
37016,0,1,0,0,1
37017,0,1,0,0,1
37018,0,1,0,0,1
37019,0,1,0,0,1
37020,0,1,0,0,1
37021,0,1,0,0,1
37022,0,1,0,0,1
37023,0,1,0,0,1
37024,0,0,1,0,1
37025,0,1,0,0,1
37026,0,1,0,0,1
37027,0,1,0,0,1
37028,1,0,0,0,1
37029,1,0,0,0,1
37030,1,0,0,0,1
37031,1,0,0,0,1
37032,0,1,0,0,1
37033,0,1,0,0,1
37034,0,1,0,0,1
37035,0,1,0,0,1
37036,0,1,0,0,1
37037,0,1,0,0,1
37038,0,1,0,0,1
37039,0,1,0,0,1
37040,1,0,0,0,1
37041,1,0,0,0,1
37042,0,1,0,0,1
37043,0,1,0,0,1
37044,0,1,0,0,1
37045,0,0,1,0,1
37046,0,1,0,0,1
37047,1,0,0,0,1
37048,1,0,0,0,1
37049,0,1,0,0,1
37050,0,1,0,0,1
37051,1,0,0,0,1
37052,0,1,0,0,1
37053,0,0,0,1,1
37054,0,0,0,1,1
37055,0,1,0,0,1
37056,0,1,0,0,1
37057,0,0,0,1,1
37058,1,0,0,0,1
37059,0,1,0,0,1
37060,0,1,0,0,1
37061,0,1,0,0,1
37062,0,0,1,0,1
37063,0,1,0,0,1
37064,0,1,0,0,1
37065,1,0,0,0,1
37066,0,1,0,0,1
37067,0,1,0,0,1
37068,0,0,0,1,1
37069,0,1,0,0,1
37070,0,1,0,0,1
37071,0,1,0,0,1
37072,0,1,0,0,1
37073,0,1,0,0,1
37074,0,1,0,0,1
37075,0,1,0,0,1
37076,1,0,0,0,1
37077,0,1,0,0,1
37078,0,1,0,0,1
37079,0,1,0,0,1
37080,0,1,0,0,1
37081,0,1,0,0,1
37082,1,0,0,0,1
37083,0,1,0,0,1
37084,0,1,0,0,1
37085,0,1,0,0,1
37086,0,1,0,0,1
37087,0,1,0,0,1
37088,0,1,0,0,1
37089,0,1,0,0,1
37090,0,1,0,0,1
37091,0,1,0,0,1
37092,1,0,0,0,1
37093,0,1,0,0,1
37094,0,1,0,0,1
37095,1,0,0,0,1
37096,0,1,0,0,1
37097,0,1,0,0,1
37098,0,1,0,0,1
37099,0,1,0,0,1
37100,0,1,0,0,1
37101,0,1,0,0,1
37102,0,1,0,0,1
37103,0,1,0,0,1
37104,0,0,0,1,1
37105,0,1,0,0,1
37106,0,1,0,0,1
37107,0,1,0,0,1
37108,1,0,0,0,1
37109,0,1,0,0,1
37110,0,1,0,0,1
37111,0,1,0,0,1
37112,1,0,0,0,1
37113,0,1,0,0,1
37114,0,1,0,0,1
37115,1,0,0,0,1
37116,0,1,0,0,1
37117,1,0,0,0,1
37118,0,1,0,0,1
37119,0,1,0,0,1
37120,0,1,0,0,1
37121,0,1,0,0,1
37122,0,1,0,0,1
37123,0,1,0,0,1
37124,1,0,0,0,1
37125,0,1,0,0,1
37126,0,1,0,0,1
37127,0,0,0,1,1
37128,1,0,0,0,1
37129,0,1,0,0,1
37130,0,1,0,0,1
37131,0,1,0,0,1
37132,0,1,0,0,1
37133,1,0,0,0,1
37134,0,1,0,0,1
37135,0,1,0,0,1
37136,0,1,0,0,1
37137,0,1,0,0,1
37138,0,1,0,0,1
37139,0,1,0,0,1
37140,0,1,0,0,1
37141,0,1,0,0,1
37142,0,1,0,0,1
37143,0,1,0,0,1
37144,0,1,0,0,1
37145,0,1,0,0,1
37146,0,1,0,0,1
37147,0,1,0,0,1
37148,1,0,0,0,1
37149,1,0,0,0,1
37150,0,1,0,0,1
37151,0,1,0,0,1
37152,0,1,0,0,1
37153,1,0,0,0,1
37154,0,1,0,0,1
37155,0,1,0,0,1
37156,0,1,0,0,1
37157,0,1,0,0,1
37158,0,1,0,0,1
37159,0,1,0,0,1
37160,0,1,0,0,1
37161,0,1,0,0,1
37162,0,1,0,0,1
37163,1,0,0,0,1
37164,0,1,0,0,1
37165,0,1,0,0,1
37166,0,1,0,0,1
37167,1,0,0,0,1
37168,1,0,0,0,1
37169,0,1,0,0,1
37170,0,1,0,0,1
37171,0,0,1,0,1
37172,1,0,0,0,1
37173,1,0,0,0,1
37174,0,1,0,0,1
37175,0,0,0,1,1
37176,0,1,0,0,1
37177,0,1,0,0,1
37178,1,0,0,0,1
37179,0,1,0,0,1
37180,0,1,0,0,1
37181,0,1,0,0,1
37182,0,1,0,0,1
37183,0,1,0,0,1
37184,0,1,0,0,1
37185,0,1,0,0,1
37186,0,1,0,0,1
37187,0,1,0,0,1
37188,1,0,0,0,1
37189,1,0,0,0,1
37190,0,1,0,0,1
37191,0,1,0,0,1
37192,0,1,0,0,1
37193,0,1,0,0,1
37194,1,0,0,0,1
37195,0,1,0,0,1
37196,0,1,0,0,1
37197,0,1,0,0,1
37198,0,1,0,0,1
37199,1,0,0,0,1
37200,0,1,0,0,1
37201,1,0,0,0,1
37202,0,1,0,0,1
37203,0,1,0,0,1
37204,0,1,0,0,1
37205,1,0,0,0,1
37206,1,0,0,0,1
37207,0,1,0,0,1
37208,0,1,0,0,1
37209,0,1,0,0,1
37210,0,1,0,0,1
37211,1,0,0,0,1
37212,0,1,0,0,1
37213,0,1,0,0,1
37214,0,1,0,0,1
37215,0,1,0,0,1
37216,1,0,0,0,1
37217,0,1,0,0,1
37218,0,0,0,1,1
37219,1,0,0,0,1
37220,0,1,0,0,1
37221,0,1,0,0,1
37222,0,1,0,0,1
37223,0,1,0,0,1
37224,1,0,0,0,1
37225,0,1,0,0,1
37226,0,0,0,1,1
37227,0,1,0,0,1
37228,0,1,0,0,1
37229,0,1,0,0,1
37230,0,0,1,0,1
37231,0,1,0,0,1
37232,1,0,0,0,1
37233,0,1,0,0,1
37234,0,1,0,0,1
37235,1,0,0,0,1
37236,0,1,0,0,1
37237,0,1,0,0,1
37238,0,1,0,0,1
37239,0,1,0,0,1
37240,1,0,0,0,1
37241,1,0,0,0,1
37242,0,1,0,0,1
37243,0,1,0,0,1
37244,0,1,0,0,1
37245,0,1,0,0,1
37246,0,1,0,0,1
37247,0,1,0,0,1
37248,0,1,0,0,1
37249,0,1,0,0,1
37250,0,1,0,0,1
37251,0,1,0,0,1
37252,0,0,0,1,1
37253,0,0,0,1,1
37254,0,0,0,1,1
37255,0,1,0,0,1
37256,1,0,0,0,1
37257,0,1,0,0,1
37258,1,0,0,0,1
37259,0,1,0,0,1
37260,0,1,0,0,1
37261,0,1,0,0,1
37262,0,1,0,0,1
37263,0,1,0,0,1
37264,0,1,0,0,1
37265,0,1,0,0,1
37266,0,1,0,0,1
37267,1,0,0,0,1
37268,0,1,0,0,1
37269,1,0,0,0,1
37270,0,1,0,0,1
37271,1,0,0,0,1
37272,0,1,0,0,1
37273,1,0,0,0,1
37274,0,1,0,0,1
37275,1,0,0,0,1
37276,0,1,0,0,1
37277,0,1,0,0,1
37278,0,1,0,0,1
37279,0,1,0,0,1
37280,0,1,0,0,1
37281,0,1,0,0,1
37282,0,1,0,0,1
37283,0,1,0,0,1
37284,0,1,0,0,1
37285,0,1,0,0,1
37286,0,1,0,0,1
37287,0,1,0,0,1
37288,0,1,0,0,1
37289,1,0,0,0,1
37290,0,1,0,0,1
37291,0,1,0,0,1
37292,0,1,0,0,1
37293,0,1,0,0,1
37294,0,1,0,0,1
37295,0,1,0,0,1
37296,0,1,0,0,1
37297,0,1,0,0,1
37298,1,0,0,0,1
37299,0,1,0,0,1
37300,1,0,0,0,1
37301,0,1,0,0,1
37302,1,0,0,0,1
37303,0,1,0,0,1
37304,0,1,0,0,1
37305,0,1,0,0,1
37306,0,1,0,0,1
37307,0,1,0,0,1
37308,0,1,0,0,1
37309,0,1,0,0,1
37310,0,1,0,0,1
37311,0,1,0,0,1
37312,0,1,0,0,1
37313,0,1,0,0,1
37314,0,1,0,0,1
37315,0,1,0,0,1
37316,0,0,0,1,1
37317,0,1,0,0,1
37318,0,1,0,0,1
37319,0,1,0,0,1
37320,0,1,0,0,1
37321,1,0,0,0,1
37322,1,0,0,0,1
37323,0,1,0,0,1
37324,0,1,0,0,1
37325,0,1,0,0,1
37326,0,1,0,0,1
37327,0,1,0,0,1
37328,0,1,0,0,1
37329,1,0,0,0,1
37330,0,1,0,0,1
37331,0,1,0,0,1
37332,0,1,0,0,1
37333,0,1,0,0,1
37334,0,1,0,0,1
37335,0,1,0,0,1
37336,0,1,0,0,1
37337,0,1,0,0,1
37338,0,1,0,0,1
37339,0,1,0,0,1
37340,1,0,0,0,1
37341,0,0,0,1,1
37342,0,1,0,0,1
37343,1,0,0,0,1
37344,0,1,0,0,1
37345,0,1,0,0,1
37346,1,0,0,0,1
37347,0,1,0,0,1
37348,0,1,0,0,1
37349,0,1,0,0,1
37350,0,1,0,0,1
37351,0,1,0,0,1
37352,0,1,0,0,1
37353,0,1,0,0,1
37354,0,1,0,0,1
37355,0,1,0,0,1
37356,0,1,0,0,1
37357,0,1,0,0,1
37358,0,1,0,0,1
37359,0,1,0,0,1
37360,0,1,0,0,1
37361,0,1,0,0,1
37362,0,1,0,0,1
37363,1,0,0,0,1
37364,0,1,0,0,1
37365,0,1,0,0,1
37366,0,1,0,0,1
37367,1,0,0,0,1
37368,0,1,0,0,1
37369,1,0,0,0,1
37370,0,1,0,0,1
37371,0,1,0,0,1
37372,0,1,0,0,1
37373,1,0,0,0,1
37374,0,1,0,0,1
37375,1,0,0,0,1
37376,0,1,0,0,1
37377,0,1,0,0,1
37378,0,1,0,0,1
37379,0,1,0,0,1
37380,1,0,0,0,1
37381,0,1,0,0,1
37382,0,1,0,0,1
37383,0,1,0,0,1
37384,0,1,0,0,1
37385,0,1,0,0,1
37386,0,1,0,0,1
37387,0,1,0,0,1
37388,0,1,0,0,1
37389,0,0,0,1,1
37390,1,0,0,0,1
37391,0,1,0,0,1
37392,1,0,0,0,1
37393,1,0,0,0,1
37394,1,0,0,0,1
37395,0,1,0,0,1
37396,0,1,0,0,1
37397,0,1,0,0,1
37398,0,1,0,0,1
37399,0,0,1,0,1
37400,1,0,0,0,1
37401,0,1,0,0,1
37402,0,1,0,0,1
37403,0,1,0,0,1
37404,0,1,0,0,1
37405,0,1,0,0,1
37406,0,1,0,0,1
37407,0,1,0,0,1
37408,0,1,0,0,1
37409,0,1,0,0,1
37410,0,1,0,0,1
37411,0,1,0,0,1
37412,0,1,0,0,1
37413,0,1,0,0,1
37414,0,1,0,0,1
37415,0,1,0,0,1
37416,0,1,0,0,1
37417,0,1,0,0,1
37418,0,1,0,0,1
37419,0,1,0,0,1
37420,1,0,0,0,1
37421,0,1,0,0,1
37422,0,1,0,0,1
37423,0,1,0,0,1
37424,0,1,0,0,1
37425,0,1,0,0,1
37426,0,1,0,0,1
37427,0,1,0,0,1
37428,0,1,0,0,1
37429,0,1,0,0,1
37430,0,1,0,0,1
37431,0,1,0,0,1
37432,0,1,0,0,1
37433,1,0,0,0,1
37434,1,0,0,0,1
37435,0,1,0,0,1
37436,1,0,0,0,1
37437,1,0,0,0,1
37438,0,1,0,0,1
37439,0,1,0,0,1
37440,0,1,0,0,1
37441,1,0,0,0,1
37442,0,1,0,0,1
37443,0,1,0,0,1
37444,1,0,0,0,1
37445,0,1,0,0,1
37446,0,1,0,0,1
37447,0,1,0,0,1
37448,0,1,0,0,1
37449,0,0,1,0,1
37450,0,1,0,0,1
37451,1,0,0,0,1
37452,0,1,0,0,1
37453,1,0,0,0,1
37454,0,1,0,0,1
37455,0,1,0,0,1
37456,0,1,0,0,1
37457,0,1,0,0,1
37458,0,0,0,1,1
37459,0,1,0,0,1
37460,1,0,0,0,1
37461,0,1,0,0,1
37462,0,1,0,0,1
37463,0,1,0,0,1
37464,0,1,0,0,1
37465,0,1,0,0,1
37466,0,1,0,0,1
37467,0,1,0,0,1
37468,0,1,0,0,1
37469,0,1,0,0,1
37470,0,1,0,0,1
37471,0,1,0,0,1
37472,0,1,0,0,1
37473,0,1,0,0,1
37474,0,1,0,0,1
37475,0,1,0,0,1
37476,0,0,0,1,1
37477,0,1,0,0,1
37478,0,0,0,1,1
37479,1,0,0,0,1
37480,1,0,0,0,1
37481,0,1,0,0,1
37482,1,0,0,0,1
37483,0,1,0,0,1
37484,0,1,0,0,1
37485,0,1,0,0,1
37486,0,1,0,0,1
37487,0,0,0,1,1
37488,0,1,0,0,1
37489,0,1,0,0,1
37490,0,0,1,0,1
37491,0,1,0,0,1
37492,0,1,0,0,1
37493,0,1,0,0,1
37494,1,0,0,0,1
37495,0,1,0,0,1
37496,0,1,0,0,1
37497,0,1,0,0,1
37498,0,1,0,0,1
37499,0,1,0,0,1
37500,0,1,0,0,1
37501,0,1,0,0,1
37502,0,1,0,0,1
37503,0,1,0,0,1
37504,1,0,0,0,1
37505,0,1,0,0,1
37506,1,0,0,0,1
37507,0,1,0,0,1
37508,0,1,0,0,1
37509,0,1,0,0,1
37510,0,1,0,0,1
37511,0,1,0,0,1
37512,1,0,0,0,1
37513,0,1,0,0,1
37514,0,1,0,0,1
37515,0,1,0,0,1
37516,0,1,0,0,1
37517,0,1,0,0,1
37518,1,0,0,0,1
37519,0,0,0,1,1
37520,0,0,0,1,1
37521,0,1,0,0,1
37522,0,1,0,0,1
37523,0,1,0,0,1
37524,0,1,0,0,1
37525,0,1,0,0,1
37526,1,0,0,0,1
37527,1,0,0,0,1
37528,0,1,0,0,1
37529,1,0,0,0,1
37530,0,1,0,0,1
37531,0,1,0,0,1
37532,1,0,0,0,1
37533,0,1,0,0,1
37534,1,0,0,0,1
37535,0,1,0,0,1
37536,1,0,0,0,1
37537,0,1,0,0,1
37538,1,0,0,0,1
37539,0,1,0,0,1
37540,1,0,0,0,1
37541,0,1,0,0,1
37542,1,0,0,0,1
37543,0,1,0,0,1
37544,0,1,0,0,1
37545,0,1,0,0,1
37546,0,1,0,0,1
37547,0,1,0,0,1
37548,0,1,0,0,1
37549,0,1,0,0,1
37550,0,1,0,0,1
37551,1,0,0,0,1
37552,0,1,0,0,1
37553,0,1,0,0,1
37554,1,0,0,0,1
37555,0,1,0,0,1
37556,0,1,0,0,1
37557,0,1,0,0,1
37558,0,1,0,0,1
37559,0,1,0,0,1
37560,1,0,0,0,1
37561,0,1,0,0,1
37562,0,1,0,0,1
37563,0,1,0,0,1
37564,1,0,0,0,1
37565,0,1,0,0,1
37566,1,0,0,0,1
37567,0,1,0,0,1
37568,1,0,0,0,1
37569,0,1,0,0,1
37570,0,1,0,0,1
37571,0,1,0,0,1
37572,0,1,0,0,1
37573,0,1,0,0,1
37574,0,1,0,0,1
37575,0,1,0,0,1
37576,0,1,0,0,1
37577,0,1,0,0,1
37578,1,0,0,0,1
37579,0,1,0,0,1
37580,1,0,0,0,1
37581,0,1,0,0,1
37582,0,1,0,0,1
37583,0,1,0,0,1
37584,0,1,0,0,1
