,from_bot_score,to_followers_count,gn
8540,0.05,1783408.0,0
8541,0.05,3634.0,0
8542,0.05,4919.0,0
8543,0.05,72.0,0
8544,0.05,16.0,0
8545,0.05,204112.0,0
8546,0.05,10790.09090909091,0
8547,0.05,60.0,0
8548,0.05,489.0,0
8549,0.05,439413.0,0
8550,0.05,17.0,0
8551,0.05,232060.0,0
8552,0.05,75882.0,0
8553,0.05,2267.0,0
8554,0.05,5147.0,0
8555,0.05,102098.5,0
8556,0.05,401678.0,0
8557,0.05,10369.0,0
8558,0.05,690.0,0
8559,0.05,651.0,0
8560,0.05,58.0,0
8561,0.05,3151.0,0
8562,0.05,11748.0,0
8563,0.05,31157935.5,0
8564,0.05,2744087.0,0
8565,0.05,1802.0,0
8566,0.05,81412.0,0
8567,0.05,75882.0,0
8568,0.05,881144.0,0
8569,0.05,45.0,0
8570,0.05,118681.5,0
8571,0.05,777849.25,0
8572,0.05,5147.0,0
8573,0.05,1529.0,0
8574,0.05,75882.0,0
8575,0.05,4635.0,0
8576,0.05,27.0,0
8577,0.05,18837.6,0
8578,0.05,45023.0,0
8579,0.05,185.75,0
8580,0.05,12.5,0
8581,0.05,16.0,0
8582,0.05,9092.0,0
8583,0.05,232062.0,0
8584,0.05,32506.0,0
8585,0.05,911.0,0
8586,0.05,835.0,0
8587,0.05,2150297.0,0
8588,0.05,204118.0,0
8589,0.05,439413.0,0
8590,0.05,711.0,0
8591,0.05,281777.625,0
8592,0.05,112.0,0
8593,0.05,213.0,0
8594,0.05,132.0,0
8595,0.05,420.0,0
8596,0.05,56901.0,0
8597,0.05,2812.0666666666666,0
8598,0.05,872.4,0
8599,0.05,473743.0,0
8600,0.05,75882.0,0
8601,0.05,46876.0,0
8602,0.05,1748857.0,0
8603,0.05,392150.125,0
8604,0.05,938.0,0
8605,0.05,120.5,0
8606,0.05,711.0,0
8607,0.05,356.0,0
8608,0.05,112.0,0
8609,0.05,39254.0,0
8610,0.05,412751.0,0
8611,0.05,3475.5,0
8612,0.05,196465.0,0
8613,0.05,8.0,0
8614,0.05,163523.6,0
8615,0.05,2771.0,0
8616,0.05,21790.0,0
8617,0.05,42.0,0
8618,0.05,75882.0,0
8619,0.05,2992.0,0
8620,0.05,58164.0,0
8621,0.05,1893.0,0
8622,0.05,132.0,0
8623,0.05,42.0,0
8624,0.05,16551.0,0
8625,0.05,83.0,0
8626,0.05,220228.0,0
8627,0.05,1108.0,0
8628,0.05,232063.0,0
8629,0.05,418927.0,0
8630,0.05,21787.0,0
8631,0.05,62284.0,0
8632,0.05,1165951.0,0
8633,0.05,8.0,0
8634,0.05,8166.0,0
8635,0.05,172.0,0
8636,0.05,1272.5,0
8637,0.05,473752.0,0
8638,0.05,83.0,0
8639,0.05,118603.5,0
8640,0.05,9183.0,0
8641,0.05,83.0,0
8642,0.05,844633.0,0
8643,0.05,9092.0,0
8644,0.05,47.0,0
8645,0.05,39232.0,0
8646,0.05,16.0,0
8647,0.05,230052.0,0
8648,0.05,1485.0,0
8649,0.05,265262.5,0
8650,0.05,436.0,0
8651,0.05,62105473.0,0
8652,0.05,275648.0,0
8653,0.05,678.6,0
8654,0.05,75882.0,0
8655,0.05,9326.0,0
8656,0.05,3634.0,0
8657,0.05,473743.0,0
8658,0.05,3089.6,0
8659,0.05,255060.0,0
8660,0.05,405.0,0
8661,0.05,115412.0,0
8662,0.05,1486.0,0
8663,0.05,473752.0,0
8664,0.05,6.0,0
8665,0.05,23795.0,0
8666,0.05,1137.0,0
8667,0.05,125.0,0
8668,0.05,145.0,0
8669,0.05,6.0,0
8670,0.05,473752.0,0
8671,0.05,413.0,0
8672,0.05,10369.0,0
8673,0.05,202951.0,0
8674,0.05,204114.0,0
8675,0.05,3099.0,0
8676,0.05,1907.0,0
8677,0.05,2382.0,0
8678,0.05,1608.0,0
8679,0.05,374.0,0
8680,0.05,41890.0,0
8681,0.05,204116.5,0
8682,0.05,38047.5,0
8683,0.05,232061.0,0
8684,0.05,731.5,0
8685,0.05,263.0,0
8686,0.05,5080.0,0
8687,0.05,211495.8,0
8688,0.05,439419.0,0
8689,0.05,9764.0,0
8690,0.05,58.0,0
8691,0.05,75882.0,0
8692,0.05,2096.0,0
8693,0.05,275.0,0
8694,0.05,759.0,0
8695,0.05,21880.0,0
8696,0.05,34.0,0
8697,0.05,548464.1111111111,0
8698,0.05,19455.0,0
8699,0.05,204118.0,0
8700,0.05,418.0,0
8701,0.05,13.0,0
8702,0.05,275.0,0
8703,0.05,1851.0,0
8704,0.05,11965.0,0
8705,0.05,1652.5,0
8706,0.05,85.0,0
8707,0.05,1761585.0,0
8708,0.05,5901.125,0
8709,0.05,6656.5,0
8710,0.05,2857.0,0
8711,0.05,145.0,0
8712,0.05,628547.0,0
8713,0.05,75860.0,0
8714,0.05,36624.0,0
8715,0.05,21790.0,0
8716,0.05,473752.0,0
8717,0.05,1108.0,0
8718,0.05,42.0,0
8719,0.05,1608.0,0
8720,0.05,128.5,0
8721,0.05,223.0,0
8722,0.05000000000000001,1693.3333333333333,0
8723,0.05000000000000001,267.1666666666667,0
8724,0.05000000000000001,2708.6666666666665,0
8725,0.05000000000000001,20797324.0,0
8726,0.05000000000000001,92916.0,0
8727,0.05000000000000001,114.33333333333333,0
8728,0.05000000000000001,5868151.333333333,0
8729,0.05000000000000001,89003.66666666667,0
8730,0.05000000000000001,3474.3333333333335,0
8731,0.05000000000000001,1642004.0,0
8732,0.05000000000000001,360807.6666666667,0
8733,0.05000000000000001,20719986.666666668,0
8734,0.05000000000000001,27642841.666666668,0
8735,0.05000000000000001,94.66666666666667,0
8736,0.05000000000000001,36228280.333333336,0
8737,0.05000000000000001,407336.3333333333,0
8738,0.05000000000000001,116455.33333333333,0
8739,0.05000000000000001,541.0,0
8740,0.05000000000000001,28.333333333333332,0
8741,0.05000000000000001,180.66666666666666,0
8742,0.05000000000000001,10904.833333333334,0
8743,0.05000000000000001,14890.5,0
8744,0.05000000000000001,14096.333333333334,0
8745,0.05000000000000001,174532.33333333334,0
8746,0.05000000000000001,1755.8333333333333,0
8747,0.05000000000000001,146989.66666666666,0
8748,0.05000000000000001,3626.3333333333335,0
8749,0.05000000000000001,588219.0,0
8750,0.05000000000000001,235640.66666666666,0
8751,0.05000000000000001,127927.33333333333,0
8752,0.05000000000000001,14148.90243902439,0
8753,0.05000000000000001,148.66666666666666,0
8754,0.05000000000000001,235.0,0
8755,0.05000000000000001,1167.0,0
8756,0.05000000000000001,2219249.5,0
8757,0.05000000000000001,1634.6666666666667,0
8758,0.05000000000000001,203.33333333333334,0
8759,0.05000000000000001,785752.3333333334,0
8760,0.05000000000000001,65.0,0
8761,0.05000000000000001,844.3333333333334,0
8762,0.05000000000000001,1598.3333333333333,0
8763,0.05000000000000001,376.0,0
8764,0.05000000000000001,130.66666666666666,0
8765,0.05000000000000001,209862.0,0
8766,0.05000000000000001,524.6666666666666,0
8767,0.05000000000000001,1219.6666666666667,0
8768,0.05000000000000001,77842.0,0
8769,0.05000000000000001,3829.3333333333335,0
8770,0.05000000000000001,2131.0,0
8771,0.05000000000000001,587279.0,0
8772,0.05000000000000001,22558.333333333332,0
8773,0.05000000000000001,137378.0,0
8774,0.05000000000000001,242.33333333333334,0
8775,0.05000000000000001,11569064.333333334,0
8776,0.05000000000000001,987999.0,0
8777,0.05000000000000001,127.66666666666667,0
8778,0.05000000000000001,3445989.3333333335,0
8779,0.05000000000000001,3667.6666666666665,0
8780,0.05000000000000001,67.66666666666667,0
8781,0.05000000000000001,2310240.6666666665,0
8782,0.05000000000000001,34826668.333333336,0
8783,0.05000000000000001,395.0,0
8784,0.05000000000000001,548.0,0
8785,0.05000000000000001,4865.666666666667,0
8786,0.05000000000000001,1171.3333333333333,0
8787,0.05000000000000001,123.0,0
8788,0.05000000000000001,1215.0,0
8789,0.05000000000000001,159729.0,0
8790,0.05000000000000001,2038.3333333333333,0
8791,0.05000000000000001,983515.6666666666,0
8792,0.05000000000000001,5129.333333333333,0
8793,0.05000000000000001,3395885.3333333335,0
8794,0.05000000000000001,363.6666666666667,0
8795,0.05000000000000001,685.6666666666666,0
8796,0.05000000000000001,1038009.0,0
8797,0.05000000000000001,24102.0,0
8798,0.05000000000000001,337947.6666666667,0
8799,0.05000000000000001,426950.6666666667,0
8800,0.05000000000000001,1283.6666666666667,0
8801,0.05000000000000001,4191016.6666666665,0
8802,0.05000000000000001,39124.0,0
8803,0.05000000000000001,57.333333333333336,0
8804,0.05000000000000001,153195.83333333334,0
8805,0.05000000000000001,195.0,0
8806,0.05000000000000001,25553.0,0
8807,0.05000000000000001,46733151.666666664,0
8808,0.05000000000000001,586293.2708333334,0
8809,0.05000000000000001,617339.0,0
8810,0.05000000000000001,149066.66666666666,0
8811,0.05000000000000001,931.0,0
8812,0.05000000000000001,386.3333333333333,0
8813,0.05000000000000001,20147521.666666668,0
8814,0.05000000000000001,122.66666666666667,0
8815,0.05000000000000001,647521.0,0
8816,0.05000000000000001,732969.6666666666,0
8817,0.05000000000000001,350.3333333333333,0
8818,0.05000000000000001,77677.66666666667,0
8819,0.05000000000000001,8322.333333333334,0
8820,0.05000000000000001,626.6666666666666,0
8821,0.05000000000000001,53317.666666666664,0
8822,0.05000000000000001,9836528.833333334,0
8823,0.05000000000000001,445.0,0
8824,0.05000000000000001,1118.6666666666667,0
8825,0.05000000000000001,11112.666666666666,0
8826,0.05999999999999999,41162.454545454544,0
8827,0.05999999999999999,23212200.594594594,0
8828,0.05999999999999999,343544.0,0
8829,0.05999999999999999,3365.3333333333335,0
8830,0.05999999999999999,188760.54545454544,0
8831,0.05999999999999999,141381.66666666666,0
8832,0.05999999999999999,3619.2727272727275,0
8833,0.05999999999999999,339420.63636363635,0
8834,0.05999999999999999,1243.2727272727273,0
8835,0.05999999999999999,26962.954545454544,0
8836,0.06,439412.0,0
8837,0.06,708.0,0
8838,0.06,917.0,0
8839,0.06,148.0,0
8840,0.06,1550660.5,0
8841,0.06,128912.0,0
8842,0.06,48.0,0
8843,0.06,125.0,0
8844,0.06,515.8333333333334,0
8845,0.06,31157922.0,0
8846,0.06,204114.0,0
8847,0.06,75839.0,0
8848,0.06,105.0,0
8849,0.06,48.0,0
8850,0.06,418911.0,0
8851,0.06,33.0,0
8852,0.06,10630.0,0
8853,0.06,732.0,0
8854,0.06,1144.2203389830509,0
8855,0.06,204109.0,0
8856,0.06,32.0,0
8857,0.06,5147.0,0
8858,0.06,145.0,0
8859,0.06,75882.0,0
8860,0.06,501.0,0
8861,0.06,3503.0,0
8862,0.06,236.0,0
8863,0.06,65.0,0
8864,0.06,464.0,0
8865,0.06,8.0,0
8866,0.06,232060.0,0
8867,0.06,54.0,0
8868,0.06,420.0,0
8869,0.06,202961.0,0
8870,0.06,9242.0,0
8871,0.06,232067.0,0
8872,0.06,153232.0,0
8873,0.06,2478939.0,0
8874,0.06,473752.0,0
8875,0.06,54798.5,0
8876,0.06,12610.0,0
8877,0.06,17.0,0
8878,0.06,6748.0,0
8879,0.06,115406.0,0
8880,0.06,9.0,0
8881,0.06,275.0,0
8882,0.06,213.0,0
8883,0.06,12878.0,0
8884,0.06,7064.0,0
8885,0.06,75882.0,0
8886,0.06,1608.0,0
8887,0.06,223373.0,0
8888,0.06,1090.0,0
8889,0.06,26630.5,0
8890,0.06,761.0,0
8891,0.06,970.0,0
8892,0.06,420.0,0
8893,0.06,3820.0,0
8894,0.06,75882.0,0
8895,0.06,172.0,0
8896,0.06,41.0,0
8897,0.06,118604.0,0
8898,0.06,8860.0,0
8899,0.06,219.0,0
8900,0.06,75882.0,0
8901,0.06,526.0,0
8902,0.06,53712.0,0
8903,0.06,2830.5,0
8904,0.06,2593.0,0
8905,0.06,1761.0,0
8906,0.06,9243.666666666666,0
8907,0.06,118309.0,0
8908,0.06,219751.0,0
8909,0.06,864889.0,0
8910,0.06,204114.0,0
8911,0.06,881112.5,0
8912,0.06,3896.0,0
8913,0.06,20685314.5,0
8914,0.06,470.0,0
8915,0.06,219715.0,0
8916,0.06,219.0,0
8917,0.06,12878.0,0
8918,0.06,105.0,0
8919,0.06,1496585.0,0
8920,0.06,2836321.0,0
8921,0.06,1605.0,0
8922,0.06,145.0,0
8923,0.06,10369.0,0
8924,0.06,648167.0,0
8925,0.06,83.0,0
8926,0.06,75882.0,0
8927,0.06,211389.0,0
8928,0.06,1421.6666666666667,0
8929,0.06,62281.0,0
8930,0.06,10159.5,0
8931,0.06,7737.0,0
8932,0.06,105.0,0
8933,0.06,628542.0,0
8934,0.06,275.0,0
8935,0.06,115407.0,0
8936,0.06,206.0,0
8937,0.06,1275545.5,0
8938,0.06,497708.5,0
8939,0.06,102101.0,0
8940,0.06,232063.0,0
8941,0.06,1460.0,0
8942,0.06,187.0,0
8943,0.06,223373.0,0
8944,0.06,200.0,0
8945,0.06,6391132.0,0
8946,0.06,141608.0,0
8947,0.06,6.0,0
8948,0.06,1802.0,0
8949,0.06,10854.0,0
8950,0.06,214427.0,0
8951,0.06,172.0,0
8952,0.06,835.0,0
8953,0.06,7720.0,0
8954,0.06,34262462.5,0
8955,0.06,1892.0,0
8956,0.06,62284.0,0
8957,0.06,232062.0,0
8958,0.06,3651.0,0
8959,0.06,755.0,0
8960,0.06,357.0,0
8961,0.06,5147.0,0
8962,0.06,420.0,0
8963,0.06,69.0,0
8964,0.06,51.0,0
8965,0.06,204114.0,0
8966,0.06,2476275.3125,0
8967,0.06,123373.6,0
8968,0.06,10689.0,0
8969,0.06,145.0,0
8970,0.06,28.0,0
8971,0.06,200.0,0
8972,0.06,592.0,0
8973,0.06,1080862.0,0
8974,0.06,5080.0,0
8975,0.06,4.0,0
8976,0.06,298.0,0
8977,0.06,10436.0,0
8978,0.06,55.0,0
8979,0.06,3944.0,0
8980,0.06,232062.0,0
8981,0.06,3547791.5,0
8982,0.06,249347.0,0
8983,0.06,473752.0,0
8984,0.06,18945.666666666668,0
8985,0.06,489.0,0
8986,0.06,162.66666666666666,0
8987,0.06,208054.6,0
8988,0.06,418924.0,0
8989,0.06,275.0,0
8990,0.06,220633.5,0
8991,0.06,42.0,0
8992,0.06,10367830.666666666,0
8993,0.06,5792.0,0
8994,0.06,4216.0,0
8995,0.06,204114.0,0
8996,0.06,1424.0,0
8997,0.06,592.0,0
8998,0.06,473752.0,0
8999,0.06,405.0,0
9000,0.06,3634.0,0
9001,0.06,31157926.5,0
9002,0.06,708768.0,0
9003,0.06,232062.0,0
9004,0.06,48.0,0
9005,0.06,232063.0,0
9006,0.06,10.0,0
9007,0.06,118308.0,0
9008,0.06,115.5,0
9009,0.06,3693514.5,0
9010,0.06,297.0,0
9011,0.06,145.0,0
9012,0.06,1191.0,0
9013,0.06,119050.5,0
9014,0.06,473752.0,0
9015,0.06,440.0,0
9016,0.06,184511.9,0
9017,0.06,4649.0,0
9018,0.06,85207.0,0
9019,0.06,9347.0,0
9020,0.06,9090.0,0
9021,0.06,75882.0,0
9022,0.06,204119.0,0
9023,0.06,23795.0,0
9024,0.06,439419.0,0
9025,0.06,31157944.5,0
9026,0.06,14897.0,0
9027,0.06,85.0,0
9028,0.06,75882.0,0
9029,0.06,30.0,0
9030,0.06,3592.0,0
9031,0.06,628546.0,0
9032,0.06,65.0,0
9033,0.06,355.0,0
9034,0.06,209748.5,0
9035,0.06,380054.8333333333,0
9036,0.06,20.0,0
9037,0.06,31.0,0
9038,0.06,18587.0,0
9039,0.06,117.0,0
9040,0.06,54.0,0
9041,0.06,10824618.5,0
9042,0.06,75882.0,0
9043,0.06,116038.0,0
9044,0.06,64.0,0
9045,0.06,635.6666666666666,0
9046,0.06,2836307.0,0
9047,0.06,20849367.0,0
9048,0.06,34761.833333333336,0
9049,0.06,40512210.333333336,0
9050,0.06,298741.0,0
9051,0.06,226.0,0
9052,0.06,12428887.6,0
9053,0.06,232061.0,0
9054,0.06,315620.0,0
9055,0.06,88.5,0
9056,0.06,95.0,0
9057,0.06,115406.0,0
9058,0.06,63997.0,0
9059,0.06,9079.0,0
9060,0.06,1043.0,0
9061,0.06,33753.5,0
9062,0.06,439413.0,0
9063,0.06,31157972.0,0
9064,0.06,7722.0,0
9065,0.06,1808122.0,0
9066,0.06,18041.333333333332,0
9067,0.06,56901.0,0
9068,0.06,65627.0,0
9069,0.06,771.0,0
9070,0.06,5147.0,0
9071,0.06,5147.0,0
9072,0.06,75840.0,0
9073,0.06,2428.0,0
9074,0.06,1535.0,0
9075,0.06,439413.0,0
9076,0.06,439413.0,0
9077,0.06,38085.0,0
9078,0.06,65.0,0
9079,0.06,11984.0,0
9080,0.06,5147.0,0
9081,0.06,269.2,0
9082,0.06,36009.0,0
9083,0.06,3278.6666666666665,0
9084,0.06,1365.0,0
9085,0.06,60.0,0
9086,0.06,1608.0,0
9087,0.06,20.0,0
9088,0.06,145.0,0
9089,0.06,204118.0,0
9090,0.06,1107.0,0
9091,0.06,31157947.0,0
9092,0.06,599689.0,0
9093,0.06,3634.0,0
9094,0.06,85.0,0
9095,0.06,1172.5,0
9096,0.06,1605.0,0
9097,0.06,1.0,0
9098,0.06,161.5,0
9099,0.06,275.0,0
9100,0.06,232060.0,0
9101,0.06,143182.4,0
9102,0.06,12877.0,0
9103,0.06,1783408.0,0
9104,0.06,5154.5,0
9105,0.06,34.0,0
9106,0.06,1043.0,0
9107,0.06,142799.5,0
9108,0.06,5147.0,0
9109,0.06,17.0,0
9110,0.06,213.0,0
9111,0.06,110.0,0
9112,0.06,204114.0,0
9113,0.06,1608.0,0
9114,0.06,473752.0,0
9115,0.06,132.0,0
9116,0.06,112.0,0
9117,0.06,8.0,0
9118,0.06,18554.0,0
9119,0.06,75882.0,0
9120,0.06,101038419.0,0
9121,0.06,75882.0,0
9122,0.06,1783408.0,0
9123,0.06,1595.0,0
9124,0.06,863.0,0
9125,0.06,7112460.0,0
9126,0.06,101.5,0
9127,0.06,1043.0,0
9128,0.06,422392.5,0
9129,0.06,15660.0,0
9130,0.06,6384.5,0
9131,0.06,83.0,0
9132,0.06,7068596.0,0
9133,0.06,232060.0,0
9134,0.06,232067.0,0
9135,0.06,15634.0,0
9136,0.06,592.0,0
9137,0.06,1863.5,0
9138,0.06,204109.0,0
9139,0.06,75.0,0
9140,0.06,36988.0,0
9141,0.06,53711.0,0
9142,0.06,140.0,0
9143,0.06,4728615.0,0
9144,0.06,75882.0,0
9145,0.06,480.0,0
9146,0.06,75882.0,0
9147,0.06,40642.0,0
9148,0.06,62.5,0
9149,0.06,235032.0,0
9150,0.06,172.0,0
9151,0.06,30650.666666666668,0
9152,0.06,31158044.5,0
9153,0.06,204119.0,0
9154,0.06,3006.4,0
9155,0.06,470.0,0
9156,0.06,3089162.0,0
9157,0.06,44.5,0
9158,0.06,66.0,0
9159,0.06,9326.0,0
9160,0.06,148.0,0
9161,0.06,116103.5,0
9162,0.06,275.0,0
9163,0.06,75.5,0
9164,0.06,24.0,0
9165,0.06,13.0,0
9166,0.06,2252.0,0
9167,0.06,203.91666666666666,0
9168,0.06,4937.5,0
9169,0.06,99.58333333333333,0
9170,0.06,5552.0,0
9171,0.06,106.0,0
9172,0.06,9.0,0
9173,0.06,202.5,0
9174,0.06,6.0,0
9175,0.06,5710.0,0
9176,0.06,8513.0,0
9177,0.06,826.0,0
9178,0.06,14299.333333333334,0
9179,0.06,825.0,0
9180,0.06,12066.4,0
9181,0.06,473743.0,0
9182,0.06,232063.0,0
9183,0.06,1366.6666666666667,0
9184,0.06,385.0,0
9185,0.06,439413.0,0
9186,0.06,1761.0,0
9187,0.06,745233.0,0
9188,0.06,204118.5,0
9189,0.06,420.0,0
9190,0.06,75882.0,0
9191,0.06,324.0,0
9192,0.06,58.0,0
9193,0.06,1783408.0,0
9194,0.06,275.0,0
9195,0.06,241421.0,0
9196,0.06,1460.0,0
9197,0.06,41.0,0
9198,0.06,49503.5,0
9199,0.06,75838.0,0
9200,0.06,439413.0,0
9201,0.06,9090.0,0
9202,0.06,387.0,0
9203,0.06,204119.0,0
9204,0.06,24.0,0
9205,0.06,31158049.0,0
9206,0.06,439413.0,0
9207,0.06,20773686.0,0
9208,0.06,288.0,0
9209,0.06,187.0,0
9210,0.06,136.5,0
9211,0.06,54.625,0
9212,0.06,439413.0,0
9213,0.06,769.0,0
9214,0.06,30433.0,0
9215,0.06,75882.0,0
9216,0.06,204119.0,0
9217,0.06,19637.0,0
9218,0.06,213.0,0
9219,0.06,418924.0,0
9220,0.06,42.0,0
9221,0.06,61.0,0
9222,0.06,7233.0,0
9223,0.06,2630.5,0
9224,0.06,1743.0,0
9225,0.06,98384.0,0
9226,0.06,2615.75,0
9227,0.06,2626.0,0
9228,0.06,83.0,0
9229,0.06,44216.375,0
9230,0.06,42.0,0
9231,0.06,439413.0,0
9232,0.06,11539.217391304348,0
9233,0.06,1761823.0,0
9234,0.06,232062.0,0
9235,0.06,70655.0,0
9236,0.06,67.0,0
9237,0.06,36922.0,0
9238,0.06,1228282.5,0
9239,0.06,772270.0,0
9240,0.06,34.0,0
9241,0.06,84717.33333333333,0
9242,0.06,115414.0,0
9243,0.06,15129346.0,0
9244,0.06,117.0,0
9245,0.06,3141.0,0
9246,0.06,36009.0,0
9247,0.06,5772.0,0
9248,0.06,34.0,0
9249,0.06,75882.0,0
9250,0.06,12037.142857142857,0
9251,0.06,554897.0,0
9252,0.06,3016.0,0
9253,0.06,155808.0,0
9254,0.06,1043.0,0
9255,0.06,31158744.0,0
9256,0.06,5.0,0
9257,0.06,11272.5,0
9258,0.06,393.6,0
9259,0.06,316847.0,0
9260,0.06,204114.0,0
9261,0.06,2367.0,0
9262,0.06,31055039.0,0
9263,0.06,20849307.333333332,0
9264,0.06,31158041.0,0
9265,0.06,10.0,0
9266,0.06,1608.0,0
9267,0.06,60260.0,0
9268,0.06,10370.0,0
9269,0.06,56212.25,0
9270,0.06,75882.0,0
9271,0.06,42.0,0
9272,0.06,5147.0,0
9273,0.06,81.0,0
9274,0.06,35650.333333333336,0
9275,0.06,31158776.0,0
9276,0.06,24.0,0
9277,0.06,35.0,0
9278,0.06,104773.0,0
9279,0.06,1460.0,0
9280,0.06,13920601.842105264,0
9281,0.06,3254.0,0
9282,0.06,5368.0,0
9283,0.06,83.0,0
9284,0.06,63997.0,0
9285,0.06,9092.0,0
9286,0.06,73.0,0
9287,0.06,5147.0,0
9288,0.06,421.0,0
9289,0.06,313.0,0
9290,0.06,11856.0,0
9291,0.06,112.0,0
9292,0.06,275.0,0
9293,0.06,32.0,0
9294,0.06,204117.33333333334,0
9295,0.06,1108.0,0
9296,0.06,628545.0,0
9297,0.06,15638275.25,0
9298,0.06,859.0,0
9299,0.06,11866.0,0
9300,0.06,19041.666666666668,0
9301,0.06,2626.0,0
9302,0.06,172.0,0
9303,0.06,530.3333333333334,0
9304,0.06,711.0,0
9305,0.06,75882.0,0
9306,0.06,133.5,0
9307,0.06,34.0,0
9308,0.06,711.0,0
9309,0.06,563.0,0
9310,0.06,232061.0,0
9311,0.06,42.0,0
9312,0.06,8.0,0
9313,0.06,75882.0,0
9314,0.06,264.6666666666667,0
9315,0.06,676264.8571428572,0
9316,0.06,3535.0,0
9317,0.06,405.0,0
9318,0.06,1783408.0,0
9319,0.06,232062.0,0
9320,0.06,98384.0,0
9321,0.06,824.0,0
9322,0.06,5147.0,0
9323,0.06,18554.0,0
9324,0.06,105.0,0
9325,0.06,3415.0,0
9326,0.06,45047.0,0
9327,0.06,32294.0,0
9328,0.06,3455.0,0
9329,0.06,51.0,0
9330,0.06,593935.4166666666,0
9331,0.06,48680.08,0
9332,0.06,690.0,0
9333,0.06,770998.5,0
9334,0.06,4429601.84375,0
9335,0.06,489.0,0
9336,0.06,106348.5,0
9337,0.06,288.0,0
9338,0.06,915.0,0
9339,0.06,31157928.5,0
9340,0.06,5243.5,0
9341,0.06,25871.0,0
9342,0.06,5287.5,0
9343,0.06,70092.0,0
9344,0.06,35.0,0
9345,0.06,3842.0,0
9346,0.06,75882.0,0
9347,0.06,1108.0,0
9348,0.06,117208.33333333333,0
9349,0.06,401716.0,0
9350,0.06,2836321.0,0
9351,0.06,13.0,0
9352,0.06,473745.0,0
9353,0.06,155809.0,0
9354,0.06,473752.0,0
9355,0.06,103906.0,0
9356,0.06,47.0,0
9357,0.06,5967.5,0
9358,0.06,75882.0,0
9359,0.06,1907.0,0
9360,0.06,800.3333333333334,0
9361,0.06,5147.0,0
9362,0.06,11.0,0
9363,0.06,592.0,0
9364,0.06,439412.5,0
9365,0.06,2601.0,0
9366,0.06,145.0,0
9367,0.06,9242.0,0
9368,0.06,133198.0,0
9369,0.06,15660.0,0
9370,0.06,65328.0,0
9371,0.06,632.75,0
9372,0.06,2706.0,0
9373,0.06,10.0,0
9374,0.06,289814.0,0
9375,0.06,5147.0,0
9376,0.06,439413.0,0
9377,0.06,38798.0,0
9378,0.06,8.0,0
9379,0.06,145.0,0
9380,0.06,15660.0,0
9381,0.06,116932.5,0
9382,0.06,83.0,0
9383,0.06,7068578.0,0
9384,0.06,9242.0,0
9385,0.06,232060.0,0
9386,0.06,40.333333333333336,0
9387,0.06,75882.0,0
9388,0.06,204118.0,0
9389,0.06,4943.666666666667,0
9390,0.06,4564322.0,0
9391,0.06,12878.0,0
9392,0.06,538.0,0
9393,0.06,286729.0,0
9394,0.06,61.0,0
9395,0.06,5793.0,0
9396,0.06,5967781.25,0
9397,0.06,31158193.5,0
9398,0.06,3649821.0,0
9399,0.06,75.0,0
9400,0.06,1925.0,0
9401,0.06,30877.0,0
9402,0.06,42.0,0
9403,0.06,5147.0,0
9404,0.06,83.0,0
9405,0.06,31158560.0,0
9406,0.06,65.0,0
9407,0.06,535945.0,0
9408,0.06,17809992.0,0
9409,0.06,27952.0,0
9410,0.06,1603.0,0
9411,0.06,1813.0,0
9412,0.06,85207.0,0
9413,0.06,2267.0,0
9414,0.06,1585.0,0
9415,0.06,41.0,0
9416,0.06,4219556.5,0
9417,0.06,105.0,0
9418,0.06,489.0,0
9419,0.06,1075220.0,0
9420,0.06,18332.0,0
9421,0.06,795.0,0
9422,0.06,204114.0,0
9423,0.06,232062.0,0
9424,0.06,5147.0,0
9425,0.06,7887.0,0
9426,0.06,204114.0,0
9427,0.06,17.0,0
9428,0.06,88.0,0
9429,0.06,10369.0,0
9430,0.06,65328.0,0
9431,0.06,15165.941176470587,0
9432,0.06,1373.3333333333333,0
9433,0.06,608486.0,0
9434,0.06,9090.0,0
9435,0.06,857.0,0
9436,0.06,138205.0,0
9437,0.06,50.0,0
9438,0.06,75882.0,0
9439,0.06,388619.0,0
9440,0.06,61.0,0
9441,0.06,2836321.0,0
9442,0.06,232060.0,0
9443,0.06,4.0,0
9444,0.06,9293.0,0
9445,0.06,219.0,0
9446,0.06,275651.0,0
9447,0.06,3108.0,0
9448,0.06,7112652.0,0
9449,0.06,140287.5,0
9450,0.06,1783408.0,0
9451,0.06,232060.0,0
9452,0.06,1419.0,0
9453,0.06,1608.0,0
9454,0.06,204119.0,0
9455,0.06,75882.0,0
9456,0.06,232063.0,0
9457,0.06,498.0,0
9458,0.06,1152.5,0
9459,0.06,251113.0,0
9460,0.06,256.0,0
9461,0.06,1043.0,0
9462,0.06,5792.0,0
9463,0.06,5147.0,0
9464,0.06,75882.0,0
9465,0.06,76.0,0
9466,0.06,1107.0,0
9467,0.06,7435.0,0
9468,0.06,143.0,0
9469,0.06,15581.0,0
9470,0.06,75882.0,0
9471,0.06,11972061.0,0
9472,0.06,1165963.0,0
9473,0.06,214.0,0
9474,0.06,473745.0,0
9475,0.06,1043.0,0
9476,0.06,288.0,0
9477,0.06,420.0,0
9478,0.06,275.0,0
9479,0.06,75882.0,0
9480,0.06,82.0,0
9481,0.06,1.0,0
9482,0.06,9079.0,0
9483,0.06,48.0,0
