,from_bot_score,to_followers_count,gn
1214,0.01,1969438.642857143,0
1215,0.01,20956.0,0
1216,0.01,316.6666666666667,0
1217,0.01,592.0,0
1218,0.01,25175144.2,0
1219,0.01,62104741.0,0
1220,0.01,75882.0,0
1221,0.01,232063.0,0
1222,0.01,473752.0,0
1223,0.01,42.0,0
1224,0.01,1174617.5,0
1225,0.01,2022041.0,0
1226,0.01,863.0,0
1227,0.01,75882.0,0
1228,0.01,81.0,0
1229,0.01,3605113.0,0
1230,0.01,669.0,0
1231,0.01,3820.0,0
1232,0.01,16836.0,0
1233,0.01,1008.5,0
1234,0.01,16320312.0,0
1235,0.01,176835.72727272726,0
1236,0.01,204119.0,0
1237,0.01,204113.0,0
1238,0.01,98807.0,0
1239,0.01,232061.0,0
1240,0.01,2948.0,0
1241,0.01,1849.0,0
1242,0.01,1415.0,0
1243,0.01,498.0,0
1244,0.01,115407.0,0
1245,0.01,498.0,0
1246,0.01,19712.0,0
1247,0.01,473752.0,0
1248,0.01,9092.0,0
1249,0.01,5147.0,0
1250,0.01,7918.5,0
1251,0.01,90024.0,0
1252,0.01,232062.0,0
1253,0.01,10.0,0
1254,0.01,232062.0,0
1255,0.01,316585.53846153844,0
1256,0.01,439419.0,0
1257,0.01,83.0,0
1258,0.01,421.0,0
1259,0.01,213.0,0
1260,0.01,146994.2,0
1261,0.01,5147.0,0
1262,0.01,102230.5,0
1263,0.01,2836320.0,0
1264,0.01,770.0,0
1265,0.01,1043.0,0
1266,0.01,288.0,0
1267,0.01,10258.0,0
1268,0.01,31157948.5,0
1269,0.01,75882.0,0
1270,0.01,232061.0,0
1271,0.01,83.0,0
1272,0.01,789.75,0
1273,0.01,75882.0,0
1274,0.01,2759.0,0
1275,0.01,4368.0,0
1276,0.01,232063.0,0
1277,0.01,232063.0,0
1278,0.01,837477.0,0
1279,0.01,259.0,0
1280,0.01,275.0,0
1281,0.01,211389.0,0
1282,0.01,75882.0,0
1283,0.01,72.0,0
1284,0.01,630.4,0
1285,0.01,489.0,0
1286,0.01,5147.0,0
1287,0.01,83.0,0
1288,0.01,206.0,0
1289,0.01,141.0,0
1290,0.01,14.0,0
1291,0.01,232060.0,0
1292,0.01,224.0,0
1293,0.01,361844.0,0
1294,0.01,626.0,0
1295,0.01,20849341.333333332,0
1296,0.01,46366.0,0
1297,0.01,275.0,0
1298,0.01,4658.0,0
1299,0.01,439419.0,0
1300,0.01,23795.0,0
1301,0.01,172.0,0
1302,0.01,628547.0,0
1303,0.01,1858.5,0
1304,0.01,288.0,0
1305,0.01,79077.66666666667,0
1306,0.01,75839.0,0
1307,0.01,13189.0,0
1308,0.01,9092.0,0
1309,0.01,3050.25,0
1310,0.01,75882.0,0
1311,0.01,204109.0,0
1312,0.01,5147.0,0
1313,0.01,23795.0,0
1314,0.01,75882.0,0
1315,0.01,75882.0,0
1316,0.01,132.0,0
1317,0.01,75882.0,0
1318,0.01,85.0,0
1319,0.01,206.0,0
1320,0.01,5147.0,0
1321,0.01,204579.0,0
1322,0.01,5147.0,0
1323,0.01,4769.0,0
1324,0.01,125.33333333333333,0
1325,0.01,12.0,0
1326,0.01,473752.0,0
1327,0.01,1299848.0,0
1328,0.01,204114.0,0
1329,0.01,1581.3333333333333,0
1330,0.01,34654.0,0
1331,0.01,339420.54545454547,0
1332,0.01,3525012.375,0
1333,0.01,3634.0,0
1334,0.01,75882.0,0
1335,0.01,1759.0,0
1336,0.01,473752.0,0
1337,0.01,31157970.0,0
1338,0.01,359.0,0
1339,0.01,31157967.0,0
1340,0.01,13727.0,0
1341,0.01,75882.0,0
1342,0.01,14.0,0
1343,0.01,3634.0,0
1344,0.01,473741.0,0
1345,0.01,141.0,0
1346,0.01,75882.0,0
1347,0.01,1460.0,0
1348,0.01,473752.0,0
1349,0.01,275.0,0
1350,0.01,17.0,0
1351,0.01,20797709.0,0
1352,0.01,75882.0,0
1353,0.01,1677.75,0
1354,0.01,12878.0,0
1355,0.01,31907.5,0
1356,0.01,75882.0,0
1357,0.01,75882.0,0
1358,0.01,275.0,0
1359,0.01,16268.0,0
1360,0.01,8969.0,0
1361,0.01,24.0,0
1362,0.01,769.0,0
1363,0.01,68967.0,0
1364,0.01,213.0,0
1365,0.01,75882.0,0
1366,0.01,1266.5,0
1367,0.01,274817.0,0
1368,0.01,65.0,0
1369,0.01,75882.0,0
1370,0.01,275.0,0
1371,0.01,1080864.0,0
1372,0.01,207.0,0
1373,0.01,2072.0,0
1374,0.01,118603.5,0
1375,0.01,9089.0,0
1376,0.01,102355.5,0
1377,0.01,72.0,0
1378,0.01,2759.0,0
1379,0.01,58.0,0
1380,0.01,1108.0,0
1381,0.01,155809.0,0
1382,0.01,5787.0,0
1383,0.01,75839.0,0
1384,0.01,2630.0,0
1385,0.01,2759.0,0
1386,0.01,24.0,0
1387,0.01,863.0,0
1388,0.01,172.0,0
1389,0.01,862.0,0
1390,0.01,213.0,0
1391,0.01,6879.0,0
1392,0.01,163.0,0
1393,0.01,12878.0,0
1394,0.01,12878.0,0
1395,0.01,12825.6,0
1396,0.01,75882.0,0
1397,0.01,5706.0,0
1398,0.01,65626.0,0
1399,0.01,19.333333333333332,0
1400,0.01,5147.0,0
1401,0.01,213.0,0
1402,0.01,66.0,0
1403,0.01,232058.0,0
1404,0.01,224718.0,0
1405,0.01,8.0,0
1406,0.01,5.0,0
1407,0.01,128.5,0
1408,0.01,190.0,0
1409,0.01,10369.0,0
1410,0.01,2694.0,0
1411,0.01,232058.0,0
1412,0.01,93.5,0
1413,0.01,75882.0,0
1414,0.01,1783408.0,0
1415,0.01,2836321.0,0
1416,0.01,72.0,0
1417,0.01,35.0,0
1418,0.01,121132.0,0
1419,0.01,34.0,0
1420,0.01,75882.0,0
1421,0.01,203.0,0
1422,0.01,473743.0,0
1423,0.01,75882.0,0
1424,0.01,232063.0,0
1425,0.01,3108.0,0
1426,0.01,72.0,0
1427,0.01,1761596.0,0
1428,0.01,2047567.0,0
1429,0.01,275651.0,0
1430,0.01,5147.0,0
1431,0.01,275.0,0
1432,0.01,473750.0,0
1433,0.01,161.0,0
1434,0.01,75882.0,0
1435,0.01,75882.0,0
1436,0.01,232060.0,0
1437,0.01,29811.0,0
1438,0.01,288.0,0
1439,0.01,439413.0,0
1440,0.01,5080.0,0
1441,0.01,312.0,0
1442,0.01,388768.0,0
1443,0.01,75882.0,0
1444,0.01,211389.0,0
1445,0.01,75838.0,0
1446,0.01,30877.0,0
1447,0.01,12877.0,0
1448,0.01,232062.0,0
1449,0.01,116175.0,0
1450,0.01,83.0,0
1451,0.01,1108.0,0
1452,0.01,14.0,0
1453,0.01,770968.5,0
1454,0.01,53.5,0
1455,0.01,407.0,0
1456,0.01,1608.0,0
1457,0.01,88879.66666666667,0
1458,0.01,107.0,0
1459,0.01,418924.0,0
1460,0.01,474.0,0
1461,0.01,34.0,0
1462,0.01,275.0,0
1463,0.01,133375.5,0
1464,0.01,38473.5,0
1465,0.01,12878.0,0
1466,0.01,2148.0,0
1467,0.01,3821.0,0
1468,0.01,46876.0,0
1469,0.01,75882.0,0
1470,0.01,453.0,0
1471,0.01,75838.0,0
1472,0.01,36009.0,0
1473,0.01,2280.0,0
1474,0.01,232060.0,0
1475,0.01,592.0,0
1476,0.01,75882.0,0
1477,0.01,75882.0,0
1478,0.01,885.0,0
1479,0.01,213.0,0
1480,0.01,118604.0,0
1481,0.01,720.0,0
1482,0.01,34.0,0
1483,0.01,235277.0,0
1484,0.01,1043.0,0
1485,0.01,1432.0,0
1486,0.01,232061.0,0
1487,0.01,9089.0,0
1488,0.01,38084.5,0
1489,0.01,21790.0,0
1490,0.01,187.0,0
1491,0.01,12878.0,0
1492,0.01,179.0,0
1493,0.01,4216.0,0
1494,0.01,23795.0,0
1495,0.01,42.0,0
1496,0.01,204114.0,0
1497,0.01,592.0,0
1498,0.01,1149.0,0
1499,0.01,13727.0,0
1500,0.01,75882.0,0
1501,0.01,471.0,0
1502,0.01,1907.0,0
1503,0.01,1783408.0,0
1504,0.01,1107.0,0
1505,0.01,2923096.5,0
1506,0.01,75882.0,0
1507,0.01,7721.0,0
1508,0.01,45.0,0
1509,0.01,31158014.0,0
1510,0.01,33.0,0
1511,0.01,2836321.0,0
1512,0.01,95.0,0
1513,0.01,45.0,0
1514,0.01,62105837.0,0
1515,0.01,439413.0,0
1516,0.01,592.0,0
1517,0.01,75882.0,0
1518,0.01,15668.8,0
1519,0.01,439412.0,0
1520,0.01,31157957.5,0
1521,0.01,436.0,0
1522,0.01,418.0,0
1523,0.01,21819495.75,0
1524,0.01,4742.0,0
1525,0.01,2545254.0,0
1526,0.01,1015.3333333333334,0
1527,0.01,46.0,0
1528,0.01,2514.0,0
1529,0.01,106.0,0
1530,0.01,2836310.0,0
1531,0.01,61.0,0
1532,0.01,75882.0,0
1533,0.01,592.0,0
1534,0.01,1238.2222222222222,0
1535,0.01,232061.0,0
1536,0.01,4873.0,0
1537,0.01,172.0,0
1538,0.01,75882.0,0
1539,0.01,62104954.0,0
1540,0.01,891708.0,0
1541,0.01,24.0,0
1542,0.01,5147.0,0
1543,0.01,1108.0,0
1544,0.01,75882.0,0
1545,0.01,145.0,0
1546,0.01,75838.0,0
1547,0.01,275.0,0
1548,0.01,22583.0,0
1549,0.01,2852.0,0
1550,0.01,204109.0,0
1551,0.01,2979.0,0
1552,0.01,1783408.0,0
1553,0.01,275.0,0
1554,0.01,12648125.833333334,0
1555,0.01,592.0,0
1556,0.01,964.5,0
1557,0.01,14611.0,0
1558,0.01,57.5,0
1559,0.01,1898.0,0
1560,0.01,2836321.0,0
1561,0.01,31157933.0,0
1562,0.01,439419.0,0
1563,0.01,31158025.5,0
1564,0.01,1783184.0,0
1565,0.01,405.0,0
1566,0.01,19650.85714285714,0
1567,0.01,79086.25,0
1568,0.01,288.0,0
1569,0.01,3167.0,0
1570,0.01,105.66666666666667,0
1571,0.01,71624.66666666667,0
1572,0.01,35516.0,0
1573,0.01,204113.0,0
1574,0.01,5147.0,0
1575,0.01,1108.0,0
1576,0.01,13461.0,0
1577,0.01,58.0,0
1578,0.01,12878.0,0
1579,0.01,7721.0,0
1580,0.01,349.0,0
1581,0.01,473752.0,0
1582,0.01,206.0,0
1583,0.01,2333513.5,0
1584,0.01,13.0,0
1585,0.01,232062.0,0
1586,0.01,75882.0,0
1587,0.01,75882.0,0
1588,0.01,1750.0,0
1589,0.01,2070.0,0
1590,0.01,155809.0,0
1591,0.01,356.0,0
1592,0.01,275.0,0
1593,0.01,12878.0,0
1594,0.01,288.0,0
1595,0.01,711.0,0
1596,0.01,218.5,0
1597,0.01,83.0,0
1598,0.01,46875.0,0
1599,0.01,473752.0,0
1600,0.01,1944.0,0
1601,0.01,42.0,0
1602,0.01,75882.0,0
1603,0.01,75881.0,0
1604,0.01,939452.25,0
1605,0.01,9079.0,0
1606,0.01,75882.0,0
1607,0.01,2836321.0,0
1608,0.01,574.0,0
1609,0.01,196.5,0
1610,0.01,329.5,0
1611,0.01,75882.0,0
1612,0.01,75.0,0
1613,0.01,473751.0,0
1614,0.01,1201.0,0
1615,0.01,701.0,0
1616,0.01,19653.0,0
1617,0.01,83.0,0
1618,0.01,43.0,0
1619,0.01,354.0,0
1620,0.01,232062.0,0
1621,0.01,288.0,0
1622,0.01,75882.0,0
1623,0.01,31157941.0,0
1624,0.01,1608.0,0
1625,0.01,12878.0,0
1626,0.01,9186.0,0
1627,0.01,109907.5,0
1628,0.01,5147.0,0
1629,0.01,3139.0,0
1630,0.01,75838.0,0
1631,0.01,190.0,0
1632,0.01,8256.0,0
1633,0.01,95336.4,0
1634,0.01,31145.0,0
1635,0.01,1746.5,0
1636,0.01,83.0,0
1637,0.01,5080.0,0
1638,0.01,64968510.0,0
1639,0.01,75840.0,0
1640,0.01,9088.0,0
1641,0.01,204118.0,0
1642,0.01,232063.0,0
1643,0.01,720.0,0
1644,0.01,232061.0,0
1645,0.01,24.0,0
1646,0.01,151.0,0
1647,0.01,80018.66666666667,0
1648,0.01,223.0,0
1649,0.01,1069.0,0
1650,0.01,75839.0,0
1651,0.01,232067.0,0
1652,0.01,628547.0,0
1653,0.01,12878.0,0
1654,0.01,750.5,0
1655,0.01,20758182.666666668,0
1656,0.01,690.0,0
1657,0.01,6265.0,0
1658,0.01,1761.0,0
1659,0.01,116378.5,0
1660,0.01,2836321.0,0
1661,0.01,628545.0,0
1662,0.01,1698.0,0
1663,0.01,49.0,0
1664,0.01,42.0,0
1665,0.01,896.0,0
1666,0.01,2836308.0,0
1667,0.01,75882.0,0
1668,0.01,232058.0,0
1669,0.01,33.0,0
1670,0.01,75882.0,0
1671,0.01,255354.33333333334,0
1672,0.01,628545.0,0
1673,0.01,15610.166666666666,0
1674,0.01,1545565.5,0
1675,0.01,5147.0,0
1676,0.01,116585.0,0
1677,0.01,1043.0,0
1678,0.01,75882.0,0
1679,0.01,12668.290322580646,0
1680,0.01,75882.0,0
1681,0.01,12727638.0,0
1682,0.01,130420.72727272728,0
1683,0.01,75839.0,0
1684,0.01,305.75,0
1685,0.01,628546.0,0
1686,0.01,4368.0,0
1687,0.01,95.0,0
1688,0.01,75882.0,0
1689,0.01,232060.0,0
1690,0.01,1761603.0,0
1691,0.01,835.0,0
1692,0.01,2098.0,0
1693,0.01,232060.0,0
1694,0.01,15660.0,0
1695,0.01,1605.0,0
1696,0.01,204579.0,0
1697,0.01,199200.75,0
