,tweet_type,bot,count
36097,retweeted,0.0,1
36098,retweeted,1.0,1
36099,retweeted,0.0,1
36100,retweeted,0.0,2
36101,retweeted,0.0,4
36102,retweeted,0.0,1
36103,retweeted,0.0,1
36104,retweeted,0.0,1
36105,retweeted,0.0,1
36106,retweeted,0.0,2
36107,retweeted,0.0,1
36108,retweeted,0.0,1
36109,retweeted,1.0,1
36110,original,0.0,1
36111,retweeted,0.0,1
36112,retweeted,0.0,1
36113,retweeted,0.0,1
36114,retweeted,1.0,10
36115,retweeted,1.0,1
36116,retweeted,1.0,1
36117,retweeted,0.0,1
36118,retweeted,0.0,2
36119,retweeted,0.0,1
36120,retweeted,0.0,1
36121,retweeted,0.0,1
36122,retweeted,1.0,1
36123,retweeted,0.0,1
36124,retweeted,0.0,73
36125,original,1.0,1
36126,retweeted,1.0,12
36127,retweeted,0.0,1
36128,retweeted,0.0,1
36129,retweeted,0.0,1
36130,original,0.0,18
36131,replied_to,0.0,2
36132,retweeted,0.0,9
36133,retweeted,0.0,7
36134,original,0.0,1
36135,retweeted,0.0,1
36136,retweeted,0.0,1
36137,retweeted,0.0,7
36138,retweeted,0.0,1
36139,original,0.0,1
36140,retweeted,1.0,1
36141,original,0.0,1
36142,quoted,0.0,4
36144,retweeted,1.0,1
36145,retweeted,1.0,1
36146,retweeted,0.0,3
36147,retweeted,0.0,1
36148,retweeted,1.0,2
36149,retweeted,0.0,1
36150,original,1.0,1
36151,retweeted,1.0,1
36152,retweeted,0.0,2
36153,retweeted,0.0,1
36154,retweeted,0.0,1
36155,retweeted,0.0,1
36156,retweeted,0.0,22
36157,retweeted,1.0,1
36158,retweeted,0.0,2
36159,retweeted,1.0,4
36160,original,0.0,8
36161,replied_to,0.0,3
36162,original,0.0,14
36163,retweeted,0.0,70
36164,retweeted,0.0,1
36165,retweeted,1.0,1
36166,retweeted,0.0,1
36167,retweeted,0.0,1
36168,retweeted,1.0,1
36169,retweeted,0.0,1
36170,retweeted,0.0,1
36171,original,0.0,1
36172,original,0.0,2
36173,retweeted,0.0,1
36174,original,0.0,2
36175,retweeted,0.0,1
36176,retweeted,0.0,1
36177,retweeted,0.0,1
36178,retweeted,0.0,1
36179,quoted,0.0,1
36180,retweeted,0.0,1
36181,retweeted,0.0,1
36182,retweeted,0.0,1
36183,retweeted,0.0,1
36184,retweeted,1.0,2
36185,retweeted,0.0,1
36186,retweeted,0.0,1
36187,retweeted,1.0,1
36188,retweeted,0.0,16
36189,retweeted,1.0,1
36190,original,0.0,2
36191,retweeted,0.0,9
36192,original,0.0,4
36193,retweeted,0.0,2
36194,retweeted,0.0,1
36195,retweeted,0.0,1
36196,original,0.0,1
36197,retweeted,1.0,1
36198,retweeted,0.0,1
36199,retweeted,0.0,1
36200,retweeted,0.0,1
36201,retweeted,0.0,2
36202,retweeted,0.0,1
36203,retweeted,1.0,1
36204,original,0.0,2
36205,retweeted,0.0,50
36206,original,0.0,4
36207,quoted,0.0,3
36208,replied_to,0.0,6
36209,retweeted,0.0,19
36210,retweeted,1.0,1
36211,retweeted,0.0,2
36212,retweeted,1.0,1
36213,retweeted,0.0,1
36214,retweeted,0.0,1
36215,retweeted,0.0,1
36216,original,0.0,1
36217,replied_to,0.0,1
36218,retweeted,0.0,1
36219,retweeted,0.0,1
36220,retweeted,0.0,1
36221,original,0.0,1
36222,retweeted,0.0,1
36223,retweeted,0.0,1
36224,retweeted,1.0,2
36225,retweeted,1.0,1
36226,retweeted,0.0,1
36227,retweeted,0.0,3
36228,original,0.0,1
36229,original,0.0,1
36230,retweeted,0.0,2
36231,retweeted,0.0,1
36232,retweeted,0.0,7
36233,retweeted,0.0,1
36234,retweeted,0.0,2
36235,retweeted,0.0,1
36236,retweeted,0.0,1
36237,quoted,0.0,1
36238,retweeted,0.0,2
36239,retweeted,0.0,1
36240,retweeted,0.0,1
36241,replied_to,0.0,2
36242,retweeted,0.0,1
36243,retweeted,0.0,2
36244,original,0.0,3
36245,replied_to,0.0,4
36246,retweeted,0.0,1
36247,original,0.0,1
36248,retweeted,1.0,1
36249,original,1.0,1
36250,original,0.0,1
36251,replied_to,0.0,1
36252,retweeted,0.0,2
36253,original,0.0,1
36254,retweeted,0.0,1
36255,retweeted,1.0,1
36256,original,0.0,1
36257,retweeted,0.0,1
36258,retweeted,0.0,1
36259,retweeted,0.0,3
36260,original,0.0,3
36261,quoted,0.0,2
36262,retweeted,0.0,1
36263,retweeted,0.0,1
36264,retweeted,0.0,1
36265,original,0.0,1
36266,retweeted,1.0,1
36267,retweeted,0.0,1
36268,original,0.0,1
36269,retweeted,0.0,1
36270,retweeted,0.0,1
36271,original,0.0,2
36272,original,0.0,7
36273,quoted,0.0,1
36274,retweeted,0.0,1
36275,original,0.0,1
36276,retweeted,0.0,10
36277,original,0.0,1
36278,replied_to,0.0,1
36279,retweeted,1.0,1
36280,retweeted,0.0,1
36281,retweeted,0.0,1
36282,retweeted,0.0,1
36283,retweeted,0.0,18
36284,retweeted,0.0,1
36285,retweeted,0.0,1
36286,retweeted,0.0,1
36287,retweeted,0.0,2
36288,original,0.0,1
36289,retweeted,0.0,2
36290,quoted,0.0,1
36291,retweeted,0.0,1
36292,retweeted,0.0,2
36293,original,0.0,1
36294,retweeted,0.0,1
36295,retweeted,1.0,1
36296,retweeted,0.0,1
36297,retweeted,0.0,1
36298,quoted,1.0,1
36299,replied_to,1.0,1
36300,retweeted,1.0,7
36301,original,0.0,3
36302,original,0.0,2
36303,replied_to,0.0,4
36304,retweeted,1.0,1
36305,retweeted,0.0,1
36306,retweeted,0.0,3
36307,retweeted,0.0,1
36308,retweeted,0.0,1
36309,retweeted,0.0,1
36310,retweeted,0.0,1
36311,retweeted,0.0,1
36312,retweeted,1.0,1
36313,retweeted,0.0,1
36314,retweeted,0.0,1
36315,retweeted,0.0,1
36316,retweeted,0.0,1
36317,original,0.0,1
36318,retweeted,0.0,1
36319,retweeted,0.0,1
36320,original,0.0,1
36321,retweeted,0.0,1
36322,retweeted,0.0,1
36323,retweeted,0.0,1
36324,retweeted,0.0,1
36325,retweeted,1.0,1
36326,retweeted,1.0,3
36327,retweeted,1.0,2
36328,original,0.0,1
36329,retweeted,0.0,7
36330,retweeted,1.0,1
36331,original,0.0,1
36332,retweeted,0.0,2
36333,retweeted,1.0,1
36334,retweeted,1.0,1
36335,retweeted,0.0,1
36336,original,0.0,1
36337,retweeted,0.0,1
36338,retweeted,0.0,1
36339,original,0.0,1
36340,original,1.0,1
36341,original,0.0,1
36342,retweeted,0.0,2
36343,retweeted,0.0,1
36344,retweeted,0.0,1
36345,retweeted,0.0,1
36346,original,0.0,1
36347,replied_to,0.0,1
36348,retweeted,0.0,2
36349,original,1.0,1
36350,replied_to,1.0,1
36351,retweeted,0.0,1
36352,retweeted,0.0,1
36353,retweeted,0.0,2
36354,retweeted,0.0,2
36355,retweeted,0.0,2
36356,retweeted,0.0,1
36357,replied_to,0.0,1
36358,retweeted,0.0,1
36359,retweeted,0.0,1
36360,retweeted,0.0,1
36361,retweeted,0.0,1
36362,retweeted,0.0,5
36363,replied_to,1.0,1
36364,retweeted,1.0,2
36365,retweeted,0.0,2
36366,original,0.0,1
36367,retweeted,0.0,1
36368,retweeted,0.0,1
36369,original,1.0,1
36370,retweeted,0.0,1
36371,retweeted,0.0,1
36372,retweeted,0.0,3
36373,retweeted,0.0,1
36374,retweeted,0.0,1
36375,retweeted,0.0,1
36376,retweeted,0.0,1
36377,retweeted,0.0,2
36378,retweeted,0.0,1
36379,retweeted,0.0,1
36380,original,0.0,1
36381,retweeted,0.0,2
36382,original,0.0,1
36383,retweeted,0.0,1
36384,retweeted,0.0,4
36385,original,0.0,1
36386,retweeted,0.0,2
36387,retweeted,1.0,1
36388,original,0.0,1
36389,retweeted,0.0,1
36390,replied_to,1.0,1
36391,retweeted,0.0,1
36392,original,1.0,1
36393,retweeted,1.0,2
36394,replied_to,1.0,1
36395,retweeted,1.0,2
36396,retweeted,1.0,1
36397,retweeted,0.0,5
36398,retweeted,0.0,1
36399,retweeted,1.0,1
36400,retweeted,0.0,1
36401,retweeted,0.0,1
36402,retweeted,1.0,1
36403,retweeted,0.0,1
36404,retweeted,0.0,1
36405,retweeted,0.0,1
36406,retweeted,1.0,1
36407,retweeted,0.0,1
36408,retweeted,0.0,2
36409,original,1.0,1
36410,retweeted,0.0,2
36411,retweeted,1.0,7
36412,retweeted,0.0,2
36413,retweeted,1.0,6
36414,retweeted,1.0,1
36415,original,0.0,1
36416,retweeted,0.0,2
36417,retweeted,0.0,3
36418,retweeted,0.0,1
36419,retweeted,0.0,1
36420,retweeted,0.0,1
36421,original,0.0,1
36422,retweeted,0.0,6
36423,retweeted,1.0,1
36424,retweeted,0.0,2
36425,retweeted,0.0,1
36426,original,0.0,1
36427,quoted,0.0,1
36428,retweeted,0.0,1
36429,retweeted,1.0,1
36430,retweeted,0.0,1
36431,original,0.0,1
36432,retweeted,1.0,1
36433,retweeted,1.0,2
36434,retweeted,0.0,1
36435,retweeted,1.0,1
36436,retweeted,0.0,3
36437,retweeted,0.0,1
36438,retweeted,0.0,1
36439,retweeted,0.0,2
36440,retweeted,0.0,1
36441,quoted,0.0,1
36442,retweeted,0.0,2
36443,retweeted,1.0,3
36444,retweeted,0.0,1
36445,retweeted,0.0,1
36446,retweeted,1.0,1
36447,original,0.0,1
36448,retweeted,0.0,1
36449,retweeted,0.0,2
36450,original,0.0,2
36451,retweeted,0.0,83
36452,retweeted,0.0,2
36453,retweeted,1.0,8
36454,retweeted,0.0,2
36455,retweeted,0.0,1
36456,original,0.0,2
36457,retweeted,0.0,12
36458,original,0.0,1
36459,retweeted,0.0,1
36460,retweeted,0.0,1
36461,retweeted,0.0,2
36462,retweeted,0.0,1
36463,original,0.0,1
36464,retweeted,0.0,1
36465,retweeted,1.0,1
36466,original,0.0,1
36467,retweeted,0.0,1
36468,retweeted,0.0,1
36469,retweeted,0.0,4
36470,retweeted,1.0,1
36471,retweeted,0.0,1
36472,original,0.0,1
36473,original,1.0,1
36474,original,0.0,1
36475,retweeted,0.0,1
36476,retweeted,0.0,1
36477,retweeted,0.0,3
36478,retweeted,1.0,3
36479,retweeted,0.0,1
36480,retweeted,0.0,2
36481,retweeted,0.0,1
36482,retweeted,0.0,1
36483,original,0.0,1
36484,retweeted,0.0,3
36485,retweeted,0.0,1
36486,retweeted,1.0,1
36487,retweeted,0.0,1
36488,retweeted,0.0,1
36489,retweeted,1.0,1
36491,original,0.0,2
36492,retweeted,0.0,1
36493,retweeted,0.0,2
36494,replied_to,0.0,1
36495,original,1.0,9
36496,retweeted,0.0,1
36497,replied_to,0.0,1
36498,retweeted,0.0,1
36499,retweeted,0.0,1
36500,replied_to,0.0,1
36501,retweeted,0.0,5
36502,retweeted,0.0,3
36503,retweeted,0.0,1
36504,retweeted,0.0,3
36505,retweeted,0.0,5
36506,original,0.0,1
36507,retweeted,0.0,1
36508,quoted,0.0,1
36509,retweeted,0.0,1
36510,retweeted,1.0,3
36511,retweeted,0.0,2
36512,retweeted,0.0,1
36513,retweeted,0.0,1
36514,retweeted,0.0,1
36515,retweeted,0.0,1
36516,quoted,0.0,1
36517,retweeted,0.0,1
36518,retweeted,0.0,1
36519,retweeted,0.0,1
36520,retweeted,0.0,1
36521,retweeted,0.0,1
36522,retweeted,0.0,1
36523,retweeted,0.0,1
36524,retweeted,0.0,1
36525,retweeted,0.0,1
36526,retweeted,0.0,1
36527,original,0.0,1
36528,retweeted,1.0,1
36529,retweeted,0.0,2
36530,retweeted,0.0,1
36531,original,0.0,1
36532,original,0.0,3
36533,retweeted,0.0,1
36534,retweeted,0.0,2
36535,retweeted,0.0,1
36536,retweeted,0.0,1
36537,retweeted,0.0,3
36538,original,0.0,1
36539,original,0.0,3
36540,retweeted,0.0,3
36541,retweeted,0.0,1
36542,retweeted,0.0,1
36543,retweeted,1.0,1
36544,retweeted,0.0,1
36545,retweeted,1.0,1
36546,retweeted,0.0,3
36547,retweeted,0.0,1
36548,retweeted,0.0,1
36549,retweeted,0.0,1
36550,retweeted,0.0,1
36551,retweeted,0.0,1
36552,retweeted,1.0,1
36553,retweeted,1.0,1
36554,retweeted,0.0,4
36555,retweeted,0.0,1
36556,original,0.0,1
36557,retweeted,0.0,1
36558,retweeted,0.0,2
36559,retweeted,0.0,4
36560,retweeted,0.0,1
36561,retweeted,1.0,1
36562,retweeted,0.0,1
36563,retweeted,0.0,5
36564,retweeted,1.0,2
36565,retweeted,1.0,1
36566,retweeted,0.0,1
36567,retweeted,1.0,1
36568,retweeted,0.0,3
36569,retweeted,1.0,1
36570,retweeted,0.0,1
36571,retweeted,0.0,1
36572,retweeted,0.0,7
36573,retweeted,1.0,1
36574,retweeted,1.0,2
36575,original,0.0,1
36576,retweeted,0.0,3
36577,retweeted,0.0,1
36578,retweeted,0.0,1
36579,retweeted,0.0,3
36580,retweeted,0.0,1
36581,retweeted,0.0,1
36582,retweeted,0.0,3
36583,retweeted,0.0,1
36584,retweeted,0.0,2
36585,retweeted,0.0,3
36586,original,1.0,3
36587,original,0.0,1
36588,retweeted,0.0,1
36589,retweeted,0.0,1
36590,replied_to,0.0,1
36591,retweeted,0.0,1
36592,replied_to,0.0,1
36593,retweeted,0.0,10
36594,retweeted,0.0,1
36595,retweeted,0.0,1
36596,retweeted,0.0,4
36597,replied_to,0.0,1
36598,retweeted,0.0,1
36599,retweeted,0.0,1
36600,original,0.0,2
36601,retweeted,0.0,13
36602,retweeted,0.0,1
36603,original,0.0,1
36604,replied_to,1.0,8
36605,original,1.0,1
36606,original,0.0,1
36607,retweeted,0.0,3
36608,retweeted,1.0,1
36609,retweeted,0.0,2
36610,original,0.0,1
36611,replied_to,0.0,1
36612,retweeted,0.0,1
36613,original,0.0,2
36614,retweeted,0.0,1
36615,original,0.0,1
36616,quoted,0.0,2
36617,retweeted,0.0,1
36618,retweeted,1.0,1
36619,original,1.0,3
36620,retweeted,0.0,1
36621,retweeted,0.0,2
36622,retweeted,0.0,1
36623,retweeted,0.0,1
36624,retweeted,0.0,1
36625,retweeted,0.0,4
36626,retweeted,0.0,2
36627,retweeted,0.0,1
36628,original,0.0,14
36629,replied_to,0.0,7
36630,retweeted,0.0,7
36631,original,0.0,1
36632,retweeted,0.0,1
36633,retweeted,0.0,2
36634,retweeted,1.0,1
36635,retweeted,0.0,1
36636,quoted,0.0,1
36637,original,0.0,1
36638,retweeted,0.0,13
36639,retweeted,0.0,1
36640,retweeted,0.0,1
36641,retweeted,0.0,1
36642,retweeted,0.0,2
36643,retweeted,0.0,1
36644,retweeted,0.0,1
36645,retweeted,0.0,1
36646,retweeted,0.0,1
36647,original,0.0,1
36648,original,0.0,4
36649,retweeted,0.0,2
36650,retweeted,0.0,3
36651,retweeted,0.0,1
36652,retweeted,0.0,1
36653,retweeted,0.0,1
36654,retweeted,1.0,1
36655,retweeted,0.0,1
36656,retweeted,0.0,1
36657,retweeted,0.0,1
36658,retweeted,0.0,2
36659,retweeted,0.0,3
36660,retweeted,1.0,1
36661,original,0.0,4
36662,quoted,0.0,2
36663,replied_to,0.0,1
36664,retweeted,0.0,30
36665,retweeted,0.0,1
36666,retweeted,0.0,2
36667,original,0.0,2
36668,original,0.0,1
36669,retweeted,0.0,2
36670,replied_to,0.0,1
36671,retweeted,0.0,1
36672,retweeted,0.0,1
36673,retweeted,0.0,1
36674,retweeted,0.0,1
36675,retweeted,0.0,1
36676,retweeted,0.0,1
36677,original,0.0,1
36678,retweeted,0.0,1
36679,retweeted,0.0,1
36680,retweeted,0.0,1
36681,retweeted,0.0,3
36682,retweeted,1.0,2
36683,original,0.0,1
36684,retweeted,0.0,1
36685,retweeted,0.0,1
36686,retweeted,0.0,4
36687,retweeted,0.0,4
36688,original,0.0,4
36689,retweeted,0.0,1
36690,retweeted,0.0,1
36691,retweeted,0.0,1
36692,retweeted,1.0,1
36693,retweeted,0.0,1
36694,retweeted,1.0,3
36695,retweeted,0.0,1
36696,retweeted,0.0,1
36697,original,0.0,1
36698,retweeted,0.0,1
36699,original,0.0,1
36700,retweeted,0.0,1
36701,retweeted,0.0,1
36702,retweeted,0.0,2
36703,retweeted,1.0,1
36704,original,0.0,1
36705,retweeted,0.0,2
36706,retweeted,1.0,3
36707,retweeted,1.0,1
36708,retweeted,0.0,2
36709,retweeted,0.0,4
36710,retweeted,0.0,1
36711,original,1.0,4
36712,retweeted,0.0,1
36713,retweeted,1.0,1
36714,retweeted,0.0,2
36715,original,0.0,1
36716,retweeted,0.0,1
36717,retweeted,0.0,1
36718,retweeted,0.0,1
36719,retweeted,0.0,1
36720,retweeted,0.0,1
36721,retweeted,0.0,2
36722,retweeted,0.0,1
36723,retweeted,0.0,4
36724,retweeted,0.0,1
36725,quoted,0.0,1
36726,retweeted,0.0,5
36727,retweeted,0.0,2
36728,retweeted,0.0,1
36729,replied_to,0.0,1
36730,original,0.0,1
36731,retweeted,0.0,1
36733,original,0.0,1
36734,quoted,0.0,1
36735,original,0.0,1
36736,retweeted,0.0,2
36737,retweeted,0.0,1
36738,replied_to,0.0,1
36739,retweeted,0.0,4
36740,original,0.0,1
36741,retweeted,0.0,1
36742,original,0.0,1
36743,retweeted,1.0,2
36744,retweeted,0.0,1
36745,retweeted,0.0,1
36746,original,0.0,1
36747,replied_to,0.0,1
36748,retweeted,0.0,1
36749,retweeted,0.0,1
36750,retweeted,0.0,1
36751,retweeted,0.0,1
36752,retweeted,1.0,1
36753,original,0.0,1
36754,retweeted,0.0,1
36755,retweeted,0.0,1
36756,retweeted,0.0,1
36757,retweeted,1.0,1
36758,retweeted,0.0,1
36759,original,1.0,1
36760,original,0.0,1
36761,retweeted,0.0,1
36762,original,0.0,1
36763,original,0.0,1
36764,quoted,0.0,1
36765,replied_to,0.0,1
36766,retweeted,0.0,4
36767,retweeted,0.0,4
36768,retweeted,0.0,1
36769,retweeted,0.0,6
36770,retweeted,1.0,1
36771,retweeted,0.0,1
36772,retweeted,1.0,47
36773,original,0.0,1
36774,retweeted,0.0,1
36775,retweeted,0.0,1
36776,retweeted,0.0,1
36777,retweeted,0.0,1
36778,retweeted,1.0,1
36779,retweeted,0.0,7
36780,retweeted,0.0,1
36781,retweeted,0.0,1
36782,retweeted,0.0,3
36783,retweeted,0.0,1
36784,retweeted,0.0,1
36785,retweeted,0.0,1
36786,retweeted,0.0,2
36787,retweeted,0.0,1
36788,retweeted,1.0,1
36789,retweeted,0.0,2
36790,retweeted,1.0,1
36791,retweeted,1.0,1
36792,retweeted,0.0,1
36793,retweeted,1.0,2
36794,retweeted,0.0,1
36795,retweeted,0.0,1
36796,retweeted,0.0,1
36797,retweeted,1.0,1
36798,retweeted,0.0,1
36799,retweeted,0.0,1
36800,quoted,0.0,1
36801,retweeted,0.0,8
36802,retweeted,0.0,1
36803,retweeted,0.0,1
36804,retweeted,0.0,1
36805,retweeted,1.0,1
36806,retweeted,0.0,1
36807,retweeted,1.0,3
36808,replied_to,0.0,1
36809,retweeted,0.0,1
36810,retweeted,0.0,1
36811,retweeted,0.0,3
36812,retweeted,0.0,1
36813,retweeted,1.0,5
36814,retweeted,0.0,1
36815,original,0.0,1
36816,replied_to,0.0,1
36817,retweeted,0.0,1
36818,retweeted,0.0,1
36819,retweeted,0.0,1
36820,retweeted,0.0,4
36822,retweeted,0.0,2
36823,retweeted,0.0,1
36824,retweeted,0.0,1
36825,original,0.0,2
36826,replied_to,0.0,1
36827,retweeted,0.0,1
36828,retweeted,1.0,1
36829,retweeted,0.0,1
36830,original,0.0,1
36831,retweeted,0.0,1
36832,original,1.0,1
36833,original,0.0,1
36834,retweeted,0.0,1
36835,original,0.0,7
36836,retweeted,0.0,1
36837,retweeted,0.0,1
36838,retweeted,0.0,1
36839,retweeted,0.0,1
36840,retweeted,0.0,1
36841,retweeted,0.0,1
36842,retweeted,1.0,1
36843,retweeted,0.0,1
36844,original,0.0,1
36845,retweeted,0.0,1
36846,retweeted,0.0,1
36847,retweeted,0.0,8
36848,retweeted,0.0,1
36849,retweeted,0.0,1
36850,retweeted,0.0,7
36851,replied_to,0.0,1
36852,retweeted,1.0,1
36853,retweeted,0.0,3
36854,retweeted,0.0,1
36855,retweeted,0.0,1
36856,original,0.0,21
36857,quoted,0.0,1
36858,replied_to,0.0,1
36859,retweeted,0.0,1
36860,retweeted,0.0,1
36861,retweeted,1.0,1
36862,retweeted,0.0,1
36863,retweeted,0.0,1
36864,replied_to,0.0,2
36865,retweeted,0.0,1
36866,retweeted,1.0,1
36867,retweeted,1.0,2
36868,retweeted,1.0,1
36869,retweeted,1.0,1
36871,retweeted,0.0,5
36872,retweeted,0.0,1
36873,retweeted,0.0,1
36874,original,0.0,1
36875,retweeted,0.0,1
36876,original,0.0,4
36877,retweeted,0.0,13
36878,original,0.0,1
36879,retweeted,0.0,4
36880,retweeted,1.0,1
36881,retweeted,1.0,4
36882,retweeted,0.0,2
36883,retweeted,0.0,1
36884,retweeted,0.0,1
36885,original,0.0,1
36886,retweeted,0.0,2
36887,retweeted,1.0,2
36888,retweeted,1.0,6
36889,quoted,0.0,1
36890,replied_to,0.0,1
36891,retweeted,0.0,2
36892,replied_to,0.0,1
36893,retweeted,0.0,1
36894,retweeted,0.0,1
36895,original,0.0,1
36896,retweeted,0.0,1
36897,retweeted,1.0,1
36898,retweeted,0.0,4
36899,retweeted,0.0,1
36900,retweeted,0.0,2
36901,original,0.0,1
36902,retweeted,0.0,1
36903,retweeted,1.0,1
36904,retweeted,0.0,1
36905,original,0.0,1
36906,retweeted,0.0,1
36907,retweeted,0.0,1
36908,retweeted,0.0,1
36909,retweeted,0.0,12
36910,retweeted,0.0,1
36911,replied_to,0.0,1
36912,retweeted,1.0,1
36913,retweeted,0.0,1
36914,retweeted,0.0,1
36915,original,1.0,1
36916,retweeted,1.0,2
36917,original,0.0,1
36918,retweeted,0.0,1
36919,retweeted,0.0,1
36920,retweeted,0.0,2
36921,retweeted,0.0,1
36922,retweeted,0.0,1
36923,retweeted,1.0,2
36924,retweeted,0.0,3
36925,retweeted,1.0,1
36926,quoted,0.0,1
36927,retweeted,1.0,1
36928,retweeted,0.0,1
36929,original,0.0,1
36930,retweeted,0.0,8
36931,original,0.0,1
36932,original,0.0,1
36933,retweeted,0.0,4
36934,retweeted,0.0,1
36935,retweeted,0.0,17
36936,retweeted,1.0,1
36937,retweeted,0.0,1
36938,original,0.0,1
36939,quoted,0.0,3
36940,retweeted,1.0,2
36941,original,1.0,1
36942,retweeted,0.0,1
36943,retweeted,0.0,2
36944,retweeted,1.0,1
36946,retweeted,0.0,2
36947,original,0.0,1
36948,retweeted,0.0,2
36949,retweeted,0.0,1
36950,retweeted,0.0,1
36951,retweeted,0.0,1
36952,retweeted,0.0,1
36953,original,1.0,1
36954,retweeted,0.0,4
36955,retweeted,0.0,3
36956,original,0.0,1
36957,retweeted,1.0,1
36958,retweeted,0.0,2
36959,retweeted,0.0,1
36960,retweeted,0.0,5
36961,original,0.0,6
36962,quoted,0.0,6
36963,retweeted,0.0,1
36964,retweeted,0.0,2
36965,retweeted,0.0,8
36966,retweeted,0.0,1
36967,retweeted,0.0,1
36968,retweeted,0.0,1
36969,retweeted,0.0,1
36970,retweeted,0.0,1
36971,quoted,0.0,1
36972,retweeted,0.0,1
36973,replied_to,0.0,14
36974,retweeted,0.0,1
36975,retweeted,0.0,2
36976,retweeted,0.0,1
36977,retweeted,0.0,1
36978,retweeted,0.0,4
36979,retweeted,1.0,1
36980,retweeted,0.0,1
36981,retweeted,0.0,7
36982,original,1.0,1
36983,retweeted,1.0,1
36984,retweeted,0.0,7
36985,retweeted,0.0,1
36986,retweeted,1.0,1
36987,retweeted,0.0,1
36988,retweeted,0.0,1
36989,original,0.0,1
36990,retweeted,0.0,1
36991,retweeted,0.0,1
36992,retweeted,0.0,1
36993,original,0.0,1
36994,retweeted,0.0,1
36995,retweeted,0.0,1
36996,retweeted,0.0,1
36997,retweeted,0.0,1
36998,original,0.0,4
36999,retweeted,0.0,1
37000,retweeted,0.0,2
37002,retweeted,1.0,1
37003,retweeted,1.0,3
37004,retweeted,0.0,2
37005,retweeted,0.0,3
37006,retweeted,0.0,3
37007,original,0.0,28
37008,quoted,0.0,3
37009,retweeted,0.0,1
37010,retweeted,0.0,1
37011,retweeted,0.0,6
37012,quoted,0.0,1
37013,retweeted,0.0,3
37014,retweeted,0.0,1
37015,original,0.0,1
37016,replied_to,0.0,1
37017,retweeted,0.0,2
37018,original,0.0,5
37019,retweeted,0.0,1
37020,retweeted,0.0,1
37021,original,1.0,1
37022,retweeted,0.0,1
37023,retweeted,0.0,1
37024,original,0.0,2
37025,retweeted,0.0,6
37026,retweeted,0.0,7
37027,retweeted,0.0,1
37028,retweeted,1.0,1
37029,retweeted,0.0,2
37030,retweeted,0.0,1
37031,retweeted,0.0,1
37032,retweeted,1.0,3
37033,retweeted,0.0,1
37034,retweeted,1.0,10
37035,retweeted,1.0,31
37036,retweeted,0.0,1
37037,original,0.0,2
37038,replied_to,0.0,3
37039,retweeted,0.0,1
37040,original,0.0,1
37041,retweeted,0.0,1
37042,retweeted,0.0,1
37043,retweeted,0.0,1
37044,replied_to,0.0,1
37045,retweeted,0.0,1
37046,retweeted,1.0,1
37047,retweeted,0.0,1
37048,retweeted,0.0,1
37049,retweeted,1.0,36
37050,original,0.0,1
37051,retweeted,0.0,2
37052,original,0.0,1
37053,retweeted,0.0,2
37054,retweeted,0.0,1
37055,retweeted,0.0,1
37056,retweeted,1.0,2
37057,retweeted,0.0,8
37058,retweeted,0.0,1
37059,retweeted,0.0,1
37060,retweeted,0.0,1
37061,retweeted,0.0,1
37062,original,0.0,1
37063,original,0.0,1
37064,retweeted,1.0,3
37065,replied_to,1.0,1
37066,retweeted,1.0,1
37067,original,0.0,1
37068,retweeted,0.0,1
37069,original,0.0,1
37070,retweeted,1.0,1
37071,retweeted,0.0,1
37072,retweeted,0.0,1
37073,retweeted,0.0,3
37074,retweeted,0.0,12
37075,retweeted,1.0,1
37076,retweeted,0.0,2
37077,retweeted,0.0,1
37078,original,0.0,1
37079,original,0.0,1
37080,original,0.0,1
37081,retweeted,0.0,1
37082,original,0.0,2
37083,retweeted,0.0,6
37084,retweeted,1.0,3
37085,original,0.0,1
37086,retweeted,0.0,1
37087,retweeted,0.0,1
37088,retweeted,1.0,1
37089,retweeted,0.0,1
37090,retweeted,1.0,1
37091,retweeted,0.0,1
37092,retweeted,1.0,1
37093,original,0.0,1
37094,retweeted,0.0,15
37095,retweeted,0.0,1
37096,retweeted,0.0,1
37097,retweeted,0.0,1
37098,original,0.0,1
37099,retweeted,0.0,1
37100,retweeted,0.0,1
37101,retweeted,1.0,4
37102,retweeted,0.0,6
37103,original,0.0,1
37104,retweeted,1.0,1
37105,retweeted,0.0,3
37106,retweeted,0.0,1
37107,retweeted,0.0,1
37108,retweeted,0.0,1
37109,retweeted,0.0,2
37110,original,0.0,1
37111,retweeted,0.0,4
37112,retweeted,0.0,1
37113,retweeted,1.0,40
37114,retweeted,0.0,1
37115,retweeted,0.0,1
37116,retweeted,0.0,2
37117,retweeted,0.0,1
37118,retweeted,0.0,1
37119,retweeted,0.0,1
37120,retweeted,0.0,1
37121,retweeted,0.0,1
37122,retweeted,0.0,1
37123,retweeted,0.0,6
37124,retweeted,0.0,1
37125,quoted,0.0,1
37126,replied_to,0.0,3
37127,retweeted,0.0,9
37128,retweeted,0.0,1
37129,original,0.0,1
37130,original,0.0,1
37131,quoted,0.0,2
37132,replied_to,0.0,1
37133,retweeted,0.0,2
37134,retweeted,1.0,1
37135,retweeted,0.0,1
37136,original,0.0,1
37137,retweeted,1.0,1
37138,retweeted,0.0,5
37139,retweeted,0.0,1
37140,retweeted,0.0,1
37141,retweeted,0.0,1
