,tweet_type,bot,count
8992,retweeted,1.0,1
8993,retweeted,0.0,1
8994,retweeted,0.0,2
8995,retweeted,1.0,2
8996,retweeted,0.0,1
8997,original,0.0,1
8998,retweeted,0.0,1
8999,retweeted,0.0,1
9000,original,0.0,1
9001,retweeted,0.0,1
9002,retweeted,0.0,1
9003,retweeted,1.0,1
9004,retweeted,0.0,1
9005,retweeted,0.0,1
9006,retweeted,0.0,1
9007,retweeted,0.0,1
9008,retweeted,0.0,2
9009,original,0.0,1
9010,retweeted,0.0,1
9011,retweeted,0.0,1
9012,retweeted,0.0,1
9013,retweeted,0.0,1
9014,replied_to,0.0,3
9015,retweeted,0.0,1
9016,retweeted,0.0,3
9017,retweeted,0.0,1
9018,original,0.0,1
9019,retweeted,1.0,1
9020,retweeted,0.0,1
9021,retweeted,0.0,1
9022,retweeted,0.0,1
9023,retweeted,0.0,1
9024,retweeted,0.0,1
9025,retweeted,1.0,1
9026,retweeted,0.0,1
9027,retweeted,1.0,1
9028,retweeted,0.0,1
9029,retweeted,0.0,1
9030,retweeted,0.0,2
9031,original,0.0,1
9032,original,0.0,2
9033,retweeted,0.0,1
9034,quoted,0.0,1
9035,retweeted,0.0,4
9036,retweeted,0.0,1
9037,retweeted,0.0,2
9038,retweeted,0.0,1
9039,retweeted,0.0,1
9040,retweeted,0.0,1
9041,retweeted,0.0,1
9042,retweeted,0.0,1
9043,retweeted,1.0,1
9044,retweeted,0.0,1
9045,retweeted,0.0,1
9046,quoted,0.0,1
9047,retweeted,0.0,1
9048,retweeted,0.0,2
9049,original,0.0,1
9050,retweeted,1.0,1
9051,retweeted,0.0,1
9052,retweeted,0.0,1
9053,retweeted,0.0,9
9054,retweeted,0.0,1
9055,retweeted,0.0,13
9056,retweeted,1.0,1
9057,original,0.0,6
9058,retweeted,0.0,1
9059,retweeted,0.0,7
9060,retweeted,0.0,2
9061,retweeted,0.0,1
9062,retweeted,0.0,2
9063,original,0.0,1
9064,original,0.0,1
9065,retweeted,0.0,2
9066,original,0.0,1
9067,retweeted,0.0,1
9068,retweeted,0.0,2
9069,retweeted,0.0,2
9070,original,1.0,1
9071,retweeted,1.0,1
9072,retweeted,0.0,1
9073,retweeted,0.0,1
9074,original,0.0,1
9075,retweeted,0.0,1
9076,original,0.0,1
9077,retweeted,0.0,1
9078,retweeted,0.0,1
9079,retweeted,0.0,1
9080,replied_to,0.0,1
9081,original,0.0,3
9082,retweeted,0.0,1
9083,replied_to,0.0,1
9084,retweeted,0.0,1
9085,retweeted,0.0,1
9086,retweeted,0.0,1
9087,retweeted,1.0,1
9088,retweeted,0.0,1
9089,retweeted,0.0,3
9090,retweeted,0.0,2
9093,retweeted,0.0,1
9094,retweeted,0.0,14
9095,retweeted,0.0,1
9096,retweeted,1.0,2
9097,retweeted,0.0,3
9098,retweeted,1.0,1
9099,retweeted,0.0,1
9100,retweeted,0.0,1
9101,retweeted,0.0,3
9102,retweeted,0.0,2
9103,original,0.0,1
9104,retweeted,0.0,1
9105,retweeted,0.0,2
9106,retweeted,0.0,1
9107,retweeted,0.0,1
9108,retweeted,1.0,2
9109,retweeted,0.0,3
9110,retweeted,0.0,1
9111,original,0.0,2
9112,original,0.0,1
9113,retweeted,0.0,9
9114,replied_to,0.0,1
9115,retweeted,1.0,1
9116,retweeted,0.0,1
9117,retweeted,0.0,41
9118,retweeted,1.0,1
9119,retweeted,0.0,1
9120,original,0.0,1
9121,retweeted,1.0,1
9122,original,0.0,1
9123,original,0.0,1
9124,retweeted,0.0,2
9125,retweeted,0.0,2
9126,retweeted,0.0,1
9127,replied_to,0.0,1
9128,original,0.0,1
9129,original,0.0,1
9130,retweeted,0.0,1
9131,retweeted,0.0,2
9132,retweeted,0.0,1
9133,retweeted,0.0,1
9134,original,0.0,1
9135,retweeted,0.0,1
9136,original,0.0,1
9137,retweeted,1.0,1
9138,retweeted,0.0,1
9139,retweeted,0.0,1
9140,original,0.0,1
9141,original,0.0,3
9142,retweeted,0.0,1
9143,retweeted,0.0,1
9144,retweeted,0.0,3
9145,retweeted,1.0,2
9146,retweeted,0.0,1
9147,original,0.0,1
9148,retweeted,0.0,5
9149,retweeted,0.0,1
9150,retweeted,0.0,2
9151,retweeted,0.0,5
9152,retweeted,0.0,1
9153,original,0.0,2
9154,replied_to,0.0,1
9155,retweeted,1.0,2
9156,original,0.0,1
9157,replied_to,0.0,3
9158,retweeted,1.0,1
9159,retweeted,0.0,1
9160,retweeted,0.0,1
9161,retweeted,0.0,1
9162,retweeted,0.0,1
9163,quoted,0.0,1
9164,retweeted,0.0,1
9165,retweeted,0.0,1
9166,original,0.0,2
9167,retweeted,0.0,2
9168,retweeted,0.0,1
9169,retweeted,0.0,1
9170,replied_to,1.0,1
9171,retweeted,0.0,1
9172,retweeted,1.0,1
9173,quoted,0.0,1
9174,retweeted,0.0,10
9175,retweeted,1.0,1
9176,retweeted,0.0,1
9177,retweeted,0.0,6
9178,replied_to,1.0,1
9179,retweeted,1.0,1
9180,retweeted,0.0,1
9181,retweeted,0.0,1
9182,retweeted,0.0,1
9183,retweeted,0.0,1
9184,retweeted,0.0,1
9185,retweeted,0.0,1
9186,quoted,0.0,1
9187,retweeted,0.0,1
9188,retweeted,0.0,1
9189,retweeted,0.0,1
9190,original,0.0,1
9191,retweeted,0.0,1
9192,original,0.0,9
9193,quoted,0.0,3
9194,retweeted,0.0,61
9195,retweeted,0.0,1
9196,retweeted,0.0,1
9197,retweeted,0.0,1
9198,retweeted,1.0,2
9199,retweeted,0.0,1
9200,retweeted,0.0,2
9201,retweeted,0.0,2
9202,retweeted,0.0,1
9203,retweeted,0.0,1
9204,retweeted,0.0,6
9205,retweeted,0.0,4
9206,retweeted,0.0,1
9207,original,1.0,1
9208,retweeted,0.0,1
9209,retweeted,0.0,1
9210,retweeted,0.0,1
9211,original,0.0,1
9212,quoted,1.0,1
9213,replied_to,0.0,1
9214,retweeted,1.0,1
9215,original,0.0,2
9216,retweeted,0.0,3
9217,retweeted,0.0,2
9218,retweeted,0.0,1
9219,quoted,0.0,1
9220,retweeted,0.0,1
9221,retweeted,1.0,1
9222,retweeted,0.0,1
9223,original,0.0,1
9224,retweeted,0.0,1
9225,retweeted,1.0,3
9226,retweeted,0.0,1
9227,retweeted,0.0,1
9228,retweeted,0.0,1
9229,retweeted,0.0,1
9230,retweeted,0.0,71
9231,retweeted,0.0,2
9232,retweeted,0.0,14
9233,retweeted,0.0,1
9234,retweeted,0.0,1
9235,retweeted,0.0,1
9236,retweeted,1.0,1
9237,retweeted,0.0,1
9238,original,0.0,1
9239,retweeted,1.0,2
9240,original,0.0,2
9241,retweeted,0.0,1
9242,retweeted,0.0,1
9243,retweeted,0.0,1
9244,retweeted,1.0,1
9245,retweeted,0.0,1
9246,retweeted,0.0,1
9247,original,0.0,1
9248,retweeted,0.0,2
9249,retweeted,0.0,1
9250,original,0.0,8
9251,quoted,0.0,2
9252,replied_to,0.0,6
9253,retweeted,1.0,2
9254,quoted,0.0,1
9255,retweeted,0.0,1
9256,retweeted,0.0,1
9257,retweeted,0.0,1
9258,retweeted,0.0,1
9259,original,0.0,1
9260,retweeted,0.0,1
9261,retweeted,0.0,1
9262,retweeted,0.0,2
9263,original,0.0,1
9264,original,0.0,1
9265,retweeted,0.0,1
9266,retweeted,0.0,1
9267,replied_to,0.0,1
9268,retweeted,0.0,1
9269,retweeted,0.0,1
9270,retweeted,0.0,1
9271,original,0.0,1
9272,retweeted,0.0,3
9273,retweeted,0.0,1
9274,retweeted,1.0,3
9275,retweeted,0.0,1
9276,original,0.0,8
9277,quoted,0.0,1
9278,replied_to,0.0,1
9279,retweeted,0.0,2
9280,retweeted,0.0,1
9281,retweeted,0.0,2
9282,original,1.0,1
9283,retweeted,1.0,2
9284,original,0.0,1
9285,retweeted,0.0,1
9286,retweeted,0.0,1
9287,retweeted,0.0,1
9288,retweeted,0.0,1
9289,original,0.0,1
9290,retweeted,0.0,2
9291,original,0.0,1
9292,retweeted,1.0,1
9293,retweeted,1.0,1
9294,retweeted,0.0,1
9295,retweeted,0.0,2
9296,quoted,0.0,1
9297,retweeted,0.0,1
9299,retweeted,0.0,2
9300,retweeted,0.0,2
9301,retweeted,0.0,1
9302,retweeted,0.0,1
9303,retweeted,0.0,1
9304,retweeted,0.0,2
9305,retweeted,0.0,1
9306,retweeted,0.0,5
9307,original,1.0,1
9308,original,1.0,5
9309,retweeted,0.0,1
9310,retweeted,0.0,1
9311,retweeted,1.0,1
9312,retweeted,0.0,13
9313,retweeted,0.0,2
9314,original,0.0,1
9315,retweeted,0.0,1
9316,original,0.0,1
9317,quoted,0.0,3
9318,replied_to,0.0,1
9319,retweeted,0.0,1
9320,retweeted,1.0,2
9321,retweeted,0.0,4
9322,retweeted,0.0,1
9323,retweeted,0.0,1
9324,original,0.0,2
9325,replied_to,0.0,1
9326,retweeted,1.0,1
9327,retweeted,0.0,1
9328,retweeted,0.0,2
9329,retweeted,0.0,1
9330,retweeted,0.0,2
9331,retweeted,0.0,1
9332,retweeted,0.0,1
9333,retweeted,0.0,2
9334,retweeted,0.0,4
9335,retweeted,0.0,1
9336,original,0.0,1
9337,retweeted,1.0,1
9338,original,0.0,1
9339,retweeted,0.0,2
9340,original,0.0,1
9341,retweeted,0.0,1
9342,original,0.0,1
9343,retweeted,0.0,4
9344,replied_to,0.0,1
9345,retweeted,0.0,11
9346,retweeted,0.0,1
9347,original,0.0,2
9348,original,0.0,1
9349,quoted,0.0,6
9350,replied_to,0.0,11
9351,retweeted,0.0,1
9352,retweeted,0.0,1
9353,retweeted,0.0,1
9354,retweeted,0.0,1
9355,retweeted,0.0,1
9356,retweeted,0.0,2
9357,retweeted,1.0,1
9358,retweeted,0.0,1
9359,replied_to,0.0,2
9360,retweeted,0.0,1
9361,retweeted,0.0,1
9362,retweeted,0.0,1
9363,retweeted,1.0,2
9364,retweeted,0.0,1
9365,retweeted,0.0,1
9366,retweeted,0.0,1
9367,retweeted,0.0,1
9368,retweeted,0.0,1
9369,retweeted,1.0,1
9370,retweeted,0.0,1
9371,retweeted,0.0,1
9372,retweeted,0.0,2
9373,retweeted,0.0,1
9374,original,1.0,1
9375,replied_to,1.0,2
9376,retweeted,0.0,1
9377,retweeted,0.0,1
9378,retweeted,0.0,1
9379,retweeted,0.0,2
9380,original,0.0,1
9381,retweeted,0.0,3
9382,retweeted,1.0,3
9383,replied_to,0.0,1
9384,retweeted,0.0,6
9385,original,1.0,1
9386,retweeted,0.0,1
9387,retweeted,0.0,1
9388,retweeted,1.0,1
9389,retweeted,0.0,1
9390,retweeted,0.0,1
9391,retweeted,0.0,1
9392,retweeted,0.0,2
9393,retweeted,1.0,3
9394,retweeted,0.0,2
9395,retweeted,1.0,4
9396,retweeted,0.0,1
9397,retweeted,0.0,1
9398,retweeted,0.0,3
9399,retweeted,0.0,1
9400,original,0.0,1
9401,quoted,0.0,1
9402,retweeted,0.0,1
9403,retweeted,1.0,1
9404,retweeted,0.0,1
9405,retweeted,0.0,1
9406,retweeted,0.0,1
9407,retweeted,0.0,2
9408,original,0.0,1
9409,retweeted,0.0,1
9410,retweeted,1.0,1
9411,retweeted,0.0,1
9412,original,0.0,1
9413,retweeted,0.0,1
9414,retweeted,1.0,2
9415,retweeted,0.0,1
9416,retweeted,0.0,1
9417,retweeted,0.0,1
9418,retweeted,0.0,1
9419,retweeted,0.0,5
9420,retweeted,0.0,1
9421,retweeted,1.0,2
9422,retweeted,0.0,1
9423,retweeted,0.0,1
9424,replied_to,0.0,1
9425,quoted,0.0,3
9426,original,0.0,1
9427,retweeted,0.0,5
9428,retweeted,0.0,1
9429,replied_to,0.0,22
9430,retweeted,0.0,2
9431,original,0.0,2
9432,original,1.0,2
9433,retweeted,0.0,1
9434,retweeted,0.0,1
9435,retweeted,0.0,1
9436,retweeted,0.0,1
9437,retweeted,1.0,1
9438,retweeted,0.0,1
9439,retweeted,0.0,1
9440,retweeted,0.0,1
9441,original,0.0,1
9442,retweeted,0.0,3
9443,retweeted,1.0,1
9444,retweeted,0.0,1
9445,retweeted,0.0,1
9446,retweeted,0.0,1
9447,retweeted,0.0,1
9448,retweeted,1.0,1
9449,retweeted,0.0,1
9450,original,0.0,1
9451,retweeted,0.0,1
9452,retweeted,0.0,2
9453,retweeted,0.0,1
9454,retweeted,0.0,3
9455,retweeted,1.0,1
9456,retweeted,0.0,11
9457,retweeted,0.0,1
9458,quoted,0.0,1
9459,retweeted,0.0,1
9460,retweeted,1.0,2
9461,retweeted,0.0,1
9462,retweeted,0.0,1
9463,replied_to,0.0,1
9464,retweeted,0.0,2
9465,retweeted,0.0,1
9466,retweeted,0.0,1
9467,retweeted,0.0,1
9468,retweeted,0.0,1
9469,retweeted,0.0,1
9470,original,0.0,1
9471,retweeted,0.0,1
9472,retweeted,0.0,1
9473,retweeted,0.0,1
9474,retweeted,1.0,2
9475,retweeted,0.0,1
9476,retweeted,1.0,2
9477,retweeted,0.0,1
9478,retweeted,0.0,1
9479,retweeted,1.0,1
9480,original,0.0,1
9481,retweeted,0.0,1
9482,retweeted,1.0,1
9483,retweeted,0.0,1
9484,retweeted,0.0,1
9485,replied_to,0.0,1
9486,original,0.0,3
9487,replied_to,0.0,45
9488,retweeted,0.0,1
9489,retweeted,0.0,1
9490,retweeted,0.0,1
9491,retweeted,0.0,1
9492,retweeted,0.0,1
9493,retweeted,0.0,2
9494,retweeted,0.0,1
9495,retweeted,0.0,1
9496,original,0.0,1
9497,retweeted,0.0,3
9498,retweeted,0.0,1
9499,retweeted,0.0,7
9500,retweeted,0.0,9
9501,retweeted,0.0,1
9502,retweeted,0.0,1
9503,retweeted,0.0,1
9504,retweeted,0.0,3
9505,retweeted,0.0,8
9506,original,0.0,2
9507,retweeted,0.0,2
9508,retweeted,0.0,1
9509,retweeted,1.0,5
9510,retweeted,0.0,1
9511,retweeted,0.0,7
9512,retweeted,0.0,1
9513,retweeted,0.0,1
9514,retweeted,0.0,1
9515,retweeted,0.0,3
9516,retweeted,0.0,2
9517,retweeted,0.0,61
9518,retweeted,1.0,2
9519,retweeted,1.0,2
9520,quoted,0.0,1
9521,retweeted,0.0,6
9522,original,0.0,1
9523,retweeted,0.0,1
9524,retweeted,0.0,5
9525,original,0.0,1
9526,retweeted,0.0,1
9527,original,0.0,1
9528,original,0.0,1
9529,original,0.0,1
9531,retweeted,0.0,1
9532,retweeted,0.0,4
9533,retweeted,0.0,1
9534,retweeted,0.0,2
9535,retweeted,0.0,4
9536,retweeted,0.0,1
9537,replied_to,0.0,2
9538,retweeted,1.0,1
9539,retweeted,0.0,1
9540,retweeted,0.0,1
9541,retweeted,1.0,6
9542,retweeted,0.0,2
9543,retweeted,1.0,1
9544,retweeted,0.0,1
9545,original,0.0,1
9546,retweeted,0.0,1
9547,retweeted,0.0,1
9548,original,1.0,3
9549,original,0.0,1
9550,quoted,0.0,1
9551,retweeted,0.0,11
9552,retweeted,0.0,1
9553,retweeted,1.0,1
9554,retweeted,0.0,3
9555,retweeted,0.0,1
9556,original,0.0,1
9557,retweeted,1.0,2
9558,retweeted,0.0,1
9559,retweeted,0.0,1
9560,retweeted,0.0,1
9561,retweeted,0.0,1
9562,retweeted,0.0,1
9564,retweeted,0.0,1
9565,replied_to,0.0,1
9566,retweeted,0.0,1
9567,retweeted,0.0,1
9568,retweeted,0.0,1
9569,retweeted,0.0,1
9570,retweeted,0.0,1
9571,quoted,0.0,2
9572,replied_to,0.0,5
9573,retweeted,0.0,1
9574,original,0.0,2
9575,retweeted,0.0,25
9576,retweeted,0.0,1
9577,retweeted,0.0,1
9578,retweeted,0.0,1
9579,retweeted,0.0,2
9580,retweeted,0.0,1
9581,retweeted,0.0,1
9582,retweeted,0.0,1
9583,retweeted,0.0,2
9584,retweeted,0.0,1
9585,retweeted,0.0,1
9586,retweeted,1.0,1
9587,retweeted,1.0,2
9588,original,0.0,1
9589,retweeted,0.0,1
9590,retweeted,0.0,6
9591,quoted,0.0,1
9592,retweeted,0.0,1
9593,retweeted,0.0,2
9594,retweeted,0.0,1
9595,retweeted,0.0,2
9596,retweeted,0.0,1
9597,retweeted,0.0,1
9598,original,0.0,1
9599,retweeted,0.0,1
9600,retweeted,0.0,1
9601,retweeted,0.0,1
9602,retweeted,0.0,1
9603,retweeted,0.0,1
9604,retweeted,0.0,1
9605,retweeted,0.0,1
9606,retweeted,0.0,1
9607,retweeted,0.0,2
9608,retweeted,0.0,1
9609,retweeted,0.0,1
9610,retweeted,0.0,1
9611,retweeted,0.0,2
9612,retweeted,0.0,1
9613,retweeted,0.0,1
9614,retweeted,0.0,1
9615,retweeted,0.0,1
9616,retweeted,0.0,1
9617,retweeted,0.0,6
9618,retweeted,0.0,1
9619,original,0.0,3
9620,quoted,0.0,1
9621,replied_to,0.0,2
9622,retweeted,0.0,2
9623,retweeted,0.0,1
9624,retweeted,0.0,1
9625,retweeted,0.0,1
9626,retweeted,0.0,1
9627,retweeted,0.0,1
9628,retweeted,0.0,2
9629,retweeted,0.0,1
9630,retweeted,0.0,1
9631,quoted,0.0,1
9632,retweeted,0.0,2
9633,retweeted,0.0,1
9634,retweeted,0.0,1
9635,retweeted,0.0,2
9636,retweeted,0.0,1
9637,retweeted,1.0,1
9638,retweeted,1.0,1
9639,retweeted,0.0,1
9640,quoted,0.0,2
9641,retweeted,1.0,2
9642,retweeted,0.0,2
9643,retweeted,0.0,1
9644,retweeted,0.0,1
9646,retweeted,0.0,1
9647,retweeted,1.0,1
9648,retweeted,0.0,1
9649,retweeted,0.0,1
9650,retweeted,0.0,1
9651,retweeted,0.0,1
9652,original,0.0,1
9653,original,0.0,1
9655,retweeted,0.0,2
9656,original,0.0,1
9657,retweeted,1.0,1
9658,retweeted,1.0,8
9659,retweeted,0.0,1
9660,retweeted,0.0,1
9661,retweeted,0.0,1
9662,retweeted,0.0,1
9664,original,0.0,15
9665,quoted,0.0,3
9666,retweeted,0.0,14
9667,retweeted,0.0,2
9668,retweeted,0.0,4
9669,original,0.0,1
9670,retweeted,0.0,1
9671,retweeted,0.0,2
9672,retweeted,0.0,1
9673,original,0.0,1
9674,original,0.0,2
9675,replied_to,0.0,1
9676,retweeted,0.0,2
9677,retweeted,0.0,1
9678,retweeted,0.0,2
9679,retweeted,0.0,1
9680,retweeted,0.0,1
9681,retweeted,0.0,1
9682,retweeted,1.0,1
9683,retweeted,0.0,2
9684,original,0.0,1
9685,retweeted,0.0,1
9686,retweeted,0.0,1
9687,retweeted,0.0,1
9688,original,0.0,1
9689,original,0.0,2
9690,quoted,0.0,1
9691,retweeted,0.0,2
9692,retweeted,0.0,1
9693,original,0.0,1
9694,retweeted,0.0,1
9695,retweeted,1.0,1
9696,replied_to,0.0,1
9697,retweeted,0.0,2
9698,retweeted,0.0,1
9699,retweeted,0.0,1
9700,retweeted,0.0,1
9701,retweeted,0.0,1
9702,quoted,0.0,1
9703,retweeted,0.0,1
9704,retweeted,0.0,2
9705,retweeted,1.0,1
9706,retweeted,0.0,1
9707,original,0.0,1
9708,retweeted,0.0,3
9709,retweeted,0.0,2
9710,retweeted,0.0,1
9711,original,0.0,2
9712,retweeted,0.0,3
9713,retweeted,0.0,7
9714,retweeted,0.0,1
9715,retweeted,0.0,1
9716,retweeted,0.0,4
9718,retweeted,0.0,1
9719,original,1.0,2
9720,quoted,1.0,1
9721,replied_to,1.0,1
9722,retweeted,1.0,4
9723,retweeted,0.0,2
9724,retweeted,0.0,2
9725,retweeted,1.0,1
9726,retweeted,0.0,5
9727,retweeted,0.0,3
9728,retweeted,0.0,1
9729,retweeted,0.0,1
9730,retweeted,1.0,10
9731,retweeted,0.0,1
9732,retweeted,0.0,1
9733,retweeted,1.0,1
9734,retweeted,0.0,1
9735,retweeted,0.0,3
9736,original,0.0,1
9737,retweeted,0.0,1
9738,original,0.0,1
9739,retweeted,0.0,1
9740,retweeted,0.0,2
9741,retweeted,0.0,2
9742,retweeted,0.0,2
9743,retweeted,0.0,1
9744,retweeted,0.0,2
9745,quoted,0.0,1
9746,replied_to,0.0,1
9747,retweeted,0.0,1
9748,retweeted,0.0,1
9749,original,0.0,1
9750,original,0.0,1
9751,retweeted,0.0,2
9752,retweeted,0.0,1
9753,replied_to,1.0,2
9754,retweeted,1.0,4
9755,retweeted,0.0,1
9756,retweeted,0.0,1
9757,retweeted,0.0,1
9758,retweeted,0.0,1
9759,retweeted,0.0,1
9760,retweeted,1.0,1
9761,original,0.0,1
9762,replied_to,0.0,1
9763,retweeted,0.0,1
9764,original,0.0,1
9765,retweeted,0.0,1
9766,retweeted,0.0,4
9767,retweeted,0.0,17
9768,original,0.0,1
9769,original,0.0,1
9770,retweeted,0.0,1
9771,retweeted,1.0,44
9772,retweeted,0.0,2
9773,original,0.0,3
9774,original,0.0,1
9775,original,0.0,1
9776,retweeted,0.0,5
9777,retweeted,0.0,1
9778,retweeted,0.0,4
9779,retweeted,0.0,1
9780,original,0.0,1
9781,original,0.0,1
9782,retweeted,0.0,2
9783,replied_to,0.0,1
9784,retweeted,0.0,1
9785,retweeted,0.0,1
9786,retweeted,0.0,1
9787,retweeted,0.0,1
9788,retweeted,0.0,1
9789,retweeted,1.0,2
9790,quoted,0.0,1
9791,retweeted,0.0,2
9792,retweeted,0.0,1
9793,retweeted,0.0,2
9794,retweeted,0.0,1
9795,retweeted,0.0,3
9796,quoted,0.0,1
9797,original,0.0,1
9798,retweeted,0.0,1
9799,retweeted,0.0,6
9800,original,0.0,1
9801,retweeted,1.0,2
9803,retweeted,0.0,1
9804,retweeted,0.0,1
9805,original,0.0,1
9806,replied_to,0.0,1
9807,retweeted,0.0,1
9808,original,0.0,1
9809,quoted,0.0,1
9810,retweeted,0.0,1
9811,retweeted,0.0,2
9812,retweeted,0.0,1
9813,retweeted,0.0,1
9814,original,0.0,1
9815,quoted,0.0,1
9816,retweeted,0.0,1
9817,quoted,0.0,1
9818,quoted,0.0,1
9819,retweeted,0.0,1
9820,original,0.0,1
9821,retweeted,0.0,1
9822,retweeted,0.0,1
9823,retweeted,0.0,1
9824,retweeted,0.0,2
9825,retweeted,0.0,1
9826,retweeted,0.0,2
9827,retweeted,0.0,1
9828,original,0.0,1
9829,quoted,0.0,1
9830,replied_to,0.0,3
9831,original,0.0,1
9832,retweeted,0.0,1
9833,retweeted,0.0,1
9834,retweeted,0.0,1
9835,quoted,0.0,1
9836,replied_to,0.0,1
9837,original,0.0,1
9838,quoted,0.0,1
9839,retweeted,0.0,1
9840,retweeted,1.0,2
9841,retweeted,0.0,2
9842,retweeted,0.0,6
9843,retweeted,0.0,2
9844,original,0.0,7
9845,retweeted,0.0,1
9846,quoted,0.0,2
9847,retweeted,0.0,2
9848,original,0.0,4
9849,replied_to,0.0,1
9850,retweeted,0.0,4
9851,retweeted,0.0,3
9852,retweeted,0.0,1
9853,retweeted,0.0,1
9854,retweeted,1.0,2
9855,retweeted,0.0,1
9856,retweeted,0.0,1
9857,quoted,0.0,3
9858,retweeted,0.0,1
9859,retweeted,0.0,1
9860,retweeted,1.0,1
9861,retweeted,0.0,1
9862,retweeted,0.0,1
9863,retweeted,1.0,1
9864,original,0.0,1
9865,retweeted,0.0,1
9866,original,0.0,1
9867,retweeted,0.0,1
9868,retweeted,0.0,1
9869,retweeted,0.0,1
9870,retweeted,0.0,1
9871,retweeted,0.0,1
9872,quoted,0.0,1
9873,retweeted,1.0,2
9874,retweeted,0.0,1
9875,original,0.0,2
9876,retweeted,0.0,8
9877,original,0.0,1
9878,retweeted,0.0,1
9879,retweeted,0.0,1
9880,retweeted,0.0,1
9881,retweeted,0.0,1
9882,original,0.0,2
9883,retweeted,0.0,3
9884,retweeted,1.0,1
9885,retweeted,1.0,1
9886,retweeted,1.0,1
9887,original,0.0,2
9888,retweeted,0.0,1
9889,retweeted,0.0,1
9890,original,0.0,2
9891,retweeted,0.0,1
9892,retweeted,0.0,1
9893,retweeted,0.0,1
9894,original,0.0,1
9895,replied_to,0.0,1
9896,retweeted,0.0,2
9897,original,0.0,1
9898,retweeted,0.0,1
9899,retweeted,0.0,1
9900,original,0.0,1
9901,retweeted,0.0,1
9902,retweeted,0.0,1
9903,retweeted,0.0,4
9904,retweeted,0.0,1
9905,replied_to,0.0,1
9906,retweeted,0.0,1
9907,retweeted,0.0,6
9908,retweeted,0.0,1
9909,retweeted,1.0,1
9910,original,0.0,2
9911,retweeted,0.0,1
9912,retweeted,0.0,1
9913,replied_to,0.0,1
9914,retweeted,0.0,1
9915,retweeted,1.0,1
9916,retweeted,0.0,1
9917,retweeted,0.0,1
9918,retweeted,0.0,1
9919,retweeted,0.0,1
9920,retweeted,0.0,1
9921,retweeted,0.0,1
9922,retweeted,0.0,1
9923,retweeted,1.0,1
9924,retweeted,0.0,1
9925,retweeted,0.0,1
9926,retweeted,0.0,4
9927,retweeted,0.0,2
9928,retweeted,0.0,1
9929,retweeted,0.0,2
9930,original,0.0,1
9931,retweeted,0.0,1
9932,retweeted,0.0,1
9933,retweeted,1.0,1
9934,retweeted,0.0,1
9935,retweeted,0.0,3
9936,retweeted,1.0,1
9937,retweeted,0.0,1
9938,retweeted,0.0,1
9939,original,0.0,1
9940,retweeted,0.0,1
9941,retweeted,0.0,1
9942,quoted,0.0,1
9943,original,0.0,1
9944,replied_to,0.0,1
9945,retweeted,0.0,4
9946,original,0.0,1
9947,retweeted,1.0,1
9948,retweeted,0.0,1
9949,retweeted,1.0,1
9950,retweeted,0.0,1
9951,original,0.0,1
9952,retweeted,0.0,1
9953,original,0.0,1
9954,retweeted,0.0,24
9955,retweeted,1.0,1
9956,retweeted,0.0,1
9957,original,0.0,1
9958,retweeted,1.0,1
9959,retweeted,0.0,1
9960,retweeted,1.0,1
9961,retweeted,0.0,1
9962,retweeted,0.0,1
9963,retweeted,0.0,1
9964,retweeted,1.0,1
9965,retweeted,0.0,1
9966,retweeted,0.0,2
9967,original,0.0,1
9968,quoted,0.0,1
9969,retweeted,0.0,9
9970,original,0.0,2
9971,quoted,0.0,2
9972,replied_to,0.0,1
9973,retweeted,0.0,10
9974,retweeted,0.0,1
9975,original,0.0,1
9976,retweeted,1.0,1
9977,original,0.0,2
9978,retweeted,0.0,4
9979,retweeted,0.0,1
9980,retweeted,0.0,2
9981,original,0.0,3
9982,retweeted,0.0,2
9983,retweeted,1.0,1
9984,retweeted,0.0,1
9985,retweeted,0.0,1
9986,quoted,1.0,1
9987,retweeted,0.0,1
9988,retweeted,0.0,3
9989,original,0.0,2
9990,original,0.0,3
9991,quoted,0.0,3
9992,replied_to,0.0,1
9993,retweeted,0.0,1
9994,original,0.0,1
9995,retweeted,0.0,1
9996,retweeted,0.0,1
9997,retweeted,0.0,1
9998,original,0.0,2
9999,retweeted,0.0,1
10000,retweeted,0.0,1
10001,retweeted,1.0,4
10002,original,0.0,1
10003,replied_to,0.0,1
10004,retweeted,0.0,1
10005,retweeted,0.0,1
10006,retweeted,0.0,2
10007,retweeted,0.0,1
10008,retweeted,1.0,1
10009,retweeted,0.0,1
10010,retweeted,1.0,1
10011,retweeted,0.0,1
10012,retweeted,0.0,1
10013,retweeted,0.0,1
10014,retweeted,0.0,1
10015,retweeted,0.0,2
10016,retweeted,0.0,1
10017,retweeted,0.0,2
10018,original,1.0,1
10019,original,0.0,3
10020,retweeted,0.0,1
10021,original,0.0,1
10022,retweeted,1.0,1
10023,original,0.0,1
10024,original,0.0,1
10025,original,0.0,1
10026,retweeted,0.0,1
10027,retweeted,0.0,1
10028,original,0.0,1
10029,retweeted,0.0,1
10030,retweeted,0.0,1
10031,original,0.0,1
10032,retweeted,0.0,1
10033,retweeted,0.0,1
10034,retweeted,0.0,2
10035,retweeted,0.0,1
10036,retweeted,0.0,1
10037,retweeted,1.0,1
10038,original,0.0,1
