,time,count
187,2022-02-23 05:00:00+00:00,4
188,2022-02-23 06:00:00+00:00,5
189,2022-02-23 07:00:00+00:00,6
190,2022-02-23 08:00:00+00:00,15
191,2022-02-23 09:00:00+00:00,13
192,2022-02-23 10:00:00+00:00,3
193,2022-02-23 11:00:00+00:00,4
194,2022-02-23 12:00:00+00:00,4
195,2022-02-23 13:00:00+00:00,9
196,2022-02-23 14:00:00+00:00,8
197,2022-02-23 15:00:00+00:00,3
198,2022-02-23 16:00:00+00:00,8
199,2022-02-23 17:00:00+00:00,19
200,2022-02-23 18:00:00+00:00,3
201,2022-02-23 19:00:00+00:00,9
202,2022-02-23 20:00:00+00:00,14
203,2022-02-23 21:00:00+00:00,8
204,2022-02-23 22:00:00+00:00,4
205,2022-02-23 23:00:00+00:00,5
206,2022-02-24 00:00:00+00:00,2
207,2022-02-24 01:00:00+00:00,5
208,2022-02-24 02:00:00+00:00,7
209,2022-02-24 03:00:00+00:00,31
210,2022-02-24 04:00:00+00:00,39
211,2022-02-24 05:00:00+00:00,60
212,2022-02-24 06:00:00+00:00,76
213,2022-02-24 07:00:00+00:00,80
214,2022-02-24 08:00:00+00:00,62
215,2022-02-24 09:00:00+00:00,68
216,2022-02-24 10:00:00+00:00,87
217,2022-02-24 11:00:00+00:00,171
218,2022-02-24 12:00:00+00:00,102
219,2022-02-24 13:00:00+00:00,74
220,2022-02-24 14:00:00+00:00,78
221,2022-02-24 15:00:00+00:00,69
222,2022-02-24 16:00:00+00:00,83
223,2022-02-24 17:00:00+00:00,65
224,2022-02-24 18:00:00+00:00,108
225,2022-02-24 19:00:00+00:00,84
226,2022-02-24 20:00:00+00:00,71
227,2022-02-24 21:00:00+00:00,64
228,2022-02-24 22:00:00+00:00,52
229,2022-02-24 23:00:00+00:00,46
230,2022-02-25 00:00:00+00:00,50
231,2022-02-25 01:00:00+00:00,50
232,2022-02-25 02:00:00+00:00,53
233,2022-02-25 03:00:00+00:00,41
234,2022-02-25 04:00:00+00:00,44
235,2022-02-25 05:00:00+00:00,44
236,2022-02-25 06:00:00+00:00,43
237,2022-02-25 07:00:00+00:00,73
238,2022-02-25 08:00:00+00:00,120
239,2022-02-25 09:00:00+00:00,59
240,2022-02-25 10:00:00+00:00,103
241,2022-02-25 11:00:00+00:00,98
242,2022-02-25 12:00:00+00:00,75
243,2022-02-25 13:00:00+00:00,162
244,2022-02-25 14:00:00+00:00,122
245,2022-02-25 15:00:00+00:00,159
246,2022-02-25 16:00:00+00:00,171
247,2022-02-25 17:00:00+00:00,145
248,2022-02-25 18:00:00+00:00,136
249,2022-02-25 19:00:00+00:00,80
250,2022-02-25 20:00:00+00:00,84
251,2022-02-25 21:00:00+00:00,45
252,2022-02-25 22:00:00+00:00,52
253,2022-02-25 23:00:00+00:00,41
254,2022-02-26 00:00:00+00:00,65
255,2022-02-26 01:00:00+00:00,80
256,2022-02-26 02:00:00+00:00,59
257,2022-02-26 03:00:00+00:00,68
258,2022-02-26 04:00:00+00:00,98
259,2022-02-26 05:00:00+00:00,103
260,2022-02-26 06:00:00+00:00,135
261,2022-02-26 07:00:00+00:00,124
262,2022-02-26 08:00:00+00:00,106
263,2022-02-26 09:00:00+00:00,109
264,2022-02-26 10:00:00+00:00,124
265,2022-02-26 11:00:00+00:00,151
266,2022-02-26 12:00:00+00:00,157
267,2022-02-26 13:00:00+00:00,183
268,2022-02-26 14:00:00+00:00,128
269,2022-02-26 15:00:00+00:00,199
270,2022-02-26 16:00:00+00:00,212
271,2022-02-26 17:00:00+00:00,243
272,2022-02-26 18:00:00+00:00,191
273,2022-02-26 19:00:00+00:00,129
274,2022-02-26 20:00:00+00:00,171
275,2022-02-26 21:00:00+00:00,146
276,2022-02-26 22:00:00+00:00,118
277,2022-02-26 23:00:00+00:00,112
278,2022-02-27 00:00:00+00:00,61
279,2022-02-27 01:00:00+00:00,69
280,2022-02-27 02:00:00+00:00,46
281,2022-02-27 03:00:00+00:00,77
282,2022-02-27 04:00:00+00:00,94
283,2022-02-27 05:00:00+00:00,135
284,2022-02-27 06:00:00+00:00,175
285,2022-02-27 07:00:00+00:00,186
286,2022-02-27 08:00:00+00:00,252
287,2022-02-27 09:00:00+00:00,164
288,2022-02-27 10:00:00+00:00,167
289,2022-02-27 11:00:00+00:00,132
290,2022-02-27 12:00:00+00:00,253
291,2022-02-27 13:00:00+00:00,166
292,2022-02-27 14:00:00+00:00,191
293,2022-02-27 15:00:00+00:00,151
294,2022-02-27 16:00:00+00:00,174
295,2022-02-27 17:00:00+00:00,172
296,2022-02-27 18:00:00+00:00,165
297,2022-02-27 19:00:00+00:00,198
298,2022-02-27 20:00:00+00:00,202
299,2022-02-27 21:00:00+00:00,220
300,2022-02-27 22:00:00+00:00,163
301,2022-02-27 23:00:00+00:00,213
302,2022-02-28 00:00:00+00:00,193
303,2022-02-28 01:00:00+00:00,109
304,2022-02-28 02:00:00+00:00,85
305,2022-02-28 03:00:00+00:00,108
306,2022-02-28 04:00:00+00:00,161
307,2022-02-28 05:00:00+00:00,268
308,2022-02-28 06:00:00+00:00,397
309,2022-02-28 07:00:00+00:00,326
310,2022-02-28 08:00:00+00:00,468
311,2022-02-28 09:00:00+00:00,335
312,2022-02-28 10:00:00+00:00,326
313,2022-02-28 11:00:00+00:00,269
314,2022-02-28 12:00:00+00:00,267
315,2022-02-28 13:00:00+00:00,251
316,2022-02-28 14:00:00+00:00,216
317,2022-02-28 15:00:00+00:00,364
318,2022-02-28 16:00:00+00:00,297
319,2022-02-28 17:00:00+00:00,279
320,2022-02-28 18:00:00+00:00,347
321,2022-02-28 19:00:00+00:00,286
322,2022-02-28 20:00:00+00:00,301
323,2022-02-28 21:00:00+00:00,426
324,2022-02-28 22:00:00+00:00,416
325,2022-02-28 23:00:00+00:00,286
326,2022-03-01 00:00:00+00:00,162
327,2022-03-01 01:00:00+00:00,107
328,2022-03-01 02:00:00+00:00,113
329,2022-03-01 03:00:00+00:00,155
330,2022-03-01 04:00:00+00:00,234
331,2022-03-01 05:00:00+00:00,184
332,2022-03-01 06:00:00+00:00,286
333,2022-03-01 07:00:00+00:00,209
334,2022-03-01 08:00:00+00:00,215
335,2022-03-01 09:00:00+00:00,143
336,2022-03-01 10:00:00+00:00,235
337,2022-03-01 11:00:00+00:00,216
338,2022-03-01 12:00:00+00:00,326
339,2022-03-01 13:00:00+00:00,1075
340,2022-03-01 14:00:00+00:00,525
341,2022-03-01 15:00:00+00:00,589
342,2022-03-01 16:00:00+00:00,661
343,2022-03-01 17:00:00+00:00,501
344,2022-03-01 18:00:00+00:00,351
345,2022-03-01 19:00:00+00:00,605
346,2022-03-01 20:00:00+00:00,333
347,2022-03-01 21:00:00+00:00,293
348,2022-03-01 22:00:00+00:00,224
349,2022-03-01 23:00:00+00:00,127
350,2022-03-02 00:00:00+00:00,126
351,2022-03-02 01:00:00+00:00,119
352,2022-03-02 02:00:00+00:00,116
353,2022-03-02 03:00:00+00:00,612
354,2022-03-02 04:00:00+00:00,5450
355,2022-03-02 05:00:00+00:00,7897
356,2022-03-02 06:00:00+00:00,8811
357,2022-03-02 07:00:00+00:00,8066
358,2022-03-02 08:00:00+00:00,7206
359,2022-03-02 09:00:00+00:00,6946
360,2022-03-02 10:00:00+00:00,6480
361,2022-03-02 11:00:00+00:00,4994
362,2022-03-02 12:00:00+00:00,4659
363,2022-03-02 13:00:00+00:00,4158
364,2022-03-02 14:00:00+00:00,4359
365,2022-03-02 15:00:00+00:00,4126
366,2022-03-02 16:00:00+00:00,3480
367,2022-03-02 17:00:00+00:00,4007
368,2022-03-02 18:00:00+00:00,5243
369,2022-03-02 19:00:00+00:00,4095
370,2022-03-02 20:00:00+00:00,2283
371,2022-03-02 21:00:00+00:00,2012
372,2022-03-02 22:00:00+00:00,1798
373,2022-03-02 23:00:00+00:00,1226
374,2022-03-03 00:00:00+00:00,1129
375,2022-03-03 01:00:00+00:00,1318
376,2022-03-03 02:00:00+00:00,1656
377,2022-03-03 03:00:00+00:00,2168
378,2022-03-03 04:00:00+00:00,3537
379,2022-03-03 05:00:00+00:00,5660
380,2022-03-03 06:00:00+00:00,9206
381,2022-03-03 07:00:00+00:00,8992
382,2022-03-03 08:00:00+00:00,7988
383,2022-03-03 09:00:00+00:00,7312
384,2022-03-03 10:00:00+00:00,6219
385,2022-03-03 11:00:00+00:00,6572
386,2022-03-03 12:00:00+00:00,6144
387,2022-03-03 13:00:00+00:00,5775
388,2022-03-03 14:00:00+00:00,6251
389,2022-03-03 15:00:00+00:00,5903
390,2022-03-03 16:00:00+00:00,5819
391,2022-03-03 17:00:00+00:00,5561
392,2022-03-03 18:00:00+00:00,5596
393,2022-03-03 19:00:00+00:00,4825
394,2022-03-03 20:00:00+00:00,2942
395,2022-03-03 21:00:00+00:00,2602
396,2022-03-03 22:00:00+00:00,2231
397,2022-03-03 23:00:00+00:00,1452
398,2022-03-04 00:00:00+00:00,1405
399,2022-03-04 01:00:00+00:00,1067
400,2022-03-04 02:00:00+00:00,842
401,2022-03-04 03:00:00+00:00,938
402,2022-03-04 04:00:00+00:00,1482
403,2022-03-04 05:00:00+00:00,1799
404,2022-03-04 06:00:00+00:00,1432
405,2022-03-04 07:00:00+00:00,1199
406,2022-03-04 08:00:00+00:00,1121
407,2022-03-04 09:00:00+00:00,1067
408,2022-03-04 10:00:00+00:00,1032
409,2022-03-04 11:00:00+00:00,883
410,2022-03-04 12:00:00+00:00,783
411,2022-03-04 13:00:00+00:00,739
412,2022-03-04 14:00:00+00:00,835
413,2022-03-04 15:00:00+00:00,705
414,2022-03-04 16:00:00+00:00,655
415,2022-03-04 17:00:00+00:00,568
416,2022-03-04 18:00:00+00:00,570
417,2022-03-04 19:00:00+00:00,469
418,2022-03-04 20:00:00+00:00,538
419,2022-03-04 21:00:00+00:00,464
420,2022-03-04 22:00:00+00:00,388
421,2022-03-04 23:00:00+00:00,344
422,2022-03-05 00:00:00+00:00,362
423,2022-03-05 01:00:00+00:00,360
424,2022-03-05 02:00:00+00:00,454
425,2022-03-05 03:00:00+00:00,323
