,followers_count
104879,3
104880,1020
104881,139
104882,16
104883,498
104884,9
104885,1308
104886,137
104887,3652
104888,0
104889,80
104890,9
104891,78
104892,104
104893,12033
104894,266
104895,429
104896,422
104897,1413
104898,85
104899,18
104900,11
104901,128
104902,4
104903,6
104904,439
104905,48
104906,6
104907,28
104908,105
104909,13
104910,9
104911,0
104912,187
104913,13
104914,1
104915,54
104916,90
104917,424
104918,2
104919,116
104920,9
104921,39
104922,7
104923,28541
104924,2
104925,750
104926,15
104927,16
104928,43
104929,8
104930,46
104931,59
104932,21
104933,15155
104934,691
104935,60
104936,15
104937,37
104938,15
104939,17
104940,14
104941,1910
104942,27
104943,1
104944,82
104945,45
104946,16
104947,16
104948,2571
104949,8
104950,0
104951,15863
104952,7
104953,5
104954,246
104955,1107
104956,2
104957,2
104958,302
104959,2
104960,0
104961,9
104962,21
104963,58
104964,2600
104965,10
104966,97
104967,12719
104968,1369
104969,158
104970,3
104971,472
104972,0
104973,170
104974,179
104975,13
104976,1571
104977,297
104978,1240
104979,42
104980,19
104981,1
104982,649
104983,0
104984,5298
104985,91
104986,6
104987,5200
104988,7686
104989,100
104990,205
104991,345
104992,8
104993,15
104994,10
104995,510
104996,1394
104997,1
104998,128
104999,1166
105000,0
105001,0
105002,24
105003,24
105004,238
105005,38
105006,509
105007,27
105008,83
105009,0
105010,244
105011,35
105012,657
105013,1590
105014,55
105015,3628
105016,547
105017,339
105018,7847
105019,192
105020,3535
105021,105
105022,1517
105023,135
105024,664
105025,312
105026,412
105027,3013
105028,307223
105029,145
105030,11
105031,23
105032,9
105033,91
105034,2050
105035,42
105036,251
105037,185
105038,228
105039,9
105040,190
105041,1
105042,3
105043,2
105044,46
105045,211
105046,44
105047,3340
105048,178
105049,636
105050,94
105051,1
105052,4
105053,299
105054,688
105055,93
105056,1099
105057,96
105058,0
105059,7834
105060,29
105061,5
105062,4
105063,99
105064,0
105065,0
105066,515
105067,1
105068,474
105069,771
105070,2
105071,22
105072,3514
105073,4
105074,18
105075,1213
105076,9
105077,810
105078,586
105079,55
105080,136
105081,16
105082,407
105083,0
105084,2
105085,619
105086,13
105087,1
105088,42
105089,6
105090,214
105091,58
105092,113
105093,105
105094,50
105095,222
105096,3
105097,32
105098,11
105099,342
105100,300
105101,32
105102,2
105103,1
105104,344
105105,162
105106,41
105107,5956
105108,15
105109,85
105110,172
105111,20
105112,46
105113,1
105114,295
105115,109
105116,220
105117,5647
105118,12
105119,0
105120,54
105121,1027
105122,24
105123,0
105124,0
105125,1277
105126,0
105127,1193
105128,8
105129,955
105130,64
105131,0
105132,56
105133,64
105134,3
105135,0
105136,50
105137,1742
105138,112
105139,4
105140,1014
105141,756
105142,84
105143,10
105144,2
105145,5
105146,1240
105147,30
105148,25
105149,191
105150,851
105151,1
105152,41
105153,530
105154,566
105155,0
105156,1989
105157,228
105158,4
105159,48
105160,2344
105161,19
105162,45
105163,170
105164,5
105165,2246
105166,139
105167,27
105168,1
105169,206
105170,64
105171,465
105172,60
105173,18
105174,194
105175,4
105176,0
105177,1424
105178,72
105179,18
105180,57
105181,287
105182,199
105183,48
105184,72
105185,25
105186,216
105187,6
105188,1054
105189,30
105190,35
105191,950
105192,982
105193,11
105194,512
105195,5
105196,128
105197,9
105198,22
105199,56
105200,7
105201,493
105202,6614
105203,53
105204,848
105205,465
105206,3884
105207,263
105208,93
105209,559
105210,1114
105211,375
105212,0
105213,1782
105214,0
105215,2201
105216,2177
105217,26
105218,17
105219,143
105220,177
105221,51
105222,0
105223,4816
105224,1
105225,69
105226,9
105227,174
105228,1823
105229,3
105230,102
105231,181
105232,2
105233,221
105234,616
105235,3
105236,801
105237,18
105238,401
105239,1
105240,118
105241,40
105242,1028
105243,32
105244,17
105245,77
105246,128
105247,596
105248,1
105249,5
105250,104
105251,27
105252,161
105253,7
105254,38
105255,1337
105256,1564
105257,2
105258,2049
105259,743
105260,945
105261,244
105262,23
105263,16
105264,445
105265,8
105266,0
105267,3402
105268,17
105269,3060
105270,66
105271,61
105272,415
105273,7099
105274,564
105275,53
105276,45
105277,71
105278,159
105279,172
105280,412
105281,193
105282,70
105283,1223
105284,5
105285,85
105286,1
105287,2
105288,561
105289,18
105290,245
105291,47
105292,24
105293,68
105294,1
105295,1
105296,4
105297,14
105298,541
105299,7
105300,1
105301,0
105302,0
105303,94
105304,1
105305,4
105306,0
105307,64
105308,11
105309,3
105310,17
105311,5953
105312,310
105313,421
105314,0
105315,227
105316,81
105317,9813
105318,1
105319,594
105320,33
105321,35
105322,9
105323,7
105324,80
105325,50
105326,87
105327,190
105328,1139
105329,163
105330,160
105331,607
105332,0
105333,1134
105334,1588
105335,6
105336,2103
105337,2079
105338,351
105339,373
105340,10
105341,201
105342,239
105343,11
105344,140
105345,79
105346,10
105347,26
105348,67
105349,3
105350,1
105351,79
105352,1
105353,0
105354,824
105355,543
105356,188
105357,889
105358,1
105359,3
105360,18
105361,89
105362,3
105363,6
105364,785
105365,790
105366,2464
105367,1
105368,38
105369,10
105370,126
105371,844
105372,7229
105373,39
105374,8
105375,11
105376,25289
105377,399
105378,677
105379,26
105380,1169
105381,44
105382,233
105383,151
105384,0
105385,144
105386,37
105387,715
105388,34
105389,168
105390,2
105391,21
105392,75
105393,153
105394,22
105395,36
105396,1226
105397,3
105398,17
105399,0
105400,16260
105401,48
105402,152
105403,65
105404,29
105405,416
105406,1493
105407,36
105408,5
105409,126
105410,3
105411,32
105412,18
105413,10
105414,98
105415,47
105416,110
105417,124
105418,302
105419,14
105420,282
105421,24
105422,25
105423,59
105424,150
105425,145
105426,248
105427,176
105428,4491
105429,630
105430,11
105431,14
105432,743
105433,13
105434,1236
105435,429
105436,14
105437,16
105438,746
105439,314
105440,1
105441,606
105442,1132
105443,3706
105444,8
105445,97
105446,50
105447,300
105448,475
105449,39
105450,3
105451,509
105452,259
105453,135
105454,10
105455,15
105456,0
105457,0
105458,68
105459,882
105460,2
105461,32
105462,9
105463,7
105464,9
105465,9
105466,106
105467,313
105468,53
105469,43
105470,416
105471,29
105472,862
105473,218
105474,6
105475,6
105476,19
105477,65
105478,2
105479,2653
105480,6
105481,20
105482,324
105483,27
105484,5
105485,4410
105486,620
105487,20
105488,54
105489,2
105490,7
105491,2
105492,49
105493,1874
105494,530
105495,309
105496,5
105497,3
105498,291
105499,140
105500,1
105501,1645
105502,872
105503,6
105504,19
105505,4672
105506,3653
105507,36
105508,1901
105509,108
105510,338
105511,5684
105512,5
105513,155
105514,163
105515,3
105516,3
105517,8
105518,2
105519,7
105520,5
105521,0
105522,42
105523,1218
105524,1120
105525,674
105526,862
105527,121
105528,976
105529,82
105530,9
105531,330
105532,389
105533,3183
105534,78
105535,3
105536,42
105537,106
105538,24
105539,957
105540,5
105541,6
105542,422
105543,4
105544,64
105545,785
105546,3913
105547,239
105548,4
105549,226
105550,4676
105551,645
105552,1443
105553,5
105554,57
105555,71
105556,72
105557,21
105558,271
105559,9
105560,1040
105561,41
105562,151
105563,52
105564,67
105565,6310
105566,130
105567,17
105568,16
105569,635
105570,315
105571,43
105572,165
105573,360
105574,26
105575,192
105576,125
105577,727
105578,7
105579,2
105580,512
105581,982
105582,2986
105583,5796
105584,0
105585,1
105586,441
105587,258
105588,1
105589,2404
105590,6
105591,66
105592,13
105593,96
105594,24
105595,540
105596,2
105597,8
105598,7
105599,174
105600,2
105601,3
105602,1
105603,1
105604,5
105605,871
105606,2139
105607,25
105608,564
105609,95
105610,25
105611,1020
105612,97
105613,97
105614,50
105615,25
105616,2
105617,191
105618,10
105619,15
105620,74
105621,204
105622,301
105623,76
105624,23
105625,57
105626,1
105627,17
105628,1
105629,1943
105630,66
105631,286
105632,0
105633,197
105634,369
105635,165
105636,2412
105637,5
105638,1266
105639,2
105640,16
105641,1
105642,47
105643,1
105644,761
105645,470
105646,72
105647,21
105648,31
105649,41284
105650,21
105651,26
105652,133
105653,16
105654,11
105655,2
105656,116
105657,1698
105658,231
105659,11
105660,51
105661,10
105662,11
105663,0
105664,22
105665,6
105666,176
105667,356
105668,15
105669,19
105670,6755
105671,33
105672,267
105673,4
105674,2
105675,6
105676,1802
105677,842
105678,1263
105679,49
105680,101
105681,25
105682,34
105683,84
105684,699
105685,1548
105686,4
105687,14382
105688,567
105689,97
105690,228
105691,30
105692,7
105693,221
105694,15
105695,20
105696,22
105697,529
105698,294
105699,1282
105700,619
105701,8
105702,80
105703,2
105704,399
105705,3322
105706,21
105707,153
105708,18
105709,60
105710,1
105711,3384
105712,12
105713,1
105714,422
105715,891
105716,292
105717,504
105718,39
105719,9
105720,38
105721,15
105722,25
105723,1216
105724,204
105725,23
105726,303
105727,875
105728,6
105729,14
105730,13
105731,0
105732,155
105733,7
105734,25
105735,6
105736,92
105737,376
105738,4
105739,101
105740,415
105741,2172
105742,2179
105743,4
105744,570
105745,6
105746,9
105747,182
105748,33
105749,15
105750,716
105751,257
105752,2
105753,144
105754,1337
105755,1
105756,214
105757,64
105758,1391
105759,59
105760,1
105761,2361
105762,293
105763,31
105764,43
105765,187
105766,1
105767,141
105768,95
105769,23
105770,3
105771,160
105772,1887
105773,34
105774,27
105775,4
105776,1918
105777,498
105778,473
105779,0
105780,396
105781,317
105782,0
105783,4
105784,1988
105785,9803
105786,35
105787,351
105788,447
105789,266
105790,0
105791,657
105792,18
105793,0
105794,109
105795,166
105796,26
105797,920
105798,526
105799,186
105800,11
105801,403
105802,13
105803,333
105804,16
105805,3093
105806,88
105807,205
105808,116
105809,44
105810,25
105811,12
105812,7020
105813,1522
105814,21
105815,33
105816,669
105817,8361
105818,33
105819,0
105820,279
105821,1125
105822,1118
105823,15
105824,14
105825,4
105826,1051
105827,283
105828,8
105829,2
105830,576
105831,2234
105832,126
105833,84
105834,6
105835,249
105836,1
105837,3
105838,2195
105839,19
105840,89
105841,1
105842,142
105843,6875
105844,545
105845,0
105846,39
105847,1241
105848,80
105849,66
105850,35
105851,36
105852,51
105853,88
105854,6
105855,187
105856,425
105857,1
105858,12
105859,8
105860,4
105861,2
105862,394
105863,15
105864,7
105865,0
105866,86
105867,71
105868,1142
105869,217
105870,51
105871,15
105872,1254
105873,107
105874,8389
105875,503
105876,218
105877,59
105878,2
105879,1
105880,2159
105881,136
105882,222
105883,10
105884,1922
105885,79
105886,3
105887,8
105888,1018
105889,176
105890,259
105891,131
105892,31
105893,1122
105894,7
105895,6
105896,7
105897,22
105898,2539
105899,248
105900,4
105901,105
105902,39
105903,36
105904,39
105905,404
105906,1242
105907,62
105908,43
105909,35
105910,417
105911,3
105912,46
105913,56
105914,915
105915,64
105916,860
105917,136
105918,25
105919,49
105920,6
105921,363
105922,34
105923,705
105924,17
105925,839
105926,112
105927,8
105928,85
105929,65
105930,27
105931,0
105932,36
105933,0
105934,14
105935,20
105936,250
105937,0
105938,2
105939,5
105940,0
105941,610
105942,586
105943,31
105944,32
105945,35
105946,83
105947,88
105948,461
105949,137
105950,199
105951,156
105952,518
105953,843
105954,1433
105955,1187
105956,26
105957,84
105958,113
105959,5
105960,18
105961,2
105962,53
105963,7615
105964,10
105965,5
105966,1
105967,1754
105968,0
105969,254
105970,37
105971,200
105972,1101
105973,17
105974,615
105975,6
105976,95
105977,16
105978,1133
105979,191
105980,298
105981,1720
105982,93
105983,38
105984,488
105985,203
105986,65
105987,8
105988,586
105989,184
105990,22
105991,1236
105992,87
105993,22
105994,55
105995,6
105996,208
105997,1
105998,16
105999,320
106000,6
106001,4
106002,205
106003,72
106004,4
106005,59
106006,7
106007,36
106008,281
106009,1297
106010,0
106011,2707
106012,16
106013,3
106014,10
106015,15
106016,417
106017,183
106018,17
106019,18
106020,20
106021,157
106022,297
106023,2
106024,40
106025,165
106026,6993
106027,8
106028,4752
106029,434
106030,152
106031,284
106032,70
106033,49
106034,5
106035,1134
106036,5
106037,636
106038,10
106039,4
106040,8944
106041,1142
106042,3
106043,172
106044,119
106045,17
106046,79
106047,12
106048,355
106049,183
106050,1242
106051,157
106052,4619
106053,207
106054,922
106055,5313
106056,5412
106057,75
106058,2
106059,25
106060,904
106061,1
106062,0
106063,733
106064,225
106065,4
106066,1
106067,27
106068,232
106069,475
106070,602
106071,1
106072,1036
106073,104
106074,11
106075,99
106076,0
106077,2
106078,308
106079,7
106080,4703
106081,21
106082,2978
106083,259
106084,9181
106085,16
106086,103
106087,12421
106088,7788
106089,0
106090,979
106091,0
106092,740
106093,3
106094,2
106095,2
106096,28
106097,24
106098,2503
106099,91
106100,40
106101,316
106102,153
106103,2
106104,3553
106105,89
106106,44
106107,81
106108,0
106109,24
106110,361
106111,0
106112,12342
106113,35
106114,154
106115,3078
106116,51
106117,1596
106118,1859
106119,72
106120,85
106121,91
106122,23
106123,15
106124,121
106125,477
106126,5
106127,103
106128,184
106129,1
106130,3
106131,253
106132,6
106133,3153
106134,24
106135,2
106136,0
106137,296
106138,323
106139,58
106140,773
106141,1769
106142,1261
106143,0
106144,4
106145,1722
106146,1
106147,60
106148,1035
106149,1958
106150,35
106151,0
106152,1
106153,60
106154,95
106155,184
106156,1412
106157,3687
106158,58
106159,310
106160,8
106161,16
106162,173
106163,103
106164,0
106165,12151
106166,15
106167,1
106168,143
106169,809
106170,29
106171,267
106172,46
106173,41
106174,14
106175,36
106176,1
106177,19
106178,2748
106179,31
106180,955
106181,1828
106182,11
106183,9
106184,1266
106185,0
106186,548
106187,223
106188,1926
106189,4600
106190,12
106191,13
106192,23
106193,73
106194,164
106195,2
106196,437
106197,0
106198,211
106199,17
106200,1116
106201,984
106202,1377
106203,45
106204,365
106205,12
106206,339
106207,14
106208,70
106209,12
106210,103
106211,351
106212,2
106213,1418
106214,810
106215,7
106216,9
106217,603
106218,3861
106219,811
106220,0
106221,14
106222,1033
106223,40
106224,9
106225,38
106226,43
106227,154
106228,2187
106229,0
106230,0
106231,70
106232,33
106233,17
106234,30
106235,12
106236,3
106237,611
106238,252
106239,17
106240,26
106241,482
106242,41
106243,19
106244,42
106245,3
106246,13
106247,29
106248,26
106249,111
106250,135
106251,144
106252,14
106253,1452
106254,1
106255,14
106256,172
106257,445
106258,13
106259,1
106260,377
106261,382
106262,27
106263,15
106264,1388
106265,237
106266,18
106267,267
106268,80
106269,207
106270,82
106271,20
106272,876
106273,404
106274,48
106275,763
106276,27
106277,281
106278,171
106279,27
106280,32
106281,1212
106282,33
106283,11
106284,171
106285,7
106286,91
106287,4337
106288,600
106289,63
106290,29
106291,292
106292,26
106293,33
106294,136
106295,562
106296,386
106297,2266
106298,3
106299,163
106300,404
106301,0
106302,32
106303,304
106304,592
106305,246
106306,147
106307,21
106308,22
106309,104
106310,5374
106311,370
106312,2262
106313,5910
106314,22
106315,23
106316,20192
106317,1756
106318,23
106319,444
106320,279
106321,6
106322,214
106323,204
106324,846
106325,37
106326,73
106327,3
106328,2
106329,3
106330,23
106331,203
106332,92
106333,13
106334,2
106335,0
106336,529
106337,327
106338,778
106339,8
106340,1480
106341,394
106342,197
106343,17
106344,12
106345,6407
106346,40
106347,5
106348,14
106349,137
106350,3
106351,63
106352,0
106353,635
106354,3871
106355,0
106356,94
106357,9
106358,9
106359,4
106360,16
106361,107
106362,1275
106363,751
106364,2
106365,4
106366,0
106367,171
106368,0
106369,61
106370,325
106371,49
106372,1922
106373,0
106374,16
106375,221
106376,68
106377,381
106378,14335
106379,155
106380,18
106381,2
106382,1
106383,20
106384,18
106385,11034
106386,13
106387,13
106388,115
106389,943
106390,7
106391,1339
106392,346
106393,358
106394,78
106395,709
106396,697
106397,1539
106398,36985
106399,196
106400,8
106401,97
106402,348
106403,1267
106404,0
106405,406
106406,43
106407,2
106408,557
106409,2
106410,83
106411,2191
106412,1055
106413,32
106414,0
106415,23
106416,50
106417,11
106418,3352
106419,2
106420,238
106421,674
106422,29
106423,42
106424,150
106425,30
106426,1
106427,84
106428,20833
106429,0
106430,666
106431,4
106432,208
106433,0
106434,1582
106435,158
106436,9
106437,452
106438,259
106439,1163
106440,22
106441,351
106442,285
106443,911
106444,6
106445,8820
106446,351
106447,50
106448,3732
106449,13
106450,391
106451,0
106452,0
106453,26
106454,510
106455,736
106456,31
106457,3
106458,17
106459,2
106460,7
106461,25
106462,179
106463,0
106464,1
106465,12
106466,2
106467,615
106468,815
106469,2
106470,2167
106471,14
106472,71
106473,45
106474,372
106475,15
106476,618
106477,17
106478,3
106479,7
106480,195
106481,5
106482,3377
106483,47
106484,580
106485,2
106486,0
106487,771
106488,388
106489,659
106490,22
106491,201
106492,2
106493,73
106494,63
106495,12
106496,1215
106497,1
106498,10
106499,188
106500,233
106501,5
106502,692
106503,43
106504,1033
106505,29
106506,1
106507,31
106508,75
106509,1194
106510,288
106511,0
106512,43
106513,15670
106514,0
106515,1315
106516,273
106517,941
106518,34
106519,9
106520,234
106521,0
106522,577
106523,12
106524,3
106525,1020
106526,421
106527,16
106528,3
106529,13
106530,49
106531,4
106532,9
106533,5
106534,39
106535,916
106536,157
106537,86
106538,220
106539,229
106540,9
106541,104
106542,5225
106543,6
106544,548
106545,0
106546,348
106547,71
106548,859
106549,70
106550,0
106551,0
106552,59
106553,25
106554,0
106555,1849
106556,709
106557,302
106558,567
106559,118
106560,9
106561,31
106562,74
106563,99
106564,31
106565,2
106566,1153
106567,383
106568,10106
106569,114
106570,4497
106571,11949
106572,3
106573,115
106574,135
106575,1
106576,1256
106577,188
106578,59
106579,1006
106580,709
106581,12485
106582,500
106583,9
106584,15
106585,0
106586,2
106587,42
106588,1
106589,35
106590,17
106591,23
106592,68
106593,561
106594,384
106595,1
106596,2
106597,1
106598,4
106599,598
106600,0
106601,2
106602,39
106603,13
106604,40
106605,1
106606,542
106607,1
106608,4
106609,178
106610,2216
106611,2951
106612,1391
106613,12
106614,282
106615,108
106616,90
106617,8
106618,374
106619,13
106620,21
106621,38
106622,63
106623,1
106624,4
106625,17
106626,7
106627,3295
106628,309
106629,103
106630,110
106631,42
106632,17
106633,20
106634,39
106635,1038
106636,8
106637,38
106638,2815
106639,3
106640,52
106641,3
106642,56
106643,35
106644,367
106645,930
106646,1
106647,2938
106648,450
106649,28
106650,3
106651,0
106652,3
106653,112
106654,1082
106655,53
106656,0
106657,0
106658,190
106659,312
106660,488
106661,16
106662,141
106663,195
106664,459
106665,509
106666,328
106667,154
106668,15
106669,4
106670,2
106671,0
106672,963
106673,10
106674,53
106675,43
106676,13
106677,1914
106678,11
106679,1
106680,5029
106681,70
106682,1987
106683,110
106684,19
106685,197
106686,1132
106687,250
106688,1126
106689,6
106690,9
106691,365
106692,25
106693,430
106694,945
106695,6
106696,6
106697,3
106698,3
106699,477
106700,25
106701,414
106702,26
106703,1737
106704,7900
106705,30
106706,2
106707,11879
106708,5
106709,2
106710,873
106711,96
106712,4
106713,5
106714,13
106715,3865
106716,290
106717,2815
106718,8
106719,9
106720,16808
106721,5
106722,100
106723,31
106724,244
106725,3
106726,0
106727,440
106728,36
106729,293
106730,166
106731,9
106732,14
106733,324
106734,790
106735,409
106736,27
106737,2
106738,6
106739,80
106740,866
106741,871
106742,10
106743,8
106744,1430
106745,22
106746,421
106747,64
106748,2
106749,49
106750,0
106751,8
106752,1570
106753,705
106754,27
106755,28
106756,3
106757,415
106758,17
106759,411
106760,147
106761,3295
106762,275
106763,2
106764,10
106765,2832
106766,56
106767,4
106768,2
106769,451
106770,47
106771,1048
106772,1752
106773,5
106774,32
106775,33
106776,10
106777,638
106778,2
106779,0
106780,2
106781,15
106782,8
106783,10
106784,257
106785,17
106786,156
106787,17
106788,847
106789,107
106790,9
106791,104
106792,0
106793,35
106794,28
106795,2014
106796,2
106797,31
106798,254
106799,126
106800,546
106801,0
106802,0
106803,5
106804,15
106805,21
106806,14
106807,48
106808,703
106809,5
106810,58
106811,57
106812,266
106813,16
106814,3627
106815,801
106816,11
106817,0
106818,62
106819,824
106820,83
106821,909
106822,941
106823,2167
106824,67
106825,824
106826,4
106827,9
106828,34
106829,2731
106830,36
106831,44
106832,748
106833,125
106834,625
106835,510
106836,49
106837,200
106838,3
106839,4025
106840,3
106841,161
106842,12
106843,422
106844,1090
106845,733
106846,1569
106847,12
106848,89
106849,57
106850,0
106851,73
106852,510
106853,10
106854,22
106855,2
106856,215
106857,10
106858,524
106859,6930
106860,19
106861,2095
106862,16361
106863,2776
106864,0
106865,514
106866,8
106867,304
106868,171
106869,69
106870,217
106871,880
106872,112
106873,11
106874,74
106875,0
106876,138
106877,7
106878,6
106879,792
106880,433
106881,1914
106882,2
106883,1
106884,17
106885,69
106886,9
106887,187
106888,68
106889,16
106890,2
106891,27
106892,202
106893,8
106894,375
106895,57
106896,67
106897,3820
106898,2
106899,0
106900,447
106901,73
106902,4595
106903,1
106904,5
106905,33
106906,715
106907,7
106908,34654
106909,1
106910,538
106911,474
106912,2628
106913,6
106914,5
106915,694
106916,42
106917,54
106918,250
106919,8381
106920,18
106921,620
106922,251
106923,33
106924,199
106925,26
106926,1152
106927,1552
106928,17
106929,1
106930,2804
106931,492
106932,11
106933,283
106934,76
106935,65
106936,207
106937,55015
106938,425
106939,241
106940,5
106941,96
106942,212
106943,1277
106944,57
106945,376
106946,52
106947,1
106948,1506
106949,163
106950,145
106951,31
106952,1864
106953,1024
106954,39
106955,8
106956,19
106957,19
106958,100
106959,2
106960,1
106961,1
106962,228
106963,1159
106964,32295
106965,339
106966,0
106967,4
106968,323
106969,2065
106970,139
106971,521
106972,9
106973,1469
106974,57
106975,90
106976,125
106977,19
106978,5147
106979,461
106980,18
106981,8
106982,126
106983,120
106984,72
106985,121
106986,270
106987,208
106988,43
106989,75
106990,2
106991,252
106992,42
106993,29
106994,649
106995,180
106996,26
106997,1849
106998,86
106999,2541
107000,0
107001,23
107002,76
107003,57
107004,5
107005,9
107006,163
107007,1078
107008,260
107009,31
107010,16
107011,144
107012,42
107013,39
107014,9
107015,2853
107016,19
107017,15
107018,270
107019,1
107020,579
107021,7888
107022,1531
107023,128
107024,66
107025,0
107026,9
107027,288
107028,1394
107029,837
107030,3
107031,96
107032,0
107033,30
107034,4
107035,12
107036,6
107037,2403
107038,280
107039,9
107040,877
107041,0
107042,34
107043,1254
107044,4
107045,16
107046,187
107047,10
107048,11
107049,58
107050,984
107051,2697
107052,13727
107053,381
107054,35
107055,51
107056,22
107057,518
107058,66
107059,41
107060,11
107061,2
107062,33
107063,1
107064,3737
107065,59
107066,1
107067,9565
107068,14
107069,478
107070,513
107071,1
107072,45
107073,629
107074,46097
107075,8
107076,202
107077,0
107078,261
107079,47
107080,12
107081,79
107082,31
107083,2215
107084,16
107085,650
107086,51
107087,284
107088,4
107089,2591
107090,4
107091,1349
107092,7
107093,11
107094,55
107095,207
107096,860
107097,4
107098,151
107099,13
107100,78
107101,23
107102,13
107103,16
107104,8
107105,3026
107106,142
107107,77
107108,0
107109,10081
107110,284
107111,1011
107112,217
107113,1834
107114,433
107115,0
107116,143
107117,14
107118,8
107119,77
107120,4
107121,411
107122,733
107123,3515
107124,6
107125,196
107126,351
107127,127
107128,38
107129,1
107130,1
107131,10
107132,3
107133,0
107134,14
107135,30
107136,1043
107137,31
107138,320
107139,6
107140,228
107141,35
107142,1876
107143,0
107144,2
107145,1
107146,195
107147,398
107148,4
107149,45
107150,17
107151,15
107152,3
107153,726
107154,193
107155,14
107156,1883
107157,2
107158,566
107159,58
107160,167
107161,25
107162,1321
107163,18
107164,12
107165,549
107166,35
107167,193
107168,14
107169,26
107170,12
107171,41
107172,211
107173,12
107174,10
107175,17
107176,504
107177,591
107178,242
107179,983
107180,3364
107181,587
107182,1
107183,17
107184,68
107185,34
107186,28
107187,227
107188,46
107189,79
107190,8
107191,65
107192,5
107193,107
107194,10
107195,456
107196,1382
107197,22
107198,276
107199,7351
107200,70
107201,187
107202,1598
107203,66
107204,834
107205,313
107206,6352
107207,136
107208,39
107209,16
107210,1
107211,854
107212,29
107213,2057
107214,58
107215,6134
107216,322
107217,2882
107218,1
107219,5
107220,9
107221,9
107222,30
107223,36
107224,37
107225,8
107226,95
107227,3
107228,1151
107229,871
107230,27
107231,1
107232,1798
107233,257
107234,19
107235,1305
107236,0
107237,2
107238,11
107239,1713
107240,1
107241,88
107242,56
107243,282
107244,1
107245,553
107246,148
107247,36
107248,75
107249,279
107250,80
107251,23
107252,14
107253,883
107254,85
107255,1
107256,8
107257,8
107258,1
107259,47
107260,21
107261,1894
107262,80
107263,10
107264,103
107265,1
107266,1
107267,13
107268,30
107269,898
107270,7
107271,579
107272,12
107273,23
107274,13121
107275,896
107276,969
107277,3
107278,0
107279,50
107280,4457
107281,0
107282,1577
107283,18
107284,42
107285,153
107286,38
107287,45
107288,100
107289,2621
107290,66
107291,4
107292,14
107293,253
107294,148
107295,7
107296,4753
107297,67
107298,2988
107299,36
107300,291
107301,49
107302,866
107303,170
107304,70
107305,5501
107306,57
107307,1
107308,506
107309,0
107310,34
107311,51
107312,1734
107313,5088
107314,4078
107315,4
107316,125
107317,619
107318,24
107319,115
107320,19
107321,569
107322,270
107323,6872
107324,22
107325,3
107326,2
107327,1
107328,11
107329,0
107330,1181
107331,0
107332,151
107333,472
107334,1
107335,185
107336,3
107337,1
107338,272
107339,8
107340,27
107341,82
107342,0
107343,9
107344,271
107345,103
107346,54
107347,32
107348,19
107349,26
107350,51
107351,29
107352,24
107353,118
107354,191
107355,261
107356,132
107357,63
107358,190
107359,4
107360,8760
107361,109
107362,272
107363,250
107364,71
107365,72
107366,506
107367,0
107368,6926
107369,444
107370,117
107371,961
107372,2
107373,1849
107374,85
107375,1256
107376,2058
107377,1120
107378,446
107379,102
107380,0
107381,4291
107382,70
107383,113
107384,165
107385,243
107386,2683
107387,82
107388,76
107389,6
107390,16
107391,687
107392,118
107393,4
107394,65
107395,4
107396,6
107397,723
107398,9
107399,1
107400,9
107401,6
107402,59
107403,1248
107404,3
107405,29
107406,4
107407,5
107408,0
107409,302
107410,1561
107411,336
107412,953
107413,54
107414,14
107415,4781
107416,105
107417,20
107418,417
107419,388
107420,919
107421,1282
107422,8
107423,99
107424,229
107425,1
107426,9
107427,4
107428,833
107429,187
107430,15
107431,21
107432,714
107433,14094
107434,467
107435,49
107436,30
107437,336
107438,822
107439,3776
107440,8
107441,4040
107442,2
107443,1011
107444,723
107445,5
107446,53
107447,1
107448,1404
107449,831
107450,3
107451,127
107452,326
107453,167
107454,21
107455,1928
107456,38
107457,0
107458,35
107459,6
107460,18
107461,12
107462,13
107463,696
107464,6
107465,2
107466,2367
107467,33
107468,710
107469,1
107470,1532
107471,122
107472,342
107473,50
107474,16
107475,0
107476,2839
107477,23
107478,55
107479,207
107480,416
107481,453
107482,34
107483,4
107484,159
107485,844
107486,1
107487,143
107488,191
107489,161
107490,10
107491,253
107492,27
107493,29
107494,29
107495,2
107496,1
107497,2
107498,236
107499,21361
107500,2051
107501,1048
107502,6
107503,2
107504,7
107505,49
107506,305
107507,2
107508,22
107509,153
107510,283
107511,4
107512,231
107513,2554
107514,7
107515,1860
107516,81
107517,280
107518,17
107519,2
107520,9
107521,1283
107522,96
107523,807
107524,1837
107525,1120
107526,84
107527,486
107528,51
107529,623
107530,321
107531,332
107532,674
107533,111
107534,56
107535,265
107536,423
107537,90
107538,66
107539,2857
107540,0
107541,18
107542,112
107543,198
107544,188
107545,884
107546,8
107547,19
107548,3933
107549,48
107550,252
107551,264
107552,5
107553,32
107554,20
107555,323
107556,918
107557,53
107558,1
107559,54
107560,2
107561,267
107562,342
107563,438
107564,61
107565,1083
107566,235
107567,575
107568,114
107569,217
107570,1
107571,42
107572,36
107573,829
107574,36
107575,2
107576,367
107577,394
107578,30
107579,0
107580,2718
107581,272
107582,48
107583,3
107584,362
107585,17
107586,91
107587,723
107588,16
107589,13
107590,6
107591,392
107592,75
107593,2094
107594,43
107595,88
107596,662
107597,284
107598,121
107599,7
107600,0
