,followers_count
30688,16981
30689,46
30690,1922
30691,601
30692,298
30693,986
30694,985
30695,61431
30696,1053
30697,1212
30698,349
30699,2167
30700,3703
30701,365
30702,1242
30703,36
30704,230
30705,95
30706,101
30707,65
30708,45
30709,1660
30710,115
30711,0
30712,16269
30713,1842
30714,123
30715,534
30716,105
30717,1274
30718,22
30719,1083
30720,76
30721,141
30722,144
30723,135
30724,165
30725,1068
30726,837
30727,9
30728,1436
30729,116
30730,3494
30731,92
30732,39
30733,28
30734,1283
30735,335
30736,2903
30737,756
30738,183
30739,162
30740,2298
30741,50
30742,2417
30743,5077
30744,143
30745,66
30746,551
30747,575
30748,5
30749,120
30750,1974
30751,150
30752,95
30753,25
30754,5765
30755,197
30756,39
30757,3
30758,85
30759,17929
30760,95
30761,47
30762,661
30763,4
30764,410
30765,3786
30766,194
30767,151
30768,2862
30769,1191
30770,40
30771,1659
30772,1953
30773,3328
30774,2075
30775,1233
30776,2309
30777,969
30778,56
30779,94
30780,57
30781,126
30782,358
30783,1108
30784,3020
30785,65
30786,37
30787,539
30788,12
30789,1826
30790,32149
30791,23
30792,45
30793,1089
30794,483
30795,858
30796,37
30797,1224
30798,1204
30799,127
30800,1319
30801,15
30802,10
30803,1760
30804,2137
30805,1224
30806,509
30807,339
30808,214
30809,814
30810,4270
30811,4643
30812,1977
30813,2204
30814,21550
30815,7909
30816,211
30817,261
30818,197
30819,2210
30820,232
30821,17
30822,20475
30823,539
30824,126
30825,2091
30826,1542
30827,596
30828,5573
30829,32
30830,1025
30831,5751
30832,51
30833,118
30834,468
30835,1158
30836,282
30837,1242
30838,1100
30839,634
30840,14
30841,23
30842,60653
30843,400
30844,45
30845,617
30846,159
30847,987
30848,3185
30849,96
30850,512
30851,939
30852,571
30853,105
30854,971
30855,1146
30856,2325
30857,661
30858,222
30859,254
30860,468
30861,602
30862,1390
30863,125
30864,415
30865,14250
30866,394
30867,129
30868,88
30869,511
30870,973
30871,711
30872,704
30873,5264
30874,1259
30875,3095
30876,13532
30877,509
30878,118
30879,1072
30880,726
30881,369
30882,332
30883,3105
30884,202
30885,20
30886,4398
30887,191
30888,1875
30889,287
30890,63
30891,667
30892,195
30893,6
30894,300
30895,16
30896,955
30897,11
30898,17
30899,111
30900,2
30901,490
30902,1780
30903,3
30904,5035
30905,148
30906,25
30907,758
30908,570
30909,360
30910,121
30911,511
30912,209
30913,106
30914,211
30915,95
30916,203
30917,107
30918,32
30919,117
30920,223
30921,22
30922,10
30923,7873
30924,12
30925,546
30926,26
30927,276
30928,68
30929,851
30930,6879
30931,532
30932,93
30933,394
30934,540
30935,874
30936,317
30937,244
30938,21386
30939,4
30940,121
30941,169
30942,100
30943,4251
30944,23
30945,10678
30946,1002
30947,432
30948,4649
30949,37
30950,191
30951,21
30952,78
30953,6608
30954,852
30955,749
30956,339
30957,2965
30958,130
30959,8807
30960,3707
30961,63
30962,2545
30963,1446
30964,2
30965,1686
30966,1571
30967,2411
30968,1657
30969,441
30970,23
30971,3
30972,101
30973,6786
30974,1646
30975,16
30976,67
30977,112
30978,10
30979,2249
30980,1977
30981,10
30982,2793
30983,1372
30984,133
30985,89
30986,2620
30987,73
30988,270
30989,1478
30990,32
30991,3294
30992,588
30993,76781
30994,402
30995,840
30996,250
30997,287
30998,164
30999,54
31000,12
31001,651
31002,256
31003,452
31004,54
31005,2451
31006,156
31007,92
31008,167
31009,354
31010,262
31011,53
31012,3
31013,73
31014,5
31015,1916
31016,2630
31017,573
31018,639
31019,1115
31020,1916
31021,16
31022,599
31023,26
31024,2811
31025,593
31026,30
31027,45
31028,1930
31029,157
31030,618
31031,3326
31032,1302
31033,276
31034,14
31035,98
31036,189
31037,6457
31038,84
31039,80
31040,78
31041,22239
31042,244
31043,20719
31044,466
31045,329
31046,1264
31047,1383
31048,61
31049,814
31050,73
31051,228
31052,332
31053,439
31054,11966
31055,651
31056,2082
31057,347
31058,230
31059,5699
31060,203
31061,3022
31062,111
31063,743
31064,82
31065,555
31066,444
31067,7
31068,194
31069,44
31070,1264
31071,650
31072,67
31073,1160
31074,11
31075,6
31076,331
31077,6
31078,79
31079,2745
31080,6377
31081,92
31082,247
31083,512
31084,445
31085,1754
31086,26
31087,23
31088,13
31089,2201
31090,763
31091,70
31092,10
31093,1242
31094,659
31095,575
31096,292
31097,2378
31098,12
31099,76
31100,840
31101,14
31102,542
31103,2330
31104,144
31105,606
31106,432
31107,3440
31108,190
31109,243
31110,674
31111,52
31112,5880
31113,34
31114,12
31115,480
31116,21
31117,1552
31118,1400
31119,98
31120,38
31121,242
31122,1545
31123,62
31124,525
31125,1645
31126,73
31127,689
31128,362
31129,1899
31130,3527
31131,666
31132,17
31133,31
31134,1472
31135,14
31136,20801
31137,101
31138,606
31139,520
31140,193
31141,13
31142,93728
31143,1038
31144,165
31145,4212
31146,673
31147,67
31148,161
31149,448
31150,198
31151,659
31152,379
31153,4550
31154,3900
31155,2125
31156,823
31157,3405
31158,318
31159,1995
31160,26
31161,26
31162,11
31163,254
31164,1059
31165,353
31166,58
31167,112
31168,2007
31169,1020
31170,109
31171,457
31172,219
31173,312
31174,38
31175,78
31176,247
31177,17
31178,1740
31179,639
31180,127
31181,8866
31182,330
31183,11056
31184,1
31185,39
31186,565
31187,230
31188,147
31189,347
31190,163
31191,341
31192,711
31193,96
31194,315
31195,3383
31196,176
31197,240
31198,1010
31199,1443
31200,59
31201,360
31202,6
31203,3126
31204,299
31205,379
31206,2677
31207,1665
31208,2889
31209,3
31210,4022
31211,0
31212,10231
31213,6488
31214,190
31215,974
31216,182
31217,2190
31218,33
31219,17918
31220,157
31221,2723
31222,3618
31223,343
31224,1031
31225,122
31226,989
31227,279
31228,320
31229,102
31230,82
31231,990
31232,17
31233,367
31234,1340
31235,408
31236,899
31237,3
31238,208
31239,165
31240,103
31241,273
31242,29
31243,154
31244,32
31245,3304
31246,30
31247,710
31248,806
31249,8063
31250,105
31251,6
31252,22
31253,25
31254,419
31255,8403
31256,165
31257,1804
31258,117
31259,199
31260,567
31261,4482
31262,124
31263,430
31264,6
31265,571
31266,6
31267,52
31268,112
31269,12
31270,783
31271,315
31272,186
31273,10
31274,244
31275,801
31276,257
31277,1572
31278,2686
31279,61
31280,217
31281,6493
31282,0
31283,1550
31284,105
31285,643
31286,78
31287,47
31288,184
31289,27
31290,986
31291,1307
31292,13
31293,56
31294,3130
31295,528
31296,166
31297,188
31298,601
31299,3250
31300,1337
31301,13535
31302,2277
31303,144
31304,363
31305,1
31306,1755
31307,26
31308,220
31309,1417
31310,1622
31311,108
31312,344
31313,237
31314,94
31315,2131
31316,759
31317,584
31318,1922
31319,3170
31320,753
31321,29045
31322,237
31323,568
31324,287
31325,15019
31326,116
31327,933
31328,9153
31329,8204
31330,64
31331,12
31332,1062
31333,594
31334,17045
31335,78
31336,11622
31337,251
31338,995
31339,2434
31340,110
31341,7592
31342,1345
31343,1220
31344,150
31345,62
31346,203
31347,3702
31348,232
31349,186
31350,489
31351,9
31352,526
31353,923
31354,59
31355,595
31356,25
31357,5226
31358,933
31359,48
31360,105
31361,3294
31362,99
31363,43
31364,103
31365,3
31366,9
31367,179
31368,1586
31369,228
31370,6
31371,8006
31372,13
31373,213
31374,68
31375,288
31376,11814
31377,38
31378,1169
31379,3867
31380,89
31381,1202
31382,1716
31383,255
31384,688
31385,44186
31386,855
31387,1416
31388,3956
31389,17391
31390,23
31391,2187
31392,134
31393,243
31394,7099
31395,355
31396,11125
31397,1429
31398,1053
31399,4
31400,1635
31401,287
31402,6
31403,2074
31404,1085
31405,1245
31406,1911
31407,444
31408,144
31409,107
31410,1758
31411,284
31412,778
31413,373
31414,2992
31415,1883
31416,324
31417,30
31418,184
31419,198
31420,7951
31421,2661
31422,2
31423,41
31424,3538
31425,42
31426,0
31427,222
31428,399
31429,2393
31430,141
31431,50
31432,6922
31433,2079
31434,191
31435,773
31436,3194
31437,473
31438,750
31439,87
31440,1659
31441,96
31442,69
31443,10
31444,752
31445,9
31446,115
31447,2747
31448,613
31449,1341
31450,2211
31451,0
31452,397
31453,189
31454,17955
31455,3274
31456,397
31457,60
31458,1781
31459,1749
31460,750
31461,552
31462,0
31463,12
31464,97
31465,2480
31466,96
31467,832
31468,241
31469,214
31470,779
31471,768
31472,187
31473,2145
31474,7
31475,124
31476,3501
31477,854
31478,424
31479,3054
31480,102
31481,349
31482,112
31483,8
31484,1687
31485,3316
31486,684
31487,23
31488,334
31489,3427
31490,5487
31491,444
31492,2565
31493,262
31494,179
31495,359
31496,300
31497,96
31498,603
31499,14
31500,113
31501,264
31502,8911
31503,1521
31504,86
31505,173
31506,320
31507,1335
31508,3681
31509,609
31510,1122
31511,416
31512,2
31513,111
31514,4858
31515,1123
31516,22299
31517,567
31518,390
31519,1162
31520,11460
31521,57
31522,32975
31523,18
31524,25
31525,13
31526,460
31527,434
31528,385
31529,378
31530,193
31531,1548
31532,6738
31533,386
31534,365
31535,1044
31536,761
31537,257
31538,57
31539,2259
31540,323
31541,73
31542,3592
31543,1
31544,8213
31545,2
31546,66
31547,31
31548,8627
31549,497
31550,89
31551,656
31552,862
31553,32
31554,2305
31555,715
31556,127
31557,272
31558,73
31559,1151
31560,41
31561,932
31562,521
31563,1146
31564,102
31565,192
31566,11
31567,859
31568,1549
31569,24576
31570,977
31571,6
31572,6
31573,14
31574,92
31575,6
31576,284
31577,313
31578,590
31579,1599
31580,6844
31581,580
31582,13968
31583,47
31584,53
31585,9
31586,3487
31587,0
31588,4215
31589,177
31590,373
31591,568
31592,2780
31593,5592
31594,158
31595,6898
31596,591
31597,7
31598,90
31599,918
31600,3085
31601,62
31602,2
31603,912
31604,106
31605,5219
31606,553
31607,4579
31608,3069
31609,96
31610,123
31611,7
31612,8
31613,704
31614,3266
31615,4794
31616,234
31617,158
31618,666
31619,1659
31620,34
31621,548
31622,2849
31623,291
31624,1882
31625,2771
31626,54
31627,17
31628,652
31629,851
31630,390
31631,3161
31632,85
31633,5042
31634,4348
31635,889
31636,10356
31637,158
31638,240
31639,1705
31640,455
31641,181
31642,118
31643,3178
31644,788
31645,410
31646,124
31647,82
31648,129
31649,1389
31650,226
31651,832
31652,8
31653,5
31654,1500
31655,836
31656,306
31657,727
31658,1470
31659,70
31660,4
31661,26
31662,6
31663,4604
31664,2466
31665,2335
31666,731
31667,425
31668,61
31669,144
31670,78
31671,55
31672,87
31673,188
31674,578
31675,67
31676,56
31677,31
31678,1530
31679,8
31680,393
31681,604
31682,155
31683,101
31684,265
31685,320
31686,30
31687,3721
31688,4155
31689,1966
31690,194
31691,10
31692,5409
31693,691
31694,19
31695,1444
31696,24
31697,320
31698,2798
31699,88
31700,344
31701,8152
31702,864
31703,9
31704,2
31705,9
31706,125
31707,94341
31708,265
31709,179
31710,697
31711,1088
31712,10938
31713,15635
31714,1819
31715,565
31716,498
31717,372
31718,1821
31719,44
31720,157
31721,2341
31722,285
31723,31
31724,132
31725,81
31726,944
31727,18
31728,127
31729,2226
31730,10737
31731,1373
31732,371
31733,1791
31734,48323
31735,18
31736,1641
31737,6760
31738,62
31739,165
31740,172
31741,16
31742,247
31743,138
31744,35
31745,175
31746,724
31747,3322
31748,72
31749,96
31750,41
31751,1652
31752,52
31753,3286
31754,39
31755,230
31756,374
31757,9
31758,31
31759,801
31760,16
31761,1123
31762,3653
31763,125668
31764,40
31765,2047
31766,30
31767,103
31768,546
31769,14
31770,450
31771,255
31772,1
31773,89
31774,188
31775,32
31776,867
31777,21
31778,97
31779,147
31780,11
31781,400
31782,177
31783,14
31784,971
31785,24709
31786,1598
31787,2801
31788,561
31789,1355
31790,494
31791,3715
31792,614
31793,272
31794,348
31795,1786
31796,3853
31797,392
31798,5682
31799,12075
31800,38
31801,3
31802,527
31803,2630
31804,6693
31805,1407
31806,2
31807,109
31808,14
31809,301
31810,133
31811,432
31812,119
31813,257
31814,749
31815,331
31816,38
31817,246
31818,87
31819,5761
31820,3864
31821,789
31822,6
31823,10
31824,29671
31825,655
31826,273
31827,876
31828,781
31829,1778
31830,701
31831,337
31832,115
31833,429
31834,166
31835,193
31836,11
31837,65
31838,1485
31839,96
31840,5
31841,1036
31842,88
31843,296
31844,487
31845,193
31846,54
31847,14946
31848,238
31849,35
31850,13258
31851,1232
31852,131
31853,1346
31854,13
31855,2763
31856,85
31857,238
31858,15
31859,34
31860,4229
31861,302
31862,32
31863,4
31864,1956
31865,73
31866,562
31867,92
31868,259
31869,37
31870,53
31871,126
31872,2700
31873,81
31874,4166
31875,87385
31876,10
31877,7
31878,274
31879,9656
31880,10250
31881,1
31882,1032
31883,230
31884,3133
31885,254
31886,217
31887,73
31888,229
31889,1023
31890,69
31891,367
31892,35
31893,2712
31894,130
31895,3
31896,30
31897,1635
31898,36
31899,6782
31900,932
31901,161
31902,2637
31903,147
31904,3957
31905,250
31906,196
31907,93
31908,11
31909,1067
31910,35
31911,25
31912,497
31913,24
31914,709
31915,222
31916,4925
31917,2220
31918,118
31919,262
31920,1505
31921,14
31922,2669
31923,40
31924,4263
31925,435
31926,189
31927,7
31928,230
31929,8417
31930,46
31931,0
31932,64
31933,503
31934,1252
31935,245
31936,857
31937,10
31938,39
31939,2
31940,15138
31941,1604
31942,5
31943,34736
31944,6072
31945,245
31946,13246
31947,137
31948,6
31949,9
31950,6852
31951,48
31952,2001
31953,3
31954,1873
31955,624
31956,56
31957,360
31958,1493
31959,429
31960,95
31961,554
31962,17
31963,100
31964,93
31965,88
31966,11
31967,1532
31968,18
31969,125
31970,613
31971,120
31972,4
31973,3976
31974,2010
31975,422
31976,163
31977,128
31978,2999
31979,843
31980,5006
31981,21
31982,529
31983,23
31984,506
31985,43
31986,108
31987,983
31988,119
31989,420
31990,133
31991,2542
31992,923
31993,420
31994,12
31995,3261
31996,4
31997,426
31998,106
31999,1278
32000,343
32001,928
32002,86
32003,6086
32004,188
32005,116
32006,13
32007,3130
32008,1611
32009,1440
32010,580
32011,30
32012,332
32013,655
32014,2266
32015,1495
32016,791
32017,445
32018,170
32019,1872
32020,1012
32021,8392
32022,59
32023,122
32024,6
32025,111
32026,257
32027,211
32028,3
32029,352
32030,10
32031,80
32032,86
32033,54
32034,74
32035,1170
32036,146
32037,350
32038,9
32039,1311
32040,44
32041,281
32042,1613
32043,1598
32044,1881
32045,1080
32046,665
32047,3279
32048,885
32049,949
32050,129
32051,1448
32052,669
32053,3681
32054,34
32055,682
32056,43499
32057,797
32058,1002
32059,2487
32060,39
32061,8510
32062,149
32063,1671
32064,127
32065,905
32066,50
32067,4404
32068,31
32069,694
32070,8263
32071,69
32072,377
32073,26
32074,695
32075,604
32076,93906
32077,12
32078,55
32079,13
32080,7
32081,4499
32082,3189
32083,40
32084,753
32085,870
32086,143
32087,3268
32088,3697
32089,228
32090,5694
32091,142
32092,23
32093,100
32094,503
32095,19
32096,1435
32097,534
32098,95
32099,3165
32100,1205
32101,174
32102,2400
32103,2783
32104,552
32105,18
32106,49
32107,224
32108,1153
32109,285
32110,85
32111,161
32112,385
32113,343
32114,15
32115,808
32116,721
32117,285
32118,1044
32119,717
32120,529
32121,730
32122,253
32123,6925
32124,1606
32125,788
32126,121
32127,1012
32128,1365
32129,246
32130,1
32131,3341
32132,202
32133,653
32134,404
32135,1203
32136,262
32137,1419
32138,150
32139,8429
32140,392
32141,116
32142,664
32143,326
32144,260
32145,1079
32146,23
32147,36
32148,103
32149,155
32150,814
32151,2573
32152,2090
32153,96
32154,75
32155,421
32156,1826
32157,67
32158,1131
32159,5367
32160,748
32161,279
32162,249
32163,572
32164,42
32165,1989
32166,41455
32167,69
32168,8293
32169,119
32170,259
32171,2523
32172,2015
32173,1196
32174,951
32175,287
32176,764
32177,38
32178,878
32179,1476
32180,2030
32181,1860
32182,2309
32183,251
32184,19
32185,992
32186,3089
32187,235
32188,804
32189,2155
32190,281
32191,2113
32192,26
32193,877
32194,2071
32195,27
32196,927
32197,324
32198,192
32199,703
32200,2841
32201,5003
32202,1449
32203,231
32204,1566
32205,256
32206,3195
32207,460
32208,34
32209,3587
32210,2087
32211,31
32212,51
32213,24
32214,44
32215,1135
32216,576
32217,723
32218,1749
32219,3427
32220,69
32221,2365
32222,261
32223,248
32224,51
32225,1157
32226,1329
32227,368
32228,1499
32229,25
32230,1793
32231,1171
32232,1864
32233,616
32234,419
32235,2238
32236,707
32237,506
32238,241
32239,928
32240,982
32241,17
32242,185
32243,424
32244,217
32245,50
32246,379
32247,49
32248,94
32249,1025
32250,2925
32251,175
32252,933
32253,96
32254,377
32255,79
32256,1083
32257,913
32258,14
32259,155
32260,1300
32261,730
32262,1333
32263,178
32264,49
32265,3173
32266,11848
32267,145
32268,378
32269,121
32270,337
32271,92
32272,5
32273,2619
32274,327
32275,10282
32276,8838
32277,202
32278,29
32279,416
32280,28
32281,1393
32282,90
32283,1085
32284,261
32285,25
32286,55
32287,201
32288,674
32289,42
32290,3290
32291,2
32292,48
32293,111
32294,639
32295,118
32296,436
32297,148
32298,100
32299,29
32300,174
32301,263
32302,283
32303,473
32304,5709
32305,2543
32306,20
32307,934
32308,148
32309,564
32310,122
32311,370
32312,387
32313,313
32314,192
32315,55
32316,616
32317,2224
32318,1059
32319,705
32320,215
32321,2136
32322,356
32323,26
32324,192
32325,380
32326,55
32327,160
32328,806
32329,0
32330,262
32331,2
32332,763
32333,181
32334,4805
32335,203
32336,979
32337,3
32338,1476
32339,94
32340,951
32341,1573
32342,41
32343,378
32344,8119
32345,5
32346,35
32347,8765
32348,3166
32349,5479
32350,1283
32351,551
32352,981
32353,2847
32354,2392
32355,4000
32356,926
32357,304
32358,50
32359,6
32360,468
32361,78
32362,5
32363,110
32364,46
32365,499
32366,35
32367,344
32368,1590
32369,191
32370,613
32371,35
32372,2140
32373,45
32374,182
32375,3538
32376,499
32377,120
32378,883
32379,980
32380,1734
32381,844
32382,308
32383,223
32384,199
32385,9
32386,4
32387,153
32388,1407
32389,1281
32390,679
32391,101
32392,24325
32393,255
32394,315
32395,651
32396,790
32397,402
32398,78
32399,169
32400,647
32401,23
32402,1089
32403,11
32404,97
32405,1455
32406,346
32407,1142
32408,1306
32409,400
32410,2495
32411,777
32412,3576
32413,164
32414,510
32415,333
32416,697
32417,1114
32418,135
32419,40
32420,1795
32421,72
32422,39
32423,5132
32424,2135
32425,2994
32426,1127
32427,4
32428,5594
32429,4032
32430,237
32431,1343
32432,652
32433,989
32434,9739
32435,22485
32436,2710
32437,177
32438,38
32439,117
32440,2
32441,1109
32442,219
32443,144
32444,1432
32445,3424
32446,174
32447,753
32448,224
32449,1496
32450,18
32451,310
32452,92
32453,4349
32454,865
32455,2004
32456,6
32457,191
32458,2340
32459,2029
32460,788
32461,2175
32462,149
32463,1
32464,1069
32465,4476
32466,117
32467,307
32468,283
32469,71
32470,651
32471,368
32472,929
32473,2848
32474,5509
32475,2564
32476,1360
32477,32
32478,4670
32479,1696
32480,62
32481,57
32482,2618
32483,32
32484,764
32485,12
32486,14875
32487,851
32488,208
32489,122
32490,400
32491,495
32492,17908
32493,606
32494,29
32495,2483
32496,1499
32497,519
32498,27086
32499,91
32500,123
32501,43
32502,5
32503,114
32504,71
32505,7
32506,57
32507,2089
32508,624
32509,641
32510,72
32511,1328
32512,4188
32513,181
32514,30486
32515,306
32516,253
32517,44
32518,74
32519,211
32520,1089
32521,34
32522,34
32523,424
32524,277
32525,14680
32526,711
32527,1486
32528,1437
32529,542
32530,203
32531,15
32532,0
32533,655
32534,25
32535,1884
32536,270
32537,395
32538,440
32539,967
32540,66
32541,2
32542,357
32543,452
32544,702
32545,3077
32546,157
32547,3377
32548,1788
32549,918
32550,506
32551,4395
32552,3033
32553,456
32554,3278
32555,358
32556,673
32557,1407
32558,53
32559,182
32560,21
32561,551
32562,37407
32563,213
32564,437
32565,57
32566,558
32567,26
32568,129
32569,1623
32570,587
32571,308
32572,1331
32573,448
32574,226
32575,41
32576,8
32577,47
32578,494
32579,2
32580,203
32581,3153
32582,241
32583,226
32584,5041
32585,1153
32586,19049
32587,2222
32588,2
32589,92
32590,182
32591,90
32592,1306
32593,112
32594,976
32595,399
32596,36
32597,194
32598,319
32599,233
32600,1816
32601,469
32602,232
32603,4161
32604,226
32605,15
32606,10
32607,2201
32608,1069
32609,9
32610,18066
32611,293
32612,576
32613,4
32614,848
32615,535
32616,875
32617,23
32618,172
32619,759
32620,641
32621,213
32622,592
32623,20
32624,796
32625,2976
32626,2588
32627,1303
32628,524
32629,47
32630,805
32631,672
32632,3341
32633,6692
32634,135
32635,448
32636,224
32637,289
32638,117
32639,365
32640,2730
32641,2213
32642,875
32643,818
32644,801
32645,58
32646,1512
32647,85
32648,191
32649,1171
32650,179
32651,1025
32652,1426
32653,1734
32654,298
32655,36
32656,2015
32657,191
32658,177
32659,7
32660,74
32661,62
32662,3500
32663,861
32664,37
32665,494
32666,3057
32667,271
32668,169
32669,124
32670,16
32671,278
32672,31
32673,1155
32674,22433
32675,960
32676,1105
32677,362
32678,487
32679,943
32680,137
32681,158
32682,2330
32683,20
32684,111
32685,977
32686,1044
32687,2168
32688,4588
32689,5086
32690,3852
32691,400
32692,12
32693,508
32694,335
32695,368
32696,32
32697,4967
32698,34
32699,1
32700,435
32701,668
32702,1835
32703,304
32704,88
32705,87
32706,1
32707,10370
32708,18206
32709,44
32710,36922
32711,808
32712,53
32713,206
32714,82
32715,3291
32716,2240
32717,54
32718,7
32719,1579
32720,5436
32721,2478
32722,330
32723,625
32724,2059
32725,291
32726,409
32727,415
32728,8605
32729,291
32730,15
32731,388
32732,1132
32733,3845
32734,3903
32735,11217
32736,2
32737,268
32738,3353
32739,1653
32740,78
32741,466
32742,82
32743,3860
32744,209
32745,2397
32746,43
32747,283
32748,78
32749,85
32750,1860
32751,281
32752,1446
32753,208
32754,56
32755,520
32756,648
32757,123
32758,3566
32759,232
32760,93
32761,999
32762,299
32763,253
32764,43
32765,11073
32766,2641
32767,553
32768,652
32769,99
32770,35
32771,10129
32772,14
32773,2055
32774,235
32775,47
32776,3004
32777,218
32778,14
32779,31
32780,1201
32781,256
32782,254
32783,953
32784,292
32785,1481
32786,6025
32787,720
32788,59
32789,859
32790,454
32791,1652
32792,7045
32793,11514
32794,108
32795,3411
32796,433
32797,700
32798,20373
32799,3639
32800,1388
32801,761
32802,9
32803,517
32804,374
32805,17
32806,37
32807,3523
32808,27
32809,12
32810,336
32811,2160
32812,17063
32813,326
32814,175
32815,257
32816,1280
32817,478
32818,69
32819,403
32820,311
32821,4697
32822,16
32823,2036
32824,1048
32825,5462
32826,1314
32827,202
32828,10
32829,4
32830,10
32831,7186
32832,24
32833,8957
32834,598
32835,128
32836,249
32837,1096
32838,467
32839,887
32840,9805
32841,20058
32842,175
32843,1185
32844,108
32845,15
32846,622
32847,851
32848,496
32849,29
32850,1590
32851,309
32852,858
32853,1676
32854,495
32855,71
32856,40
32857,2184
32858,768
32859,5656
32860,2520
32861,16614
32862,16
32863,405
32864,546
32865,10533
32866,1885
32867,2208
32868,9
32869,40
32870,202
32871,28
32872,4800
32873,2295
32874,215
32875,212
32876,217
32877,2318
32878,1062
32879,1070
32880,2706
32881,1069
32882,652
32883,3431
32884,646
32885,48
32886,7358
32887,384
32888,187
32889,3303
32890,142
32891,13625
32892,1341
32893,1125
32894,23
32895,590
32896,128
32897,357
32898,225
32899,335
32900,1485
32901,107
32902,1435
32903,97
32904,966
32905,1891
32906,4894
32907,2
32908,250
32909,2940
32910,7941
32911,742
32912,75
32913,48
32914,689
32915,235
32916,565
32917,23567
32918,613
32919,12687
32920,42
32921,33
32922,970
32923,1303
32924,31
32925,395
32926,2631
32927,0
32928,1056
32929,1
32930,18929
32931,7
32932,267
32933,17
32934,635
32935,108
32936,486
32937,726
32938,8338
32939,1558
32940,132
32941,2130
32942,7699
32943,5894
32944,1433
32945,265
32946,75890
32947,336
32948,5430
32949,693
32950,4353
32951,5802
32952,227
32953,75
32954,160
32955,2038
32956,317
32957,369
32958,2984
32959,48
32960,3604
32961,9
32962,4
32963,21
32964,28
32965,56
32966,27209
32967,29
32968,437
32969,619
32970,302
32971,193
32972,33
32973,2473
32974,408
32975,3540
32976,25
32977,353
32978,43
32979,195
32980,470
32981,712
32982,1298
32983,122
32984,787
32985,156
32986,44
32987,14
32988,8270
32989,184
32990,583
32991,164
32992,3879
32993,17
32994,66
32995,11
32996,325
32997,1205
32998,1959
32999,512
33000,155
33001,915
33002,4439
33003,39
33004,10918
33005,711
33006,1297
33007,3
33008,391
33009,3056
33010,396
33011,216
33012,1133
33013,19
33014,381
33015,370
33016,22
33017,1538
33018,2855
33019,1740
33020,2652
33021,771
33022,577
33023,1611
33024,1353
33025,7
33026,3519
33027,54
33028,618
33029,2158
33030,352
33031,148
33032,720
33033,1816
33034,205
33035,251
33036,11
33037,561
33038,122
33039,785
33040,691
33041,84
33042,48
33043,1191
33044,299
33045,3093
33046,40
33047,461
33048,149
33049,201
33050,207
33051,2196
33052,1410
33053,473
33054,28
33055,117
33056,110
33057,11
33058,1080
33059,353
33060,61
33061,6973
33062,6961
33063,440
33064,422
33065,1109
33066,19
33067,3713
33068,440
33069,149
33070,76
33071,763
33072,116035
33073,353
33074,800
33075,147
33076,407
33077,627
33078,145
33079,0
33080,12
33081,1024
33082,11
33083,56
33084,278
33085,976
33086,20
33087,9
33088,36
33089,928
33090,920
33091,3208
33092,58
33093,390
33094,838
33095,410
33096,1627
33097,12
33098,91
33099,1946
33100,2
33101,8
33102,2729
33103,19121
33104,5999
33105,809
33106,41
33107,49
33108,166
33109,162939
33110,5
33111,159
33112,132
33113,253
33114,379
33115,794
33116,14
33117,420
33118,480
33119,1362
33120,1079
33121,2622
33122,320
33123,60
33124,648
33125,32
33126,549
33127,659
33128,148
33129,1136
33130,29
33131,160
33132,127
33133,2319
33134,1673
33135,303
33136,64
33137,91
33138,76
33139,71
33140,10306
33141,1086
33142,34
33143,2172
33144,1156
33145,3793
33146,4782
33147,282
33148,106
33149,1136
33150,5386
33151,16
33152,949
33153,193
33154,71
33155,360
33156,215
33157,2209
33158,1369
33159,873
33160,753
33161,4531
33162,1995
33163,2779
33164,788
33165,270
33166,464
33167,139
33168,7989
33169,343
33170,3201
33171,147
33172,398
33173,727
33174,1
33175,5408
33176,1674
33177,52
33178,1381
33179,11
33180,111
33181,882
33182,295
33183,1756
33184,180
33185,1142
33186,408
33187,117
33188,1705
33189,3394
33190,116
33191,2368
33192,301
33193,21
33194,32613
33195,1024
33196,814
33197,1227
33198,2816
33199,14
33200,557
33201,76
33202,39
33203,1223
33204,757
33205,312
33206,1354
33207,57
33208,113
33209,5
33210,64
33211,18
33212,594
33213,355
33214,57
33215,22
33216,389
33217,25
33218,88
33219,25
33220,54
33221,21
33222,139
33223,338
33224,31
33225,35
33226,1491
33227,539
33228,6828
33229,6
33230,216
33231,1866
33232,540
33233,19024
33234,1771
33235,341
33236,474
33237,699
33238,402
33239,2322
33240,7
33241,96
33242,517
33243,343
33244,2011
33245,269
33246,231
33247,1
33248,496
33249,208
33250,173
33251,195
33252,107
33253,1886
33254,510
33255,556
33256,6
33257,45
33258,280
33259,870
33260,2713
33261,80
33262,1604
33263,1
33264,111
33265,90
33266,323
33267,1082
33268,2073
33269,109
33270,3378
33271,376
33272,752
33273,33
33274,110
33275,1426
33276,2893
33277,7771
33278,126
33279,323
33280,697
33281,0
33282,19
33283,1953
33284,771
33285,149
33286,365
33287,67
33288,4
33289,415
33290,6053
33291,190
33292,516
33293,455
33294,1171
33295,81
33296,7
33297,50
33298,29
33299,80
33300,1
33301,51
33302,303
33303,2938
33304,200
33305,183
33306,163
33307,936
33308,965
33309,1
33310,3346
33311,578
33312,259
33313,3198
33314,682
33315,1485
33316,155
33317,18
33318,1592
33319,63
33320,4
33321,46
33322,2445
33323,55
